,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X000651.SZ,X600104.SH,X002371.SZ,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X600418.SH,X002179.SZ,X002241.SZ,X000977.SZ,X002463.SZ,X600089.SH,X600584.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X000066.SZ,X600741.SH,X002049.SZ,X600522.SH,X002236.SZ,X600839.SH,X600183.SH,X002456.SZ,X601877.SH,X600066.SH,X600460.SH,X002156.SZ,X002074.SZ,X000661.SZ,X000800.SZ,X600487.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.3300762806635,0,0,0,0,0.0771837972437091,0,0,0,0,0,0,0,0,0,0,0.165016154715969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0091587539980743,0,-0.0113518685386126,0,0,0,0,0,0,0,0,0,-0.120416856330088,0,0,0,-0.0746240093830666,0,0
X000858.SZ,0.594335029567473,0,0,0,0,0,0.333048107469982,0,0.0134192054050268,0,0,0,0,0,0,0,0,0,0.066964332617225,0,0,0,-0.028827857008522,0.0389617541319026,0,0,0,0,0,0,-1.73472347597681e-18,0,0.142793073633935,0,0,0,0,0,0.0230282507650454,0,0,0,0.0504607011775625,0,0,0,0,0,0,0,0,0,0.0297571536531584,0,0,0,-0.00288990537871836,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20486363195063,0.121756173883264,0.0271751624555974,-0.0208196268228238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265449642828617,0,0,0,-0.0751363592006178,0,0.0184839618732891,0,0,0,0.198706240840539,0,0,6.93889390390723e-18,0,0,-0.276422560218932,0,0,0,-0.172276700658925,0,0
X002415.SZ,0.140694578078096,0,0,0,0,0.0687045723363621,0.0553420222425291,0,0,0.0820953306650163,0,0,0,0,0,0.095427921087708,0,0,0,0.226209709139053,0,0,0,0,0,0,0.0155508259234742,0,0,0,0,0,0,0.0104343595928196,0,0,0,0,-3.46944695195361e-18,0.0502671133842513,1.73472347597681e-18,0,0,0.0363392030860341,0,0,0,0,0,0,0,0,0,0,0,0,-0.035958361542067,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823123841196693,0,0,-0.019798121514165,0.0575941761068949,0.50473205899229,0.0122868287794735,0.0851931624186068,0,0,0,0,0,0,-0.0140692775706409,0,-0.00217842081341573,0,0,0.0568578393991484,0.0350083281654927,0.0187141531924854,0,0,0,0,0,0,0,0,0,0,0,-0.106698802882091,0.0462892064912796,0,0,0,0,0
X600690.SH,0,0,0,0,0.0924122041687765,0,0,0.207321643885478,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.125159561201612,0,0,0,0.0181977165020438,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0159854459859164,0,0,0,0,0.0411008507996184,0,0.0684296702833211,0,0,0,0,0,0,0,0,0,0,0,0.0545121445832299,0,0,0,0.0245625770983589,0,0
X600809.SH,0,0.108040112636822,0,0,0,0,0,0,0,0,0.620760450729051,0,0,0,0,0.0944757348670257,0,0,0,0,0.149402389700358,0,0.0767940769445926,0,0,0,0.0539629667307195,0,0,0,0,0,0,-0.0140991058631851,0,0,0,0,0,0,-0.0158667191157273,0,0,0,0,-0.00875278589814491,0,0,0,0,0,0,0,0.0478909738580809,-0.0150871425649381,0,-0.0158878883401117,0,0
X000651.SZ,0,0,0,0,0,0.290988783890486,0,0,0.0633939531103784,0,0,0,0,0.0405059967313885,0,0,0,0.163560402420043,0,0,0,0,-0.0694663606371069,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0526280325231289,0.182481552912753,-0.0292529430478516,-0.00204542213112909,0,0,0,0,0,0,0,0,0,0,0,0.00562437864125655,0,0
X600104.SH,0,0,0.267782840905158,0,0,0,0.503333372634467,0,0,0,0,0.0763105420888091,0,0,0,0,0,0,0,0,0,0,0.267483133270728,0,0,-0.118935741110306,-0.127603183611035,0,0,0,0,0,-0.03448891320086,-0.392977236892676,0.390487918019328,-0.132432212735279,0.118133858731042,0,-0.0120756507019837,0,0,0,0,-0.262346491890225,1.0842021724855e-19,0,0,0,0,0,0,0,0.124666727511412,0,0.0532669787943456,0,0.0406276537641843,0,0
X002371.SZ,0,0,0,0,0,0,0,0,-0.0428101565433558,0,0,-0.0658426960200459,0,0.40962718042336,0,0,0,0,0,0.0480084848098426,0,0,0,0,0,0.126765414318735,0,0,0,0,0,0,0,0,0,0.00337924768683869,0,0,0,0,0,0,0,0,0.166973800751342,0,0,0,0,0,0,0.0727527301172551,-0.0668792430989659,0,0,0,4.33680868994202e-19,0,0
