,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600809.SH,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000725.SZ,X600031.SH,X002129.SZ,X000596.SZ,X000625.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X000100.SZ,X000977.SZ,X600372.SH,X002236.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X600522.SH,X000733.SZ,X002074.SZ,X002180.SZ,X000066.SZ,X600460.SH,X300003.SZ,X300142.SZ,X600702.SH,X002007.SZ,X300146.SZ,X002463.SZ,X000800.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.205309863945467,0,0.159596750761876,0.0989804176806029,-0.0530285002107366,0,0.0263020030824282,0,0,0,0,0.0445025203481548,0,0,0,0,0,0,0,0.0113820483084692,0,0,0,0,0.0201926706640326,0,-0.0378930435445935,0,-0.0302512703736865,-0.0599661394050489,0,0,0,0,0,0,0.0157471167731066,0,0,0,0,0,0,0.060183447536995,0,0.0419970072404204,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.12541749775552,0,0,0.349135078982515,0,0,0.0443877520664311,0,0,0,0,0,0,0,0,0,0.138704131742946,0,0,0,0,0,0,0,0,0.00309324998540885,0,-0.00628659540902227,0,-0.018798975657611,0,0,0,0,0,0,0,0,0,0,0.0518233330652274,0,0,0,0.103776434221524,0,0,0,0,-0.0262642936216105,0.0130439699443507,-0.0257417113859831,-0.00314550216523232,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.000548047546429964,0,0,0,-0.121011448824712,0,0,0,0,0,0,-0.0993094893832175,0.277336007483949,0,0,0,0.213340836229584,0,0,0,0,0.292806272499798,0,0,0,0,-4.33680868994202e-19,0,-0.163308230307554,0,0,0.10102120748244,0.109664059475333,0,0,0,0,0,0.147902502045371,-0.102833048522246,0,-0.0318640754337769,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.518305200598784,0,0,0,0,0,0,0,0,0.0995296888150234,0,0,0,0,0,0.0223936152293663,0,0.0202238936260217,0,0,0,0,0,-0.137779009519849,0,0,-0.0333101995902226,0,0.0115305043379109,0,0,0,0,0,0,-0.0118815215655505,0,0,0,0,0,0,0,0.168547255328441,0,0,-8.67361737988404e-19,0,0,0,0,-0.0316748097519258,0,0,0,0,0,0
X600276.SH,0,0,0.128681659802965,0,0,0,0,0.109670417894764,0,0,0,0,0,0,0,0,0,0,0,0.098749976589055,0,0,0,0,-0.104876998922869,0.0886122085924842,0,0.0117015065303121,0,0.0360890736902442,0,0,0,0,0,0,0.0452167173597843,0,0,0,-0.0316623849163315,0,0,0,0,0,0,-0.312608153184391,0,0.139937803544258,0,0.00978543308316085,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0749443602175849,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0474825131628526,0,0,0,0.00791260907787481,0,0,0,0,0,0.0299048603260926,0.696449285779567,0,0,0,0.179530026307,0,-0.0817447046835485,0,0,0,-0.104976415330389,0,0,0,0,0,-0.191989679728561,0,0,0.106475694593685,0,0,-0.0373521803397212,0,0,0,0,0,0
X600809.SH,0,0.137739481718883,0,0,0,0,0,0,0,0.0486501907544929,0.109521418113152,0,0,0,0,0,0,-0.133598866778148,0,0,0,0,0,0,0.0434980564731459,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509295467349259,0,0,0,-0.247917510328279,0,0,0,0.0226139619726365,0.543989938657842,0,0.0578872060742264,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.248593811195709,0.0780855123136311,0,0,-0.0182454678962449,0.24771702758189,0.614973253963233,0,0,0,0,0,0,0,-0.317023887760134,0,0,0,0,0,0,0,0,0.0425368128965687,0,-0.00756341633938599,0,0,0,0,0,0.0235792533709072,0.00545214781536689,0,0,0,-0.147616109964065,0,0,0,0,0,0,-0.0281665776049454,0,0,0.0711124740332832,0.103819836378253,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0566375538507526,0,0,0,0,0,0,0.127056348205806,0,0,0,0,0,0,0,0,0,0,0,0,-0.36879702515388,0,0.340216879460205,0,0.0219117465501067,0,0,-0.129427076798956,0,0,0,0,0,0,0,0.259543965771279,0,0,0,0.112107235765262,0,0,0,-0.181424326987269,-0.0134958500018479,0.0619414434425892,0.139039065701844,-0.215313701452994,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0773941607998639,0,0,0,0,0.275107396981312,0,0,0.0820444473830636,0,0,0,0,0,0,0,0,0,-0.44876348029847,0,0,0,0,0,0,0.0792431786322556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453602886926011,0,0,0,0,0,0,0.0188397630789118,0,0,0,0,0,0,0
