,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X000559.SZ,X600031.SH,X600271.SH,X000100.SZ,X600066.SH,X600372.SH,X600741.SH,X000157.SZ,X002475.SZ,X002236.SZ,X002292.SZ,X600089.SH,X002241.SZ,X300124.SZ,X000338.SZ,X002465.SZ,X300003.SZ,X000568.SZ,X002506.SZ,X600839.SH,X600177.SH,X002129.SZ,X002294.SZ,X000547.SZ,X600867.SH,X002074.SZ,X000800.SZ,X000977.SZ,X002276.SZ,X002008.SZ,X600582.SH,X600498.SH,X000869.SZ,X002223.SZ,X300001.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0470304480957291,0,0,0,0.307090410128047,0,0.220678577422815,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0303888491801798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040807288394616,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,-0.0736190442843342,0.120807374430814,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0979668115554939,0,0,0,0,0,0,0.0321750106769916,0,0,0,0,0.317077505589331,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0128150604837678,0,0.0760218996737917,0,0,0,0,0,0,0,0,0,-0.0595220622147243,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0632332346452198,0,0,0,0,0,0,0,0,-0.206274179091809,0,0,0,0,0,0,0.0427690112458909,0,0.119692890530299,0,0.244948482404489,0,0,0,0,0,0.0695728099671364,0,0,0,0,0,0,0,0,0.0897934644533964,0,0,0,0,0,0.0669778945840173,0,0,0.0388349880041476,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.06749038713423,0,0,0.234334134949545,0,0,0,0,0,0,0,0.0683675059644815,0,0,0,0,0,0,0,0.085106817443111,0,0.0160351680816099,0,0,0.0149051679957235,0.173975540756937,0,0,0,0.0190921959560982,0,0,0,0,0,0,0,0.0428215024023367,0,-0.0279171336364171,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0249465996498028,0,0,0.205970836436189,0,0,0,0,0.0428689026508437,0,0,0,0,0,0,0,0,0.25767173037143,0.0128365563413587,0,0,0,0,0,1.73472347597681e-18,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0.169736248823833,0.0561864862796114,0,0.0109035819234452,0,0,-0.0118000692260449,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.197800508166798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124848762163926,0,0,0,0,0,0,0,0,0,0,0,-0.0845318286125604,0,0,0,0.0599050990911489,0,0,-0.0296966770713513,0,0,-0.0120597313945358,0,0.0132776913403796,0.0947711324845563,0,0.0944860290332503,0,0,-0.0746009221126828,0.114162371810948,0,0,0,0,0,0
X000858.SZ,0,0.0806375588731576,0,0,0,0.0580563618451152,0,0,0,0,0.0463456925125778,0,0.131715083673901,0.0793513424492408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148242497141917,0,0,0,0,0,0,0.141705974451437,0,0,0,-0.0299887392591157,-0.0437597322587638,0,0,0,0,0,0
X002304.SZ,0,0.00862899532627467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532417843047253,0.0598737807286996,0.276920575063741,0,0,0.00756846177182349,0,0,0,0,0,0,0.0838590238299481,0.370548260570931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241985106321693,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.114619098435825,0.241812177702518,0.133426540232479,0,0,0,0,0,0,0.0206436991752185,0,0,0,0.0988156412233688,0,0,0.0173018802495401,0,0,0.0286285081474429,-4.33680868994202e-19,0,0,0.000812649566726418,0,0,0,0,0,0.105754301287929,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0154845681850632,0,0,0,0,0,0,0
X000625.SZ,0,0.0492183968894693,0,0,0,0,0,0.0430065039518436,0,0,0,0,0,0,0,0,0,0,0.0659522483682439,0.214786877334201,0,0.11992206381839,0,0,0,0,0,0,0,0,0,0,0,0,0.145995559033421,0,0,0,3.46944695195361e-18,0.134750466832801,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.00227665861538491,0,0,0,0,0,0,0
