,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X000157.SZ,X600584.SH,X002028.SZ,X000977.SZ,X600066.SH,X600741.SH,X600522.SH,X002236.SZ,X600183.SH,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600487.SH,X600177.SH,X601799.SH,X600460.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.338409057114999,0,0,0,0,0,0.0917694792456568,0,0,0,0,0,0,0,0,0,0,0.0294032275989644,0.150919457738079,0,0,0,0,0,-0.00865301477236394,0,0,0,0,0,0,0,0,0,0,0.0270423161782683,0,-0.0160785416957048,0,0,0,0,-0.0401832170955855,-0.0238630360395084,-0.0789809616206824,0,0,-0.0197470094613767,0,0,0,-0.075989532720982,0,0,0,0.010318438591425,0,0
X000858.SZ,0.00849941446895399,0,0,0,0,0,0,0.0297258670800386,0,0.37834863007347,0,0,0,0,0,0,0,0,0,0.0632561841412208,0,1.73472347597681e-18,0,0,0,-0.0452705603828811,0,0,0,0,0,0,0,0.0599300812461262,0,0,0,0,-1.73472347597681e-18,0,0.041532381539903,0,0,0.0693667536781507,0,0,0,0,0,0.0671617542018808,0,-0.0344157247296072,0,0,0,0,0.0380868285076914,0,0
X600276.SH,0,0,0,0,0,0,-0.075454133232025,0,0,0,0,0,0,0,0.0996640060986466,0,0,-0.0561826933619846,0,0.0830838326647849,0,0.00711824246132749,0.0172195609902861,0.0931118371670545,0,-0.023429100942376,0,0,-0.0135741488033966,0,0,0,0,0,0,0,0,0,0,0,0.00852616052914344,0,0,0,0,0,0,0,0.159164045154411,0,0,-2.16840434497101e-19,-0.0182857368325733,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153674712658471,0,0,-0.035054405328908,0,0.511367859370063,0,0,0.0303181467380464,0,0,0,0.244069090231344,0.114064169964304,0.0400809455317471,0,0,0,0,0,0,0,0,0,0,0,-0.051994779384895,0,0,0,0,0,0,0,0,-0.0107056658786475,0,0,0,-0.0369291874544905,0,0
X002415.SZ,0,0,0,-0.0301181628924923,0,0.0342998818893854,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0421743478503996,0,0,0.276602912043183,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0210308932682032,0.173071773072137,0.0314077643445421,0.117896415495313,0,0,0,0,0,0,0,0,0,-0.132837746597194,0,0,-0.0137054808110508,0,0,0,0.00821451938444468,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.277070863094253,0,0,0,0.112120569791377,0.110523306676722,0,0,0,0,0.093156160500484,0,0,-0.0571784419690004,0,0,0,0,-0.0106886775110478,0,0,0,0,0,0,0,0,0,0.14186333651322,0,0,0,0.250548560870319,-0.210011333998309,0,0,0,0,0,0,0,0,0,0,0,-0.127338549662636,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.137648271832318,0,-0.0493136245369415,0,0,0,0,0,0,0.185423015827956,0,0,-0.221794698149885,0,0,0,0,0,0,0,-0.000881670934508957,0,0,0,0,0,0,0.0803971062415191,-0.299786235090352,0,-0.180284646125762,0,0,0,0,0,0,0,0,-0.153608447918907,0,0,0,0,0,0,0.0351789009267704,0,0,0,0,-0.0287465401332786,0,0
X600809.SH,0.0226977179814019,0,0,0,0,0,0.0377596054067918,0,0,0,0.119872969331331,0,0,0,0,0,0,0,0,0.559321975850812,0,0,-0.0225648858530231,0,0,0,0,0,0,0,0.0225842633534658,0,0,0,0,0,0,0,0,0,0,0,0,0.0882049893723187,0,0,0,0,0,0,0,0.0730163013251055,0,0.0713522264749151,0,0,0.0110719535758272,0,0
X000651.SZ,0,0,0,0,0,0.00278830787866026,-0.0785952821060986,0.0376453354881027,0,0,0,0,0,0,0,0,0,0,0.0639781582180691,0,-0.00103127730015178,0,0,0,0.120297876620377,0,0,0,0,-0.0825570845024444,0,0,0.0398139737854406,0,0,0,0,0,0.0429692537062258,0,0.107188532049701,0,0,0,0,0,0,0,0,-0.0458965320991489,0,0,0,0.00818714608956228,0,0,-0.0230363579489626,0,0
X000568.SZ,0.472647979348363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273908683309434,0,0,0,-0.0721859977645017,0,0,0,0,0.0313469121321779,0.0548583896336182,0.0375893768207556,0,0.0263392708435022,0,0,0,-0.0277525562713628,0,0,0,0,0.13509406246162,0,0,0,0,0,0.000542241761820197,-0.0865120671247545,0,0,-0.0516226225034475,-4.33680868994202e-19,0,0,0,-0.000845441882134085,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104337343557512,0,0,0,0,0.149473339038285,0,-0.159996885106084,0,0,0,0,0,0,0,0.304062960481318,0,0,0.161803530376371,0,0.136925070117185,0,0,0.0405684887626746,0.0627154880843008,0,0,0,0,0,0.00388324582859194,0,0,0.0115178663869827,0.105485075667377,0,0,0,0.0670517259256827,0.167858932358199,0,0,-0.0050925108914119,0,0
X600104.SH,0,0,3.46944695195361e-18,0,0,0.111595126769974,0,0,0,0,0,0,0.0757363094368561,0.0639256112067438,0,0,0,0,0,0,0,-0.0297529196621818,0,0,0,-0.0105011303042487,0,0,0,0,0,0,-0.0878251125014383,0.0742338665817011,0,0,0,-0.0127749723792013,0.0123804646699325,0,0,0,0,0,0,0,0,0.0526421007521043,0.0875613574763801,0.112550979868205,0,0,-0.0253406772484779,0,0,0,-0.0194602593319141,0,0
