,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000625.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000338.SZ,X000063.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002129.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X000661.SZ,X002049.SZ,X002241.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002180.SZ,X601799.SH,X002074.SZ,X600183.SH,X600418.SH,X300142.SZ,X002463.SZ,X002028.SZ,X000066.SZ,X000733.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0651988956248699,0,0,0,0.186837419234557,0,0,0,0,0,0.280415906479698,0,0,0,0,0,0,0,0,0,0.019531421513277,0,0,0,0,0,0,0,0,0,0,0,0,-0.00894705335657612,0,0,0,0,0,0.0672567410057355,0,0,0.0830980953407377,0,0,0.446884376044391,0,0,0,-0.0814456777375739,0,0,0,0,0,0.0743939424425835,0,0
X000858.SZ,0.307410638862567,0,0,0.073006093350509,0,0,0,0,0,0,0.129157803793819,0,0,0,0,0,-0.0327483567966677,0,0.0912350936241655,0,0,0,0,0,0,0,0,0,0.0648922065761043,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0497577628272676,-0.159897263607812,0,0,0,0.0244596423921077,-0.0643440468966945,0,0,0,0.112242846911839,0,-0.000700861710906582,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134952692270743,0,0,0.0935736894701341,0,0.0739424183698008,0,0,0,0,0,0.010709201201954,0,0,0,0.193373991674171,0,0,0,0.103907948336677,0,0,0,-0.0445761132697327,0,-0.10185325346581,0,0,0,0,0,0,0,-0.141412526252992,0,0.0365742612001383,0.00142269223589037,0,0,0,0,0,0,0
X000568.SZ,0.509199679395379,0.0205447813896854,0,0,0,0.295147172233311,0,0,0,0,0,0,0.201416902978802,0,0,0.191131967483086,0,-0.0428244458963041,-0.00393148992734796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005550453097834,-0.0161934267547201,0,0,0,0,-0.0427382434040877,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.096484634455402,0,0,0,0.0138730087620153,0,0,0,0,0,0,0,0,-0.0412156727164964,0,0,0,0,0,0,0.0502508379094343,0,0.158911792918034,0,0,0,0,0,-0.0191487058081756,0,0,0.0317725166936304,0,0,0.0273324221641669,0,0,0,0.0277523722084899,0,0,-0.0552868340104949,0,0.182819530485611,0,0.0091198324822271,0,0,0,0,0,0,0
X600809.SH,0.294978957039585,0,0,0.26031102236142,0.0863651250510689,0,0.00355111799513036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198885483407808,0,0,0.0195668474532837,-0.0568707301301199,0,8.67361737988404e-19,0,0.0327850757581499,0,0,0.175682790702529,0,0,0.0225168730045943,-0.0453097374396526,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.329609471993562,0,0,0,0,0,0,0,0,0,0,0,0.171397365129986,0,0,0,0,0,0,0,0,0.0451560900954273,0,0,0,0,0,0,0,-0.126142301333089,0,0,0,0,0,0,0,0,0.0456779917149384,0,0.385964012376411,0,0.184802568674906,0,0.105726854415152,0,-0.0891055322460324,0.114315545830375,0,0,0,-0.232729582383909,0,0
X600690.SH,0,0,0,0.0541340170800483,0,0,0,0,0.310647004333995,0,0.0288057809345097,0,0,0,0,0,0.0972889269895475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433243890917216,0,0,0,0.0563260884652671,0,-0.00344789904321568,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0167853101176096,0.131834903575838,0,0,0.0056809225333897,0,0,0,0,0,0.0719406369505634,0,0,0,0,-0.131080157978513,0,0,-0.0420428661731717,0,0,0,0,-0.156021096492681,0,0,0,0,0,0,0.0911898167131674,0,0,0,0,0,0,0,0.110931784350739,0.0812211691995526,0,0,0,0.00727425897936981,0,0.0903061602796442,-0.169642388762181,0,0,0,0,0,0
X002304.SZ,0,0.0317983374921187,0,0.0584323672359575,0,0.294676134565855,0,0,0,0,0.0483871216338476,0,0,0,0,0,0,0.0548563999870237,0,0,0.171731582216343,0,0,0,0,0,0,0,0,0.0248009264383454,0,0,-0.110563860488574,0,0.0416104155432307,0,0,0,0,0,0,0,0,-0.0360686944950356,0,0,0,0,0,0,0,0,-0.0279676194065706,0,0,0,0,0,0
