,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X002049.SZ,X600703.SH,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000977.SZ,X600584.SH,X000661.SZ,X601877.SH,X000157.SZ,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X601799.SH,X002463.SZ,X000800.SZ,X002180.SZ,X002028.SZ,X002007.SZ,X300142.SZ,X600460.SH,X600487.SH,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.395705198495406,-3.46944695195361e-18,0,0.0443072756991522,0.0549553745646088,0,0,0,0.10465355014491,0,-0.0673825154143782,0,0,0,0.0397395534071282,0,4.33680868994202e-19,0,0.0271282542892076,0,0,0,0.0799343279968432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119440216001102,0,0,0,0.00677188548293967,0,0.0270128118601338,0,0,0,0,-0.0452101898638248,-0.14268130929737,-0.0513460638657501,0.0373306303378839,0,0,0,0,0,0
X000858.SZ,0,0,0.524402323202277,0,0,-0.00700378144891874,0,0,0,0.0599012738813794,0,0,0,0,0,0,0.0633939254263971,0,0,0,0,0,0,0,0,0,-0.113376380762766,0,-0.0738920308762026,0,0.032715172711866,0,0,0,0,0,-0.00976616712208432,0,0,0,-0.0440145611608514,-0.0232717375738263,0,0.120285944838402,0,0,0.122535734480471,0,0,0,0,-0.124165208198098,0.15789692876311,0,0,0,0,0,0
X000568.SZ,0,0.720439715935872,0,0,0,0.0810584131957662,0,0,0,0,-0.00691197903346666,0,0,0,0,0.255453758583419,0.0453635770257673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904493722289741,0,0,0,0,0,-0.201669355619094,0,0,0,0,-0.0388196489603938,0,0.00579483844159306,0.00572832639378929,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.387247611292861,0,0.0372068985376727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322741091923089,0,0,0,0.194011331552361,0,0,0,0.389507551198691,0,-0.00186838576426774,0,0.00764910478407021,0,0,0,-0.27371012336306,0,0,0,-0.109763795078387,-0.0866597606157204,0,0.120778045887211,0,-0.0843563221379908,0,0.0316800135025019,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,2.71050543121376e-20,0.108570826538213,0,0,-0.10714928671091,0,0,0,0,-0.159889930928258,0,0,0,0,0.066613678449994,0.0299741881807345,0.0266959221141032,0.0253644716876746,0.0811253090212787,0,0,0,0,0.135142105190342,0,0,0.0443008222063722,0.000159273831412733,0,0,0,0,0,0,0,0,0.293348187391396,0,0,0,0,-0.00652933990916993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0674339166584595,0,0,0,0,0.0553223497374188,0,0,0,0,-0.0876455785583889,-0.196321839971308,0,0,0,0,0,-0.201553810162705,0,0,0,0,-0.348164968831617,0,0.118706056897516,0,0.540682195141689,0,0,0,0,0,0,-0.0955553442209262,1.73472347597681e-18,0,0,0,0.224530009622744,0,0,0,0,0.167814229311793,0,-0.00151252227250534,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0688104416308602,0,0,0,0,0,0,0.108741923963716,0,0,0,0,0,0,-0.0467388572346154,0,0,0,0,0,0.190050538998111,0.0636448163162204,0,0,0,0,0,-0.00870465977845237,0.266304145766528,0,0,0.0754949325102917,0.53608836927508,0,0,0,0,0,0,0,0,0,0,-0.0700051399164843,0,0,0,0,0.0162241906417688,0,0,0,0,0,0,0
X600690.SH,0,0.0904851332066363,0,0,0,0,0.0299068566024453,0,0,0,0,0,0,0,0,0,0.00371251556841608,0,0.151592120572102,0.0870580194050134,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.021844910401113,0,0,0.0497747108050092,0,0,0,0,0.0613419942231945,0,0,0,0,0,0,0,0,0,-0.0280810709835669,0,0,5.42101086242752e-20,0.00929292007180084,0,0,0,0,0,0
X002304.SZ,0,0.466666748224645,0.157844956686209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635409010045613,0,0,0.02747703412004,0,0,0,0,0,0,0,0.00824218068332059,0,0.00693831553839157,0,0,0,0,0,0,0,0.0175290560545924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027507761453344,-0.0457675872400263,0,0,0,0,0
X000651.SZ,0.0640530352328306,0,0,0,0,0,0.0793432549505957,0.247791352326001,0,0,0,0,0,0,0,0,0,0.0948486021169913,0,0,0,0,0,0,0,0,0,0,-0.0803848284043176,0,0,0,0,0,0,0,0,0.0899083602786733,0,0,0.0265551017260573,-0.0307376938397554,0,0,0,0,0,0,0,0,0,0,0.0445123136314142,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.26254631968984,0,0,0,0,0,0,0,0,0,0,0,0.0741442343209691,0.189524669344448,0,0.0585016088714013,0,0,-0.0513052366461193,0.0469949389414566,-0.169394355577505,0,0,0,0,0,0.0631451776825972,0,0,0,0.0626652656139446,0,0.170524212265127,0,0,0,0,0,0.185223322270473,0,0,0,0,0,0,0,0,-0.070925926202086,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.646464807944209,0,0,0,0,0,0,0,0,0,0,-0.233428185672222,0,0.054601390525613,0,0.226742868425277,0.0197230655142151,0,0,0,0.240679602079646,0,0,0,0,0.0659115441142167,0,0,0,0.0294770429827638,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0230234432993287,0,0,0.164136515223488,0,-0.057827613056465,-0.317675985820118,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.10212115827554,0,0,0,0,0,0,0,0,0,0,0.0738434108909925,0.0839890044438551,0,0,0.0103597702445989,0,0,-0.0934025436637519,0,0,0,0,0.144173850542662,0,0,0,0.0811988909366913,0.161068532169702,0,0,-0.0180723948806187,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759749963852784,0.0836358520208227,0,0,0,0,0,0
X003816.SZ,0,0,-0.00788104939148832,0,0,0,0.072841814881019,0,0,0,0,0,0,0,0,0,-0.190534032693936,0,0,-0.0791634314517385,0,0,0,-0.0637901759554974,0,0,0,0.0572844903002321,0,0,-0.00558869876534855,0,0,0.261525336485662,0,0.0457563727489738,0,0,0,0,-0.0902423087530212,0.0135762910785838,0,0,0,0,0,0,0,0,0,-0.0193786046869703,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0501156983818365,0,0,0,0,0.0519269736754433,0,0,0,0,0,0,0.0821870214422529,0,-0.037908479408841,-0.0180334245452861,0,0,0,0,0.130147563233947,0,0,0,0,0.00917562688547058,0,0,0,0.100076247803294,0,0.161559757115876,0,0,0,0.119012496248467,0.0713223788928159,0,0,0,0,0,0,0,0,0,0,-0.0843221073176154,0,0,0,0,0,0
X000596.SZ,0,0,0.18364161708232,0,0,0.110546740060413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0272352745239361,0,0,0,0,0.0346630672668386,0.00127490988385284,0,0,0,0,0,0.00534064383007706,0,0.265622053154447,0,0.0616951452837781,-0.0381141658273718,0,0.0450900128684106,0,0,0.0687298543181506,0,0,0,0,0.073479710216448,-0.0368270855449159,0,0,0,0,0,0
X002371.SZ,0,0,0.0756774440741252,0.17570536500825,0,0,0,0.0852250859512807,0,-0.0582914179400437,0,0,0,0,0,0,0,0,0,0.221850316789569,0,0,0,0,0,0,0,0,0,0,0.00457441960802954,0,-0.332300188337536,0,0,0,0,0,0,0,-0.0172694294697335,0,0,0,0,0,0,0.399432462997859,0.0874017976460365,0,0,0.166746053135928,0,0,0,0,0,0,0
X000625.SZ,0,0.082122279792912,0,0,0,-0.238034878937364,0,0,0,0,0,0,0.440090922036922,0,0,0,0,0,0,0,0,0,0,0,-0.0293394739614024,0,0,0,0.092083713345402,0.0822930592496476,-6.93889390390723e-18,0,0,0.11009808670621,0,0,0,0,0,6.93889390390723e-18,0,-8.67361737988404e-19,0.459973314589628,0,0,0,0,0.0970001058300327,0,0,0,-0.0169476222519895,0.00945451524666394,-0.0838106527775991,0,0,0,0,0
