,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000725.SZ,X600104.SH,X002129.SZ,X000596.SZ,X000063.SZ,X600031.SH,X002371.SZ,X003816.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X002236.SZ,X000661.SZ,X600702.SH,X002180.SZ,X600584.SH,X600522.SH,X601877.SH,X000157.SZ,X300142.SZ,X000977.SZ,X600741.SH,X600460.SH,X002074.SZ,X000733.SZ,X600183.SH,X000066.SZ,X300003.SZ,X002463.SZ,X000799.SZ,X002414.SZ,X002007.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0360416451257669,0.0466958324641621,0.0888135068222788,0.197159013577698,0,0,0.127862711515571,0.0281083797975681,0,0,0,0,0,0,0.0314134247070703,0,0.0347314236178943,0,0,0,0,0,0,0,0,0,0,0,0.01829205129409,0,0,0,0,0,0,0,-0.00964449452667204,0,0,0,0,0,-0.0389396569699668,0,0,0.0586239098618592,0,0,0,0,-0.017565717271485,0.0389377028508739,0,0,0,0,0,0
X000858.SZ,0,0,0.0575912911547449,0,0.109546628546383,0,0.575530499736112,0,0.00671480046177148,0.112862372200363,0,0,0,0,0,0.0312081904180604,0,0,0,0,0.0358825027371478,0,0,0,0,0,0,-0.039390657994537,0.0661461940871342,0,0,0,0,0,0,-0.0191547409324156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011326104978559,-0.0341718307848611,0,0,0,0,0,0
X002415.SZ,0,0.126079045941097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140065595179457,0,0.209976057782265,0,0,-0.100153620131827,3.46944695195361e-18,0,0,0,0,0.14390251469335,0,0,0,0,-0.0104902859677704,0,0,0,0.0478652522765068,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00809302002668733,-0.0190390193952479,0,0,0,0,0,0
X000568.SZ,0.0754313033295902,0.426793009739348,0.15191860585826,0,0,0,0.294048489267856,0,0,0,0,0,0,0,0,0,0,0.0885763692979033,0,-0.0628903066813539,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502798145646023,-0.0921605914583569,0,0,0,0,0,0,0,-0.0981816310694597,0.166987393323164,0,0,0,0,0,0,0,0,-0.0193899527080667,0.0408645796516184,0,0,0,0,0,0
X600809.SH,0,0.0918921774744105,0,2.16840434497101e-19,0,0.0327712945632856,0.0107334735924955,0,0,0,0,0,0,0,0,0.0058339383697889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03114584427316,0,0.104082250926783,0,0,0,0,0,0,-0.10682407988099,0,-0.103444392268948,0,0,0.28049236345655,0,0,0,0,0.0111566755657059,0.00107460635996054,0,0,0,0,0,0
X600276.SH,0,0.122268784672598,0,0,0,0,0,-0.0130859643582499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113157716550185,0,0,0,0,0,0,0,0.06704204113605,0.0853982470337506,0,0.0370722635777318,0.017775024272359,0,0,0,-0.0354979266140679,0,0,0,0,0,-1.73472347597681e-18,0.325006733462933,0.0527258480579978,0,0,0,0,0,-0.0261691885898845,-0.00362143939695635,0,0,0,0,0,0
X002304.SZ,0,0.335577263243586,0,0.482012735065087,0,0.0568772097128869,0,0,0.00088526681089592,0,0,0,0,0,0,0,0,-0.0457632055248162,0,0,0,0,0,0,0,0,0,0,-0.0844523453262002,0.00295016055351308,0,0,0.1045313329825,0,0,0,0,0.0163921639999799,0,0,0,0,0.0307184272477986,-0.0833705318039997,0,0,0,0,0,0,0,-0.00162279673338953,0.0193814956242386,0,0,0,0,0,0
X002475.SZ,0,0,0.104998857647683,0,0,0,0,0,0,0,0.23459535337328,0,0,0,0,-0.0983442733496789,0,0,0,0.277855036029872,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0730702885869317,-0.0334612914160927,0,0,0,0.180705435771205,0.0274509713580238,0,0,-0.0182244820941257,0,0,0.233975071944714,0,0,0,0,0,0,0,0.32332168765827,0,0.517895071825131,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.172260679256154,0.156862201719646,0,0,0.261551833663214,0.0940852398347662,0,0,0,-0.160911433130163,0,0.00440099699651738,0,0,0,0,0,0,0,0,0,0,0,-0.326194835526923,0,0,0,0.0972586349198912,0.0102419540966089,0,0,0,0.00576647200432266,0,0,0,0,0.0817482658774509,0,0,0,0,0,0,0,0,0.00318079419278144,0.0406216511970829,0,0,0,0,0,0
X000651.SZ,0,0.14856917425598,0,0,0,0,0,0,0.308207420269543,0,0,0,0,0,0,0,0,0,0,0,0.124870626367824,0,0.00867592978795173,0,0,0,0,0,0,0,0,0,0.00607626137534019,0,0.00473229272800467,0,0,0,8.67361737988404e-19,0,0,0,0.0730827338920958,0,0,0,0,0,0,0,-0.0275101683338739,0,-0.0120415442107625,0,0,0,0,0,0
