,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X002007.SZ,X300003.SZ,X600183.SH,X000596.SZ,X002371.SZ,X300142.SZ,X600741.SH,X300014.SZ,X000100.SZ,X002241.SZ,X000977.SZ,X300124.SZ,X601877.SH,X002236.SZ,X000157.SZ,X000800.SZ,X002463.SZ,X000625.SZ,X002129.SZ,X002179.SZ,X002456.SZ,X600498.SH,X600118.SH,X300136.SZ,X002414.SZ,X002223.SZ,X600584.SH,X600271.SH,X000066.SZ,X002049.SZ,X600522.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.318741805239635,0,0,0,0,0,0,0,0,0,0,0,0.229485783989174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632187123896176,0,0,0,0.000270102843416203,0.0298522963667937,0,0,0,0,0,0,-0.0322197796539993,0,0,0.0377592385365822,0.0130553420568122,0.00315861586222169,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.191006158009966,0,0,0,0,0,0,0.190021461472031,0,0,0.344788946249297,0,0,0,-1.0842021724855e-19,0.0878058307329151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344367181007241,0,0,0.0547444653864142,0,0,0,0,0,0,0,0,0,0,0,0.0164686810840729,0.0167920631318382,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.056133192281723,0,0,0,0.0696478630147713,0,0.0135315516314468,0,0,0,0,0.0373073826200795,0,0,0,0,0.0472138822504753,0,0,0,0.190290856054206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00398490639770602,0.00862330000627478,-0.00828548042529997,0,0,0,0,0,0
X000651.SZ,0,0.298226853641707,0,0,0,0.108704470531241,0,0,0.110880830996051,0,0,0,0.021706685127226,0,0,0.164784249136462,0,0,0,0,0,0,0,0,0,0.0176077675200313,0,0,0,0,0.0181630208715403,0,0,0,0,0,0,0,-0.0628157317337441,0,0,0,0,0,0,0,0,0.029157460491891,0,0,0,-0.00891352817229437,0.00111309530780314,0,0,0,0,0,0
X002415.SZ,0,0.237147994056761,0,0,0,0.0456022384589222,0,0,0,0,0,0,0,0.00621221225732838,0,0,0,-3.46944695195361e-18,0,0,0,0.222115123239826,0.0675707357757349,0,0,0.050213641317137,0,0,0,0,0,0,0,0,0,0.0283786824658454,0,0,0,0.0662032326175658,0,0,0,0,0,0,0,0.0608927317763187,0,0,0,0.00734774438029434,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.350370424209367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610534285191224,0,0.125445499444569,0.100376098283639,0.0109868757042627,0.151577414002306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29362299818974,0,0,0,0,-0.0418907926880912,0,0,0,0,0.0164832229678129,-0.00552120562806327,0,0,0,0,0,0
X600104.SH,0,0.250513399436032,0,0,0,0.0085813552999463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179126252381465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136432562434361,0.0806423983868811,0,0,0,0,0,0,0,0,0,0,0,0.00216532175822758,0,0,0.0285145469071946,0.0354123479988511,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23801589286878,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.167560592997624,0,0,0,0.324955715439183,0.0222387433022103,0.336278942993455,0.0424788727803619,0.0165108904779856,0,0,0,0,-0.287699583216555,0,0,0.0267324897337364,0.0128375763094949,0,0,0,0,0,0
X600031.SH,0,0.1286400775762,0,0.0167772587563672,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0666122147886167,0,0,0,0,0,0,0.62206459656732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139180812740704,1.73472347597681e-18,0,0,0.0111731743291376,0.00726552515069406,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.068229294342466,0,0,0,0.0976922595969827,0,0,0,0,0.102700224050269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17171048465352,0.0221040785245222,0,0,0,0,0,0,0,0,0,0.0319022070234776,0.00916896457795878,0.133211388457279,0,0,0.0387946109407726,-0.0270079195616769,0,0,0,0,0,0
