,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600809.SH,X002371.SZ,X000568.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X300124.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X002028.SZ,X600584.SH,X000157.SZ,X600372.SH,X600703.SH,X600741.SH,X600418.SH,X600066.SH,X000977.SZ,X600522.SH,X002236.SZ,X600183.SH,X601877.SH,X002049.SZ,X600487.SH,X002294.SZ,X601799.SH,X000921.SZ,X000800.SZ,X002180.SZ,X002074.SZ,X000661.SZ,X002129.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0921759905439296,0,0,0,0,0,0,2.77555756156289e-17,0,0.436878517912667,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717049230094469,0,0,0,-0.0413215817700456,0,0,0,0,0,0,0,0,0,-0.0239627137374568,-0.00771698035968349,0,0,0,0.0429032154805973,0,0
X000858.SZ,0.261765775473974,0,0.0717879287097465,0,0,0,0,0,0.187076410277591,0,0.107549665383433,0,0,0,0,0,0,0.0109682039853761,0,0.145995500371511,0.0423214354301573,0,0,0,0,0,0,0,0,0.0208781516424398,0,0,-0.0496312929247619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131803989618857,0,0.0335807179663434,0.0249654109161075,0.138970393418933,0,0,0.00747660062086771,0,0
X600276.SH,0,0.0151633500989416,0,0,0,0.0941118404531612,0,0,0,0.0569387446688419,0,0,0,0,0,0.0164200139154044,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878191193580712,0,0,0,-0.0344739322790049,0,0,0,0,0,0,0,0,0.225951242724524,0,0,0,0,0,0.151899310116841,0,0,0,-0.0695872279488147,0.0315324082997379,0,0,0,0.00254516636251153,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.018470989168649,0,0,0,0,0,0,0,-0.131516406252953,0,0,0,0,-0.0706556744326951,0,0,0.487398100242225,0,0.0308021855466277,0.030865673218647,0.287465309371993,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.16592083240207,0,0,0,0,-0.0477313425863561,0,0,0,0,0,-0.0443663198396891,-0.057706767757787,0,0,0,-0.0341030717027567,0,0
X002415.SZ,0,0,0,0,0,0.137286327043868,0,0,0,0,0,0,0,0.110949157522532,0.193792986876348,0,0,0,0,0,0,0,0,0,0,0.0505935238216125,0,0,0,0,0,0,0,0,0,0,0.211737824845864,0,0,0.00759948150359349,0,0.112232939266197,0.124004489874781,0,0,-0.155592349129619,-0.0316504689599931,0,0.0316815238810089,0,0,0.0490276310441346,3.46944695195361e-18,0,0,0,0,0,0
X600690.SH,0,0,0.066215770386338,0,0.0155531541893881,0,0.388181721592136,0,0,0,0,0.125389680792611,0,0.0336202055442604,0,0,0,0,0.0992328957126547,0,0,0.0119843304853041,0.0531036621522986,0,0,0,0,0,0,0,0,0,0,0,0,0.0659225316063725,0,0,0,0,0,-0.0202792190976486,0,0.26456859715348,0,-0.0435019817828443,0,0,0,0.0400013974877599,0,0,0,0,0,0,-0.0163240706769835,0,0
X000651.SZ,0,0,0,0,0,0.206993018967074,0,-0.0692497897470191,0.103489633728883,0,0,0,0,0.0553392678426981,0,0,0,0,0,0,0,0,0,0,0.166299631520917,0,0,0,0,0,0,0,0,0,0,0,0,-0.00353512133917826,0,0,0,0,0,0.165595676127069,0,0,-0.103565625051764,0,0,0,0,0,-0.0290001633987058,0.0477577519334577,0,0,-0.0172090767198838,0,0
X003816.SZ,0,0,0,0,0,-0.0541102400998846,0,0,0,0,0,-0.101765823543868,0,0,0,0,0,0,0,0,0,0,-0.362853106163427,0,0,0,8.67361737988404e-19,0.0311462106378438,0,0,0,-0.351577558624657,-0.139521738364041,0,0,0,0,0,0.0647402082690121,0,0,0,0,0,0.19401304093321,-0.0449195799538152,0,0,0,0,0,0.127372987027252,-0.171367415307653,0.244312983021908,0,0,-0.0972579433401485,0,0
X600809.SH,0,0.135897199277763,0,0,0,0,0,0.0587143403461789,0,0,0.193452353155183,0,0,-0.0522214434375744,0,0,0,0,0,0.545910586665523,0,0,0,0,0,-0.0181614946121084,0,0,0,0.0503884760111556,0,0,0,0,0,0,0,0,-0.039657767319439,0,-0.136557163749375,0,0,0,0,0,-0.0223849338124207,0,0,0,0,0,0.00085686219556586,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536660817519816,0,0,0,0,0,0.0665333374527179,0,0,0,0,0,0,0,0.226191175540948,0,0,0,0,0.0634412229156987,0.20576230908917,0,0.175174225094009,0,0,0,0,0,0,0,-0.131119329804947,0,0.0960560475714272,0.00377236258865903,0,0,0,0.116548053709186,0,0,0,0,0,0,0,0
X000568.SZ,0.0768128733873048,0.474114310236967,0,0,0,0,0,0,0.32187920389865,0,0,0,0,0,0,0,0,0,0,0.0791951674821316,0,0,0,0,0,0,0,0.0544745188182089,0,0,0,0,0,0,0.0814051681742761,-0.0137385070811205,0,-0.106489690107558,0,0,-0.127677853155507,0,0.0567845414041185,0,0,0,0,0,0,0.0131663663514944,0,-0.0518132165171599,0,-0.081940143551623,0,0,-0.0202421056522582,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0710814691035844,0,0,0.714004378982244,-0.0604877489505555,0,0,0.148900569742884,-0.0684088631839209,-0.213012196928012,0,0,0.131935486156908,0,0,0,0,0,0,0,0,0.0360712940698265,0,-0.0298025404617614,-0.0578915264393179,0,0,0.139290882244739,0,0,0,0,0,-0.0890328911928552,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325049411523032,-0.172019061596066,0,0,0,0,0,0,0,0.0983646444651185,0,0.00283635432019214,0,0,0,0,0,0,0.0843138690019583,0,0,0.176574147239092,0,0,0.0101892198318296,0,-0.0836190353793678,0.0575624987935945,-0.0474088328804657,-0.102504601454724,0,0,-0.0210612327787864,0,0
X600031.SH,0,-0.00968659977273845,0.0174163754741066,-0.163088266004535,0.886965622983825,0.328952900104361,0,0,0,0,0,0,0,0,-0.129491658813868,0,0,0,0.0765840193485506,0,-0.233626668315921,0,0,0,0,0,0,0,0.126185015233721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692409986581851,0,0,0,0,0,0,0,0,-0.0458194875381053,0,0,0,0,-0.0417454475827614,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0963205362527882,0,0,0,0,0,0.00500537728834677,0,0,0,0,0,0.203783730384891,0.330903000662872,0.0414887506542361,0.103507802038335,0,0,0,0,0.182866967543432,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0668138386302495,0,0
