,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X000338.SZ,X300014.SZ,X600703.SH,X000596.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X002129.SZ,X002049.SZ,X601877.SH,X600584.SH,X600183.SH,X002236.SZ,X002414.SZ,X000800.SZ,X300142.SZ,X300003.SZ,X601799.SH,X000066.SZ,X300136.SZ,X000977.SZ,X002185.SZ,X002456.SZ,X002008.SZ,X300146.SZ,X600066.SH,X002508.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.230437344591409,0.0399363760169037,-0.12582714201443,0,0,0,0,0,0,0.283304273764173,0,0,0,0,0,0,0,0,0,0,0,0,0.029048267086359,0,0,0,0,0,-0.0747364162466253,0.053175955137821,0,0,0,0,0,0,0,0,0.0584726182928312,0,0,0,0,0,0,0,0,0,0,0,0.0183383419797278,0,0,0,0,0.00890865167623549,0,0
X000858.SZ,0.0589607352463118,0,0,0,0,0,0.127456369506009,0,0,0.0723716200244461,0.256788367531958,0,0.0105003363964777,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0336758715949207,0,0,0.0416359552763509,0,0,0,0,0,0,0,0,0,0,0,0,-0.0570151081954592,0,0,0,0,0,0,0.112475299287544,0,0,0,0.0545321929084973,0,0,-0.0124124499019081,-0.0289925104074282,0,0,0,-0.00452800611333125,0,0
X600276.SH,0.0746548404785291,0,0,0,0,0,0.0777155883325213,0,0,0,0.0736481320306919,0,0,0,0,0,0,0,0,-0.00647442163476511,0,0.0402445886687902,0,0,0,-0.067742434201242,0.136136745664146,0,0,0,0,0,0,0,0.140027047715059,0,0,0.0959404217822335,0,0,0,0,0,0,0,0,0,0,-0.00801298870301679,0.031244703554683,0,-0.0186422407013732,-0.00225341104619136,0,0,0,-0.000126611091058076,0,0
X002415.SZ,0,0,0,0,0,0.0237322291896755,0,0,0,0,0.103495928813234,0,0.0685628838517091,0,0,0,0,0,0,0,0,0,0,0,0,0.0690643811647952,0,-0.0697845262285574,0,0,1.73472347597681e-18,0,0,0,0.230163333236504,0,0,0.000430561106836431,0,0.0965751868746944,0,8.67361737988404e-19,0,0,0,0,0,0.0399266042705836,0.000148529977333779,0,0,-0.0017784238770927,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0949630188769119,-0.0453464478993948,0,0,0,0,0.0234948744777044,0,0,0,0,0,0,0,0,0.120610676942607,0.268754829663668,0,0,0,0,0,0.0264107403777613,0,0,0.100477846007335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00655442449843993,0,0,0,-0.0303069987179148,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.00508975763961703,0,0,0,0,0,0,0,0,0.437130373712914,-0.0546649249777579,0,-1.73472347597681e-18,0,0.0376946733523882,0.0257242448350756,0,0,0,0,0,0,-0.0473246843746549,0.020720632469513,0.126616307259118,0,0,0,0,0,0,0,0,0.137820847439527,-0.0483827925452852,0,0.23037462525858,0,0,0,0,0.125817129636555,0,0.0256839264792695,0,0,0,0,0.00849524465416652,0,0
X002304.SZ,0,0,0,0,0,0,0,0.224672620167147,0,0,0.256811976453598,0,0,0,0,0,0,0,-0.050800639764667,0,0.211917639035022,0,0.0356188831247989,0,0,0,0,0,0.051359794219458,0,0,0,0,0,0,0.0468438430965858,0,0,0,0.114250665188799,0,0,0,0,0,0,0,0,0,0,0,0.0394529685144704,0,0,0,0,0,0,0
X000568.SZ,0,0.119941026365823,0,0,0,0,0.238286859817264,0,0,0,0.227255133767263,-0.068153043735577,0,-0.0924437675318843,0,0,0,0.0301930244585062,-0.0897244296604832,0,0,0,0.124486153659273,0,0,0,0,0,0,0.116335647575035,0,0,0,0,0,0,0,0,0,0,0,0.0460635776060956,0,0,0,0.0638188169863552,0.39026060527272,0,0,0,0,0.0138200501008693,0,0,0,0,0.0128224331376349,0,0
X600104.SH,0,0,0,0,0.0310475383071266,0,0,0,0,0,-0.0904454202502343,0,0,0,0,0,0,0,0.149081504017845,0.198163465118269,0,0,0,-0.0325024733399786,0.138478151457777,0.0881414556773563,0.0553952618894578,0,0,0,0.0587734218332811,0,0,0,0,0,0,0.0362715184397033,0,0,0,0,0,0,0,0.0314039847600217,0,0,0,0.0899021368432398,0,0,0,0,0,0,-0.0264757147441307,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.134388188380623,0,0,0.0825468879474892,0,0,0,0.0321025210279447,0.0170878828621806,0.0615409747819253,0.0275650686208273,0,0,0,0,0.00716827452982554,0,0.279053839303961,0,0.0838953886841219,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.19719479483857,-0.15832779616806,0,0,0,0,0,0,0,0,0.14990510861392,0,0.0386328563167168,0,0,0,0,0.0229277039404017,0,0
