,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X600271.SH,X600703.SH,X600118.SH,X600372.SH,X000157.SZ,X000338.SZ,X002129.SZ,X000559.SZ,X600839.SH,X002241.SZ,X600741.SH,X600089.SH,X600177.SH,X600582.SH,X600066.SH,X002292.SZ,X002236.SZ,X002456.SZ,X300124.SZ,X002475.SZ,X600060.SH,X300003.SZ,X000800.SZ,X600198.SH,X002465.SZ,X601877.SH,X000568.SZ,X600435.SH,X300146.SZ,X600166.SH,X002223.SZ,X000977.SZ,X000727.SZ,X000581.SZ,X002008.SZ,X002276.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0402568973505762,0,0,0,0,0,0.0309835681198816,0,0,0,0.0800435626758237,0.0033715742101632,0,0,0,0.0705524325011851,0,0,0,0.0523567767429851,0,0,0,0,0.0564016733106929,-0.0156435754410742,0,0,0,0,0,0,0,0.178361854777447,0,0,0,0,-3.46944695195361e-18,0,0,0,0.00465015885686797,0,0,0.00747248604528906,0.018421263679548,0,0,0,0,0,0
X600104.SH,0.06787380703926,0,0,0,0,0,0,0,0,0,0,0,0,0.0250552928184763,0,0,0.0511143545789735,0,0,0,0,0,0,0,0,0.00452738381442889,0,0,0,0.0137808172314589,0,0,0.0451697521113806,0,0,0.0467217957548761,-0.018432631041075,0,0,0.313449954628274,0,0.0695347310094945,0,0,0,0,0,0,0,0.067957591456299,0,9.43902797224914e-05,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820847732591896,0.0569921335539817,0,0,0,0,0,0.048246564429697,0,0,0,0,0.24280756938433,0,0.0237171391008355,0,0,0,0,0,0.0713500827610319,0,0.0582270466329204,0,0.32518756234875,0,0,0,0,0,0,0.154978596503899,0,0,0.0139712610405303,0,0,-2.16840434497101e-19,-0.00793764867553792,0,0,0,0,0,0
X000651.SZ,0.0316137107436671,0,0,0,0.0593836917673996,0,0,0.0968485382118794,0.0299297858380603,0,0,0,0.127796016574383,0.0598901171802032,0,0,0,0.0404286732761616,0.0216681256198142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112422765360705,0,0,0,0,0,0,0,0,0,0,0,0,0.00578889029913615,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0196622532069872,0,0,0,0,0,0.02856776821369,0,0,0.0978625450656699,0,0,0,0,0,0,0,0,0,0,0,0,0.130165286429047,0,0,0,0,0,0,0,0.0738734131748945,0,0,0,0,0,0.172379054147758,0.0031858714289891,0,0,0,0.155910357461115,0,0,-0.0232142368786099,0,0,0,0,0,0,0
X000858.SZ,0,0.0193150932599117,0,0,0.0344659677678172,0,0,0,0,0.0670708048835179,0,0,0,0.0411729431140379,0,0,0,0.0172014376216715,0.108194864771656,0,0,0,0,0,0,0,0.0449594284660717,0,0,0,0,0,0.100484404157271,0,0,0,0,0,0,0.299633662924701,0,0.00550686278484534,0,0,0,0,0,0,0,0,0,0,-0.00220774856128539,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0358766336099005,0,0,0,0,0.0562406715713989,0,0,0,0,0.106683777828093,0,0.0750378743288059,0,0,8.67361737988404e-19,0,0,0,0.0125624986605713,0,0,0,0,0,0.0320351341815568,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0943159894818946,0.0651238397134101,0,0,0.0202756110722188,0.0491424379945857,0,0,0,0,0,0,0,0,0
X000063.SZ,0.0315230059186623,0,0,0,0.0290999879126852,0,0,0,0,0,0,0,0,0,0,0,0.0454345049353896,0.248407299125367,0,0,0,0,0,0,0.122724458308672,0.203873473243132,0,0,0,0,0,0,0,0.02322933367021,0,0,0,0,0,0.0531590634578912,0,0,0,0,0.15198771820367,0,0,0,0,0,0,-0.00610810391261462,8.67361737988404e-19,0,0,0,0,0,0
X000625.SZ,0.0178857931182466,0,0,0,0.094803843433417,0,0,0,0,0,0,0,0.0026988185773055,0,0,-0.0930777896166137,0.0602458995599778,0.0876938919588425,0.106133074090709,0,0,0.0563394436271766,0,0.114815035969441,0.06460491173137,0,0.0608910859574539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263680336493299,0,0,0,0,0,0
X600031.SH,0,0,0,-0.041244864791136,0.0109599520783239,0,0.0398783619869087,0,0,0,0,0,0,0,0,0,0.17431206191537,0,0,0,0,0,0,0.0328254589249916,0.173260463765,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.00346407167264607,0.245886297972233,0,0,-1.73472347597681e-18,0.020609498502699,0,0,0,0,0,-0.00998584177001243,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0419605585701126,0,0,0,0,0,0.0264009891721809,0,0,0,0,0,0,0.0487461716023403,0.0595903242359484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168969637367979,0,0,0,0,0,0,0,0.0423153897446395,0,0.0975904805078344,0,0.0948366976097899,0.0266396901331872,0,0.00369678393781049,0,0,0,0,0,0,0
X600276.SH,0.0428012396398246,0,0,0,0.221258082467091,0,0,0,0,0,0,0,0,0,0,0,0.000950282620995446,0,0,0,0,0.0447521521797652,0.146688152109337,0,0,0.0214170810964895,0.137825382395145,0,0,0,0,0,0,0.0165587555754433,0,0.0284583055034701,0,0,-0.0156746721414543,0,0,0,0,0,0,0,0,0,0.032477129775446,0,0,0,0.0231982690460928,0,0,0,0,0,0
X000100.SZ,0,0,0.024697333831324,0,0,0,0,0.154727715425205,0,0,0,0,0,0,0,0,0.132976971876489,0.0862620512372114,0,0,0,0.134338631919981,0,0.0101094896097542,0.0901666732364683,0,0,0,0,0,0,0,0,0,0,0.0715921636563415,0,0,0,0,0,0,0,0,0.00315115007801964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,-0.00326970397906776,0.162885995756238,0.143538898702757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442574593222165,0.204648190740079,0,0,0,0,0,0,0,0,0.17488314097653,0,0,0,0,0,-0.1157245504028,0,0.00808160191304418,0,0,0.0674953704521434,0,0,0,0.0571241966979415,-0.00154853289428714,0,0,0,0,0,-0.0306396626794488,-0.0238940290816029,0,0,0,0,0,0
X600703.SH,0,0,0.00650674162505177,-0.0857555039839421,0,0,0,0,0,0.227486412677761,0,0,0,0,0,0.0840304529657989,0,0,0,0,0,0.181323958153054,0,0,0,0,0.13058492077769,0,0,-0.126451650796897,-0.0220114937478671,0,0,0,0,0,0.0316462065430235,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.00508874020068998,0,0,0,0,0,0,0
X600118.SH,0,0,0.235257641847785,0,0,0,0,0,0,0.0926865198075335,0,0,0,0,0.122680942140184,0,0,0,0,0,0,0.0801893049635537,0,0,0,0,0,0,0,-0.0363145348681143,-0.00775715077546233,0.0864653123081384,0,-0.0142285678518959,0,0.0516886904032486,0,0.225545755603486,0,0,0.353589734351043,0,0.159051504487575,0,0,0,0,0,0,0,0,-0.00148283149940796,-8.15777796907757e-06,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080221578095493,0,0,0,0,0,0,0,0.0427701006585898,0,0,0.0968702096295018,0,0,0,0,0,0,0,0,0,0,0,0,0.167930497391134,0,0,0.0499097413605272,0.152313913330227,0,-0.0399977644384275,0,0,0,0,0.0795402950597158,0,0,-0.0119326661633955,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.467406331634752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175314583815916,0,0.0453328549332251,0,0,0,0.0392075311515876,-0.0283269432787643,0,0,0,0,0,0,0.056636294042864,0.020932756181208,0,0,0,0,0,0,0,0,0.0431611251714253,0,0,0.00980703477397113,0.0320955731771863,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0223160093585243,0,0,0,0.0491706146482996,0,0,0,0,0,0,0,0.00553127690143024,0.114024398052191,0,0,0.0143965631392801,0,0,0,0.0911533500034024,0.013219388148686,0.0147202916074622,0,0,0,0,0,0,0,0,0,0.0667737940731362,0,0,0.122752749685504,0,0,0,0,0.0096980555095366,0,0,0,0.0756666605950373,0,0,0.00384038488720572,0.00471058715382014,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0.0409947377797192,0.00542287246685691,0,0,0,0,0,0,0,0,0,0,0.12816694043808,0,0.0895761887329879,0,0,0.254879167050968,0,0,-0.130259203281647,0.179644142076764,0,0.0324387010604572,0,0,0,0,0.0673391559920867,0,0,0,0,0.0562886608269737,0,-0.064322598158541,0,0,0,0.222951966684253,0,0,0,-0.00296471626354526,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189460483376257,0,0,0,0,0,0,0,0,0,0,0,0.0541649456795626,0,0,0.00271222697576859,0.0591109559228614,0,0,0.0545739740848396,0,0,0.0318809577595153,0.0851714231170335,0,0,1.0842021724855e-19,0.0265266084217576,0.00268262320243778,0,0.170442184159915,0,0,0,0.160326306100597,0,0,0.00526994209275348,0,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0.0208719668940408,0,0,0,0,0,0,0,0.0668064487287685,0,0,0,0,0.0896126211144317,0,0,0,0.211799976923018,0,0.0984979344550882,0,0,0,0,0,0,0.157470344830148,0,0.0174140404841637,0,0,0,0,0,0,0,0,0,0,0,0,0.0411002376740462,0,0,-0.0100358372310469,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116092886685794,0,0,0,0.130520028888758,0,0,0.158788292384687,0,0,0.123002558141488,0,0,0,0,0,0,0,0.134149785429592,0,0,0.0574891159388552,0,0,0,0.0539568831221637,0,0,0,0,0,0,-0.00876375119371299,-0.00394540265351472,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.0943153929607991,0,0,0,0,0,-0.11267419650617,0,0,0,3.46944695195361e-18,0,0,0.326306078202018,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.139754410874756,0,0,0.27451550659119,-0.00363949866552725,0,0,0,-0.0919899626250491,0,0,0,0.186247845866461,0,0,0,0,0,0,-0.000646113121197595,0,0,0,0,0,0,0
