,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000063.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X600118.SH,X000338.SZ,X000157.SZ,X600089.SH,X600271.SH,X600703.SH,X002129.SZ,X600741.SH,X002241.SZ,X600177.SH,X600582.SH,X600066.SH,X000800.SZ,X002236.SZ,X300124.SZ,X601877.SH,X002292.SZ,X000581.SZ,X000623.SZ,X600839.SH,X002475.SZ,X000568.SZ,X000550.SZ,X000977.SZ,X000559.SZ,X600060.SH,X000869.SZ,X002007.SZ,X002294.SZ,X002465.SZ,X000050.SZ,X600252.SH,X002456.SZ,X300146.SZ,X300003.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.104246032419418,0.0691477395484126,0,0,0,0.160084287959156,0,0,0,0,0,0.0303398478621948,0,0,0,0.09827968439103,0,0,0,0.0196775825805686,0,0.00568493144754625,0,0,0,0.10313213176297,0,0,0,0,0,-0.0101355512377827,0,0.0454709048816523,0,0,0,-0.0171867522631886,0,0,0.0196783848844265,0,0,0,0,0,0,-0.00459178251701735,0,5.42101086242752e-20,-0.00975132124357356,0,0,0,0,0,0
X600519.SH,0.0919083678611872,0,0,0.00660092474468386,0,0,0,0.0263830110581211,0,0,0,0,0,0.176531912802071,0,0.0524552154592294,0,0,0,0,0,0,0,0,0,0,0,-0.0457558255058673,0,0,0,0,0.0789901605306803,0,0,0,0,0,0,0.0388167093904792,0,0,0,0,0,0,0,-0.0635226956706447,0,0,0,0,0.0504903690846123,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139639548307084,0,0.173296169575397,0,0,0.0992942365203285,0,0,0,0,0.0706806866291546,0,0,0,0,0,0.0780545626781636,0,0,0.0721070083419716,0.187607583080784,0,0,0,0,0,0,0.140333411446865,0,0,0.148743414909612,0.132167934787144,0,0,0.0816329614336935,0,0,-0.0389008392155255,0,0,0,0,0,0,0
X000651.SZ,0.266108298638171,0,0,0,0,0.0544497235742026,0,0.0679984134092641,0,0,0,0,0,0,0,0.000915989574439398,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147946081106364,0,0,0.0563928030102532,0.229905177825446,0.0792967019873348,-0.0510848976397313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019741403813705,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.149844595493154,0,0.142989301171852,0,0,0,0,0,0,0,0,0,0.141633232420264,0,0,0,0,0,-0.113709482395294,0,0.122800713943498,0,0,0.0581824562602844,0,0,0,0.21300295051457,0,0,0,0.236028477450472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215487553864342,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.285299523068495,0.237683404320163,0,0,0,0,0,0,0,0,0,0,0,0.04792335394235,0,0,0,0,0.0626442366185731,0,0,-0.0689307079795691,0,0,0,0,0.000420421190822162,0,-0.103566142528296,0,0,0,0,0,-0.00909108018410397,0,-0.0165266251190961,0,-0.0505258387822665,0,0,-0.0105479979211877,0.0311357546477313,0,-0.0303850833101498,0,0,0,0,0.0605465700097536,0,0.112627067233879,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.109940425755801,0.602802977298254,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0395780891524275,0.0178129430689621,0.160487391576108,-0.00528115128900838,0,0,0,-0.0114969067804529,0,0,0,0,0,0,0,0,0,0.191446403182837,0,0,0,0,0,-0.0282289882622689,0,0,0,0,0.0172675608263308,0,0,0,0,0,0,0
X000063.SZ,0,0.132425038851683,0,0,0,0,0.0894506978394062,0,0,0,0,0,0.128194771416052,0.0853092099836042,0,0,0,0.150256575987442,0.0418749063551369,0,0,0,0,0.0404847212443575,0,0,0,0.101389060642595,0,0,0,0,0.182397340388922,0.0332119227570822,0,0,0,0.00453261891673276,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0088397172021274,0.0235265047835752,0,0,0,0,0,0
X000858.SZ,0,0,0.0542552991592124,0,0,0,0.0991499256854687,0,0,0,0,0.0133558567966735,0,0,0,0,0,0.032276493574748,0,0,0,0,0,0.0471651599500217,0,0,0,0,0,0,0,0,0.108238530979998,0.166505661023905,0,0.109124095615874,0,0,0,0,0,0,0,0,0.0387399540882904,0,0,0,0,0,0,0,0.0136221266056086,0,0,0,0,0,0
X600276.SH,0,0.0208273986379301,0,0,0,0,0.0360462688230074,0,0,0,0.0616132593972591,0,0.00904557050031884,0.0945482822900351,0,0,0,0,0,0.00469440741517177,0.0583166954617031,0,0.030337419560039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0315327393041028,0.0368723923779562,0,0,0,0,0,0
