,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X000568.SZ,X600031.SH,X002475.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000338.SZ,X000100.SZ,X601877.SH,X600271.SH,X600118.SH,X002456.SZ,X002508.SZ,X300124.SZ,X002085.SZ,X000157.SZ,X600089.SH,X600372.SH,X600522.SH,X600177.SH,X002007.SZ,X300136.SZ,X300003.SZ,X600487.SH,X000981.SZ,X600699.SH,X002074.SZ,X002294.SZ,X600867.SH,X000066.SZ,X000559.SZ,X002008.SZ,X002180.SZ,X600435.SH,X300115.SZ,X600809.SH,X002292.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344678171417141,0.194637535747558,-0.0605458226031412,0,0,0,0,-0.0685354018220648,0,0,0,0,0,0.00231223604701582,0.0921463677358676,0,0,0,0,0,0,0.0610435341875445,0.0507028204198798,0,0.0245600354583043,0,0,0,0,0,0,0,0,0,0,0,0.12135282340111,0.0074613394420545,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0250331920882633,-0.0142164116049225,0,0,0.0644027344692641,0,-0.0513740715519308,0.129209418952665,0.1751095852033,0,0,0,0,0.0719614987724131,-0.0395830905606408,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0309328047137726,0,0.141494173108488,0,0,0,0,0,0,0.0746665776311859,0,0,0,0,0,0,0,0,0,0.0476738058358084,0,0,0,0,-0.00935735594848678,-0.011494038627863,0,0,0,0,0,0
X002415.SZ,0,0,0,0.30312381491777,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0293726745120876,0,0.289448414799368,0.140669949929912,0,0,0,0,0,0.0204444864857821,0,0,0,0,0,0,0,-0.152609984710965,0.0455858235938243,0,-0.0233540315897441,-0.0824978524420864,0,0,0,0.132780010071305,0,0.0351584766439861,-0.171918519014268,0,0,0,0,0,0,-0.0135728674760612,-0.00705112772339904,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0228165102672726,0,0,0,0,0,0,0,0.335638013263164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469601781576637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182730834110563,0,0,0.0134673521868569,-0.00351498850263427,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0663590025894823,0,0,0.183454995009063,0,0,0,0,0.0404252634131932,0,0.21157203113088,0,0,0,0,0.0844438589859993,0,0.0584367525381064,0,0,0,0.0496036703370302,0,0,0,0,0,0,0,0,0,0,0.0181369936301524,0,0,0,0,0,-0.00530004718511542,-0.119321160508353,0,0,0,-0.0172146026396825,0,0.0105841057250143,0,0,0.00567276183663095,0.00114468436969676,0,0,0,0,0,0
X000725.SZ,0,0,0,0.367014917608479,0,0,0,0,0.01501779624232,0,0,0.104237309668076,0,0.0309337919126801,0,-0.505623834108445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214912921731917,0,0,0,0,0,0,0.172056122949295,0,0,0,0,0.107867313184656,0,0,0.267009173053473,0,-0.0511770967746903,0.015002933929592,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0348164234840642,0,0,0.0165379443248219,0,0,0,0,0,0.363898379551149,0.0596381489871845,0,0,0,0.0490063290720667,-0.0456424451983826,0.199881548101583,0,0,0,0.122767518903251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563209814003436,-0.0508747440688636,0,0.0495569808054128,0,0,0.0527929192396634,0,-0.0561122818919307,0.105929595430363,0.00764464042341038,0,0,0.00101479726427568,0,0,0,0,0,0
X600276.SH,0,0,0,0.0733757137756294,0,0,0,0,0,0,0,0.28077165341497,0,0,0,0,0.0455653061915209,-3.46944695195361e-18,-0.070586636551906,0,0,0,0,0,0.0485141050118864,0,0,1.0842021724855e-19,-0.170243440668781,0,0,0,0,0,0,0,0.0250193014182433,0,0,0,0,0,0.0611441717460241,0,0,0.00806915133923137,0,0,0.119651242751623,0,-0.0608940659436858,0,0.000916416481066563,-0.0353083966814514,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0702013085519431,0,0,0,0,0,0,0.0571837207678697,0,0,0,0,0.282363690034126,0.137398999908493,0,0,0,0,0,0,0,0,0,0,0,0.137475959417598,0,0,0,-0.145282319892431,0,0.0893585818815832,0,0,0,0,-0.028324934135284,0,0,0,-0.0810150830610002,-0.0357195818579154,0,0,0.11216215202493,0,-0.0205449190359398,0.00777254390768829,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.15064772419205,0,0.0797218946804554,0,0,0,0,0,0,0,0,0,0,0,0,0.0555208600882394,0,0,0,0,0,0,0,-0.0415639387330629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196406795725547,0,0.0797982766350332,0,0,0,-0.0128708567472541,0,0,0,0,0,0
