,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X600031.SH,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X002236.SZ,X000100.SZ,X300124.SZ,X600809.SH,X002008.SZ,X000625.SZ,X300003.SZ,X000596.SZ,X600487.SH,X000050.SZ,X000661.SZ,X600498.SH,X002456.SZ,X002007.SZ,X600776.SH,X000157.SZ,X002179.SZ,X300142.SZ,X300146.SZ,X600066.SH,X600177.SH,X600522.SH,X600089.SH,X002129.SZ,X002506.SZ,X002241.SZ,X002180.SZ,X600867.SH,X600566.SH,X600372.SH,X000977.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0623449738974579,0,0,0,0,0,0,0,0,0,-0.0458027344473297,0,0,0,0,0,0,0,0.0399372883775225,0,0,0,0,0.0865953184539622,0,0,-0.0309201803813933,0,0,0,0.0918672648407861,0,0,0,0,0,0,0,0,0,0,0,0,0.115068647230966,0,-8.67361737988404e-19,0.00371784757973651,0,0,0,-0.00849418564510414,0,0
X600104.SH,0,0,0,0,0.12767406843945,0,0,0,0.118718003802858,0,0,0,0,0,0.231845508775517,0,-0.0132935191820904,0,0.027031165368143,0,0,0,0,0,0,0,0,-0.0521522482890408,0,0,0,0.167895868931852,-0.0203893171128488,0,0.083782867789066,0,0,0,0,0,0,0.0453427776858794,0,0,0,0,0.11398067961542,0,0,0,0,0.0103086892494073,-0.0459163191960352,0,0,0,-0.0037845571731282,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.21520137001783,-0.0321084225631888,0.166826582492751,0,0,0.113596235642136,0,0.00276754953523129,0,0,0.532090327227437,-0.0211105381719973,0,0.101384137152259,0,0,0.0222674843641006,0,0,0,0.0660485077676491,0,0,-0.199096642891879,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426649343757184,0.0476448896711217,0,0,0,0,0,0
X000651.SZ,0,0.283914963302276,0,0,0,0,0,0,0.173619725817261,0,0,0,0,0,0.0508020322430454,0,0.0204408962716039,0,0.033855033603655,0,0,0,0,0.0220407276675618,0,0,0,0,0,0,0,0,0.0125824517927663,0,-1.73472347597681e-18,0,0.0506321722656742,0,0,0,0,0.0463245054291756,0,0,0,0,0,0,0,0.0143542390778604,0,0,0.00641135255652042,0,0,0,0,0,0
X000858.SZ,0,0,0.0331530707842282,0,0,0.0521946543533467,0.0962475269736172,0,0.0255901421674585,0,0,0,0,0.320276083069959,0,0,0.00808626086326253,0,0.0237448286728616,0,0,0,0.0269254727506499,0,0.0355882976254018,0,0.037829645064076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970722886625089,0,-0.00290596130426099,0,0,0,0,-0.0302985537101332,0,0
X600276.SH,0.264269094142543,0,0,0,0,0,0,0,0,0,-0.31043693010498,0,0,0,0,0,0.279865248723976,0,0,0,-0.0794056859520939,0,0,0,0.228197764812201,0,0,0,0.314442518071624,0,0,0,0,0,0,0,0.0358281721208651,0,0,0.0973242203478916,0,-0.138931554509091,0,0,0,0,0.227290770875247,0,0,0,0,0.0477641836428454,0.0440938537524686,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0651841585872636,0,0,0,0.0922083056996576,0,0,0,0,0.127288006222066,0.0149379554139028,0,0,0,0,0,0,0,0,0,0.159681050708046,0,0,0,0,0,0,0,0,0,0,0,0.193103031191742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051082267311091,0,0,0,-0.0147214826600882,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0872928000497472,0,0,0.00102791178621794,0,0,0.0645261362139742,8.67361737988404e-19,0,0.0602552033798931,0.0909858580886142,0,0,0,0,0,0,0,0.126883752407845,0,0,0.0200726204424688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314527074969959,0.0209132236494261,0,0,0.0795552425852226,-0.0454868752213142,0.00933353077541865,0.00523782303763248,0,0,0,-0.0150707662978756,0,0
X600690.SH,0,0.231934633625481,0,0.283835173967729,0,0,0.0767799181017055,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0820086828728739,0,0,0.0087334046135209,0,0,-0.0221893864758514,0,0,0,0,0,0,0.0808624907456313,0,0,0,0,0,0,0.0406756895514863,0,0,0,0,0,0,0.10226849782599,4.33680868994202e-19,0,-0.0151760270181281,-0.00269640874778287,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248202724881758,0,0,0.205596554759802,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.093429460486593,0,0,0,0,0,0.0147277925639953,0,0,0,0.0506576739722975,0,0.00746705683500604,0,0,0,0,0.137138155473568,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0490147398820255,-0.0275524404875382,0,0,0,0,0,0,0.157860057335511,0,0,0,0,0,0,0.0648321850843209,0,0,0,0,0,0.0664468739874076,0,0,0.109697322477377,0.0513013731632986,0,0,0.103055846825723,0.188999794245066,0,0,0,0,-0.0749459262424618,0,0,0,0,0,0,0,0.201386379447456,0,0.00860792960483238,-0.0452580955108054,0,0,0,-0.010895812093655,0,0
X000338.SZ,0,0.138787934954847,0,0,0,0,0.026972027945564,0,0.027666450629293,0,0,0,0.0336208904234161,0,0.191499446617353,0,0,0,0.16183165635802,0.0491330097812021,0,0,0,0.0321121698219191,0.0175183241661788,0,0,-0.128891718573407,0,0,0,0,0.0126491957948534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227401654668303,0,0,0,-0.0264193898574647,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.173903590049843,0,0,0.0147035587847137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591450313612204,0,0,0,0,0,0,0,0,0,0,0.0410588279543671,0,0,0,0,0.243161195597092,0,0,0,0,-0.00922484024131696,0.0442320492868384,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.219999110031805,0.0472519899349651,0.0993219553969523,0,0,0,0,0,0,0,0,0,0,0,0.0154649345722092,0,0,0.206168159994031,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.00370866435555242,0,0,0,0.142539271320339,0,0,0,0,0,0,0,0,0.0804529522004134,0,0,0,-4.33680868994202e-19,0,0.00771451706975236,0.0223433203601082,0,0,0,0,0,0
X600741.SH,0,0.0808741626609199,0.00319094208795494,0,0,0,0,0,0,0,0,0.301752788147674,0,0,0,0,0,0,0,0,0.0648210067036397,0,0,0,0,0,0,-0.238853356914069,0,0,0.238772033900097,0,0,0,0,0,0,0,0,0,0,-0.0394751432593801,0,0,0,0.163564744959832,0,0,0,0.153267008523405,0,0,0.0400176334843843,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0150861085424384,0,0,0,0,0,0,0,0,0.0567338592143843,0,0,0,0.0951779017518145,0.0355018233632022,0.0313580151296953,0,0.00917002064027641,1.73472347597681e-18,0,0,0,0.0199166329162656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418623746228473,0,0,0.209892111450856,0,0.0017782973574416,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,-0.0419479803405446,0.137173277793225,0,0.11526047108332,-0.409642443095936,0,0,0,-0.288719381416877,0,0,0,0,0,0,0,0,0,-0.289374408250758,0,0,0,0,0,1.10085824274553,0,0.024699099620877,0,0,-0.0338332154641335,0,0,0,0,0,0.123561201139238,0,0,0,0,0,0,0.134219156537616,0,0,0.104179979064722,0.0205874806673999,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0.107009898439551,0,0,0,0,0,0,-0.00268741840389565,0,0,0,0,0.22804410877089,0,0,0,0,0,0.161438636222842,0,0,0,0,-0.132236787218949,0,0.204323446174186,0,0,0,0,0,0,0,0,0,0.13979705075734,0,0,0.259091588753437,0.0614352543754241,0,0,-0.020784786765686,0,0,-0.0768983082799515,0,0.130694979879506,0,0
X002236.SZ,0,0,0.521847555578392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053222738628908,0,0,0,0,0,0,0,0,0,0,0.0778419526987043,0,0,0.130172691668021,0,0.0829392860697628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081172239815785,0,0,0.0646639182531292,0,-0.0170312753563193,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,-0.203087758375578,0,0,0,0,-0.0904657709370328,0,0,0,0,0,0.0643109500650757,0,0,0,0,0,0,0.379252677655502,0.228681790994691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112176551787084,0,0,0,0,0,0.260400406741872,0.186254357553511,0,-0.119483435469207,-0.0109412935313792,-0.0279586171296913,0,0,0,0,0,0
X300124.SZ,0,0,3.46944695195361e-18,0,0,-0.0351185988919905,0,0,0,0.173465780802811,0,0,0,0,0,0,0,0.127670949915954,0,0,0,0,0,0,0.0722976546517009,0.0994426027612097,0,0,0,0,0,-0.0975774538047359,0.0546052424984351,0,0.0155786637752067,0.27233166387951,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041940862663974,0,-0.0495959728679439,0.11836740297208,0,0,0,0.0405899421763882,0,0
