,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X600089.SH,X002180.SZ,X000100.SZ,X601877.SH,X002241.SZ,X300142.SZ,X600702.SH,X000733.SZ,X600741.SH,X002074.SZ,X600522.SH,X000157.SZ,X600460.SH,X600584.SH,X000799.SZ,X600884.SH,X300003.SZ,X002294.SZ,X002007.SZ,X600779.SH,X300146.SZ,X600563.SH,X601799.SH,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.163808693539475,0.00665960622187247,0,0.0285639923120486,0,0.061644310746044,0.00354599139510441,0,0,0,0,0,0.0913120505529502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446045393461037,0,0.0725162740026295,0,0,0,0,0,0,0,0.0249219431152215,0,0,0,0,0.196122618154306,0,0,0,0,0,-0.00446104092959043,0.0233277459249761,0,0,0,0,0,0
X000858.SZ,0,0,0.470119436256018,0.0326230499993179,0,0.137270493487775,0,0,0,0,0,0,0,0,0,0.0693947523065444,0.0457105454602191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029358948313469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0981755576503957,0,0,0,-0.0150781894107117,0.00736288927675952,0,0,0,0,0,0
X000568.SZ,0.165630669733951,0.361610321914084,0,0.586278742905026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254935558674607,0,0,0,0.0328910149163831,-0.0129985275488088,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0925310868762232,0.0307700714721246,0,0,-0.0268920095983792,0,0,-0.0248073867399934,0.0143699286435722,0,0,0,0,0,0
X600809.SH,0,0,0.632100135514977,0,0,0.0143118492647325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607491993623071,0,0.0546276453123646,0,-0.128953010448135,0,0,-0.0176116394223355,0,-0.0494578321698493,0,0,0,0,0,0,0,0,0,0,0,0,-0.00287415794561715,0,-0.0654716618394566,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.112428757379685,0,0,0,0.032887973638011,0.119690072330778,0,0,0,0.137589101700632,-0.0248782242046809,0,0,0,0,0,0,0,0,0.106239834615568,0.0624749615976677,0,0,0,0,-0.0386263419439591,0,0,0,0,0,0,0,-8.67361737988404e-19,0,1.0842021724855e-19,-0.00521566406118389,0,0.084977899019739,0,-0.001055325186994,-0.0107295732182642,0,0,0,0,0,0
X002304.SZ,0,0.0489854534345105,0.405942405246077,0.0669310565594247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376224989541646,0,0.0115870173519253,0,0,0,-0.0474080552360266,0,0,0,0,0,0,0,0.00291575939264774,0.0503653983750097,0.0891512032282972,0,0,0,-0.0277553638307746,0.00849301783851268,0.0115604167794837,-0.0338447089279072,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2391582335453,0,0,0,-0.21460851208369,0.0269088507194227,0,0,0,0.365673937423296,0,-0.0943330760652669,0,0,0,0,0,0.0548184282032457,0.159687162125628,0,0,0,0.00164101323115861,0,0,-0.0682663200598018,-0.0125139931106081,0,0,0,0,0,0,0
X600690.SH,0.143210908476387,0,0.0177312696353876,0,0,0,0,0,0,0,0,0,0,0,0,0.288035059374809,0.0591002320988311,0,0,0,0,0,0,0,0,0,0,0,0.0135922436102651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107862505844344,0,0,0,-0.00529434609278273,0.00812296323618251,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.612406368735519,0,0,0,0,0,0,0,0,0.270360747586265,0,0,0,0,0,0,0,0,0,0.0503819707916355,0.2044054460992,0,0,0,0,0,0.0282017436548073,0,0,0,0,0,0,0,0.020970264918274,0,0,0.339778586801882,-0.104123202377964,0,0.198012960872741,0.0238771632078238,-0.0526644017691396,-0.0500148043583557,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0596163192342626,-0.0485353790520894,0,0,0,0,0,0,0.165729088030069,0,0,0,0,0,0,0,0,0,0.231226649870509,0,-0.036086073174469,0,0,0,0,0.0338106441600525,0,0,0,0,0,0,0,0,-0.00424152629152059,0,-0.0325557352679876,0.0108884326673293,0,0,-0.0740942735390187,0,0,0,-0.00358313147599801,0.0113550847065045,0,0,0,0,0,0
