,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002007.SZ,X300142.SZ,X002241.SZ,X000100.SZ,X300014.SZ,X002371.SZ,X000596.SZ,X600183.SH,X300003.SZ,X600741.SH,X300124.SZ,X000977.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002129.SZ,X000800.SZ,X000157.SZ,X002456.SZ,X300136.SZ,X600584.SH,X002414.SZ,X002463.SZ,X002179.SZ,X600118.SH,X002049.SZ,X000066.SZ,X002180.SZ,X002185.SZ,X002223.SZ,X002008.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.319458583635305,0.243650028325335,0,0,0,0,0.0312588145184856,0,0,0,0,0,0,-0.0229353148890425,0,0,0,0,0,0,0,0,0,0,0,0.134367388630492,0,-0.00174729745188835,0,0.0137485115435789,0.0295390548830416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300835662127658,0,0,0,0,0.00690179761782153,-0.00982033572669053,0,0,0,0,0,0
X000858.SZ,0.119825826148651,0,0,0,0,0,0.0126020179562026,0,0.000604685182919084,0.0220103978500033,0,0,0,0.22623556371025,0.346433950696833,0,0,0,0,0.110317793458376,0.0798889340686033,0,0,0,0.0918477059541039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666772439559498,0,-0.0129187572513281,0,0.00699086812596968,-0.00642855072277017,0,0,0,0,0,0
X600276.SH,0,0.139337724222192,0,0,0,0,0,0,0,0.00972573247303555,0,0,0.415932511412524,0,0,0,0,0,0,0.023550742313533,0,0,0,0,0,0.272798051199729,0,0,0,0,0,0,0,0,0,0,0,0,0.00738649547433984,0,0,0,0,0,0,0,0,0.0469161331908734,-0.0618601912805292,-0.0543800340385017,-0.0133881951569088,-0.0171887634680084,0.00359048285593767,0,0,0,0,0,0
X000651.SZ,0,0.131222658092745,0,0,0.0565247785344088,0.0898196128112905,0.0939443794304374,0,0,0,0,0,0.0649953111428384,0,0,0.22376502045788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187315633965649,0,0,0,0,0,0,-0.122498688091023,0,0,0,0,0,0,0.0540592381503547,0,0,0,0,0,0,0,0.00924751700934874,-0.000373790961978595,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.0790636892080821,0.0461825663840515,0,0,0,0,0,0,0,0,0.141867208371536,0,0,0,0,0.0987378362468285,0,0.0648374384622387,0,0.0756934685495253,0.132983876281334,0,0,0,0,0,0,0,0.133726264931371,0,0,0.0935627631163529,0,0,0,0,0,0,0.214332488319993,0,0,0,0,0,0,-0.0486544455563537,0.00203561860204373,-0.0358179221649176,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.134927480215852,0,-0.129123005846748,0.168574585380595,0,-0.130008749154084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140282877575993,0.168540539644667,0,0,0,0,0,0,0,0.0641649527073798,0,0,0,0.113322604357482,0.047783003916871,0,0.121190043573235,0,0.139976198742239,0.0551040025129425,0,0,0,5.68669490046223e-05,0,0,0,0,0,0
X600104.SH,0,0.064127752327638,0,0,0,0,0,0,0.0475235759018209,0,0,0,0,0,0,0,0,0,0,0,0.0565053104350337,0,0,0,0.139730732476044,0,0.015500720248447,0.215328987331503,0,0.0848912477280937,0,0.0628895668722256,0,0,0.0016077626579083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291117777789175,-0.0397070016333693,-0.0705881795534847,0.0319155296788664,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.282577145167772,0,0,0,0,0,0,0,0,0,0,0,0,-0.00572837825496292,0,0,0,0.000264656441254361,0,0.0656390488368891,0,0,0,0,0.0478125811010518,0,0,0,0,0.1799544106452,0,0,0.242024729400589,0,0.103327502812016,0,0,0,-0.0553528395380989,0,0.0495739626630677,0,0.00734369193754081,0,-0.132280794110974,-0.0584247831894159,0.0483433708837806,-0.0575989994896311,0,0,0,0,0,0
X600031.SH,0,0.284924159526873,0,0,0,0,0,0,0,0.203904886570445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359816634199485,0.0656809739474959,0.0521228435302817,0,0,0,0,0,0,0.238608714380926,0,0,-0.0301319385896065,0.0578517648587991,0,0,0,0,0,0,0,0,0,0,0,-0.0233261521693715,0.00703847502187716,0,0,0,0,0,0
X002304.SZ,0,0.130050603765048,0,0,0.14592934942893,0,0,0,0,0,0,0,0,0,0,0.0753249781111746,0.177619775806234,0,0,0.07097125151249,0,0,0,0.0397693405795123,0,0,0,0.0641184971367101,0,0,0,0,0,-0.0796962387890823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108388516466739,0,0,0,0,0,0,0
