,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600690.SH,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X601877.SH,X600183.SH,X000100.SZ,X002236.SZ,X000157.SZ,X300124.SZ,X000066.SZ,X300142.SZ,X002007.SZ,X300014.SZ,X002371.SZ,X000625.SZ,X300136.SZ,X002179.SZ,X002463.SZ,X002456.SZ,X002008.SZ,X600271.SH,X000977.SZ,X600584.SH,X002180.SZ,X600177.SH,X000050.SZ,X600066.SH,X002506.SZ,X002129.SZ,X600498.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.207431202156206,0,0,0,0,0.0526596190419037,0.509617390656268,0,0,0,0,0.0853155528153933,0,0,0.120418936643573,0.046632487853185,0,0,-0.0264346311642083,0,0,0,0,0,0,-0.129514954887761,0,0,0,0,-0.0477153709066781,0,0,-0.0134986508049733,0,0,0,0,0,0,0,0,0,0,0,-0.0156478590544061,-0.00221709890898418,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0633214619939445,0,0,0,0,0,0.689244774776963,0,0,0,0,0.110765764039847,0,0,0.0211730493159144,0,0,0.00121862697780935,0,0,0,0,0,0,0,0,0.0313074081184429,0,0,0,0,0.0140027590311026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00690339376249619,0,0,0,-0.0182260770880052,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.0147030957120894,0,0,0,0,0.40171745684364,0,0.0716949933346024,0,0.00464726918537545,0.0634487361784902,0.00144035343263042,0,0,0,0,0,0,0.00722158146453493,0,0,0,-8.67361737988404e-19,0.0441029258294179,0,0,0,0,0.226125622210028,0,0,0,0,0,0,0,0,0,0,0,0,0.0329720700883653,-0.00252259013011962,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.206465989503149,0,0,0,0,0,0,0.230000412393733,0,0,0,-0.077538690418836,0,0.0490451205978283,0.0680268610210974,0,-0.122624768920694,0.112558328784922,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0307722057753836,0,0,0,0,0.261439551134391,0,0,0,-0.0286119771013754,-0.00992903473764611,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0652920170469128,0,0,0,0,0,0,0,0.0418701241165293,0,0,0,0,0,-0.00642664723634076,0,0,0,0,0.543296223066314,0,0.0892727000197875,0,0,0,0,0,0,0,0,0,-0.114202654231404,0.0358790424473354,0,0.0381179082552171,0,0,0,0,0,0,0,0,0,0,0.0727161656666568,-0.0765831155717457,0,0,0,-0.0170724899342161,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152604217796987,-0.0314193338032209,0,1.73472347597681e-18,0,0.1263404439452,0,0,0,0,2.16840434497101e-19,0,0,0.0078340388554837,0,0,0.026323432492684,0,0,0,0.00430341375832452,0,0,0,0,0,0,0
X002475.SZ,0.0223630123060227,0,0,0,0,0,0,0,0,0,0,0.00982543963597638,0,0.0437184664376794,-0.00546300424159753,0,0,0.168739300665043,-0.130177289385599,0.0545997881929378,0,0,0,0,0,0,0,0,0.235701380218733,0,0,0,0,0,0.225231489006862,0,0,0,0.409196019837304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142964344387041,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.181084716908799,0,0,0,0.159518780599371,0,0,0,0.0401067532049857,0,0,0.0145755656956872,0,0,0,0,0,0,-0.0197501771261053,0,0,-0.0177205664331015,-0.112840497175901,-0.0900679391006948,0.0713325760802858,0,0,0,0,0,0,0,0,0,0.210376839766843,-0.0195218622330249,0,0,0,0.0459089086728474,0,0.0183555155249472,0,0,0,0,0,0,0
X002304.SZ,0,0.14608422731337,0.0636958483742652,0.0200525129322688,0,0,0,0.0167209112005683,0,0,0,0,0,0,0,0,0,0,0.026307190762989,-0.0440647618288376,0.178422944534148,0,0,0.0422601625570693,0,0,0,0,0,0,0.0438266667055732,0,-0.0031519188599088,0,0,0,0,0,0,0,0.014682078036073,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0614651644079595,0,0,0,0.0160253356453341,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047888569371556,0,0,0,0,0,0,0,0,0,0,0.204257731548883,0,0,0,0.0531526132920949,0,0,0.0323836812083735,0,0,0.0214442562598163,0,0.0121169875647904,0.0128873451645814,0,0,0,0.0886755279881398,0.00533378308808152,0,0.0944293822945775,0,0,0,0,0,0,0.0372624691669434,0.00367713196232432,0,0,0,0,0,0
