,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X002241.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002456.SZ,X601877.SH,X002508.SZ,X300124.SZ,X600271.SH,X002085.SZ,X600089.SH,X600118.SH,X600177.SH,X000157.SZ,X300136.SZ,X002007.SZ,X300003.SZ,X600522.SH,X600372.SH,X002294.SZ,X002008.SZ,X000981.SZ,X600867.SH,X600487.SH,X600699.SH,X000066.SZ,X002074.SZ,X300115.SZ,X600566.SH,X600809.SH,X000559.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0823074798789095,0,0.114195513492611,0,0,0,0.0249847150460693,0.169544072637137,0,0,-0.110574905734705,0.0572806717052288,0,0,0,0,0.072135254059801,0,0,-0.0548929031557216,0,0,0.0891906140581488,0,0,0,0,0,0,0,0,0,0,0,0,0.124411705599327,0,0,0,0.0302319091721963,0,0.0484600741683927,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,-0.0862987682140311,0,0,0,0.093542016901908,-1.73472347597681e-18,0.157995872925471,0,0,0.341070633814528,0,0.344443291375954,0,0,-0.0321801630159638,0,0,0,0,0,0,0.0292446509278259,0,0,-0.140704620582544,0.0641765351687541,0,0,0,-0.0681009251153291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195806666231474,0.138107490826479,-0.00727499612941141,-0.00181244892705983,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0773391273269803,0,0,0,0,0,0,0,0,0,0.374968046482773,0,0,0,0,0.012641669064907,0,0.230382179157226,0,0,0,0,0,0,0,0.0580705815693436,0,0,0,-1.0842021724855e-19,0,-0.0816444290551558,0,0.0872573679657653,0,-0.133341709546706,0,-0.0452610000475435,0,0,0,0,-0.0612108521664785,-0.0660640764597329,-0.00959505861663124,0.0206428207769666,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0948381817135732,0,0,0,0,0,0.168917159449446,0.0827655606898989,0,0,0,0.00803799993972361,0,0,0.0141991637695805,0,0,0,0.105352495510384,0,0,-0.0301054881560766,0,0,0,0,0,0,0,0,-0.0376416255839858,0,0,0,-0.089483295981397,0,0,0,0,0,0,0.0888385390740054,0,0,0,0.0230843653568491,-0.00396827054846205,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0900979461805779,0,0,0,0.0384363594114439,0,4.33680868994202e-19,0,0,0.346043965129964,0,0.0679463451121346,0,0.0345713280162392,0,0.14526820805454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385771120181026,0,0,0.0189802354790656,0,-0.00534480872828955,0,0,0,0.110529510285622,0,0,0,-0.00252110936163234,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.068854563242337,0,0,0,0,0,0,0,0.151103254089116,0,0.182689646856593,-0.302421296890982,0.105412445398454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307462909192951,0,0,0,0,0,0.247605539381273,0,0,0,0.0155677719526491,0.0879717313214798,0.0383609367042687,0,0,0,0,-0.0615365696232001,0.0529568219061501,0,0,0,0,0,0
X600276.SH,0,0,0.0595988641990667,0.16186864235256,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,-0.00283010129678849,0,-0.0191791510501929,0,0,0,0,0.00957952289181787,0,0,0,0,0,0,0,-0.0352907505655877,0,0,0,0,0,0,0,0,0.0334967036699374,0,-0.0617230367022131,0,-0.0847173847378198,0,0.0498897691802801,0,0,0,0.00907643232725891,0.00639395300608421,0,0,0,0,0,0
X002304.SZ,0,0.644840607756547,0,0,0,0,0,0,0,0,0,0,0,0.540394414949672,-0.236527781989412,0.0806667741352903,0,0,0,0,0,0,0.0743421695880068,0,0,0,0,0,0,0,0,0,0,0.644709649917325,0,0,0,-0.0110345559082887,0,0,0,0,0,0,-0.0836871389698793,0,0,0,0,0,0.0659106287668349,0.0436489923074746,0,0,0,0,0,0
X600690.SH,0,0.103496270739783,0,0,0,0,0,0.161095063035992,0,0,0,0,0,0.0204819951531973,0,0,0,0,0.0235688288404185,0,0,0,0,0,0.00628694735096783,0,-0.0116793641052871,0,0,0,0,0,0,0,0,0.0100991592569575,0,0.0226381997792722,0,0,0,0,-0.0903252650389524,0.0254473329685704,0.0713256354392438,-0.01468076029975,0.119374862141258,0,0,0,0,-0.00773560830956786,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0278198700479354,0.03766761150083,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-8.67361737988404e-19,0,0,0,0.0995965089301554,0,-0.088447923545364,0,0,0,0,0,0,0,0.0381679181703393,0,0,0,0,0,0.0543671085944544,0,0.04978004782518,0,0.0964707692296098,-0.175855900587654,-0.0468394630218425,0,0,0,0,-0.00887157912512914,0,0,0,0,0,0
