,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600066.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X000568.SZ,X000559.SZ,X002506.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002456.SZ,X002426.SZ,X002085.SZ,X002007.SZ,X002074.SZ,X300124.SZ,X000050.SZ,X600867.SH,X600089.SH,X002294.SZ,X002180.SZ,X000869.SZ,X000981.SZ,X002465.SZ,X601877.SH,X002508.SZ,X600498.SH,X600699.SH,X002179.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0406217074874192,0.148389199730801,0.00989647888304877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164985219734551,0,0,-0.0419849100083001,0,0,0,0,-0.0635451228874527,0,0.17063767011327,0.0367092122809563,0,0,0,0,0,0.100985886258679,0,0,-0.048080655457443,0,0,0,0,0,0,0,-0.118113570044726,0.128484782565396,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.12642129119958,0.117666199561463,0,0.0414498012526357,0,0.169425124643919,0,0,0,-0.0494534774791059,0,0,0.0358468880279698,0,0,0,0,0,0.0299460038566381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350166245037093,0,0,0,-0.0149356844232844,-0.0250490277469551,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0127448247854988,0,0,0,0,0,0.0936172306280987,0,0.0970077969047579,0,0,0,0,0,0,0,0,0,0,0,0,0.0471060494074191,0,0,-3.46944695195361e-18,0.0646415855998783,0,0.0377814997356778,0,0,0,0,0,0,0,0,0.0329258307299354,0,0,0.0478090543757332,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.176332216222752,0,0,0,0,0.0260150523558505,0,0,0,0.00844730996337335,0,0,0.00434369352708878,0,0,0,0,0,0,0,0.0384506563565358,0,0,0,0,0,0,0,0,0,0,0.0888823555159983,0,0,0,0,0.196970233346751,0,0,0.0375414446223378,0,0,0,0,0,0,0.0138740164295833,0,0,0,0,0,0,0
X002304.SZ,0.0549618806535323,0,0,0.673686460748269,0,0,0,0,0,0,0.131052134912612,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0654425467127437,0.0813469519010971,0,0,0,0,0,-0.0489460202460271,0.0429738969924261,0,0,0,0,0,0,0,0,0,0,0,-0.147909541525752,0,0,0.0274803907531699,0,0,-0.000441161828060068,0,0,0,0,0,0,0
X600276.SH,0,0.0812683056072216,0,0,0,0,0,0,0.00176833562961933,0,0,0,0.0486199759291581,0,0,0,0,0,0,0.0504231923632122,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0438995696903603,0,0.0728858348850111,-4.33680868994202e-19,0,0,0,0,-0.0271234634941149,0,0,0,0,0,0.219718208914773,0,-0.0123683610383579,0,0,-0.0578467197118229,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306795721521879,0,0,0,0.0480504845634095,0,0,0,0,0.192382376065445,0.105046922656615,0,0,0.130244621857883,0,0.0777394352559606,0,0,0.0374021348096589,0,0,0.0671616117810333,0,0,0,0,0,0,0,0,0,0,0,0.0140214422060886,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.00329678060486831,0.0837126607563294,0,0.364684443265478,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450779099793323,0,0,0,0,0,0,0,0.0508780793624202,-0.10162505759821,0,0,0,0,0,0,0,0,-0.0582080122829899,0.33910943057176,0,0,0,0,0,0,0,0,0,-0.0232753087626467,0,0,0,0,0.154639245681795,0,0,0,0,0,0,0
X600690.SH,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335373808928343,0,0,0,0,0,0,0,0,0,0.0226224741716557,0,0,0.0656495665443644,0,0.322293908921777,0,0,0.177842345671751,0,0,0,0,0,0.01352337085334,0.0970845734960083,0,0,-0.0158022022471198,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.130645579733807,0,0,0,0.28664878728785,0,0,0,0,0,0,0,0,0,0,0.152577678252972,0.134879787521177,0.0865223462391757,0.237657432018287,0,0,0,0,0,0,0,0,0.0363094508845947,0,0,0,0,0,0,0,0,0.0414229446484238,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0872118911069454,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,-0.0149055706353574,0,0,0,0,0,0,0,-0.0525661849064642,0,0,0.212679136383017,0,0,0,0.0734886443944289,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0163218361252315,0,0,0,-0.044414523887611,0,0,0,0,-0.0345157082807803,0,0.0328923033187215,0.136383189013501,0,0,0,0,0,0.111115094123853,0,0,0,0
X600703.SH,0,0,0,0.0937950652450839,0.0245672744787492,0,0,0,0,0,0,0,0,0,0,0,0.0698595899510034,0,0,0,0,0,0.010170536159967,0,0,0,0,0,0,0.109102664115652,0,0,0.00892048244049939,0,0,0.0598958199491307,0,0,0,0,0.0684965630830242,0,0,0,-0.0162677647293541,0,0,0.0729336113285323,0,0,-0.00960621324250172,0,0,0,0,0,0,0
X600741.SH,0,0.107638437227895,0,0,0,0,0,0,0.00211145382718297,0,0,0,0,0,0,0,0,0,0.173426616146027,0.0615700326640171,0,0,0,0,0,0,0,0,0,0.0115812557494907,0,0,0.13074402825495,0,0,0.13387145076944,0,0,0,0,0,0.0696705177201433,0,0,0,0,0.01135138063363,0,0,0,0.00715538905985008,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.383129765509357,0,0.138244250296816,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0592675749915489,0.177420404985887,0,0,0,0,0.104489137759111,0,0,0,0,0,0.213293292992327,0,0,0,0,0.0109725840747718,0,0,0,-0.0205413035361409,0.186498887543114,0.00294031160965995,0,0,0,0,0
X002241.SZ,-0.106292680192555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21270916810046,0,0,0,0,0,0,0,0.0909716103912901,0,0,0,0.0731155467311119,0,0.115498821030753,0,0.177841057035739,0.0968199879699809,0.103986462832574,0.0972535781299212,0,0,0,0,0,0,0,0.207282552655802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258341259168512,0,0.000839684499342932,0,0,0.0505304119741619,0.093078140518167,0,0,0,0,0.200284204277519,0,0,0.0833418228280846,0,0.0302989030732555,0,0,0,0,0,0,0,0,0,0,0.109378270273887,0,1.73472347597681e-18,0,0,0,-0.0161048591365475,0,0,0,0,0,0
X002292.SZ,0,0,-0.0490910725543824,0,0,0,0,0,0,0,0,0,0,0,0.240829291986149,0,0,0,0,0,0,0,0,0,0.128466325651082,0,0,0,0,0,0.0746178653941206,0,0,0.0254503525139688,0,0.134080049694068,0,0,0,0,0,0,0.111470434026318,0,0,0,0.0536465634206385,0,0.455990381235824,0,0.0566193467408104,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22145548892232,0,0,0,0,0,0,0,0,0.0233017965092237,0.0453451082108449,0,0,0,0.0829671685281241,0.116845541669316,0.21848852184091,0,0,0,0,0,0,0,0,0,0,0,0.112028644515188,0,0,0,0,0,0.174752646142159,0,0,-0.00671535453442033,0,0,0,0,0,0
