,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600703.SH,X600690.SH,X600741.SH,X002292.SZ,X002241.SZ,X600066.SH,X000100.SZ,X600031.SH,X600177.SH,X600118.SH,X002236.SZ,X002506.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000568.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X002074.SZ,X300124.SZ,X600867.SH,X002294.SZ,X600089.SH,X002426.SZ,X002007.SZ,X002456.SZ,X002465.SZ,X600498.SH,X000869.SZ,X002180.SZ,X601877.SH,X002508.SZ,X002049.SZ,X002008.SZ,X000977.SZ,X000050.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0837796121209726,0.0322311371986538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100959350716109,0,0,0,0,0,-0.00904849646950435,0,0,0,0,0,0.00258732019704614,0,0,0,0,-0.0612257993567291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302501114193,0,0.0523350439912777,0,0,0,0,0
X600104.SH,0,0,0.078127394867618,0,0,0,0,0,0,0,0,0,0,0.343418050231067,0,0,0,0,0.0163594238485368,0.00395819173924864,0,0,0,0,0,0.0188810477716799,0,0,0,0,0.00967267895222746,0,0,0,0,0,0,0,0,0,0,0,0.0460972313669534,0,0,0,0,0,0,0,0,-0.00280824003464698,-0.0721980377506672,0,0,0,0,0,0
X002415.SZ,0,0.0891055506346327,0,0,0,0,0,0,0,0,0,0,0,0,0.0131414064263121,0.0570788128981681,0,0.272590279480836,0,0,0,0,3.46944695195361e-18,0.0391137804445789,0,0,0,0,0,0,0.00483627709433122,0.0081823800381225,0,0,0,0.20697041601538,-0.0569859320151026,0,0.1581074583292,0,0,0,0,0,0.0956117724190809,0,0,0,0,0,0,0.0212197754130505,0,0,0,0,0,0,0
X000651.SZ,0.0315240084448948,0,0,0,0,0,0,0,0,0.0329062676060018,0,0,0,0,0,0,0,0,0,0,0,0,0.00846434900011219,0.0201899593255934,0,0,0,0,0,0,0.023368604115505,0,0,0,0,0,0,0,0,0,0,0,0.127445081532186,0,0,0.00323222489044956,0,0,0,0,0,0.0434353627771065,-0.0375724158782896,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102436733900073,0,0,0,0,0,0,0.0660531874513193,0.0824266433112849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788080167225824,0,0,0,0,0,0,0,0.0329069900426847,0,0,0,0,0.0034515719983552,0,0,0,0,0,0,0
X002304.SZ,0.348907402360887,0,0,0,0.4021500783795,0,0,0,0,0,0,0,0,0,0.026495990608979,0.0566998275897761,0,0,0,0,0,0.074071078233026,0,0,0,0,0,0.0290491243973655,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0653499604354706,0.00815220762339553,0,0,0,0,0,-0.128187749960688,0.138547482583457,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0230638342440433,0,0.0183271949170231,0,0,0,0,0,0,0,0,0,0,0,-0.0878236882648601,3.46944695195361e-18,0,0,0,0,0,0,0,0.243600461434944,0,0,0,0,0.00490991975542492,0.0577304032766471,0,0.113103014228064,0,0,-0.0396107409456938,0,0,0,0,0,0,0,0,-0.0233703349998466,-0.0724229059460953,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339742355495284,0,0,0,0,0.0863775742549563,0,0,0.0622679206830816,0.157085210639458,0,0,0,0,0,0,0.0736505740564131,0,0.20558663954716,0,0,0,0,0,0.0844931240709929,0,0,0,0,0.012192550394235,0,0,0,0.0265863328644076,0.0277721589610323,0,0,0.00623864017869421,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.175642494164752,0,0,0,0,0.0229351043282958,-1.73472347597681e-18,0,0,0,0,0,0,0.0606125006182781,0.0513518555469005,0.05636810020282,0,0,0,0,0,0,0,0,0,0,0,0,0.0743427904513965,0,0.0179300665971402,0,0,0,0.0465717699691366,0.103910509182506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0.182639759932602,0,0,0,0.0608817773365666,0,0,0,0.25626854036759,0,0,0,0,0,0,0,0,0,0.0801268541425438,0.209753780765829,0.219095312204155,0,0,0,0.050253197043062,0,0,0,0.0256351700320538,0,0.0638459635548367,0,0,0,0,0,0.0263221717529162,0,0,0,0,0,0,0,0,0,-0.0558087514117247,0.111798936033881,0,0,0,-0.0524030600268665,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.0549975937866354,0,0,0,0,0,0,0,0.0314831568301834,0,0.0826175434356824,-0.315032331634873,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185860705420679,0,0,0.0419216128226926,0.0867333313537597,0,-0.0744304746849848,0,0,0.0502044832137116,-0.0451148321342595,0.0642289651486359,0,0.168906822995792,0.0513404914972316,-0.0383352176749337,0.23484790308712,0,0,0,0,0,0
X600703.SH,0,0,0.096764166599266,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888538996206453,0.0146388480471779,0,0,0,0.13230563899524,0,0,0,0,0,0,0,0,0,0,0,0.0879062238917803,0,0,0,0,0,-0.0971023151987105,0,0.105311961253849,0,0.0528785065697975,0,0,0.0112288041337518,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,-0.0394849262647335,0,0,0,0,0,0.412902386876133,0,0.10004796777838,6.93889390390723e-18,0,0,0,0,0,0.13719046424802,0.293260386901568,0,0,0,0,0.135009856525645,-0.0492988728830938,-0.0587617727206735,0,0,0.126278649290017,0,0,0,0,0,0,0,0,-0.030355602541388,0,0,-0.164045577998567,0,0,0.168100653484707,-0.222382077063763,0,0,0,0,0,0
X600741.SH,0,0.270441171994188,0.126530110371827,0,0,0,0,0,0,0.0730864614442956,0.0551516711291968,0,0,0,0.0357727106139712,0,0,0,0.145377079486395,0,0,0,0,0.00133390512214603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760746980559952,0.0946694821344435,0,0,0,0,0,0,0,0,0,0.000193205542187377,0.040276259311112,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222653624396836,0,0,0,0,0,0,-1.38777878078145e-17,0.165530152062868,0,0,0,0,0.176616063525836,0,-0.201053500518577,0.258731595309328,0,0,0,0,0,0,0.0552911061013129,0.194225323158727,0,0,0,0.087341620829149,0,0,0,0,0.151115594732131,0,0,0.110803217490051,-0.158732500599754,0,0,0,0,0,0
X002241.SZ,0,-0.121619248812049,-0.0422945736343797,0,0,0,0,0,0,0,0,0,0,0,0.23231913981016,0,0,0,-0.0543479604341892,0,0.0870465553795266,0,0,0,0,0,0,0,0,0,0,0.0190205029016291,0.420598797908652,0,0,0,0,0,0,0.198342906768205,0,0,0,0,0,0,0,0,0.108310648853372,0,0,-0.0449939254198002,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.147020258855028,0.103408775309828,0,-0.0632519431682967,0,0,0,0,0,0.130515669667366,0.00571025795918335,0,0,0,0,0,0,0,-0.134624589218367,0,0.14815058280543,0,0,0,0,0,0,0,0,0.133039452201506,0,0.0267309416786737,0,0,0,0,0,0,0,0,0.0133695839098539,-0.0363411471952413,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.0304008969043819,0.02378190439312,0,0,0,0,0,0,0,0,0,0,0.0263817855744502,0.0176619726920921,0,0.135816571475675,0.0375575571313428,0,0.0129499129864773,0,0,0,0,0,0,0,0,0,0,0,0,0.226638537280388,0,0.10559409202731,0,0,0,0,0,0,0,0,0,0,0,-0.0330376206631829,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0325791317516544,0.00881428850909977,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0576526131837508,0.0699993269426617,0,0,0.167191692597914,0.134840312074799,0,0.0942525264563912,0,0,0,0,0,0,0,0,0,0,0,0.00503767346735377,0,0,0,0,0,0,0,0.190698821040755,0,0,0.0126923054691371,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0.234738139129407,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.00795297939649242,0.108212390417259,0,0,0,0.502755908025471,0,0.0845342661272251,0,0,0,0,0,0.0219256546968866,0,0,0,0.0103225685234,0,0,0,-0.016031382469835,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0.050945422992334,0,0,0,0,0,0,0,0,0,0.10813951211918,0,0,0.0605948679843565,0,0,0,0.10112432048406,0.252588097890375,0,0.137446897003262,0,0,0.0866799657489433,0,0,0,0,0,0,0,0,0,0.192506938734545,0,0,0,0,0,0,0,0,0,0,0,0,0.0399251809789908,-0.0201322881327324,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.126674713924318,0,0,0,0,0,0,0,0,0,0,0.0987020720822799,0,0,0,0,0,0,0.223692275920774,0.0894528352779099,0,0,0,0.182525305984577,0,0,0,0,0,0,0,0,0.338079400955451,-0.0867164732894707,0,0,0.0935425551876682,0,0,0.123367572069757,0,-0.0297645751029657,0,0,0,0,0,0.0111810791168648,-0.00270780161042749,0,0,0,0,0,0
