,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000725.SZ,X000568.SZ,X003816.SZ,X600809.SH,X600690.SH,X600703.SH,X002241.SZ,X000338.SZ,X300142.SZ,X000596.SZ,X002371.SZ,X002007.SZ,X300014.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X600741.SH,X600584.SH,X002129.SZ,X300003.SZ,X002236.SZ,X601877.SH,X600183.SH,X000157.SZ,X000800.SZ,X002414.SZ,X000066.SZ,X000625.SZ,X300136.SZ,X000977.SZ,X002456.SZ,X002179.SZ,X002185.SZ,X002008.SZ,X600118.SH,X601799.SH,X002180.SZ,X002463.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.378192051194424,0,0,0,0,0,0,0,0,0,0,0.0286775712744196,0,0,0,0.0113962045580652,0.0239319895104789,0,0.053594672673005,0.097467194831494,0,0,0,0,0,0.0159704252013706,0,0.023032026486228,0.0270154714817075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00690740776035068,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.249657380156181,0,0,0,0,0.196538810827692,0,0.319361605028391,0,0.0313938914483575,0.0773734140873512,0,0.024480545769678,0.0237862750951421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216908678327247,0,0,0,0,0,0,0,0,0,-0.0101864268392277,0.00321745272798963,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.187073002632294,0.234336848716043,0,0,0,0,0,0,0,0.00786076362066497,0.0678723914566982,0,0.0199001712551678,0,0.00202664631396108,0,0,0,0,0,0,0,0.0255220082997795,0,0,0,0,0,0,0.0646159672881939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00494036933572237,0.00491960865323824,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134672806390195,0.0556992273853728,0,0,0,0,0.277297573384211,0,0,0,0,0,0,0,0.0832272722945996,0.079816435998502,0,0,0,0,0,0,0.0228377115517906,0,0,0,-0.0564260884923543,-0.0146746727040744,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327054209921971,0,0,0.0668572358127579,0,0.0533808630052285,0,0,0,0.0110136918085503,0,0.0963507478514343,0.0339592223543736,0,0,0,0.0389439252301993,0,0,0,0.0152180409648307,0,0.0219228264389665,0,0.0694305768557334,0,0,0,0.00136203930564586,0,0,0,0,0,-0.00293656682077849,-0.0261153616188499,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0976658984574391,0,-4.33680868994202e-19,0,0,0.0320202293503062,0,0,0.0465576461902885,0,0,0.0984586711373378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143866527371734,0,0,0,0,0,0.0498477491196947,0,0,0.0405613876890461,0,0,0,0,0,0,0.0132997257691885,-0.0211493869551546,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0546675512046305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120401234581815,0,0,0,0,0.036142225893274,0.00667635144738757,0,0.0709195832870352,0.039548756058826,0,0,0,0,0.0980880542538069,0.0552036989590805,0,0,0.0731344522616675,0,0,0.100490674161873,0,0,0,0,0,0,-0.00900133374706157,0.0176384277043465,0,0,0,0,0,0
X002304.SZ,0,0.1446768166073,0,0,0,0,0,0,0,0,0,0,0.462154815354043,0,0.0688913975076953,0,0,0,0,0,0.119475783445492,0,0.0436458042889537,0,0,0,0.000179459807067826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000689934618480161,0.00232174131951906,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0.178943042448839,0,0,-0.0063248677919545,0,0,0,-0.154870625200368,0,0,0,0.192883813990076,0,0.172744181134706,0,0,0,0.0288220501449332,0.160816278476565,0,0,0,0,0,-0.051934362317103,0,0.0464773345921579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337975245759495,0,0,0,0,0.00964323440784082,-0.0411680049571062,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,-0.112136612542081,0,0,0.00728896898876707,0,0,0,0.068088655111744,0,0,0,0,0,0,0,0,0,0,-0.021183467277752,0,0,0,0,0.154421540813401,0,0,0.179477460683854,0,-0.0697469304858476,0,0,0,0,0,0,0,0.0863333684896221,0,0,0.399401575976973,0.103837908935172,0,0,0.0240845278079609,-0.00519300575627414,0,0,0,0,0,0
