,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X002241.SZ,X600183.SH,X000596.SZ,X600703.SH,X002007.SZ,X300003.SZ,X601877.SH,X000100.SZ,X002236.SZ,X000157.SZ,X300142.SZ,X002463.SZ,X002179.SZ,X000066.SZ,X300124.SZ,X600271.SH,X002008.SZ,X000625.SZ,X300136.SZ,X600867.SH,X002129.SZ,X300014.SZ,X000977.SZ,X600177.SH,X002506.SZ,X600498.SH,X002049.SZ,X002180.SZ,X600066.SH,X002456.SZ,X600487.SH,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0638766249739993,0,0,0.577437658470203,0,0,0,-0.0345050732773218,0,0,0.0512363684012219,0,0,0,0,0,0,0,0,0,0,0,-0.00508917336992457,0,0,0,0,0,0,0,0,-0.0679746343114793,0,0,0,0,0,0,0,0,0,0,0,-0.00889399886429387,0,0,0,0,0.0246290031781054,0,0
X000858.SZ,0.1979752963742,0,0,0,0.0170993991041814,0,0,0,1.73472347597681e-18,0,0,0.438890798617696,0,0,0,0,0.178301504264893,0,0,0,0,0,0,0,0,0,0.0162481215345164,0,0,0,0,0,0,0,0,0,0,0,0.0364236763345017,-0.00502867457363215,0,0,0,0,0,0,0,0.0731880693444724,0,8.67361737988404e-19,0,0.0100070550418724,0,0,0,0,2.16840434497101e-19,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.129963516725014,0,0,0.19806957122199,0,0,0,0.051358581569232,0,0.0205670465007604,0,0,0.0532761102464306,0,0,0.0139186803862223,0,0,0,0,0.0815691905441797,-0.032115618549251,0,0,0,0,0.0059682812147332,0,0,0.0590355258915868,0,-0.060819929310238,0,0,0.0690480699864449,0,0,0,0,-2.16840434497101e-19,0,0.0120162750060848,0,0.010952879401996,-0.030369198466325,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229001007076908,0,0,-0.0701539396975048,0,0,0.254404815384004,0,0,0,0.0205239295503238,0,0,-0.0230249530794179,0,0.124147900058507,0.0639060834268734,0,0,0,0,0,0.0213920668557086,-0.00729291866071618,0,0,0,0,0,-0.0361108645645439,0,0,0,0,0,-0.00114686241104995,0,0,0,0,0.0118584575044065,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0975229838949465,0,0,0,0,0,0,0,0.110087488505181,0,0,0,0.0405814278376185,0,0,0,0,0.144598878283497,0,0.528272322543764,0,0,0,0,0,0,0,0,0,-0.0234994522062484,-0.0162818519790033,0.0167139702083551,0,0.0129691162938088,0,0,0,6.93889390390723e-18,0,0,-0.0431856380865247,0,0,0,0.00924497149240091,0,0,0,0,-0.00427411313125836,0,0
X600104.SH,0,0,0,0,0,0,0.0520728363146616,0,0,0,0,0,0,0,0.041316466232751,0.118629686173729,0,0,0,-0.050437189097282,0,0,0,0,0.097239932553665,0.00412437591403255,0,0,0,0,0,0,0,0,0.0549411794434561,0.176788197757602,0,-0.0220213923703601,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0058999125365607,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00104396995178114,0,0.100379643871503,-0.0503261284422603,0,0,0,0.138511696145431,0.0997283959534094,0,0,-0.215849455108558,0,-0.0585565890980674,0,-0.173324211325109,0,0,0,0,0,0,0,-0.0794136734766601,0,0,0,0,0.0636630582221943,0,0,0,0,0,0,-0.000102063015400241,0,0,0,0,0.13064342283203,0,0
X002304.SZ,0,0,0.0360739368597958,0,0.0252183264647879,0,0.181617214313054,0,0,0,0,0.18645490374705,0,0,0,0.121325920549582,0,0,0.00523804513255615,0,0.0541139882795694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782939764257162,0,0,0.0584692543065078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388563814024046,0,0,0,-0.0333012098240391,0,0
X002475.SZ,0,0,0,0,0.24090907709701,0,0,0,0,0,0,0,0.0682461448835309,0,0,0.0536791448670047,0.00933218019886659,0,0,0,0,0,0,0,0,0,0.00540161210549219,0,0,0.029567513852022,0,0,0,0,0.147594836463939,0,0.0749552034096706,0,0,0,0,0,0,0,0.056164453485481,0,0,0.180515665521531,0,0,0,0.0365938197412194,0.000205967673612164,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169410847811934,0,0,0,0,0.272132354978939,0,0,0,0,0.550120058817145,0.0987064697110181,0,0,0,0.0474510242258115,0,0,-0.17338479085625,0,-0.0346268385386997,0,0,0,0,0,0,0,0,-0.0592901429355417,0,0,0.159834645164391,0,0,0,0.0371945715312273,0,0,0,-0.0828556113845584,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780433438308813,0,0,0,0,0.101030749023685,0,0,0.0438946404857014,0,-0.0140223640559968,0,0,0,0,0,0,0,0,0,0,-0.0255101767190968,0,0.154930424522772,0,0,0,0,0,0,-0.0808131814837936,0.139987544614589,0,0,0,0,0,0
X000568.SZ,0,0.707862322967641,0,0,0,0,0,0.102311337348925,0,0,0,0,0.0260238464869543,0,0,0,0,0,-0.110476598283317,0,0.123590680404108,-0.0715996948805313,0.0179033082151876,0,0,0,0,0,0,0,0,0,-0.0143426868994064,0,-1.66132165689884e-06,0,0,0,0,0.0825145491048869,0,0,0,0,0,0.120924634646149,0,0,0,0,0,-0.00739531031530879,0,0,0,0,0,0,0
