,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X002236.SZ,X000338.SZ,X600066.SH,X601877.SH,X000100.SZ,X002508.SZ,X600089.SH,X002456.SZ,X600271.SH,X300124.SZ,X600118.SH,X002085.SZ,X600522.SH,X000157.SZ,X600177.SH,X002007.SZ,X600372.SH,X300136.SZ,X300003.SZ,X600487.SH,X002294.SZ,X000981.SZ,X600867.SH,X600699.SH,X000066.SZ,X002074.SZ,X600809.SH,X002008.SZ,X600566.SH,X000596.SZ,X300115.SZ,X002180.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,-0.029859080349537,0,0,0.241547108061534,0,0,-0.0720975708957675,0,0,-0.0669772642656263,0,0,0,0,0,0.0127114394299475,0,0.0659067269202244,0,0,0,0,0,0.12472461420279,0,0.0227616363692582,0,0.00969425157459175,0,0,0,0,0,0,0.144908548707614,0,0,0,0,0,0,0,-0.0055558969157386,-0.000672971652349582,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.122105541123265,-0.056639857606408,0,0,0.235364715175835,0,0.206137328678828,0,0.348385293151298,0,0,0,-0.105905290098395,0,0,0,0,0.0307742143746963,0.208871223928949,0,0,0,0,-0.0174397752799757,0,0,0,0,0,-0.0808913092162617,0,0.0894926425141849,0,0,0,0,-0.0207920654711131,0,0,0,0.0283217875922291,0,0,0,0,0,-0.00907923540529581,-0.0165769237140449,0,0,0,0,0,0
X002415.SZ,0,0,0,0.157275301021455,0,0.0871284539547749,0,0,0,0,0,0,0,0,0,0,0,0.263730523028128,0,0,0,0,0.0375869013091755,0,0,0,0,0,0,0,0,0,0,-0.248819655763936,0.0541902277336941,0,0,0,-0.103961138352587,0.146794587959449,0,0,0,0,-0.140096387465795,0,0,0.0861736562024023,0,0,6.93889390390723e-18,-0.016728346544851,-0.000251388208484869,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0317509674308706,0,0,0,0,0,-1.0842021724855e-19,0.155171924094734,0,0,0,0,0,0,0,0,0,0.11211971118375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538648301743497,0.0324411119195931,0.00481868399537166,0,0.0260363901523206,0.0800774322449665,0,0,0,0,0.0246245448537031,-0.00548605694652179,0,0,0,0,0,0
X000858.SZ,0,0,0,0.104852371402862,0,0,0.147653878800418,0,0,0,0,0,0.227621480508992,0,0,0,0,0.108493460715061,0.0379225081242702,0,0,0,0,0,0.0754117642269464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108928686718921,0,0.0192982187523476,0,0,0,0,0,0,0,0.00508305560444391,-0.000543921097167197,0,0,0,0,0,0
X000725.SZ,0,0,0,0.178807978280794,0,0,0,0,0,0,0,0.112504531535503,0.0325932818030025,0,-0.148236978814657,0.0990871744603431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537016805467657,0,0,0,0.213236098486536,0,-0.0258694599237361,0,0,0,0,0,0.027753595786142,0,0,0.162513034222535,-0.0583476430654001,0.0458254275108786,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0339977756577618,0.0781808084654589,0,0,0,0,0,0,0,0.294753723709382,0,0,0,0,0,0,0,0,0.12729973523497,0,0,0.100391128432012,0,0,0,0,0,0,0,0,0,0,0,0.0863520162119817,-0.112415817245515,0,0,0,0.0921714994965025,-0.0804344367753041,0,0,0,0.159119538802424,-0.00893976868361137,0,0,0,0.00977120886788638,-0.0102514069420417,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.295219171878591,0,0,0,0,0.0533498192266899,-0.110798609582932,0,0,0,0,0,0.027153339841591,0.016161185241571,0,0,0,0,0,-0.112208889230929,0,0,-0.052519203348373,0,0,0.0846437568209981,0,0,0,0,0,0,0.116564582485706,0,0,0.062890765477995,0,0.121433317860991,0,0,-0.00899691154021579,0.00920990583685527,-0.199539254690181,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167371575257739,0.0377297245017761,0.0798892458507101,0,0.197845225378141,0,0,0,0,0.037731857173997,0,0,0,0.278648227833355,0,0,0,-0.0327523634030471,0.151182802882624,0,0,0,0,0,0,0,0,0,0,-0.308022842964153,0,3.46944695195361e-18,0,0,-0.00857672031197921,-0.0105712471682983,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,-0.00688352412189579,0.165291481615743,0,0,0,0,0,0,0.0706713703860821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300692478933783,-0.0632001183472337,0,0,0,0,0,0,-0.0194613818046766,0,0,0,-0.0160595935525545,0.0536867753839865,-0.103352628330253,0,0.146193108384939,0,0,0,0.0350769987236668,0,0,0,0,-0.000117900012301507,0,0,0,0,0,0
