,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600703.SH,X600271.SH,X000100.SZ,X300124.SZ,X000625.SZ,X002236.SZ,X600487.SH,X600498.SH,X300003.SZ,X600809.SH,X002008.SZ,X002179.SZ,X000661.SZ,X300142.SZ,X000157.SZ,X002007.SZ,X000596.SZ,X600089.SH,X600066.SH,X002180.SZ,X600177.SH,X600522.SH,X600566.SH,X600372.SH,X002506.SZ,X600867.SH,X002456.SZ,X300146.SZ,X002241.SZ,X600118.SH,X600183.SH,X002294.SZ,X002508.SZ,X600776.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.333314610792038,0.0247272139550049,0,0,0,0,0,0,0,0,0,0,0,0,-0.104139316362264,0,-0.0125567126628221,0.0482051954546358,0,0,0,0,0,0,0,0,0,0.470574088741125,0,0,0,0,0,0,0,0,0,0,0.0353675569172785,0,0,0,0,0,-0.0273047517210897,0,-0.0119320016746425,0.00857111854659106,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0293261925294961,0,0.0784553352929578,0,0,0,0.274730802302758,0,0,0,0,0,0.0258753768679845,0,0,0,0,0.0497777286769561,0,0.027913289384242,0.0961410073985573,0.0590460116936303,0,0,0,0,0,0,0,0,0,0,0,0,0.114126000954958,0,0,-0.102144616575057,-0.0962151878279488,0,0,0,0,0,0.0544491546222176,0,0.0640935039122179,0,-0.0291950961306411,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688760298332126,0,0,0.683799576132854,0.0187873812235294,0,0,0,0,0,0,-0.0121904733484352,0,-0.036808191273623,0,0,0,-0.0213242833908983,0,0,0,-0.0251397478158154,0,0,0.0983189664739501,0,0,0,0,0,0,0,-0.14230184564547,-0.00578126320172253,-0.00501364161560331,0,0,0,0,0,0
X000651.SZ,0.126048499517164,0,0,0,0,3.46944695195361e-18,0.0994673031172371,0,0.20565759047659,0,0,0,0,0,0,0,0,0,0,0,0.0333796511372983,0,0,0,0,0,-0.0540585599114497,0,0,0.0416503458115662,0,0,0.13873276397246,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.051517198723625,0,0.00268168492919451,0,0,0,0,0.0185554639541582,0,0
X600276.SH,0,0,1.73472347597681e-18,0,0,0,0.0762861441550051,0,0.311438704372129,0,0,0,0,0.0177495827035298,0,0,0,-0.135105743010429,0,0,0,0,0,0,0.398455479017195,0,0,-0.0310273653041706,0,0.0764228928674676,0,0,0,0,0,0,0,0,0.0285896263745133,0,0,0,0,0.0139832946059582,0,0,0,0,0,0,0,0.0181159028463665,0.0552906269018314,0,0,0,0,0,0
X000858.SZ,0.218039688488542,0,0,0,0,0,0.266513351831364,0,0.0727451028601289,0,0,0,0,0.0563455975210561,0.0933770095161084,0,0,0,0,0,0,0,0,0,0,0.174733176126848,0.0546974130039056,0,-0.0528443685142397,0,0,0,0,0,0.107409243277106,0,0,0,0,0,0,-0.0887189133848565,0,0.0132373094384695,0,0.0629688394244924,0,0,0,0.00911382411483042,0,-0.00372243763720737,0.0248820200152449,0,0,0,0,0,0
X002304.SZ,0,0,0,0,-0.0151600845905555,0,0,0,0,0,0,0,0,0,0.265475677701325,0,0,-0.0281373664212142,0.0760639811013159,0,0,0,0,0,0.0498778245576388,0.0643595412614923,0,0,0,-0.07648941232501,0,0,0.55869193300761,0,-0.0367010252193466,0,0,0,0,0,0,0,0,0.162875424671253,0,0,0,0,0,-0.065257817314232,0,-0.00389460669286063,0.0344901660307648,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.161782723994734,0,0,0,0,0,0,0,0,0,0,0.0704930935977175,0.0714796565815648,0.0473122652127631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453890882283208,0.045137924710141,0,0,0.00444273815065915,-0.0165728167296114,0.0263274593520927,0,0,0,0,0.0186727966543806,0,0,0.024946375210568,0,0,0,-8.67361737988404e-19,0,0
X600690.SH,0,0,0,0,0,0.0870183807298249,0.138289839190031,0,0,0,0,0,0,0,0,0,0,0.0649895007594628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080914221512484,0,0,0,0,0,0,0,0,0.0982546685492946,0,0,0,0,0,0,0.241666059694607,-1.0842021724855e-19,0,0.00522904941067468,0.00749698274766157,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484192954127777,0,0.0295775024936733,0.0926423120705119,3.46944695195361e-18,0.203518895698735,0.237638704554228,0,0,0,0,0,0.0638517697184383,0,0,0,0,0,0,0,0.115985568826279,0,0.0995156367014668,0,0,0,0,0,0,0,0,0.0552621321782651,-0.00109889372599161,0,0.0386119395558282,-0.0531272676978393,0,0,0,0.13988970321775,0,0
X600031.SH,0,0,0,0,0,0,0,0.39666165070297,0,0,0,0,-0.0849289860266665,0.291535088384098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164980038854535,0.265941316879238,0,0,0,0,0,0,0,0.0665822721974009,0.0478227284176203,0,0,0,0,0,0.12500475017621,0,0,0,-0.0519019930141355,0,-0.0125819430666808,-0.0128977378686485,0,0,0,0,0,0
X000338.SZ,0,0.0777543777887987,0.0248733998514951,0,-0.00825592866155178,0.0331734323799049,0,0,0,0,0,0,0.0210855677204105,0,0,0,0,0,0,0,0,0,0,0.0291760853857721,0,0.0800650280179598,0.100282038710977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0933355160048063,0,0,0,0,0,0,0.101132766199703,0,0,-0.00263281354565017,0.0163833206933314,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.385199693521159,0,0,0,0.365985691130814,0,0,0,0,0,0,-0.00829230009816638,0,0,-0.0880871431149979,0,0.0168184844398689,0,0.127875641319916,0,0,-0.0206130662508003,0,0,0,0,0,0,0,0,0,-0.0522757530090024,0.615617978774749,0.0233448899398361,0,0,0,0,0,0.158559132371993,0.247371054673641,-0.00343875102765775,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.264071961861157,0,0.00706319259007096,0,0,0,0,0.024358944905392,0,0,0,0,0.00713115277014487,0.125677694886608,0,0,0,0,0,0,0,-0.0890584415671151,0.132209304208538,0,0.288666375960962,0,0,0,0,0,0,0.132516200636407,0,0,0,0,0,0,0,3.46944695195361e-18,0.178547335448613,0.0087206232840019,5.42101086242752e-20,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.0496971071618636,0,0.0678709692862313,0,0.134899194850181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281525164040622,0.0380627859947248,0,0,0,0,0,0.192880942826665,0,0,0,0,0,0,0,0,0.0261101815267409,0,0.118863186193635,0,0,0,0,0.0453630400654212,0,0,-0.00812627127735324,0.048105054018935,0,-0.0111418878121418,0,-0.0309341374485631,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0754495144318982,0,0,0,0,0,0,0.0600551144789616,0,0.0342410471653136,0,0,0,0.0885676293667811,0,0,0,0,0,0,0.0749029263346866,0,0,0,0,0,0,0,0,0.0629156082984493,0,0,0.0832995394538685,0.116337558071914,0,0,0,0,0,0,0,0,0.0088912029988729,-0.000222128097503924,0,0,0,0,0,0
X600703.SH,-0.312418964248227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739746158254406,0.163085299858434,0,0,0.216189579326846,0,0.337609011768548,0,0.201790693626081,0,0.0201504479504487,0,0,0,0.0974786724878907,0,0,0,0.281998837105703,0,-0.0401866410999124,0,0.322457066686344,0,0,0,0,0.197624205404489,-0.294510715205792,0,0.0101210771221329,0,0.470016642844523,0,0,-0.000738366189054045,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.228492741669307,0,0,0,0,0,0,0,0.059074729121302,0,0,0,0,0,0.111340844598988,0,-0.328791029063987,0,0,0.0605009208011735,0.0365076078384189,0.266060477944258,0,0,0,0,0,0,0,0,0,0.234982354587562,0,0,0.0896554163069819,0,0,0,0,0,0,0,0,-0.0226755096212173,-0.0862477047491328,0,0,0,0,0,0
X000100.SZ,0,0,0,0,-0.0705116361794211,0,0,0.218506354357821,0,0.00363598841786234,0,0,-0.0980412840662883,0,0,0,0,0,0,0,0.220675249022428,0,-0.0547268875962374,0,0.236219774338805,-0.00377048573060724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275277832019889,0,0,0,0,0,0,0,0,0.128687359503283,0,-0.178708267909444,0.0157573853887149,-0.0514500944361664,0,0,0,0,0,0
X300124.SZ,0,0,0.0180923191232837,0,0,0,0,0,0,0.131457631063821,0,0,0,0,0,0,0,0.147242168857908,0,0,-6.93889390390723e-18,0,0,0,0.19298045001994,0,0,0,0,0,0,0,0.0869221933772948,0,0,0,0,0.0495215863925869,-0.138936491190924,0,0,0,0,0,0,0,0,0,0.276555133791793,0,0,0.00775941840673539,0.00759221578699368,0,0,0,0.106525947198329,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799481726221907,0,0.19614854593392,0.135380405489998,0,0,0,0,0,0,0,0,0,0.0352703062953875,0.0375291671745527,0,0,0.171476430870264,0,0.0114511457185047,0,0,0,0.0294664749466842,0,0,0,0,0,0.168942830602684,0,0,0,0.0643586696434276,0,-0.00493018877048897,0,0,0,0,0,0,0
X002236.SZ,0,0,0.656602060819202,0,0,0,0.0802718206020411,0,0,0,0,0,0.00726365975396848,-0.161741442809817,0,0,0,0,0,0,0,0,0,0,0.118523634403918,0,0.186191321992059,0,0.0883909351790595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431602614031581,0,0,0,0,0,0,0.0064148945588006,0,0.0156377784868183,-0.0184401908502487,0,0,0,0.080331199274818,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0.512855174618255,0,0,0,0,0,0,0,0.107029657931583,0,0,0,0,0,0,-0.0998113697267229,0,0,0,0,0,0,0.298650306732603,0.292424923224011,0,0.0058911689224696,-0.124223925134943,0,0,0,0,0,0.0315280439728995,0,-0.217247443808835,0,0,0,0,0,0.0233025615964892,0,-0.0213890918471191,-0.0179679966005486,0,0,0,-0.016902636630116,0,0
X600498.SH,-0.361267926360251,0,0,0,0,0,0,0,0,0.769128788950307,0,0,0,0,0,0,0.0249488931990184,0,0,0,0,0,0,0,0.214329638188357,0,0,0.124510081692892,0,-0.0879716700919812,0,0,0,0,0,-0.0147156639059801,0,0,0,0,0,-0.0529024316143262,0,0,0,0,0,0,0,0.0218402852938264,0.217323956939119,-0.0218019944374696,0,0,0,0,0,0,0
