,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X300014.SZ,X000596.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002129.SZ,X000625.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X600702.SH,X600741.SH,X002074.SZ,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X300003.SZ,X600884.SH,X002007.SZ,X002294.SZ,X600779.SH,X300146.SZ,X600563.SH,X002236.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.14303198789809,0.147608588476107,0.151211449932491,0,0,0,0.0952064623066239,0.0289923664187751,0,0,0,0,0,0,0,0,0,0,0,0,-0.110617753862949,0,0.00468532292558636,0,0,0,0,0,0,0,0,0,0.0737871106633868,0,0,0,0,0,0,0.0670726895325564,0,0,0.0306631491978263,0.0427770549954124,0.045970795742758,0,0,0,0,0,-0.0214094244544805,0.0288381407879062,0,0,0,0,0,0
X000858.SZ,0,0,0.149961021489279,0.299353330106733,0,0,0.180444671027475,0,0,0,0,0,0,0.0461137121268092,0,0.13296616170433,0,0,0.0266251996980529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206432161022721,0,0,0,0,0,0,-0.0880389401672362,0,0,0,-0.0157989602098437,0.00689597164968853,0,0,0,0,0,0
X600809.SH,0.0906864501420074,0,0,0.588012393037906,0,0,0,0.041625959176279,0.128769786739797,0,0,0,0.0132866999546606,0,0,0.083097733616603,0,0.00196722691930578,-0.0195692735816778,0,0,-0.149359933411021,0,0,0,0,0,0,0.00493292544233616,0,0,-0.0195377926106309,-0.0935438280276963,0.0589587727582538,0,0,-0.037450802882588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00937484969159251,0.00707072324883312,-0.0757537252201034,0,0,0,0,0
X000568.SZ,0.230201711425889,0.516520001469838,0.439198501884914,0,0,0,0,0.0624851237762435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173348533578741,0,0.0189785875504704,0,0,0,0,0,0,0,0,0.0423275901307968,0,0,-0.0564638070595807,0,0,0,-0.108712750683918,0,0,0,-0.0239530988608248,0,0,0,-0.0209560562370258,0.0103789277699738,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.117492725198653,0,0,0,0,0,0,0.0550649622224431,0,0,0,0,0,0.114009597537867,0,0.00922995138991727,0,0,0,0,0,0,0,0,0,0.0285550138505409,0.00601478032962549,0,0,0,0,-0.0513700771761114,0,0,0,0,0,0.0754478994810123,0.0261008971174096,0,0,0,-0.000613483699166933,0,0.178511173189665,0,-0.0165099120794201,-0.00353771158052175,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243051566581356,0,0,-0.202751254623056,0,0,0.0270481289946007,0,0,0.369324757676678,0,-0.100299145976401,0,0,0,0,0.0473884545645099,0,0,0.169605076442749,0,0,0,0,0,-0.0735550030923076,-0.0122145431613772,-0.000164149851144819,0,0,0,0,0,0
X002304.SZ,0,0.124797352390591,0.0682604630023229,0.392677856725778,0,0,0,0,0,0,0,0,0.0126840574175465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137385898353689,0,-0.0150422807050025,-0.0301249224072849,0,0,0,0,-0.0440452634191483,0,0,0,0,0,0,0,0,0.0260873101677832,0.0750809147138084,0,0,0,0,0.00966080020007688,0.00998571447810335,-0.0601936936370042,0,0,0,0,0
X600690.SH,0.170935888347822,0,0,0.053895152687004,0,0,0.0442823479640282,0,0.0352973729670214,0,0,0,0,0.0978327348770923,0,0.134139447318608,0,0,0.0851836847999025,0,0,0,0.127561820884668,0,0,0,0,0,0,0,0,0,0,-0.0564808220746043,0,0,0,0,0,0,0,0,0,0,-0.0750224914718206,0,0,0,0,0,0,-0.00518290304791149,-0.00119171228039838,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.26418014485108,0,0.223685108069091,0,0,0,0,0,0,0.166017815304947,0,0,0,0,0,0,0,0,0,0,0.215842806566446,0.196787359658251,0,0,0.126595236856265,0,0.209665997731442,0,0,0,0,0,0,0.0439985899085919,0,0,-0.0449690479482933,0.150674270157982,0,0,0.47947687147303,0.00717438219156856,-0.00332276618411603,0,0,0,0,0,0
X000651.SZ,0,4.33680868994202e-19,0,0,0,0,0,0.0610344202444499,-0.0401415776718136,0,0,0,0,0,0,0.165358836952635,0,0,0,0,0,0,0,0,0,0.237710315744343,0,-0.0405497909270179,0,0,0,0,0,0.0246768181471217,0,0,0,0,0,0,0,0,0,0.0137304792294577,-0.050773075116579,0,0,-0.0743531169463347,0,-0.00788777901095004,0,-0.00238569828965407,0.0104814632291226,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.141939359177353,0,0,0,0.0865217305528646,0,0,0,0,-0.10007895867593,0,-0.0579836049763821,0,0,0,0,0,0,0,0.000661523721018395,0.0609814618114351,0,0,0,0,0.0657584124204156,0,0.106779563256477,0.0242978057316534,-0.0368203860416585,0,0,0,0,0,0.070788537435748,0,0,0.0281617356068959,0,0,0,0,0.019361475965063,-0.0287699015222294,0,0,0,0,0,0
X600104.SH,0,0,0,0.0485168929081874,0,0,0,0.021311280641745,0,0,0,0,0,0,0,0.134280370474713,0,0.00370692211857599,0.0512634706708694,0,0,0,0,0,0,0,0,0,0,0.090001829775925,0,0.0264638726602773,-0.0771583127159538,0,0,0,0,0,0,0,0.0200970491865258,0,0,0,0,0,0,-0.00696739735476888,0,0,0,0.0277706583844997,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,-0.0128970428333089,0,0,0,0.378920061971864,0,0,0,0,0,0,0.176971185913333,0.118599083488585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273809113355123,0,0,0,0,0,0,0.295151668266084,0,-0.0816937916152858,0,0,0,0,0,-0.07655752355918,-0.0543377447825482,-0.00588551717867444,0,0,0,0,0,0
X000596.SZ,0,0.253096468860163,0.0771833401287188,0,0,0,0.0195041856404614,0,0,0,0,0,0.0655170945833409,0,0,-0.0250040063371614,0,0,-0.0646044763616065,0,0,0,0,0,0,0.0460933589112049,0,0,0.0597631365455507,0.0824260108895429,0,0,0,0,0,0,0,-0.0447347759070931,0,0,0.270163830522677,0,0,-0.0466463877236018,0,0,0,0,0,0,0,0.00848056940527906,0.00134507283380364,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919666362441341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441924544126112,0,-0.0162610038951216,0,0.0696251403702984,0,0,0,0.0537916057212498,0.145047829599625,0,0,0.0258251588067852,0,0.0548199404505119,0,-0.0199179228592542,-0.0429312661865739,0,0,0,0,0,0.0220698047730986,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.117897312403992,0,0,0,0,0,0,0.543365617078838,0,0,0.0500262884889314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513149685700605,0,0,0,0,0,0,0.119602938458234,0,0,0.0800801911092937,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0.0247661016287542,0,0,0,0,0,0,0,0,0.0134184667829372,0,0,0,0.0844743247930336,0,0,0,-0.00540407165825468,0,0,0,0,0.0926714522726689,0,0,0,0,0.0470698432372164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205593791074182,0,0,0,0,0,0,0.00656143491890677,-2.71050543121376e-20,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0.0290869970121969,0,0,0,0.0116235415790475,0,0,0.0998682504288641,0,0,0,0.199669734940876,0,0,0,0,0,0,0.295540232126396,0.0371554195718349,0.102280959767198,0.0863789546107421,0.0967526414643347,0,0,0,0,0,0.0971559448034897,2.16840434497101e-19,0,0,0,0.0715668170770979,0,0,0,0,0,0,0,0,0,0.00323929434429379,0.0210928520097756,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,-0.095843830444149,0,0.0543016292526789,0,0,0,0,0.227768124595869,0,0,0,0,0,0,0,0.126426823720367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187601813861005,-0.0685916591748241,0,0.00249113194739092,0,0.132308649462429,-0.00694535172901856,0,0,-0.100595539954137,1.38777878078145e-17,0,0,0.119769448421566,0,0,0.0755683773386199,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.0571226074887105,0,0,0,0,0,0,0.123135706281395,0,0,0,0,0,0.219900204276007,0,0,0,0,0,0,0,0,0,0.174635241953589,0.233648892634082,0,0,0,0,2.16840434497101e-19,0,0.260869385338587,0,0,0,-0.110338912637223,0,0,0,0.0142794306448711,0,0,0,0,0.00487000792663778,-0.0920450845842891,0,0,0,0,0
X000063.SZ,0,0,0.0154060482077204,0,0.0659571760583274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549953835750421,0,0,0,0,0,0,0,0,0,0,0.112061040732098,0,0.104529744057586,0,0,0,0,-0.0184160517776042,0,0,0,0,0,0,0.0495687038829689,0,0,0.0184407091421813,0,0,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0.0640762915430837,0,0,0,0,0,0,0,0,-0.228034127336133,0,0,0,-0.108760049127196,0,0.404023299171793,0.299661032439501,0,0,0,0,0,0,0,0,0,0,0,0.535515229312593,0,0,0,0.084581731836036,0,0,0,0.234022468083238,0,0.00502364056519566,-6.93889390390723e-18,0.185897906452985,0,-0.440454982745202,0,0,-0.162503102982675,0,0,-0.021679656213898,0,-0.0789111882990838,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0911657663489186,0,0,0,0,0,0,0,0.366371473166588,0,0,0,0,0.124371694933725,0,0,0,0,0,0,0,0.0556315718462548,0,0,0.0797268486151973,0,0,0,0,-0.0351763258191815,0.00542521996828669,0,0,0,-0.0600824394644302,0,0,0.0811415839889533,0,0,0,0,0,0,0,0.00261370097514586,0,0,0,0,0,0
X600703.SH,0.170629040407198,0,0,0,0,0,0,0,0,0,0,0,0.0913149582738689,0,0,0,0,0.108455459772718,0,0,0,0,0,0,0,0,0,0.164709662798738,0,0,0,0.0975235872570233,0,0.028151380046078,0,0,-0.0319531476114221,0.267394481227071,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00734212167508551,0,0.0343388643912862,0.0169157309015231,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0259893145125054,0,0,0.0798658614039133,0,0,0,0.0746082473878243,-0.064815562013172,0,0,0,0,0,0,0,0,0,-0.0995757488129362,0,0.382714173850861,0,0,0,0,0,0,0,0,0,0,0.0865311592384232,0,-0.0134675101891526,0,0,0,0,0,-0.00754495120435584,-0.01104287850657,0.0622842803539412,0.0437977329856165,0,0,0,0
X000661.SZ,0,0,0,0.357299287191486,0,0,0,0,0,0,0,0,0,0.0182287997971839,0,0,0,0.0574504004764561,0,0,0,0,0,0,0,0,0,0,0.0436715831368324,0,0,0.107726446812254,0,0.159989270872448,0,0,0,0,0,0,0,0,0,0.237678932006681,0,0,0,0,0,0,0,0.00705224439350935,0.027761509526697,0.384711954981758,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179336202297547,0,0,0,0,0,0,0,0,0,0,0.165181843142098,0.102634692626205,0,0,0,0,0,0.0576164851189622,0.0105178475134118,0,0.0693958151999282,0,0,0,0.0364016920628995,0,0,-0.0827984111401527,0,0,0,0.193082977466354,0,0,0.000718382388439899,0,0,0,0,0,0
X002180.SZ,0,0,0,0.157378976955764,0,0,0,0,0.110223181153126,0,0,0,0,0,0,-0.0231721840239276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103242449638128,0,0.0217196959087845,0,0,-0.185206599535415,0,0.460868772211215,0,0,0,0,0,0,0,0,0,0.0848227758276013,-0.291684633612972,0,0,-0.0131094248531937,-0.00649603347477421,0,0,0,0,0,0
X601877.SH,0,0,0,0.182349047266427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350410463780454,0,0,0,0.27011946952602,0,0.087471319001108,-0.0382716652590307,0,0,0.310981359209354,-0.0263170236572202,0,0,0.315055724686465,0,0,0,0,0.0219741968812287,-0.0241201596650732,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238302992283369,0,0,0.0522529494151158,0,0.0133347427687908,0,0,0,0.0238429465829856,0,0,0,0,0.0233015949702744,0,0,0.00540182938720346,0,0,0,0,0.0205688094855984,0,0,0,0,0,0,0.144623237744957,0,0,0,0,0,0,0,0.0225925243518545,0.0232652134431321,0,0,0,0,0,0
