,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X600741.SH,X000100.SZ,X600066.SH,X600031.SH,X002236.SZ,X002506.SZ,X600118.SH,X002241.SZ,X000559.SZ,X600177.SH,X002475.SZ,X000157.SZ,X600372.SH,X000338.SZ,X000568.SZ,X300003.SZ,X002074.SZ,X002085.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002426.SZ,X600867.SH,X002456.SZ,X002465.SZ,X600498.SH,X601877.SH,X000977.SZ,X000869.SZ,X600699.SH,X002007.SZ,X002180.SZ,X000050.SZ,X300001.SZ,X002049.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.206654787532682,0,0.0982288863372982,0.292697403585365,0,0,0,0,0,-0.0138763416764708,0,0,0.0440229288879922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106338276506126,0,0,-0.0913567348715975,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0630260675386663,0,0,-0.0115506377780358,0.0354696192117438,0,0,0,0,0,0
X600104.SH,0.046396208562747,0,0.133227157343354,0,0,0,0,0,0,0,0,0,0,0.324486620468454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100344061155516,0,0.00346208685243221,0,0,0,-0.00459552618504857,0,0,0,0,0,0,0
X002415.SZ,0,0.105143926353097,0,0,0,0,0,0,0,0,0,0,0,0,0.340647248666388,0,0,0,0,0,0,0.0234757318416647,0,0,0,0,0,0,0,0.107648490611032,0,0,0,0,0,0,0.0770858481178804,0,0,-1.73472347597681e-18,0.0249513110912524,0.0317999385179366,0,0,0,0.0544132163374631,0,0,0.0220603679282353,0,0.0420886515395998,0.0293650755728771,0,0,0,0,0,0
X000651.SZ,1.0842021724855e-19,0,0,0,0,0.0653613307813797,0,0,0.0637086724013623,0.0587831868768916,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773964035170503,0.02321104179089,0.034683286942041,0.038908645774862,0,0,0,0.21060790305454,0,0.0269878855326051,0,0,0,0.0576607617620353,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0183061690054133,0,0,0,0,0,0,0,0,0,0.173404861501904,0,0,0,0,0,0,0,0,0,0,0,0.00675325029471543,0,0,0,0,0,0,0,0,0.0439578151414117,0,0,0,0,0,0.076524794499651,0,0.0106537778664749,0.157510525715935,0,0.0277559204247091,0,0,0,0,0,0,0
X002304.SZ,0.207793896997697,0,0,0,0.288244143998164,0,0,0,0,0,0,0,0.200706767135909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194474761775568,0,0,0,0,0,0,0.00481490086330311,0,0.00839067394885595,0,0,0.0646155966592839,0,0,0,0,0,0,0,0.0273111740018065,1.38777878078145e-17,0,-0.0152918283100474,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.00576876286189668,0,0.203389071033123,0,0,0,0,-0.034781259714827,0,0,0,0.309752979070991,0,0,0,0,0,0,0.0412654565776668,-0.00256197612424064,0,0,0,0,0,0,0,0.00200289618946366,-0.0299861071480783,0,0,0,0,0,0,0,0,0,0,-0.000215832214316478,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779916124879191,0.0985722493756267,0,0,0.198706139525043,0.0286469483093722,0,0,0,0,0,0,0.0293407744635544,0,0,0,0.142229653982636,0,0,0.0574272678324712,0,0,0,0.0166882891140031,0,0,0,0,0.0759954951273965,0,0,0,0,0.0192904584093384,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0670225025897544,0,0,0,0,0.0670293868650401,0,0,0.0520853964992575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520745531727609,0,0,0,0,0,0,0,0,0,0,0,0,0.200756079546135,0.0349376359008898,0.163191645224185,0.0321578209072381,0,0,0,0.00989654722040952,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.06995941874055,0,0,0,0.237664283055676,0,0,0.0299310580359068,0,0,0,0,0.0709130309728538,0,0,0,0,0,0.31925597883654,0,0,0,0.195472024107672,0,0,0,0,0,0,0,0.0198655582204252,0,0,0,0,0,0.093082889611284,0,0,0,0,2.77555756156289e-17,0,0.0162399690917866,0,0,-0.0514742632425775,0.032884223573942,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.00540525296251401,0,0,0,0,0.486261434997138,0,0,0.186393872006829,0,-0.048326196275428,0,0,0,0,0,0,0.00765666465188083,0.0663991814629123,0,0,0,0,0,0,0,0.00832523781088235,0,-0.208351577336013,0,0,0,0,-0.111004810922436,0,0.055477970012003,0,0,0,0.0895571669627207,-0.37426475896778,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135812084400616,0,0,0,0,0.0736734523910484,0,0,0.0807047828032074,-0.0473017530132513,0,0,0,0,0,0.0474914601847974,0.21759902841517,0,0,0,0,0,0,0,0.229462785725215,0.437295845578819,-0.0808312595855332,0,0,0.0857762977868163,-0.117299245487365,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.07081340617497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17379622856003,0,0,0,0.0405915100571546,0,0.109062533848889,0,0.091610766638127,0,0.0415898633019574,0,0,0,0.0417402262103329,0.179678558209511,0,0,0,0,0.00995495953450032,0,0,0,0,0,0,0
X600741.SH,0,0.306126819386131,0.118011346024642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646622896153359,0,0.0267653686693812,0,0.0367988314847597,0.0489828063411428,0,0,0,0,0,0,0,0,0,0.059257933281665,0,0,0,0,0,0,0,0,0.0344723655082281,0,0,0,0,-2.16840434497101e-19,0,0,0.0909035063122721,0,0.0109102834476988,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0366717688965784,0,0,0,0,0,0.106968257839128,0,0,0,0,0,0,0,0,0,0.0417506211431873,0,0,0,0,0,0.0844489404328953,0,0,0,0,0,0,0.0153761864065808,0,0,0,0,0.179577930304982,0,0.160482435775904,0.0258274117499163,0.0364074328414439,0,0,0,0,0,0,0,0,0,0.00951145741884168,0,0,-0.0206845937079261,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0462173037282607,0.379255558412094,0,0,0,0,0,0,0,0,0,0.216936486044273,0,0,0,0,0,-0.00948357865289804,0.0514376740990252,0,0,0,0,0,0,0,0,0.103996197807296,-0.0712339220172511,0,0,0,0,0.0419282022137799,0,0,0,0,0,0.00993491313768764,-0.0600425940236429,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0714429630907007,0,0,0,0,0,0,0,0.0553885860525756,0,0,0.0630409864082568,0.186189722752653,0,0.0724890667996415,0,0.0749169286074562,0,0,0,0,0,0,0.223638158045594,0,0,0,0,0.0316721399522962,0,0,0,0,0,0,0.0600262548430732,0,0,0,0,0.0138475642966358,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.112010634660259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138038969854805,0,0,0.111586113000371,0,0,0,0,0,0,0,0,0,0,0,0,0.397079469536704,0,0.00981079631251875,0.0590590576428508,0.175888618074015,0.149903673890587,0,0,0,0,0,0,8.85364547581965e-05,0,0,0,-0.012937527619483,-0.0802165779103605,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0.122607060767896,0,0.078870436252335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162265422921274,0,0,0,0,0.0671565793875172,0.225850170305885,0,0,0,0,0,0,0.215633495564877,0,0.162737115729198,0,0,0,0.296027806480806,0,0.0671061298246452,-0.0322489325713345,0,0,0.0185938390956789,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206906689121542,0,0.072923687373694,0,0,0.140207862913442,0,0,0,0.240319092151373,0.0802272877093372,0,0,0,0,0,0,0,0,0.0197544670993935,0.256659580464651,0,0,0,0,-0.0447827231094885,0,0,0,0,0.133034455025542,0,0,0,0.0122284386242126,0,0,0,0,0,0,0
