,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600703.SH,X600809.SH,X000596.SZ,X002241.SZ,X000100.SZ,X300003.SZ,X002236.SZ,X601877.SH,X002371.SZ,X000157.SZ,X300124.SZ,X300014.SZ,X600183.SH,X000625.SZ,X002007.SZ,X000066.SZ,X002456.SZ,X002008.SZ,X300142.SZ,X600271.SH,X300136.SZ,X000977.SZ,X002179.SZ,X002463.SZ,X002129.SZ,X002180.SZ,X600584.SH,X600177.SH,X000050.SZ,X600066.SH,X002508.SZ,X600487.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.311857011773692,-0.040698306291686,0,0,0,0.0326394838042582,0,0,0,0,0,0,0.042169932720628,0,0,0,-0.00336232046166475,0.0541215017757503,0.204623099621359,0,0,0.114991425544358,0,0,0,0,-0.0048011809001014,0,0,-0.0115723310563005,0,0,0,0,0.114910890815027,0,0,0,0,0,0,0,0,0,-0.174577792370841,0,0,0,0,0,-0.0339976073467087,-0.0406587755393183,0,0,0,-0.0406641221930757,0,0
X000858.SZ,0,0,0,0,0,0,0.0628409066943574,0,0,0,0,0,0.470946876614758,0.0296849810392664,0,0,0,0,0.0447958844651655,0.00389492131476568,0,0,0,0,0,0.0647686130909661,0,0,0.00947624186459009,0,0,0,0.0397624608439176,0,0,0.0194070797865899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00762515142845001,0,0,0,0,-8.67361737988404e-19,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35161013709104,0,0,0,-0.013177799196913,-0.0929089719914317,0,0,0,0,0,0,0,0,0,0.0134277165652158,-0.108608015136456,0,0,0,0,0,0,0,0.00984586386079412,0,0,-0.0231271666744653,0.0812718102007952,0.152615030602545,0,0,0,-0.158922669478269,0.120259325452264,0,0,0,-0.0194492700037235,0.0275371336670035,0,0,0,0,0,0
X600276.SH,0.258757360570184,0,0,0,0,0,0,0,0,-0.000181460984078753,0,0,0,0.126939936908675,0,0.155380594105321,0,0,0.0575694463915243,4.33680868994202e-19,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0336905415478536,0.196933814976129,0,0,1.0842021724855e-19,0,0,0,-0.118615156725926,0,0,0,0,0,0,0,0,0,0,0,0,0.0350611824027395,-0.0120516002697842,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.00693171235672563,0,0,0.289241688448334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385659490145945,0,0,0.310551215758305,0,0,0,0.0970395121856461,0,0,0.159371371601787,0,0,0,0,0,0,0,0,0,0,0,0,-0.131316551394357,0,0,0,-0.089626191800879,0,0,0,0.050786883178904,-0.0219155349878001,0,0,0,0.00556668085380251,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0426202689794202,0,0,0,0,0,-0.0354248537970222,0,0.05139374169897,0,0,0,0,0.100097296645491,0,0,-0.0488666590445885,0,0,0,0.0169517117323063,0,0.197399651598301,0,0,0,0,0,0,0,0,0,0,0,-0.104202694821038,0,0,0,0.0576890214285457,0,-0.0565736119278448,0,0,0,0,0,0,0.000766817326031,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21799436657292,0,0,-0.00211167982003762,0,0,0.399385817477863,0,0.0692715648342156,0,0,0,0,0,0,0,0,0,0.125109699705442,-0.0386284361015894,0,0,0,0.00526287414593365,-0.0545884139110102,0,0.136876016141901,0,0,0,0,0,-0.194030690137731,0,0,0,0,-0.0104620388749512,0.0280122541861517,0,0,0,3.46944695195361e-18,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0892214304648879,0,0,0.149858827329987,0,0,0,-0.0144125487332949,0,0,0,0,0,0,0.120867334897922,-0.00626497260562316,0,0,-0.054231526456083,-4.33680868994202e-19,0,0,0.0869297336780174,0.0179736901738178,0,0,0,0,0,0,0.102242208468124,0.0303372871814587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371864347068205,0,0
X002304.SZ,0,0,0.0343905928355495,0,0,0,0,0.0564768879126279,0,0,0,0,0,0,0,0,0,0.0185944430339757,0,0.091129606272295,-0.0151192462898162,0,0,0,0,0,0,0,0,0.0392747046259335,0,0.209344358094071,0,0,0,-0.052117047874148,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.00546119045273846,0,0.00151118811077632,0,-0.0372495970262602,0.0252144264543376,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267501301658362,0,0,0,0,0,0,0.067253174333338,0,0,0,0.0365494754255139,0.0264941469785024,0,0,0,0,0.0938841540081404,0,0.0647378543651303,0,0.0227886844521368,0.0526361839774778,0,0,0,0,0,0,0,-0.00365594004066615,-0.0145014302783201,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339446419950926,0,0.0268958170883799,0,0,0.0621054503322723,8.67361737988404e-19,-0.11108425040823,0,0,0.0320685382796102,0,0,0,0,0,0,0,0,0,0,0,0.177315192091392,0.0145770521651694,0,0,0.140816018538396,0,0,0,0,0,0.077630267330901,0.217545334256917,0,0,-2.16840434497101e-19,0.00318064070263253,0,0,0,0,0,0
X600031.SH,0.160563957739853,0,0,0,0,0,0.0330692883980973,0,0,0,-0.0385543578335378,0,0,0,0.31746421613007,0,0,0,0,0.0974578985309573,0,0,0.0285952910367335,0,-0.218395275149918,-0.033385986123939,0.0594987251903749,0,0,0,0,0.000363067330457056,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013577080966557,0,0.0410813023698739,0,0,0,0.0106002944425258,0.0309469610178965,0,0,0,0.0429790313144081,0,0
