,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X003816.SZ,X600809.SH,X002371.SZ,X000568.SZ,X000725.SZ,X600104.SH,X600031.SH,X300124.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X002179.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002463.SZ,X002241.SZ,X600089.SH,X002028.SZ,X000157.SZ,X600066.SH,X600372.SH,X600741.SH,X600584.SH,X600703.SH,X600418.SH,X000977.SZ,X600522.SH,X002236.SZ,X600183.SH,X601877.SH,X002049.SZ,X600487.SH,X000800.SZ,X002294.SZ,X601799.SH,X000921.SZ,X002074.SZ,X002180.SZ,X000661.SZ,X000400.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.173322249944369,0,0.130149302855085,0,0,-0.00355912367765435,0,0,0,0,0,0,0.14671213305061,0,0,0,0,0,0,0,-0.0526549931935196,0,0,0.128917073353098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233895197979472,-0.113095156234357,0,0,0,-0.0014751491869969,0,0
X000858.SZ,0.195832707562473,0,0.135581802968554,0,0,0,0,0,0.150424905976983,0,0,0,0,0,0,0,0,0,0,0.132912216051726,0.281893192256673,0,0,-0.100721090021435,0,0,0,0,0,0,0,0,0,-0.0181939049373926,0,0,0,0,0,0,0,0,0,0.0194587113400928,0.0257369626670077,0,0,0,0,0.0130825209650718,0,0.0477096255592684,0.038129112444541,0.023775203583108,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.0270624042869073,0,0.00780261426864666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0636591377482942,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0493812115809128,0,0,0.278717286257145,0,0,0,0,0.0868619911750962,0,0,0,-0.0844600492003901,0.0318346967540944,0,0,0,0.001170775061011,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.115880617220884,-0.128769093331423,0,0,0,-0.308102499036429,0,-0.0461213654995774,0,0,0,0,-0.108531003166974,0,0,0,0.13816312319606,0.579978444324373,0,0.128987779044061,0,0.010850968035841,0,0,0.134384931622095,0,0,0,0.117878418094761,0,0,0,0,0,0,0,0,0,0,-0.0234100497941506,0,-0.0277180280473866,0,0,-0.0401055873805644,-0.0256986027021696,0,0,0,-0.0157919950213465,0,0
X600690.SH,0,0,0.0397891835655907,0,0,0,0.293202560329381,0,0,0,0,0,0,0,0,0,0,0,0.12103017542585,0,0,0.0608855270148985,0.0466517506592715,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.00990704465539491,0,0,0.025649449797388,0,0,0,-0.040981751843673,0,0.20224325485439,0,0,0,0.146885348251298,0,0,-0.0274460728971656,0,0,0,0,-0.0303206506188293,0,0
X002415.SZ,0,0,0,0,0.292502015886569,0,0,0,0,0,0,0,0,0.105334031120339,0,0.114354831925866,0,0,0,0,0,0,0,0.000411055099415594,0,0,0,-0.189853364550684,0,0,0,0,0,0,0,0,0.0567033335569474,0,0,0.103292619992534,-1.38777878078145e-17,0,0,0.0680253751604456,0,0,0,0,0,0,0,0.0393857219707191,0,0.00483184719456874,0,0,-0.0112121986620286,0,0
X000651.SZ,0,0,0,0,0.15358098344185,0,0,-0.0658570945092557,0,0,0.120224252707445,0,0,0.060228389697413,0,0,0,0,0,-0.014855228152557,0,0,0,0,0,0.120699233170602,0,0,0.0463976370577252,0,0,0,0,0,-0.0217650961693766,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.154691680847563,0,0,0,0,0,0,0,-0.0616574133027671,0.0824546424541614,0,0,-0.027852718969121,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0953848635999885,0,0,0,0,0,0,0,0,0,0,-0.311355419377337,0,0,0,0,0,0,0,-0.296112641501797,0.0284669392498414,0,-0.11848681112073,0,0,0,0,0.104518769470444,0,0,0.188909909148919,0,0,-0.0335076105352948,0,-0.152583108018527,0,-0.063230346479849,0,0.0497780907141128,0.119272778411122,-0.171341318265818,0.204729593678068,0,0,-0.101231803471925,0,0
X600809.SH,0,0,0,0,0,0,0,0.0582144033885499,0,0,0.311738407996568,-0.0147211809803298,0,-0.145758687293006,-0.0190589108442455,0,0,0,0,0,0.533246377074568,0,0,0,0,0,0,0,0.0492313493192597,0.0213263592530152,0,0,0,0,0,0,0,0,-0.0131254615195263,0,-0.112560352816348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530902659544575,0,0,0.000859325454369534,0,0,0,0,0.199894290739061,0,0,0.197553473388395,0,0.0823929058105156,0.025658256707202,0.182831795752619,0,0,0,0,0,0,0,0,-0.131866971526043,0,0.0515871083710557,0,0,0,0.177861870549069,0,0,0,0,0,0,0,0
