,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002475.SZ,X600031.SH,X000568.SZ,X002236.SZ,X000100.SZ,X600271.SH,X002456.SZ,X002085.SZ,X600118.SH,X600177.SH,X000338.SZ,X002292.SZ,X000157.SZ,X002007.SZ,X002180.SZ,X600372.SH,X000559.SZ,X300003.SZ,X600867.SH,X300124.SZ,X002294.SZ,X002426.SZ,X002074.SZ,X002506.SZ,X600498.SH,X601877.SH,X600089.SH,X600522.SH,X002508.SZ,X002465.SZ,X000050.SZ,X600566.SH,X300115.SZ,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.227270468801165,0.0285153671558473,0,0.183302154105151,0,0,0,0,0,0.0219168742111419,0,0,0,0.0934798614726495,0.015141762016445,0,0.0984431706893146,0,0,0,0,0.00349171931893434,0,0.00389943003120659,0,0,0,0.0869450488327797,0,0,0,0,0,0,0,-0.0626569613002455,0,0,0,0,0,0,0,0,0,0,0.0893836521650617,0,0,0,0.0831501327305881,-0.0134707399490155,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.196970291561889,0,0.0554826798378502,0.0651184138721417,0,0,0.0235501170236039,0,0,0,0,0,0,0,0,0,0.16549139402042,0,0,0,-0.0085935839370439,0.0256239563045425,0,0,0,0,0.120483004186049,0,0,0,0,0.0636949090575905,0,0,0,0,0,0,0,0,0,0.119124283677826,0,0.0386628257821746,-0.0667649248485378,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.43967747002112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183624094744473,0,0.43157380115732,0.1538189597797,0,0,0,0,-0.190152368476218,0,0,0,0,0,0.169014629810809,0,0,0.0591571473545861,0,0,0,0.287351839989459,0,0,0,0.0136774341043665,0,0.0857541142911883,0,-0.00808982659174998,-0.0106562588655705,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152506995135397,0,0.0225701772778919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135179929876136,0,0.0675980137840604,0,0,0,-0.0748049962870917,0,0,0,0,-0.116272583235742,0.112149728899586,0,0,0,0,0,0
X000858.SZ,0.0526882065013983,0,0,0,0,0,0,0,0,0,0.12010302982429,0.0807878195929789,0,0,-0.0183354338685232,-0.0783212511081476,0,0.471057242288482,0,0,0,-0.00318996275228497,0,0,0,0,0,0,0.103324031863636,0,0,0,0,0,0,0,0,0.143693871642578,0,0,0,0,0,0.0751759637497499,0,0,0,0.0295813995445874,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.00238518868662733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665209690769014,0,0,0,0,0,0,0,0.0862600993024272,-0.0250412510789548,0,0,0,0,0.177927517460325,0,0.0238107287494351,0,0.0307805498105509,0.0948601004276411,0,0,0,0,-0.175186350957152,0.213518701289559,0,0,0,0,-0.0305158291889909,-0.0374493779744848,0,0,0,0,0,0
X002304.SZ,0.191363325466835,0,0,-0.0922468624889519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15590521968676,0,0,0,0,0,0,0,0,0,0,-0.0359587833447584,0.0535763464406281,0,0.10594036331337,0,0,0,0,0,0,-0.0179974672625425,0,0,0,0.153512934915983,0,0,0,0.018689617198125,0.0193850665733472,0.157292192794438,0,0,0.0022116471340904,0.0495243994003543,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0784127189993667,0,0,0,0.140662820109238,0.13891821018255,0,0,0,0,0,0,0,0,0.0260969680462517,0,-0.0244786460360698,0.0288414484135095,0,0,0,0,0,0,0,0,0,0.04702734351673,0,0,0,-0.0129345651967437,0,0,0,0.00869259794557097,0,0,0,-0.0973271086600359,-0.0231960991775493,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,-0.0190409657181051,0,0,0,0,0,0.123011192343221,-0.0595293037903815,0,0,0.0206666284959803,0,0,0,0,0,-0.00806084014173765,0,0.0964787402666481,0,0,0,0,0,0,0,0,0,0,0,0,0.144135254450177,0,0,0,0,0,0,0.131854077237084,0,0,0,0.0614695148032997,0,0.0360816144433954,0,0.0593744376285778,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581086771366433,0,0,0,0,0,0,0,0.0563998131521531,0.0267701811404329,0,0,0,0,0,0,0,0.122093227866417,0,0,0,0,0.194671426216631,0,0,0.213658928320134,0.0234321029965304,0,0.0146283448393647,0,0,0.0300086796649805,0,0.0316854663615524,0.0285049023974524,0,0,0,0,0,0,0,0,0,0
