,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600118.SH,X600690.SH,X600703.SH,X000100.SZ,X600031.SH,X600271.SH,X600372.SH,X002292.SZ,X002236.SZ,X000157.SZ,X002241.SZ,X000338.SZ,X600741.SH,X600089.SH,X600066.SH,X002475.SZ,X000559.SZ,X600177.SH,X601877.SH,X002129.SZ,X000547.SZ,X000016.SZ,X002465.SZ,X600435.SH,X300124.SZ,X000568.SZ,X600839.SH,X300003.SZ,X600582.SH,X002294.SZ,X600252.SH,X002498.SZ,X002276.SZ,X002179.SZ,X000066.SZ,X002456.SZ,X000977.SZ,X002008.SZ,X000550.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.127802316607307,0,0,0,0,0.135156292791652,0,0.16902855464978,0,0,0,0,0,0,0,0,0,0,0,0.0588825868945521,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.03792634932691,0,0,0,0,0,0,0,0,0,0,0,0,0.0401490886763182,0,0,0.0104826808570067,0.0146728962110575,0,0,0,0,0,0
X600104.SH,0.299654070022315,0,0,0,0,0,0.0613203714775641,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.142796190767292,0,0,0,0.194218603348762,0.0467636631817203,0,0,0,0,0,0,0,0,0,0,0,0.0679484485749845,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.098061050150989,0.0163373337903136,0.0296987357710016,0,0,0,0,0,0
X000651.SZ,0,0,0,0.137570050383066,0,0,0,0.155019329377153,0,0,0,0,0,0.0751323620954073,0.137053787551003,0.00468453936546722,0,0,0,0,0,0.123117451634593,0,0,0,0.0255525436220364,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.237965594009695,8.67361737988404e-19,0,0,0,0,0,0,0.0176144705503908,0,0,0,0,0,0,0,-0.00771422587342489,0.00623003544769922,0.0260293019549745,0,0,0,0,0
X002415.SZ,0.0160413998938629,0,0.165567258993857,0,-0.0811507685581963,0,0,0,0,0,0,0,0,-0.0213814261774742,0,0,0.143521784586607,0,0,0,0,0,0,0,0,0,0,0.138743320017812,0,0,0,0,0.186940529418522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156806599240037,-0.136840293973718,0,0,0,-0.00973547484711511,0.0269515972526734,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0605652289993959,0,0,0,0,0,0,0.135343005593437,0,0.198982944766844,0,0,0,0,0,0,0.0940629299753888,0,0,0,0,0,0,0.0804306639703796,0,0,0,0,0,0,0,0,0.0670021469831467,0,0,0,0,0,0,0,0,0,0,0.0889672015321816,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,-1.73472347597681e-18,0,0,0,0.258887924035553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157145123888886,0.0272822157888414,0,0,0.00727736200712115,-0.0133660737477532,0.118643997742978,0,0,0,0,0,0,0,0.576626022158211,0.0595897741438109,0,0,0,0,0.0477336747720049,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.00644916774367857,0.0267029433148407,0,0,0,0,0,0
X002304.SZ,0,0.276540405326999,0,0,0,0.400579051931184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120145176425054,0,0,0,0,0.0671578671088993,0,0,0,0,0.0545950271879587,0,0,0,0,0,0,0,0,0,0,-0.074622570183723,0.0128238507260416,0.0194285152554594,0,0,0,0,0,0
X600276.SH,0,0,0.0871221265460501,0,0,0,0,0,0,0.17013361704424,0.123119831569623,0,0,0,0,0,0.0471949693816836,0,0,0,0.0511333089067279,0,0.122960363028707,0.000638797700415229,0,0,0,0.13030040672652,0,0,0,0,0,6.93889390390723e-18,0,0.0258787213194699,0,0,0,0,0.0593903954316504,0,0,0,0,0,0,0.0508884289075107,0,0,0,0,0.0139717554441595,0,0,0,0,0,0
X000063.SZ,0.0113398830658294,0,0,0.084319024353595,0,0,0,0,0,0,0,0,0,0,0,0.132723807815908,0,0,0,0,0.117070455514055,0,0.181205860829521,0.282798511502669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931340698579621,0,0,0,0,0,0,-0.0473558945203134,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0740834198630904,0,0.0153838370088566,0,0,0,0,0,0.130534199103187,0,0.0330636639400427,0.0658224163776308,0,0,0,0,0,0.207495225736785,0,0,0,0.00553355614069989,0,0,0,0,0,0,0,0,0.14400875756606,0,0,0,0.0210213971425993,0,0,0,0,0,0,0,0,0,0.0137857631585797,0,0,0,0,0,0,0,0,0
