,X600519.SH,X000858.SZ,X600276.SH,X600690.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X000625.SZ,X002304.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X002463.SZ,X600089.SH,X000157.SZ,X600372.SH,X600584.SH,X600066.SH,X002028.SZ,X600703.SH,X600741.SH,X000977.SZ,X002236.SZ,X600418.SH,X600522.SH,X002049.SZ,X600183.SH,X601877.SH,X000921.SZ,X000800.SZ,X601799.SH,X002180.SZ,X000661.SZ,X600487.SH,X002129.SZ,X002294.SZ,X002074.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.138030599943245,0,0,0,0,0,0.0695568039944501,0,0.333862718073047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786258548561535,-0.0902337004970163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127644525150643,-0.0225407818202854,0.0359568993131252,-0.108855773754838,0,0,0,0.00572213358433138,0,0
X000858.SZ,0.476293598428161,0,0.059301629634434,0,0,0,0,0.262885211539676,0,0,0,0,0,0,0,0,0,0,0,0.108903973171071,0.0921757484533907,0,0,0,-0.0813597613869534,0,0,0,0,0,0.0303443862644287,0,0,0,0,-0.0230048442078725,0,0,0,0,0.0299342643706657,0,-1.73472347597681e-18,0.0354387611274673,0,0,0,0,0,0.0715931591840841,0,0.0240072318323632,0.0580112548762541,0,0,0,-0.0395738712130731,0,0
X600276.SH,0,0.279417531173368,0,0,-0.26865382793515,0,0,0,0,0,0,0,0,0,0.129577671346023,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653535165058629,0,0,0,0.0337559278073241,0,0,-0.278848077673856,0.0270732612480756,0,0.332940172799083,0.0512660997928811,0,0.108469738267126,0,0,-0.0881187367198026,0,0,0,-0.0287349951968323,0,0
X600690.SH,0,0,0.0288255812149801,0,0,0,0.434834819457447,0,-0.00756547776743817,0,0,0,0.0923003788077705,0,0,0,0,0,0.0938912199429834,0,0,0,0.0615991338314656,0.0140868322245724,0,0,0,0,0,0,0,0,0,0,0,0,0.0418371152557985,0,0,0.0229715484159535,0.247827143964702,0,0,0,0,0,0,0,0,0.0610080038010887,0,-0.00320509659063126,0.00717252407055298,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0299258282512467,0,0,-0.146109376573666,0,0,-0.129052664374482,0,0,0,0,0,-0.00539646169457894,0,0,0.560018629273918,0.0874975134704099,0,0,0,0.167847726954118,0,0.0234557059732145,0,0,0,0,0.0246417093055236,0.053125114368133,0,0,0,0.00514858634293743,0,0,0,0,0.14857055476914,0,0,0,0,0,-0.105222470861661,0,0,0,0,0.0123137290633839,0,0
X002415.SZ,0,0,0,0.226640690707978,0,0,0.0425308820065835,0,0,0,0,0,0,0.0945742866085282,0,0.0692579619381739,0,0,0,0.0474623752380555,0,0,0,0,0.0353159097111002,0,-0.184157963127973,0,0,0,0,0,0,0,0,0,0,0.213303594690093,0,0,0,0,0.125353927601529,-0.00314209718348302,0,0,0,0,0,0,0,0.0265015458973206,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.129815775786672,0,0,0,8.67361737988404e-19,-0.0344321129924657,0.00861780370380538,0,0,0,0.0677431039054191,0,0,0,0,0,0.0584855763058333,0,0,0,0,0.00585301235648623,0.061785297158563,0,0,0,0.115392352648888,0.054428137290145,0,0,0,0,0,0,0,0,0,0.167339774418699,0,0,0,0,0,0,0,0,0,0,0,-0.0529064340291737,0.0823422196527235,0,0,-0.04053783919194,0,0
X600809.SH,0,0,-0.021703554967716,0,0,0,0,0,0,0.266433073481589,0,0,0,0,0,0,0,0,0,0.563108037277404,-0.000405095624427422,0,0,0,0,0,0,0.1305685950127,-0.0211611415167787,0,0,0,0,0,0,0.0357674915761145,0,0,0,-0.0216202084394697,-0.0668660655416371,0,0,0,0,-0.107703634611857,-0.0611546636961324,0,0,0,0,-0.0128229983227714,0,0,0,0,-0.0061592636518283,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0404011886312199,0,0,0,0,0,0,0,0,0,0,0.266862697083211,0,0,0,-0.241751531853782,0,0,0,0,0,0,0,0,0,0,0,0,-0.152043497386532,0,0,0,0,-0.252900897391684,0,-0.0279921443647915,0,0,0,-0.0783230533090013,0,0,0,0,0,-0.0237762394582888,0.325270841650146,0,0,-0.128697108579856,0,0
X000568.SZ,0.289988725289713,0.276124640482329,0,-0.0184206536796279,0,0,0,0.227893742727602,0,0,0,0,0,0,0,0,0,0,0,0.251249669712001,0,-0.155277355634945,0,-0.0300991299047039,0,0,0,0.0798992655898651,0.0894691635150095,0.0554357779267119,0,0,0.0811426028464052,0,0,0,0,0,-0.0245601776841181,0,0,0,0,0,0,-0.108930265643405,0,0,0,0,0,-0.047349433642546,0,-0.0901125504643381,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177009744685996,0.242780541547066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137828519099199,0.180216739568352,0,0,0,0,0,0.0565849143894777,0.105246679826099,0,0,0,0,0,0,0,0,0,0,0,0,0.145577788027296,0.107052538187799,0.0388183098473218,-0.0437974626406884,0,0,0,-0.00448034409278078,0,0
X600104.SH,0,0,0,0,-0.103791211174144,0,0,0,0,0.0806659814943961,0,0,0,0,-0.0594169014380081,0,0,0,0,0,0,0,0,0,-0.128499843342825,0.136106390526406,0,0,0,0.183155997046158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124841451960852,0,0.0568666130565977,0,0,0,0,-0.0267774947365861,0.0126717334035006,0,-0.0869774724610426,0,0,-0.0169701695026069,0,0
X000725.SZ,0,0,0,0.0838093470888874,0,0,0,0,0,0,0,0,0,0,0,-0.105992477267304,0,0,-0.108046228144125,0,0,0.88014267556923,0,0,0.100555230680555,0,0,0,-0.109595534851869,-0.00658102999450135,0,0,0,0,0,0,-0.0267730305141657,0,0,0,0.0769895781446545,0,-0.0858969828553254,0.0606713368645296,0,0,0,0,0,0,0,-0.0263672824933586,0,0,0,0,-0.0240614722609755,0,0
X600031.SH,0,0,0,0.313847669047272,0,0.76884199418037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700588413414021,0.0463907725679688,0,0,0,0,0,0,0,0,0,0,0,0,-0.059855298198638,0,0,-2.16840434497101e-19,0,0.0833704365781086,0.00964135977623363,0,0,0,0.165430523178197,0,0,0,0.047232477984653,-0.0529430466522235,0.0996186651072445,0,0,0.0418767830608698,0,0
X300124.SZ,0,0,0,0,0,0,0,0,-0.0868470436081649,0,-0.0936123438711352,0,0,0,0,0,0,0,0,0,0.112963851543326,0,0.0161643233112673,0,0,0,0,0,0,0.0644841376370294,0,0,0,0,0,0,0,0,0.181585344993819,0.0091971666356001,-0.0495980866086313,0,0,0,0.177866661391249,0.266448077166636,0.0235186974312395,0,0,0,0,-0.147407304382955,0,-0.0663941857029437,0,0,0,0,0
X000625.SZ,0,0,-0.156628723135877,0,0,0,0,0,0.071818698982797,0,0,0,0,-0.0257641217835185,0,0,0,0,0,0,0,0,0.102657435347032,0.0414318107266094,0,0,0,0,0,0.0819451815168929,0,0,0.279304340697646,0,0,0.276525541921669,0,0.171557733113452,0.0713276093698299,-0.0184491182320641,0,0,0,0,0,0,0,0.167523763139335,0,0,0,-0.0235361133797698,0,0,0,0,-0.0686977980369971,0,0
X002304.SZ,0,0,0,0,0,0.027555221013068,0,0.0551807246811054,0,0.422056966840121,0,0,0,0,0,0,0,0,0,0,-0.00643106090894081,0,0,0.15277429777622,-0.0276591393451951,0,0.104120431472802,0,0,0,0,0,0,0,0,0,0,0,-0.0762229137782371,-1.73472347597681e-18,0,0,0,0.0114243702957237,0,-0.0293842549894252,0.0395608402239492,0,0,0,0.0626487693576825,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151409235353984,0,0,0,0,0,0.0018224208513387,0,0,0,0,0,0,0,0,0.0457462110633661,0,0,0,0,0.197645361742347,0.0225988690340116,0.00424006105414902,0,0.0435985979250188,0.140868293439344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175536939744286,0,0,0,0.0157530148095338,0,0
X000338.SZ,0,0,0,0,-0.0850166663512126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135389260766661,0,0,-0.0118970218673469,0,0,0,0.556360517443828,0,0,0,0,0,0,0,0,-0.0184775198296105,0,0,0,0,0.246502713382317,0,-0.0975010802305376,0,0,0,0,0,-0.186539316964494,0,0,-0.0608471364077213,-0.00146366420041129,0.0402355711014922,0,0,0.137135493810018,0,0
