,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600031.SH,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X002241.SZ,X600089.SH,X600703.SH,X600741.SH,X002236.SZ,X600066.SH,X600271.SH,X601877.SH,X002129.SZ,X600177.SH,X600118.SH,X600582.SH,X000559.SZ,X000581.SZ,X000550.SZ,X002475.SZ,X000568.SZ,X300124.SZ,X000623.SZ,X300146.SZ,X000400.SZ,X300003.SZ,X600060.SH,X000800.SZ,X000050.SZ,X000977.SZ,X002294.SZ,X002292.SZ,X600839.SH,X002465.SZ,X002456.SZ,X000869.SZ,X600166.SH,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.151241979486968,0,0,0,0.0631654717239179,0,0,0.061176863404291,0.188827174368928,0,0,0,0,0,0,0,0.0217878042025587,0.0478171750015727,0.0806586789631016,0,0.0875337616696037,0,0,0,0,0,0,0,0,0,0.018937423352579,0,0,0,0,0,0,0.0581873502277509,0,-0.0326521189195355,0,0,0,0,0,0,0,0,0,-0.0052817549668092,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.0513919598791201,0.22635178861186,0.234340335734393,0.00868822077317774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191218522545577,0,0.00371731891872299,0,0,0.0416067748374912,0,0,0,0,0,0,0,0,0,0,-0.0133734446172698,0,0,0,0,0,0,0,0.226015704926691,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.22854603450008,0,0.229878313895411,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0883332222439743,0,0.068988792843265,0.0420535932989173,0,0.10604449017946,0.0424610032881599,0,0,0,0,0,0.107267908639365,0,0,0,0,0,0,0,0,-0.0441526174734577,0,0.0735184724470232,0,0.00122620760708874,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.113329787963059,0,0,1.73472347597681e-18,0,0,0,0.0410615457828465,0.164968684481936,0,0,0,0.0280904247410006,0,0,0,0.193589748923563,0.0227347719386408,0,0,0,0,0,0,0,0,0,-0.0335274650514918,0.0207107472689906,0.17522521626997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825655874233481,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.291409187802686,0,0,0,0.0336950952989713,0,0.123223228231059,0,0,0,0,0,0,0,0.030353436745026,0.314306795160677,0,0,0,0,-0.205810226049304,0,0,0,0,0.088537531340637,0,0,0.0233918885435807,0,0,0.139912015148437,0.0464889274583753,0,0.177482518873018,0,0,0,0.0203691492621063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0480842198776383,0,0,0,0.106898937688047,0.155999438317711,0.130735044998254,0,0,0,0,0,0,0,0,0,0.226144739980589,0,0,0,0,0.0323618474905361,0,0.093856380316733,-0.0170975470050928,0,0,0.0901968185305125,0,0,0,0,0,0.0320012852894262,0,0,0,0.0825547677259268,0,0,0,0,0,0,0,0,0,0,0.0396449999483805,0.00124169704701286,0,0.0868048424126787,0,0,0,0
X000858.SZ,0,0,0.00585312012226151,0,0,0,0,0.160890457277141,0.0911564024885358,0.0346134492155361,0.0973710107574445,0.0155047477107193,0,0.0893506110040865,0.000934386995598072,0,0,0,0,0,0,0,0,0,0,0.0687937528561946,0,0,0,0,0,0,0.15838136326148,0,0,0,0,0,0,0.0977671823099635,0.0310765824460722,-0.0127942638058581,0,0,0.0710889151251087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.123448396826768,0,0,0.174596683824372,0,0.0978702204010363,0,0,0,0,0,0,-0.0669528200853243,0,0.0852817014408467,0.0572925741478986,-0.0500042607667522,0,0,0,0,0,0,0,0.249691315748809,0,0,-0.0856664159345091,0,0,0,0,0,0,0,0,0,0,0,0,-0.239814603801054,0.150071107963508,0,0,0,0.0672842618790364,-0.0372171118848,0,0,0,0,0,0
X600690.SH,0.107451558208565,0,0.216788224912692,0,0,0,0,0,0,0,0,0.0107367594894418,0,0.0872683290895513,0,0,0,0,0,0,0.0927289430152165,0,0,0,0,0.119022207845269,0,0,0,0.0343506742093458,0,0.0332129224233434,0,0,0,0,0,0,0.099459914249794,0.149795901574098,0,0,0,0,0,0,0.0128700232323087,0,0,0,0,-0.0330483849754776,0,0,0,0,0,0,0
X000063.SZ,0,0,0.13647656548418,0,0,0,0,0.0858610697818452,0.00764829711972797,0,0.226830081207293,0.0508640512620301,0,0.133465455153111,0,0,0,0,0.0997661840624686,0,0.031467118578501,0,0.0104995790037069,0,0,0.0584765864213706,0,0,0.0113612898998989,0,0,0,0,0.044717025321264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243016688879861,0,0,0,0,0,0,0
