,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600271.SH,X002456.SZ,X002236.SZ,X000338.SZ,X002085.SZ,X600118.SH,X000157.SZ,X600177.SH,X002292.SZ,X000559.SZ,X600372.SH,X002007.SZ,X600867.SH,X300124.SZ,X300003.SZ,X002074.SZ,X002294.SZ,X002180.SZ,X002506.SZ,X600498.SH,X600089.SH,X600522.SH,X601877.SH,X002426.SZ,X002508.SZ,X002465.SZ,X000981.SZ,X600566.SH,X000050.SZ,X000550.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.178190036683881,0,0,0.193598744033601,0,0,0,0,0.0197220353984399,0,-0.0144695342452567,0,0,0.00698708543278981,0,0,0.12277255906005,0,0.00970746343845803,0,0,0.0264686104483861,0,0,0,0,0,0,0.0385416793644716,0.124391672628779,0,0,0,0,0,0,0,0,0.150615468764904,0,-0.118278277407097,0,0,0,-0.0424886732601947,0,0,0,0,0.0466928041446322,0,0,0,0,0,0,0
X600104.SH,0.141859723284348,0,0,0,0.0892416841548548,0.0447319603409101,0,0,0.0655475043512796,0.101233729474476,0,0,0.277179907207614,0,0,0,0,0.094936365519029,0,0,0,0,-0.0749100601857443,0,0,0,0,0,0,0,0,0,0,0,0,0.0244916788843319,0,0.0490642757647654,0,0,0,0,0,0,0.115049590954676,-0.156218268336834,0,-0.105968212720969,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.098322615924705,0,-0.260487386570355,0.195835841084197,0,0.337937640308982,0,0,0,0.0370122743344926,0,0,0,0.0760666405180521,0.00329199540372836,0,0,0,0,0,-0.0755660035387155,0,0,0,0,0,-0.0750198829775226,0.228885143611733,0,0,0,0.120451669537289,0,0,0.363677957705082,0,0.0744322754929107,0,0,0.0432340337458598,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387623342822251,0,0,0,0,0,0,0,0.0125483422136826,0,0,0,0,0,0,0,0,0,0,0.0617939941057574,0,0,0,0,0,0,0.163314708510231,0.0678763332201679,0,0.122963242523333,0,-0.00270653184863184,0,0.0693094218121972,0,0,-0.0536544002616891,0.0915124784883876,-0.0847117550556003,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172304689272665,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.222718725009897,0.0922656373035819,0,0,0,0.174318001992844,0,0,0,0.0055156477091551,0,0.0597759554443225,0,0,0,0,0,0,0,0.0077231802043745,0,0,0,0.0154730922454624,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.00258507808578872,0,0,0,0,0,0,0,0.04421097511287,0,0,0,0,0,0,0,0,-0.0246390867910157,0,0,0,0,0.0238019718197186,0.226082223859199,0,0,0.0308164348099774,0,0,0.0956056856957137,0,0,0,0.0659257369501921,0.224486749141871,-0.122979514797971,0,0,0,0,-0.020658425163605,0,0,0,0,0,0
X002304.SZ,0.359363953209205,0,0,-0.00247192411635628,0.203536009791844,0,0,-0.0702309003758028,0,0,0,0,0,-0.0215127215195708,0.00826115092067601,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477760874562931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180778543538186,0,-0.0132442251183598,0.227346662609932,0,-0.00696850594855174,-0.000914686924422078,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.160180437681439,0,0,0,0,0,0,0,0.0913316620299772,0,0,0.0673516268936683,0,0,0,0,0,0,0,0.0777848415089372,0,0,0,0,0,0,0.032968156341542,0,0,0,0,0,0,0.0487294671614238,0,0,0.093733433080656,0,0,-0.0468295304371084,-0.00971057438813117,-0.0728849457621225,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.127326884057369,0,0,0.0311132680368086,0.16457789551423,0,0,0,0,0,0,0,0,0,0,0.0409985676518465,0,0,0,0,0,0,0,0,0,0,0,0,0.00575023729596751,3.46944695195361e-18,0,0,0.0398189152816692,0,0,0.0698029891845526,0,0,0.0650629292901117,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0422731398942507,0,0,0,0,0.0442749348911202,0,0,0.0472650814150578,0.0467306871446252,0,0,0.114915560137647,0,0,0.0331111992632831,0,0,0,0.0254343975255641,0.00381616850649253,0,0,0,0,0.0133152202023966,0,0,0.0302496481945564,0,0,0,0,0,0,0,0,0.0578844131065494,1.73472347597681e-18,0,0,0,-0.00568738984225048,0,0,0.110549717114058,0,0,0,-0.0195696662525819,0,0,0,0,0,0
X600690.SH,0,0,0.0187932769414636,0,0,0,0,0.027079400586509,0,0.119889227664823,0,0.0662673495164882,0,0,0,0,0,0.0172930115975327,0.0821549816673269,0,0.0617939104982673,0,0,0,-0.0251580628798749,0.35050169916186,0,0,0,0,0.0170596392378824,0,0,0,0,0.0325239184602614,0.095358456655526,0,0,0.0952219469282978,0.0610157761229893,0,0,0,-4.05355284064587e-05,0,0,0,0,0,0,0.0559948679343218,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.150535604842092,0,0,0,0,0,0.0282502722367571,0.0293838060234538,0,0,0,0.000140260230497298,0,0,0,0.124310650086363,0,0,0,0,0.121475721921827,0,0,0,0,0,0,0.0631370420280099,0.310686829353827,0,0.0863164510098434,-0.0431973418899705,0,0,-0.040282001372007,-0.0997958513740024,0,0,0,0,-0.058413054628737,-0.0176145169696048,0,0,0,0,0,0
X600741.SH,0,0.185968837616082,0,0,0,0,0,0,0.34180750249699,0.0694962487527101,0,0,0,0.0742001811466295,0.0248711531676159,0,0,0.0755258331040967,0,0,0,0,0,0,0,0.0268399949910635,0,0,0,0,0,0.0504341099434348,0,0,0,0,0,0,0,0,0.0159373088924553,0,0,0,0,0.0964854865559644,0,0.00157106990741708,0,0,0.0350808636555886,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,-0.129165981092303,0,0,0,0.197573899041162,0,0,0,0,0,-0.00509112624967164,0,0,-0.217712945213989,0,-0.102832285170023,0,0,0,0,0,0,0.204774812008256,0,0,0,0,0,0,0.238497155998877,0,0,0,0.0303165777401207,0,0.121415007159691,0,-0.0381587368996895,0,0,0,0,0,-0.0686729762586076,0.0666216575399181,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0655613831773135,0.451016389017167,0.0891628187460472,0,0,0,0,0,-0.0264104764788437,0,0,0,0,0,0.0387267917805116,0,0.0665294254454266,0,0,0.083225724400455,0,0,0,0,0.0450745911680688,0,0.0356219331371926,0,0,0,0,0,0,0,0,0,0,-0.0188384459802971,0,0,0,0,0,0,0,0,0,-0.00250472038941195,-0.00482649007515963,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,-0.140825627572287,0,0,0.044532856160941,0,0,0,0,0,0,0.0735427898328768,0,0,0,0.16692577983641,0.0150416134912812,0,0,0,0.0851857134230168,0,0,0,0,0,0.314757550485484,0,0,0.0204763031533458,0,0,0,0.160405523803334,0.0898572940827551,0,0,0,0,0,0,0.0191211393947673,0,0,-0.0573688703696189,-0.0285507399068493,0,0,0,0,0,0
