,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X002304.SZ,X600104.SH,X300014.SZ,X600690.SH,X000651.SZ,X002371.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002241.SZ,X000625.SZ,X600703.SH,X002129.SZ,X000063.SZ,X003816.SZ,X000338.SZ,X002049.SZ,X000596.SZ,X601877.SH,X000661.SZ,X002179.SZ,X600460.SH,X600089.SH,X000100.SZ,X600741.SH,X300142.SZ,X002074.SZ,X002236.SZ,X000799.SZ,X600884.SH,X600779.SH,X601799.SH,X000157.SZ,X600702.SH,X000733.SZ,X600584.SH,X002007.SZ,X600183.SH,X002414.SZ,X000800.SZ,X600522.SH,X002180.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.433321689910912,0,0.0690935837424477,0.0830074009269059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327935283836949,0.00697839983258687,0,0,0,0,0.0236348657532797,0,0,0.00469549351456282,0,0,0,-0.0216042809941605,0,0,0,0.0283387349223898,0,0,0,0,0,0,-0.078508828767307,0,0.023669492610674,0,0.0206645771096758,-0.0311577103842479,0,0,0,0.0153662560381341,0,0
X000858.SZ,0,0,0,0.321537271454088,0,0,0,0,0,0.105110095338963,0,0,0,0,0,0,-0.111838057587545,0,0,0,0,0,0,0,0,0,0.105350038385892,0,0,0,0,0,0,0,0,0.187063068706241,0,0.0773244605521387,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0250381912120909,-0.0170485193016662,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0467178741523657,0,0,0.141861565829411,0,0,0,0,0,0,0.0340612678023466,0,0,0,-0.00978991163267562,0,0,0,0,0,0,0,0,0,0,0.110592095907331,0,0,0,0.0412890286996612,0,0.0644762790856684,0,0,0,0,0,0,0,0,0,0,0.0238459428205343,0,0.0112192994410903,0,0,0,0,0.0345441459241807,0,0
X600809.SH,0,0.109834535860211,0,0,0,0,0,0.258525180024034,0,0,0,0,0,0,0,0,-0.0704233009673288,0,0,0,0,0,0,-0.0572560361572032,-0.0221891938423903,-0.00988623949576497,0,0,0.100925217651988,0,-0.0355892165225994,0,0,0,0,0.443154430395996,0.0288336357186616,0,0.128592436109305,0,0.115525821867146,0,0,0,0,0,0,0,0,0,0,-0.00939510348113547,0,0,0,0,0,0,0
X000568.SZ,0,0.154598844692434,0,0.237646500079242,0,0,0,0.0238868689549707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116714587672736,0,0,0,-0.0187182486349366,0,0,0,0,0,0,0.128563438122083,-0.100212513213185,0.0941981240964203,0,0,0,0,0,0,0,-0.0870190412425644,0,-0.0230536170970044,0,0,0,0.0426276946426773,0,0,0,0,0.0414019220317482,0,0
X600276.SH,0,0,0,0.312499998899387,0,0,0,0.0190138012746745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585627987049164,0,0,0,0,0,0,0,0,-0.0115546629785367,0,0,0.283197208977323,-0.30345987992699,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0887020995125108,0,0,0,0.178906976637792,0,0.224531962183637,0,0.213775509557197,0,0,0,0,0,0,0,0,-0.238964309527633,0.145467527900924,0,4.33680868994202e-19,0,0,0,0,0.0693321331762123,0,0,0,-0.0165899992632941,0.0690219401794869,0,0,0,0.0126908061686565,0,0.0608568494014928,0,0,-0.00461064133535699,0,0,0,0,0.076333060714993,0,0
X002304.SZ,0,0.0564929861476542,0,0.254624056047507,0,0,0,0,0,0,0.0846281016708733,0,0,0,0,0,0,0,0,0,0,-0.132319754100586,0,0,0.116074645290282,-0.00356760627609656,0,0,-0.023999815281385,0,0,0,0.0338787033777938,0,0,0.15386705685838,-0.033998723982413,0.0250384738561408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234315975955854,0,0,0,0,-0.048845044211868,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0884587950005698,0,0,0,0,0,0,0.0515674517365272,0,0,0.0208416998369295,0,0,0.0441396678369117,0,0,0,-0.00530865855973721,0,0.0199366191846211,0,0,0,0,0,0,0,0,0,0.0251651015875966,0,0,0,0,0,0,0,0.122695152211192,0.00866151771359939,0,0,0,0.00550436622708649,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.309157678047909,0,0,0,0,0,0,0,0,0.0439665695671819,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.157623488137839,0,0,0,0,0,0,0.0726761150151469,0.08413684706493,0,-0.184162543686532,0,0.0865752159172569,0,0,0,0,0,0,0,0,0,0.0570419018408266,0,0,0,0,0.166502138511612,0,0
X600690.SH,0,0,0.151607795179004,0,0,0,0,0.0410594871113011,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0740688615481638,0,0,0,0,0,0,-0.024149750621174,0.0416247919499598,0.290403254048967,0,0,0,0,0,-0.0156844019962459,0.0596908457003393,0,0,0,0,0,0,0,0,0,0,0,0.0606906123167514,0.0469394790748902,0,0.0111920808857222,0,0,0,-0.00491287240375976,0,0
X000651.SZ,0,0,0,0,0,0,0.000410644418801846,0,0,0,0,0,0,0,0,0.0429616959035617,0,0,0,0,0,0,0.271011133943316,0.0448534892205683,0,-0.0464467459312675,0,0,0,-0.176105586414215,0,0,0,0,0.0216466955270894,0,-0.0169968047437174,0,0,0,0.119505692731954,0,0,0,0,0,0,0,0,0,0,0,0.0646610224165014,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110959258337117,0,0.0396272002366557,0,0,0.40836610620013,-0.207644572515204,-0.186602847522395,0,0,0,-0.0559386304752637,0,0,0,-0.0819749553675872,0,0,0.484681989134324,0,0,0,0.26523304359196,0,0,0.147186053342305,0,0,0,-0.164166313972907,0,0.0230906979181361,0,-0.0140698593131971,0,0,0,0,0.119035232245937,0,0
X600031.SH,0,0,0,0,0,0,0.118655863059575,0,0,0.0403816959419469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676070020723063,0,0,-0.0113353674682959,0,0,0,-0.00543055110142731,0,0,0.0152736739480839,0,0,0,0.636513339259866,0,0.149638624812912,0,0.0609687542129911,0,0.152218937482764,0,0,0,0,0,0,0.00897559155396117,0,0,0,0.082768603695324,0,0
