,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X000625.SZ,X600741.SH,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X601877.SH,X300124.SZ,X600809.SH,X000100.SZ,X002008.SZ,X002085.SZ,X600487.SH,X300136.SZ,X002508.SZ,X600522.SH,X600089.SH,X300003.SZ,X600177.SH,X600271.SH,X000157.SZ,X600699.SH,X600118.SH,X600867.SH,X002294.SZ,X000559.SZ,X000050.SZ,X300115.SZ,X002074.SZ,X002180.SZ,X000981.SZ,X600566.SH,X000596.SZ,X600372.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.124548993915257,0,0.0124883663001325,0,0,0.0168684517160713,0,0.154146527386872,0,0,0,0,0,0,0,0,0,0,0.0363666066874582,0,0,0,0,0,0,0.0840628547306325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422402548125547,0.0318563291071568,0,0,0.042381619174243,0,0,0,0.0110833904199326,-0.0191109481811612,0,0,0,0,0,0
X600104.SH,0,0,0.0079214885367622,0,0.00539856677215231,0,0,0,0,0,0,0,0.0211410273784276,0,0.38935318478249,0,0.0926119805754693,0,0,-0.0434839669099984,0,0,0.0912378306571489,0,-0.0523649086856372,0,0.0164632199550872,0,0.0285981228614735,0,0,-0.0974764729144054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195470455145249,0,0,0.0266645253896241,-0.0166369659254462,0.0117858785582398,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.109339600264522,0,0.224717976947156,0,0.0410887183996696,0.0136665808205147,0,0,0,0,0,0,0,0.0852697391125011,0,0,0,0,-5.42101086242752e-20,0.0233098616158516,0,0,0.101832615829389,0,0,0,0,0,0,0,0,0,0,0,-0.00568206751052568,0,0.0180746551224671,0.0299253528405705,0,0,0,0.0309172042678785,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0202489844150671,0,0,0,0,0,0.34981745953592,0.0466702353346045,0.014068711864104,0,0,0,0,0,0.0187074033314527,0,0,0,0,-0.00753477844720864,0,-0.024673717597785,0,0,0,0.317078956392206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553194187505927,0,0,0,0,0,0,0.0214203628449429,-0.0114175290532404,0,0,0,0,0,0
X000858.SZ,0,0,0,0.180434680304791,0,0,0,0,0,0,0,0.361435980065745,0.0272392852720868,0,0,0,0,0,0,0,0,0,0,0.162775497644419,0,-0.0398720080526669,0.024278781626049,0,0,0.0387535698491906,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.00490174863959035,4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0.0642509024024157,0,0,0.0175520680859569,0,-0.0895703837003095,-5.42101086242752e-20,0,0.209513997783785,0,0,0,0,0,0,0,0,0,-0.0570243679847277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058739712859767,0,0,0.115128508979518,0,0.0619902377773197,0,0,0,0,0,0,0,0.174943536636287,0,0.00121481679541338,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.203455910396553,0,0,0,0.0636623822947223,0,0,0.0722272623635445,0,0,0.131848573006462,0,0,0,0.180283167924985,-0.155594169012626,0,0,0,0,0,-0.0753607614144362,0,0,0,0.163956494189218,0,0,0,0,0,0,0,0,0,0,0,0,0.0887808664992421,0,-0.037958776623214,0,0,0.0659640498691122,0,0,0,-0.00806687934296163,-0.000722423266662787,0,0,0,0,0,0
X000725.SZ,0,0,0.112798427259389,0,0,0,-0.0243146253555216,0,0,0,0,0.0184157030423926,0,0,0.0738995145847749,-0.0148722037549902,0,0.133380411034781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220198715206086,0,0,0.0249209578895408,0,0,0,0,0,0.159528520924005,-0.0111172117364423,-0.0104660687852429,0.00801922869646339,-0.133977383808647,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0260941938507557,0,0,0.090246811425315,0.138418619809076,6.93889390390723e-18,0.106204745622837,0,0.0198446304966602,0,0,0.0558869510795415,0,0,0,0.253449949271382,0,0,0,0,0,0.0199298879721303,0,0,0,0,0,0,0,0,0,0,0,0.064348669968088,0,0,0,0,0,0,0,0.114365144581575,0,0,0,0.0512515073774984,0.000339732795053335,0,0,0,0,0,0
X600703.SH,0.191191964152405,0,0,0,0,0.0867538659137226,0,0,0,0,0,0,0.055198088997905,0,0.262536547473658,0,0,0,0,0,0,0,0,0,0,0,0.28647608529549,-0.228435532395263,0,0,0,0,-0.181227426511463,0,0,0,0,0,0,0.0330445981690842,0,0,0,-0.0820080384853324,-0.224555372593796,0,0,0,0,0,0,0.090746503870498,-0.050276464277672,0,0,0,0,0,0
