,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X600703.SH,X000100.SZ,X300003.SZ,X600271.SH,X002236.SZ,X000157.SZ,X002007.SZ,X300124.SZ,X000625.SZ,X002008.SZ,X300142.SZ,X002179.SZ,X600177.SH,X000977.SZ,X600498.SH,X002371.SZ,X600066.SH,X300146.SZ,X600487.SH,X002506.SZ,X600867.SH,X000050.SZ,X600776.SH,X002241.SZ,X600522.SH,X600183.SH,X600118.SH,X600566.SH,X600089.SH,X600372.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0217550199223344,0,0,0,0,0,0.217930649775938,0,0,0,0,0,6.93889390390723e-18,0.00388328159879853,0.162307304044405,0,0.076967728874831,0,0,0,0,0,0,0,0,0,0,0,0.136095497067089,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.059220380912112,0,0,0,0,0,0,-0.0188849281746756,0,0.00327527845435883,-0.0305343094524896,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.250358646135883,0,-3.46944695195361e-18,0.0204345905518515,0,0.0242326984983673,0,0,0.293081056840968,0,0,0,0,0.16660067256801,0,0,0,0,0.0542929318696066,0.0661972261913928,0,0,0.0390847467714841,0,0,0,0,0,0,0,0,0,0.101099405258381,0,0,0,0,0,0,0,0,-0.0166435506006949,0.0592724725836558,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.133692568333803,0,0,0,0,0.285488168696169,0,0,0.151160609204134,0.0493502948024386,0.0957544197767043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012976934082895,0,0,0,0,0.0715422719752735,0,0,-0.0198951183861678,0,0,0,0,0.0572511540000535,0,0,-0.0133647599178922,0,-0.0486162486329672,0,0,0,0,0,0,0
X600104.SH,0,0,0.069054341614148,0,0,0,0,0,0,0,0,0,0.121832143605616,0.0370514942551396,0.143557802536724,0,0,0,0,0,0,0,0,0,0,0,0,0.17962946655921,0,0,0,0,0.0453886220123399,0,0.0201719384098774,0.0449231859500634,0,0,0,0,0,0,0.0449172159293037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442443580931843,0,0
X600276.SH,0,0,0.146319178658315,0,0,0,0,0,0,0,0,0,0,0.129367604661286,0.0281634843834144,0,0.0872242774316303,0,0,0,0,0.149562282260246,0,0,0,0,0,0,0,0.0223327855680612,0,0,0,0,0,-8.67361737988404e-19,0.0444223545941224,0,-0.144826413874582,0,0,0.0543070787560541,0.0212834587848557,0,0,0,0,0,0,-0.00427071885817594,0,-1.73472347597681e-18,0,0,0,0,-0.0173054569740569,0,0
X002415.SZ,0,0,0,0.00419863590854697,0,0,0,0,0,0,0.0391871483584593,0,0,0.291826116077368,0.161813999321081,0,0,0,0,0,-0.0221118556744568,0,0,0.259912688460359,0,0,0,0,0,-0.0768154667127309,0,0,0,0,0,0,0,0.125965192972986,0,0,0,0.00928121025291734,0,0,0,0,0,0,0,0,0,-0.0237979759335547,0.0235879627923235,0,0,0,-0.0435014104214416,0,0
X002304.SZ,0,0.140844674288018,0.24374111133194,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0327570473635853,0,0.0334944686317218,0,0.209441408235003,0,0,0.152571548329933,0,0,0,0,0,0,0.0537640926503905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309916854617697,0,0,0,-0.00107079625404931,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.020989705889765,0.053393106214322,0,0,0,0,0,0.0774717914638461,0.0355969011589576,0,0,0.231198592691761,0.14447959110057,0,0,0.168467705675682,0,0,0.0637707583738904,0,0,0,0,0,-0.0194974680893162,-0.0488272982902539,-0.104886675415997,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0850131355824966,0,0,0,0,0,0,0,0,0,0,0,0.0204202879961178,0.243165352921011,0,0,0.0623904677132252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246351751856259,0,0,0,0.103744446425664,0,0,0,0,0,0,-0.0569720257839167,0,0,0,0,0.0179859713700913,0,0
X000568.SZ,0,0.315601099971824,0,0,0,0,0,0,0,0,0,0,0.190288640539088,0.0367099512469385,0.0183647676550896,0.11852186243496,0,0,0.082410422489742,0.0544650002521126,0,0,0,0,0,0,0,0.0494595327948358,0,3.46944695195361e-18,0,0,0,0,0,0.00659762514355841,0,0,0,0.0454899371269448,0,0,0,0,0,0,0,0,0,0,0,-0.0200828005883987,0,0,0,0,-0.00762808959718004,0,0
