,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600809.SH,X600690.SH,X600703.SH,X002371.SZ,X000596.SZ,X300003.SZ,X600183.SH,X002007.SZ,X600741.SH,X002241.SZ,X000100.SZ,X300014.SZ,X300142.SZ,X000977.SZ,X300124.SZ,X000157.SZ,X601877.SH,X000625.SZ,X002129.SZ,X002236.SZ,X000800.SZ,X002463.SZ,X002456.SZ,X600584.SH,X300136.SZ,X600498.SH,X002049.SZ,X002414.SZ,X600118.SH,X002179.SZ,X002185.SZ,X000066.SZ,X600522.SH,X002223.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0509525591947881,0,0,0,0,0,0,0.051298890304329,0.196226018827895,0,0,0,0,0.016458657258614,0,0,0,0,0.294526103768844,0,0,0,0,0,0,0,0,0,0,0,0,0.0270526647451869,0,0,0.0245332852154283,0,0,0,0,0.0299057654165931,-0.00935460675157856,0,0.0209169684053636,0,0,0,0,0,0,0,0.00155834562972051,0.00986836522695294,0,0,0,0,0,0
X000858.SZ,0.249806385056713,0,0,0,0,0.0700159339731183,0.0411680203228792,0,0,0,0,0,0.121780643337617,0,0,0.31643834995262,0,0,0,0.196247557364705,0,0,0.0251601869005647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.012261786895558,0,0,0,0.00388664176461611,0.0195223051836835,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.154614910376379,0,0,0,0,0,0,0.00488454010800861,0,0.157433828370936,0,0,0,0,0,0.0043004941229269,0.0909549111869755,0,0,0,0,0,0.0900606429333564,0,0,0,0,0,0,0,0,0,0,0.00387074381521387,0,0,0,0.0354987132233083,0,0,0,-0.0618239564303306,0,0,-0.00457569894362777,-0.0122505147386056,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0490839102681631,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.129416156880371,0.506154404144086,0,0,0,0,0,0.0568732257069121,0.0347329957833063,0,0,0,0,0,0,0,0.0187031524672965,0,0,0,0,0,-0.0505618575204945,0,0,0,0,0,0,0,-0.0132780993346934,0,0,-0.00190811286610128,0,0.00242997150906699,0.00695145958513893,0.0182934915073851,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0218458145470079,0,0,0,0,0,0,0,0,0,0,0.0520832077955681,0,0,0.150004296743532,0,0,0,0.084210792922241,0,0,0.0122789610191287,0,0,0,0,0,0.0337253597132798,0,0,0,0,0,0.0523867882216389,0.0493394821180363,0,0.0784371233734713,0,0,0,0.0285712948926173,0,0,0,0,0,0.0130630602473001,0.0301190105409507,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.345465182493767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931661128019998,0.123783641208176,0,0.231779900606459,0,0,0.0931756961742997,0.0492677093624749,0.095566171784645,0,0,0,0,0,0,0.0078513791903365,0,0,0,0.06607838858382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260789338634852,-0.013616457691995,0,0,0,0,0,0
X600104.SH,0,0.00171255287040079,0,0,0,0,0,0,0.0353847752240463,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0681462180131792,0.127296543570149,0,0,0.395816930416133,-0.0122881852713229,0,0,0,0.171952742435407,0,0,0,0.0662653337530202,0,0,0.0385221939656292,0,0,0,0,-0.0984316674095447,0,0,0,0,0,0,0,0,0,0,0.0170121486302692,0.0153278211230547,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.18733309354726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036719367253791,0.345616701564117,-0.106002980908355,0,0,0,0,0,0,0,0,0,0.171437747496355,0,0,0,0,0,-0.0553459500053764,0.140947538188726,0.355793552352269,-0.0650719616485799,0.0236929076473572,0.0405169978371974,0,0,0,-0.157711865151835,0.0341145746023153,0,0,0.0168233232292675,0.0175751102825834,0,0,0,0,0,0
X600031.SH,0,0.138129994854762,0,0,0,0,0,0,0,0,0,0,0,0,0.093470788389292,0,0,0,0,0,0,0.0357123414742619,0,0,0,0,0,0,0,0,0.354179805461361,0,0.107258398419678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401337491491891,0,0,0,0,0.00833450674024214,0.0264040037699066,0,0,0,0,0,0
X002304.SZ,0,0.0897246049133871,0,0,0,0,0,0,0,0,0,0,0,0,0.111798780070114,0,0.152910180507073,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792178932264754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286727556263506,0,0,0.00619342276933312,0.00902873338708491,0,0,0,0,0,0
