,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X600487.SH,X002456.SZ,X002007.SZ,X002236.SZ,X002008.SZ,X000100.SZ,X000596.SZ,X600566.SH,X002179.SZ,X600809.SH,X600867.SH,X600498.SH,X000625.SZ,X000661.SZ,X300146.SZ,X600066.SH,X000157.SZ,X600177.SH,X002294.SZ,X002506.SZ,X600089.SH,X300136.SZ,X000977.SZ,X600372.SH,X002180.SZ,X300142.SZ,X002241.SZ,X000981.SZ,X000050.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.350626500848919,0,0.277022469513515,0,0,0,0,0,0,0.0560118079112298,0,0,0.114256103578242,0,0,0.0787753086802649,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340777405080254,0,0,0,0,0,0,0,0,0.000537349423421382,0.00526994659364811,0,0,0,0,0,0
X600104.SH,0,0,0,0.162102875600061,0,0,0,0,0.269894119123226,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.031346865649846,0,0,0,0,0,0.24906516726159,0,0.0682026405804591,0,0,0,0,0,0,0,0,0,0,0.110483861265261,0,0,0,0,0,0.144198114101543,0,0,0.0213962535919287,0.0315322601887619,0,0,0,0,0,0
X000651.SZ,0.229650716465395,0,0,0,0,0,0,0,0,0,0,0,0,0.263322219208142,0,0,0,0,0,0.112893204262186,0,0,0,0,0,0,0,0,0,0.0372371091928819,0.0404107654745687,0,0,0,0,0,0,0,0,0,0,0,0,0.0156262150167857,0,0.0760484829778134,0,0,0,0,0,0.0133245618991932,0.00869448417936852,0,0,0,0,0,0
X002415.SZ,0,0.055896681987105,0,0,0,0,0,0,0,0,0,0,-0.0688795150133788,0,0,0,0,0,0,0,0,0,-0.0359271299082618,0.592888072425518,0.067857141767419,0,-1.73472347597681e-18,0,0,0,0,0.0389974558568846,0,0,0,0,0,0,0,0,0,0,0.0767061575288894,-0.0525125264159639,0.101493421822081,0,0,0,0,0,0.237238260080463,0.0303761191001446,0.0853866300125743,0,0,0,0,0,0
X000858.SZ,0.015796571170714,0.114885427490434,0,0,0,0,0.116555385765175,0.0361748644658177,0,0,0,0,0,0.315432015644541,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0127662337182143,0,0,0.115637878748672,0,0,0.123854132352991,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13710638658699e-05,0,0,0,0,0,0,0,0.00509189018830394,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0352357804106156,0,0,0,0,0,0,0.305001380696271,0,0,0,0,0,0.093925308465237,0.183199167055712,0,0,0,0,0,0,0.0535000923857955,0,0,0,0.265908276621062,0,0,0,0.070665691053876,0,0,0,0,0,0,0,0,0,0,0,0,0.036928774263368,0.0234938829660002,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.354759423923371,0,0,0,0,0.144786403986082,0,0,0.0202984895347831,0.48436481471854,0,0,0,0,0,0,0,0,0,0,-0.096470364023148,0,0,0,0,0.24500745638623,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129804746764007,-0.104937331565399,0,0,0,0,0,0,0.0321055042128846,0.0231913718048603,0,0.0848615952353411,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0581976812446663,0,0,0,0,0.0855285063202735,0,0,0,0.159456564874953,0,0,0,0,0.426271910594221,0,0,0,0,0,0,0,0.0600633002628257,0.0391952107619288,0,0,0,0,0.12264740784069,0,0,0.0050222581745735,0.21343012609494,0.138341572687365,0,0,0,0,0,0,0,0.0291864021050756,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984311976589909,0.20673049403666,0,0,0,0,0.288392607068986,0,-0.0163198739690312,0,0,0,0,0,0,0,0,0,-0.056272377121634,0.0841116775524668,0,0,0,0,0,0,0,0,0,0.216968399108381,0,0,0,0,0.0181176707881825,-0.0569650008986286,0,-0.10318581719636,0.00557730461203852,-0.0474267562861327,0,0,0,0,0,0
X000063.SZ,0,0,0,0.146766860232963,0,0,0,0,0,0,0.24406989935115,0,0,0,0,0.146628462737352,0,0,0,0,0.110440442026465,0.236371340233899,0,0,0,0,0,0,0,0,0,0,0,0,-0.101855178244543,0,0,0,0,0,0,0,0,0,0.113456868001793,0,0,0,0,0.272474460243391,0,0.0201671156326334,-0.0128715391380059,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0848504204915059,0,0,0,0,0,0,0.124936481136436,0,0,0,0,0.530403257436974,0,0,0,0,0,0,0,-0.0820506048102197,0,0,0,0.294319218823951,0,0,0,0,0,0,0,0.054639214582468,0.0821754572653374,0.0572303024522843,0,0,0,0,0,0,0,0.0126953605375281,0.0834761652256422,0,0,0,0,0,0
X600031.SH,0.00566699188317639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819228223013209,0,0.0979408391672008,0,0,0.0696809748853253,0.107325204739416,0,0,0,0.0823328621198222,0,0,0,0.092633485666263,0,0,0,0,0,0,0,0,0.170225370079006,0,0.222510007564357,0,0.0377171391740022,0,0,0,-0.0199634384060474,0,0,0,0,0,0,0
X000338.SZ,0,0.137575136227475,0.254895910092555,0,0,-0.0079333239744299,0,0,0,0,0,0,0,0,0,0,-0.0742707977772718,0,0,0.0307385937685818,0,0,0,0,0,0.0189206224662889,0.0674124006808582,0,0,0.105212376630342,-0.0125310139083536,0,0,0,0,0,0,0,0,0,0,0,0,0.104734472988578,0,0,0,0,0,0.137238927642675,0,0.0178137951188648,-0.00398005424342454,0,0,0,0,0,0
X000568.SZ,0,0.0767159759837484,0,0,0.654008254947692,0,0.0166378897310468,0,0.00447013303395743,0,0,0,0,0,0,0,0.144299329478299,0,0.0519481926652136,0,0,0,3.46944695195361e-18,0,0,0,0.081477776132097,0,0,0.116359228572887,0,0,0,-0.0520795910741622,0,0,0,0,0,0,0,0,0,0,0.0969144441759993,0,0,0,0,0,0.0498362039557058,-0.0187434804057876,0,0,0,0,0,0,0
