,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X300124.SZ,X000100.SZ,X601877.SH,X002508.SZ,X300136.SZ,X300003.SZ,X600271.SH,X002008.SZ,X600177.SH,X600089.SH,X002294.SZ,X002085.SZ,X600522.SH,X000157.SZ,X002007.SZ,X600118.SH,X600487.SH,X000981.SZ,X600809.SH,X600867.SH,X600699.SH,X600566.SH,X600372.SH,X002074.SZ,X000559.SZ,X300115.SZ,X600498.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0270941698493324,0,0,0,0.028218484112061,0,0,0,-0.00634705466347816,0,0,0,0,-0.0654985658200487,0,0,0,0,0,0,0,0,0,0,-0.0623458600023886,0,0,0.0995629666307081,0,0.0718370724784851,0,0,0,0,0.176920643950741,0,0.423891759013061,0,0,0,0,-0.0312871153943039,0,0.050111609487074,0,0,0,2.16840434497101e-19,-0.00272150013159057,0,0,0,0,0,0
X600104.SH,0,0,0,0.131710112254092,0,0,0,0.0128537693411945,0,0.0178956526935505,0,0.49845617619583,0,0.111902107512377,0,0,0,0,0,0,0,0,0,0,0,-0.0292519830638648,0,-0.155546345473427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02776167297264,-0.0132016559344871,0,0.0366580671247814,0.00089565887021299,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0261544501096742,0.0522162593947404,0,0,0,0,0,0,0.194577173401434,0,0.436002109536357,0,0,0,0,0,0,0,0,0,0.230562123759159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189135527681225,0,0,0,-0.220639326995035,0,0,0,0,0.00390774533944375,0.00225130133713776,0,0,0,0,0,0
X000651.SZ,0,0.0865718129542258,0,0,0.112775092890276,0.0559750774188772,0,0,0,0,0,0,0,0,0.191767776254552,0,0,0,0,0.0165613708562024,0,0.0258419358397696,0,0,0.122112818923952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155383369393525,0,0,0,0,0,-0.035759671667156,0,-0.0090071610327417,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00642532730725512,0,0,0,0,0,0.0401629669166459,0,0.0241980030009151,0.630131793698847,0,0.0391310832666144,0,0,0,0,0,0,0,0,0.0367633821770892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141174051031716,0,0,0,0,0,0,0,0,0.0890055323972396,0,0.00331232470043416,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0617917002284072,0,0,0,0,0,0,0,0,0,0.137907603544984,0,-0.00860985346082136,0,0,0,0.282112994483497,-0.0720312303091728,0,0,0,0,0,0,0,0.417102374242147,0,0,0.283968923169316,0,0.32246594800471,0,0,0,0,0,0,0,0,0,0,0.126323875552073,-0.00955622317012172,0,0,0,0,0,0,0.0222316272921278,0,0,0,0,0,0
X600276.SH,0,0,0.0673878181426263,0,0.0995877090172833,0,0,0,0,0,0,0.220624745905477,0,0,0,0,-0.179841660083794,0,0,0,0,0,0,0,0,0,0,-0.159762804037919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00398892804247548,0,0.00981039085614637,0.0160348463468084,0,0,0,0,0,0
X002304.SZ,0.336398182853968,0.119882745527847,0.0151191717729072,0,0.31455742674911,0,0,0,0,0.302689645798992,0,0.332156504542832,0,0,0,-0.285557141496686,0,0,0,0,0,0,0,0,0,0,0.410224286437409,0,0,0,0,0,0,0,0,-0.502223911367001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386149454204895,0.0225439625643709,0,0,0,-0.235242028402684,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.0375404249926736,0.222929612235297,0,0,0,0,0,0,0,0,0,0.13027689333454,0.140850944097333,0,0,0,0,0.0510774436937365,0,0,0,0,-0.0189028476077384,0,0,0,0,0,0.0634778208411094,0,0,0,0,0,0,0,0,0.154145363780805,0,0.140976024960968,0,-0.0142013542046929,-0.0117837159669941,0,0,0,0,0,0
X600690.SH,0,0.31080984606088,0,0.087449382826378,0,0,0,0.0406359969622336,0,0,0,0.288663973224111,0,0,0.177549913063097,0,0,0,0,0,0,-0.0419245866649393,0,0,0,0,-0.148999500501745,0,0,0,0,0.0485923533937165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252617097749735,0,-0.011021423257463,0,0.0216159508693453,0,0,0,0,0,0,0
