,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X000625.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X600089.SH,X600177.SH,X002508.SZ,X002008.SZ,X300136.SZ,X002085.SZ,X600487.SH,X300003.SZ,X000157.SZ,X600271.SH,X600809.SH,X600522.SH,X000050.SZ,X002294.SZ,X600118.SH,X002074.SZ,X600699.SH,X300115.SZ,X600867.SH,X000981.SZ,X000559.SZ,X600372.SH,X600566.SH,X000066.SZ,X002179.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0134170605759795,0.0162476431874112,0,0.0809378971012786,0.101869111281396,0,0,0,0.414246953020105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319106915649635,-0.039406049317026,0,0,0,0.0862544415805367,0,0,0,0,-0.0989776537592811,0,0,0,0,0,0,0,0,0,0,0,-0.00091606069803157,-0.00677478597213129,0,0,0,0,0,0
X600104.SH,0,0,-0.0229370649926786,0.206673011548286,0,0,-0.0860195421319607,0,0,0,0,0,0,0.138506804921479,0.436347287637825,0,0,0,0,0,0,0,0.0454107865503743,0,0,0,0,0,-0.062239530320162,0,0,0.174350111852704,0,0,0,0,-0.0188670015756184,0,0,0,0,-0.0779368532359758,0,0,-0.0241676298947621,0,0,-0.142449649390213,0,-0.0628312640180447,0,0.0267052751661069,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.218957929406215,0,0.0419900077172869,0,0,0,0,0.0647267958010389,0.195824028028232,0,0.129710020696078,0.149330888774315,0,0,0,0.0922352430262268,0.0587287252964644,0,0,0,0,0,0.192272397691059,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116560177270668,0,0,0,0,0,0,-0.086537682101691,0,0,0,-0.0017148435990036,0.0399750265635524,0,0,0,0,0,0
X000651.SZ,0,0.110307594649502,-4.33680868994202e-19,0,0.227117191864026,0,0.0482935678900586,0,0.0939095161462003,0.246245872239954,0,0,0.0381792796226274,0.0268509081131671,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0839408123785242,0,0,0,0,0,0,0,-0.028943090233215,-0.129097799248234,0,0,0,0,0,0,0,0,0,0,0.0588583369290275,0,0,0,0,-0.0087978266225639,-0.00339349436810825,0,0,0,0,0,0
X000858.SZ,0,0,0,0.190699531554418,0,0,-3.46944695195361e-18,0,0,0.0182644642581764,0,0.543812447089294,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0676395399775134,0,0,0,0,0,0.0509643263786192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00881621409960522,0.00704135481333234,0,0,0,-0.0141667669753232,0,0
X600276.SH,0,0.0626507085989755,0.064536313713616,0,0,0,0,0,-0.0575215875587991,0,0,0,0.0560097665712678,0,0,0,0,-0.00704199079270491,-0.0267185437875589,0,0,0,0,0,0,0,-0.0750468383592528,0,0,0,0,0.213067753865455,0,-0.0572424651737297,0,0,0,0,0,0,0,0,0,0,0,-0.044968576180582,0,-0.0251955870914234,0,0.153214705114997,-0.00555188150794325,0.0240892755493008,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0150673548979914,0,0,0,0,0,0.102748800875776,0,0,0,0,0,0,0,0,0,0,0.0454476896083863,-0.00838577437422039,0,0,0,0.257645763756401,0,0.0286130053707143,0,0,0.287039060536724,0,0,0,0.555679361925999,0,0,0.204420443507568,0,0,-0.126484764447728,0,0,0,0,0,0,0,0,0.165870406651546,0,0,-0.00339266501555277,0,0,0,0,0,0,0
X002304.SZ,0,0.0564738307212919,0,0,0.235423842351528,0,-0.0568221100492076,0,0,0,0,0.168535890708873,0,0,0.171405827880666,0,0,0,0.00312154308179095,0,0.053250526657593,0,0,0,0,0,0.00908825546756556,0,0.0101801218698307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22297016122063,0,0,0,0,0,0,0,0.012917312583003,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.241783101073749,0,0.113754417032929,0,0.0589828590841636,0,0,0.0951797954360909,0,0,0,0,0,0,0,0,0,0.0817384219603292,0,0,0.0908336924677267,0.0837347080497401,0,0,0,0,0,0,0,0,0,0,-0.0609333782095254,0,0.0865275493585192,0.11347889502872,0,0,0,0,0,-0.03486933318022,8.67361737988404e-19,0,0,0,-0.197000464143461,0,0
X600690.SH,0,0.104303447563743,0.037533459584948,0.274709972701326,0,0,0,0,0,0,0.0238535645491279,0,0.139152043345655,0.272842819208947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161400694555755,0,0.0622270884262068,0,0,0,0,0,0,0,0,0,-0.0447083271312609,0,-1.73472347597681e-18,0,0,0,0,0.0915713545987056,-0.0750278016497094,0,0,0,0.0276742558664016,-0.0105192420438419,0,0,0,0,0,0
