,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X600031.SH,X003816.SZ,X300014.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X000063.SZ,X600703.SH,X000596.SZ,X002179.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X000661.SZ,X000100.SZ,X300142.SZ,X600741.SH,X600702.SH,X600522.SH,X002180.SZ,X600884.SH,X000157.SZ,X002074.SZ,X000799.SZ,X000733.SZ,X002236.SZ,X600584.SH,X600779.SH,X002008.SZ,X600563.SH,X000977.SZ,X002414.SZ,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.30944568234387,0,0,0.0857721488148618,0.0489302300659981,0,0,0.0074942253596207,0,0,0,0,0,0,0,0,-0.0397188657965301,0,0,0,0,0,0.212605946197672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011890320071432,0,0.0814757487573999,0,0,0.0109979581811416,0,0,0,0,-0.0157657752887377,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.194327629817698,0.0508751414466224,0,0,0.00540400228381037,0,0,0,0,0,0,0,0,0,0,0.0133128252256042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124157447620691,0,0.0447174939472491,0,0,0,0.143176963885496,0,0,0,0,0.0123202741108207,0,0,0,0,0,0,-0.0383116100845157,0.044430772142488,0,0,0,0,0,0
X002415.SZ,0,0.134180209565181,0,0,0,0.110234341287593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196450975747053,-0.0472455771995224,0,0,0,0,-0.128370868093274,0,0,0,0,0,0,0.0402866156086224,0.0353589540998288,0,0,0,0,0,0,0.0772180498040594,0,0,0.116535541892359,0,0,0,0,0,0.0135839129351642,0,0,0,-0.00985929930323938,0,0
X600809.SH,0,0,0,0,0.343183096504944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054192512181279,0,-0.393978103986824,0,0,0,0,0.0157510258662977,0,0,0,0,0,0,0,0.110275953041066,0,0,0,0,0,0.0215927722873521,0,0,0,0.0333966800931644,0,0,0,0,0,0,0,0.0254890412792716,-0.0194491984752696,0,0,0,0,0,0
X000568.SZ,0.349004495740151,0.2000747643117,0,0.0431078731199634,0,0.00768338432674668,0,0,0,0,0,0,0,0,0.0398406162903513,0,0,0,0,0,0,0,0,0.195114422310066,0,0,0,0,0,0,0,0,0,0,-0.0157683577719171,5.78653579624603e-05,0,0,0,0,0,0,0,0,0.122632485563138,0,0,0,0,0,0,0.0808143809899853,0,0,0,0,0.106640113441915,0,0
X002475.SZ,0.0359617346909009,0,0,0,0,0,0,0,0,0,0,0,0.192232143042146,0,0.019292902304425,0,0,0,0,0.387677286324263,0,0,0.096341788650927,0,0,0,0,0,-0.0263156834630573,0,0,-0.00821991761997165,4.33680868994202e-19,0,0,0,0,-0.273438069071182,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.192524236686885,0,-0.0283733629479811,0.0335607147979916,0,0,0,0.0720614046686153,0,0
X600276.SH,0.16057819782451,0,0.0355841335121451,0,0,0,0,0,0.202615094926221,0,0,0,0,0,0,0,0,0,0,0,0.077598758165089,0.207010390894449,0.0169605986505314,0,0,0,0,0,-0.0346306978623492,0.0359805196757963,0,0.065371474390809,0,0,0,0.0381061469115757,0,0,-0.0265287642514271,0.00694496134987241,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478861726583633,0,0,0,-0.0671905186324255,0,0
X002304.SZ,0,0.018659579139089,0,0,0.0172642602498358,0,0,0,0,0,0.0316503165779786,0,0,0,0,0.00343332937481818,0,0.0554556828656429,0,0,0,0,0,0.237077253365818,0,0,0,0,0,0,0,0.045216119669464,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.146015391876957,0,0,0.0539160513844518,0,0.0250345520876012,0,0,-0.00382999033913469,0.0167555241666339,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.00102314107048141,0.116113349210474,0,0,0,0,0,0,0,0,0,0,0,0.0135620378822709,0.18155985849601,0.117195973985678,0,0,0,0,0,0.0237361184094839,0,0,0,0,0,0.0858350728747656,0.115253091503779,0,0,0,0,0.109210655801011,0,0,0,0.0625389393236357,0,0,0,0,0,0,0,-0.000910794846200614,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.00130462837894644,0,0.0242455588976024,0.0137101638337711,0,0,0,0,0,0,0,0,0,0,0,0.098136038100502,0,0,0,0,0,0.102560172082275,0,0,0,0.285380998234182,0,0,0,0,0,0,0,0,0,0.0189976290500948,0,0,0,0,0,0,0,0,0,0,-0.00635370167159628,0.0107091302716536,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.074257396936402,0,0,0.049711282900991,0,0,0,0,0,0.164249034913694,0,0.137934054187684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799268363144505,0.0399555298523587,0,-0.0354848671548077,-0.0458677396612663,0,-0.0913163947774536,0,0,-3.46944695195361e-18,0,0.017429469051804,0,0,0,0,0,0.0387429351674404,0.0233534728324319,0,0,0,-0.0108413570234093,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.00705290410198916,0,0.0145218397375331,0,0,0,0,0,0,0,0,0,0,0,0,0.0995688303331622,0,0,0,0.0184392537154122,0,0.232085470685706,0,0,0,0.154897042505523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389452060812872,0,0,0,-0.0397140004534719,0.0417136542178996,0,0,0,0.0253839773240378,0,0
X002371.SZ,0,0,0,0.0370136426345063,0.0334986804050999,0,0,0,0,0,0,0,0,0,0.332837683145885,0,0,0.104573799278478,0.144209852829959,0,0,0,0,0,0,0.146784082637093,0,0.367831113850064,0,0,-0.0547073175803715,0,0,0,-0.0366314622234771,0,0,0,0,0,0,0,0,0,0,0.236692085729323,0,0,0,0,0,0,-0.031816962898178,0,0,0,-0.0226185352402327,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.404107518339998,0,0,0,0,0,0,0,0.0200875549894469,0,0,0,0.0440744001938208,0,-0.265513946554805,0,0,0,0,-0.0763062592123032,0,0,0,0,0.0977004642006226,0,0,0.379659027579161,0,0,0,0.0319256421767511,0.429303207076565,0,0,-0.112801200046378,0.147930791819495,-0.155639254313349,-0.17728631199781,0,0,0,0,0
X002129.SZ,0.115060759992256,0,0,0,0,0,0,0,0,0,0,0,0.137689417604524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963274575380644,0,0,0,0,-0.0236264649874596,0,0.00903049795089189,0,0,-0.0983407290352621,1.73472347597681e-18,0.008254172182364,0,0,0,0.0591450008088176,0,0,0.0808830099346331,0,0,0,0,-0.0131462481714182,-0.0086630345051604,0,0,0,-0.0885861170638787,0,0
X600031.SH,0,0,0,0,0,0,0,-0.0885375708170789,0.146965839607194,0,0.134778815629543,0,0,0.0888482505202911,0,0,0,0,0,0,0.231968089436903,0,0,0,0,0,0,0.114894668581764,0,0,0,0,0,0,-0.0673919396703393,0,0,0.223238834621476,0,0,0,0,0,0,0,-0.0202741590550651,0,6.93889390390723e-18,0.0660101503854124,0,0,0.0520272169665825,-0.0399774246514488,0,0,0,0.0421755553883214,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129696064181675,0,0,0.0883534302633544,0,0,0.00721963986130035,0.0216774538217817,0,0,0,0,0,0,0,0,-0.0829042898056936,0,0,0,0,0,0,0,0.0147406058711284,0.130434603216276,0,0,0,0,0,-0.0156477685641986,-4.33680868994202e-19,0,0,0,-0.0345763779283329,0,0
X300014.SZ,0,0,0,0,0,0.0946186003120509,0,0,0,0,0,0,0.0338118348380231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277583162183201,0,0,0,0,0.0982616817677386,-0.0343239867521738,0,0,0.397672994038653,0,0,0,0,0.101901664157112,0,0.138494628654254,-0.157119134888455,0,0,0,0,0,-0.00957917722188313,0,0,0,0.0187648536325409,0,0
X002049.SZ,0,0,0,0.154525449105517,0,0.127185095551731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119315300743149,0,-0.0898795181021037,0,0,0,-0.0337233655007241,0,0,0,0,0,0,0,-0.216186215462422,0,0,0.060511185002105,0,0,0,0,0,0,0,0,0,0.000191535650975,-6.93889390390723e-18,-0.103953009530166,0,0,0,-0.150165930045437,0,0
X002241.SZ,0,0,0,-0.0107594354897208,0,0.659279681461041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616004992815174,0,0.168891110655383,0,0,0,0,0,0.301115008603625,0,0,0,0,-0.280468847699969,0,0,0,0,0,0,0.0787958793146422,0,0,0,0,0.0290842994567109,0,0,0,0,-0.008257490823209,0,0
X000338.SZ,0,0,0,0,0,0,0.223858446607132,0,0,0,0,0,0,0,-0.033695834903689,0.202162863990597,0.232066480131449,0,0,0,0,0,0.0280773455576812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885479151921254,0,0,0,0,0,0,0,0,0,0.0798717235577766,0.0467926996209567,0,0.190644670829034,-0.0175656738750221,0.0130147860645144,0,0,0,-0.0614113010341763,0,0
X000063.SZ,0,0,0,0,0.381715603170239,0,0.0525479892168844,0,0.234341075577395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204562571836434,0,0,0,0,0,0,0.0068991201668423,0,0,0,0,0.034707614024299,0.0632332284561724,0,0,0,0,0,0,0,0,0,0,0,0.1281620398416,0,0,0,0,0.00486445375048785,0,0,0,0.029684029201815,0,0
X600703.SH,0,0.0807200715721348,0,0,0,0,0,0,0,0,0,0,0.0143791130829058,0,0,0.089365721057644,0,0,0.191148774071596,0.187152991419351,0.344881661463573,0,0,0,0,0,0,0,0,0,0,0,0,-0.124395312696642,0,0.139148503185304,0,0,0,0,0,0,0.0338172345797502,0,0,0.0849817107903901,0,0,0.161597232258862,0,0,0.0347434162662892,0,0,0,0,4.33680868994202e-19,0,0
X000596.SZ,0,0.355531701799025,0,0,0.228983909753706,0,0,0,0.168349562016326,0,0,0,0,0,0.215099555590175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756748585107678,-0.0278490344310343,0,0.0562551626471377,0.0347712590206868,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,8.67361737988404e-19,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265927659313066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404466715584358,0,0.0420176743256849,0,0,0,-0.0208260979758226,0,-0.0227904843154531,0,0,-0.0315111846762282,0,0
