,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X000338.SZ,X600809.SH,X600690.SH,X600703.SH,X002371.SZ,X000596.SZ,X002007.SZ,X300003.SZ,X000100.SZ,X002241.SZ,X300142.SZ,X600183.SH,X600741.SH,X300124.SZ,X300014.SZ,X000977.SZ,X601877.SH,X000157.SZ,X002129.SZ,X002236.SZ,X000625.SZ,X600584.SH,X000800.SZ,X002049.SZ,X002463.SZ,X000066.SZ,X002414.SZ,X002456.SZ,X300136.SZ,X600118.SH,X600498.SH,X002179.SZ,X002185.SZ,X600522.SH,X600487.SH,X000021.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.181572502508218,0,0,0,0,0,0,0.0125340801251757,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.187747139481802,0,0,0,0.0171871750315088,0,0,0,0,0,0,0,0,0,0,0.0620248099934634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123864371271672,0,0,0.0052010178375738,0,0,0,0,0,0,0
X000858.SZ,0.137621861853068,0,0,0,0,0,0.0538371427188125,0,0.0056724834892196,0,0,0,0,0.383959868726618,0,0.266339773290566,0,0,0,0.0170859175027717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360954573628822,0,0,-0.0458614476319273,0,0.0083750233563156,0.0404277402691636,0,0,0,0,0,0
X600276.SH,0,0.118006879821032,0,0,0,0,0,0,0,0,0,0.191848553950395,0,0,0,0.0529702851275769,0,0,0,0,0.0206920456250031,0,0,0,0,0,0,0.089537870065683,0,0.0734159494049195,0,0,0,0,0,0,0,0,0,0.0831253078053031,0,0,0,0.00743231073529454,0,0,0,-0.0754547554059589,0,0,0,-0.0166651605776086,0,0,0,0,0,0,0
X000651.SZ,0,0.0571369997258956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141375714688052,0.476615687400258,0,0,0.00488197872895782,0,0,0,0,0,0,1.73472347597681e-18,0,0.0422920160690057,0,0.0102016241273913,0,0,0,0,0,0,0,0,0,0,-0.0545725023698523,0,0,0,0,0,0,0,0,0.0439147994301904,0.00938147590933862,0.0199279313182213,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0306210626224622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146240130718816,0,0.11599481318001,0,0,0,0,0,0.0165747458700365,0,0,0.0557537760096594,0,0,0,0,0,0,0.0271753038319059,0,0.0313447652820477,0,0,0,0,0.026824063457318,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0789685328169837,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.107254094784007,0,0,0.0796065302553392,0.107497822502901,0,0.178054981169238,0,0,0.0160202400306904,0,0,0,0.154939261201875,0,0,0,0,0.162764525889869,0,0,0,0,0,0.129909765625489,0,0,0,0,0,0,0,0.00467719931862648,-0.015939931950884,0,0,0,0,0,0
X600104.SH,0,0.0479132942872849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518206014015458,0,0.119762891611289,0,0,0,0,0.413803856146063,0,0,0.151919195196456,0,0.0250974396302295,0,0,0.0360675506742721,0,0,0,0,0,0,0,0,0,-0.0864722179379014,0,-0.0025886390245769,0,0,0,0,0.0172834240589699,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572378977138051,-0.0419912745619229,0,0,0,0,0.330338065014971,0,0,0,0,0,0,0,0,0.137456521983346,0,0,-0.0918274483659415,0,0,0,0,0.338624948030659,0,0.369441559258953,0,0,-0.229130792603197,0,0,0,0.0163250300270645,0.0274401481536968,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.100026507284519,0,0,0,0,0,0,0,0,0.297193051435156,0.0609187511030522,0,0,0,0,0,0,0,0,0,0.0455004227184288,0.0494317438633262,0,0,0,0,0.197698136456843,-0.0424710978921135,0,0.125254662686424,-0.0616761023781059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322839137404781,0,0,0,0,0,0
X002304.SZ,0,0.190880261838298,0,0,0,0.0984150954470052,0,0,0,0,0,0,0,0,0.190969256893004,0,0.114963322590185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401746109067074,-0.0272583330540193,0,0,0.0238483061231841,0,0,0,0,0.0279385395793653,0.0378206428602048,0,0,0,0,0,0,0.00165736330779318,-3.46944695195361e-18,0,0,0,0,0,0
