,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002241.SZ,X600271.SH,X600741.SH,X600066.SH,X000568.SZ,X600118.SH,X000100.SZ,X002292.SZ,X600031.SH,X002236.SZ,X002475.SZ,X002074.SZ,X000559.SZ,X600177.SH,X002506.SZ,X600372.SH,X300003.SZ,X300124.SZ,X000157.SZ,X000338.SZ,X002456.SZ,X002085.SZ,X000050.SZ,X002180.SZ,X002007.SZ,X002249.SZ,X002426.SZ,X600867.SH,X002294.SZ,X600089.SH,X000869.SZ,X002049.SZ,X002508.SZ,X600699.SH,X002465.SZ,X002179.SZ,X600522.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.477272101439151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0560289867956853,0,0,0,0,0,0,0,0,0,0.0707165688530308,0.0579630974986401,0.0579746291578338,0.0772351017753106,0,-0.0949374934269538,-0.0705277065538176,0,0,0,-0.0971462643555087,0,0,0,0,0,0,0,-0.0699621030128449,0.100897019389992,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0626864418825004,0,0,0.138521536279725,0,0,0,0.0227072419295332,0.00495059939628676,0,0,0,0,0,0,0,0,0.0738596407888392,0,0,0,-0.0037994327672834,0,0,0,0,0,0,0,0.056425425082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149558703298584,-0.007436809785997,-0.0133110039711754,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0663213622912041,0,0,0,0,0,0,0,0,0,0,0,0.13131549644017,0,0,0,0.125812615279188,0,0.0709692476195862,0,0,0,0,0.0159022583398417,0,0,0,0.0153092346935662,-0.0212843639918424,0,0.0146229458047255,0.000742298679594649,0.0815779267424322,0,0,0,0,0.0449163447705823,0,0,0,0,0.0392729182101803,0,0,0,0,0.02719312897393,0,0,0,0,0,0
X000858.SZ,0.0238099768438929,0,0,0,0.246974759445548,0,0,0,0,0.210978167665327,0,0,0.0443195927055678,0,0,0.0333484665633736,0,0,0,0,0,0,-0.00555762391690961,0,0,0.0793858592826183,0.0127062660009663,0,0,0,0,0,0,0,-0.0283816908821637,0,0,0.059768138474356,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.00362005185014156,0,0,-0.0121401180818328,0,0,0,0,0,0
X002304.SZ,0,0,0,0.589088156913504,0,0,0,0,0,0,0,0,-0.0158886182862502,0,0,0.401772138535355,0,0,0,0,0,0,0,0,0,0,0.0128134298224002,0,0,0,0,0,0,-0.00796824865873993,-0.00660889797333228,0,0,0,0,0,0,0,0,0,0,0,0,0.13308817579628,0,0,0.0322145049271771,-0.0170627589795122,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.00384984992521279,-0.0351487555860129,0,0,0,0.123276141414583,0,0,0,0,0,0,0,0.0772351204690589,0,0,0,0.143835074939748,0,-0.0822650395142467,0,0,0.0165087752625009,0,0,-0.0343545041974357,0,0,0,0,0,0,0,0.0208307423671511,0,0,0,0.0245614778318673,0,0,0,-0.00283904985292023,0,0.17813768503885,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0878595842655873,0,0,0,0,0,0,0.218370261527079,0.0621649100831723,0,0,0,0,0.176591861783872,0,0,-5.42101086242752e-20,0,0,0,0,0.0575414692824432,0,0.0137445217637766,0,0.0152339781828498,0,0,0,0,0,0,0,1.73472347597681e-18,0.00399759216642301,0.0513877161405706,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.220770464883049,0,0,0,0,0,0,0,0.196331259929697,0,0,0,0,0,0,0,0,0,0.129734516690897,0,-0.27062257740037,0,0.195523241146236,-0.054505179969161,0,-0.25645548166907,0,0,0,0,0.10402469318187,0,0.0190734795303087,0.0854098698779215,0.19109450096776,0,0,0,0,0.0869631951523069,0,0,0,0.00539065342753806,0.0912122540521839,-0.263032751557813,0,0.0386955999483812,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.309239762259692,0,0,0.242672817998907,0,0,0,0,0,0,0,0,0,0,0.0804052133301072,0.127301767169301,0,0.129720289424403,0,0,0.156401562565689,0,0,0,0,0,0,0,-0.0119350703789069,0,0.0536617925848694,0,0,0,0,0,0,0,0.0835162881762088,0,0,0,0,0,0,0,-0.117199910120405,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.186693118057285,0,0,0,0,0.0353512898370134,0,0,0,0,0,0,-0.0950786615118182,0,0,0,0,0.0389420309014773,0,0,0.0824286873940224,0,-0.0122488042245761,0,0,0,0,0,0,0,0.0436214466150081,0.0356099494552654,0.0356288965514858,0,0,0,0,0,0.0632978110599855,0,0.046164978029095,0,0,0.0992606166485115,0,0,0,0,0.0102080483252623,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0188312265847524,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117621315102671,0.0285476799505245,-0.0389857276539184,0,0,0,0.14551317243247,0,0,0,0,0,0.0757899952413937,0,0,0,0,0.178796733915947,0,-0.156090139050778,0,0,0,0,0,-0.0363794981930698,-0.0177051647026508,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.0310537117502979,0,0.134505214015398,0,0,0.19965785192773,0,0,0.0933615683915878,0,0.0602211032415761,0.0388106222121256,0.0186070633262404,0,0,0,0,0,0,0,0,0.0513170878734579,0,0,0.0231616278396723,0,0,0.187954174907035,0,0,0,0,0,0,0.0619608105267578,0,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338715451730855,0,0,0,0,0.0259412219962244,0.349644148419695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344281956020287,0.070932574354498,0,0,0,0,0,0,0,0.130504049033023,0,0,0,0,0,0.131145635785745,0,-0.050005449686175,6.93889390390723e-18,0.25473076006318,0,0,0,0,0
X600741.SH,0,0,0,0,0.07429690886661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140172568973651,0,0,0,0,0,0,0.331406500197621,0.0580185656150768,0,0.141924749741035,0.0688810256620584,0,0,0.0269627846416243,0,0,0,0.0769848934719792,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0440794007477853,0,0
