,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X002475.SZ,X600690.SH,X000338.SZ,X000568.SZ,X600031.SH,X600741.SH,X601877.SH,X600703.SH,X000596.SZ,X000100.SZ,X600271.SH,X000661.SZ,X002236.SZ,X600809.SH,X300003.SZ,X300124.SZ,X000625.SZ,X002008.SZ,X300142.SZ,X600487.SH,X002007.SZ,X000157.SZ,X002456.SZ,X600498.SH,X002506.SZ,X000977.SZ,X600066.SH,X600776.SH,X002241.SZ,X000050.SZ,X600522.SH,X600177.SH,X002179.SZ,X600867.SH,X600089.SH,X600566.SH,X002129.SZ,X002371.SZ,X002180.SZ,X300136.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.210476512380566,0,0,0,0.0298492159878933,0,0.0464536822468983,0,0,0,0,0,0,0,0,0,0.0710320413784387,0,0,0.00934623516621434,0,0.0836571401089171,0,0,0,0,0,0,0,0,0,0.0168551226677407,0,-0.0586813839522698,0.0277661615736801,0,0,0,0,0,0,-0.0295909772248571,0,0,0,-0.0173759933372922,-0.0199254752869007,0,0,0,0.0207922335908232,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.388433165434571,0.211117382496943,0,0,0,0,0,0,0,0,0,0,0.253090363852974,0,0,-0.0404023944554434,0.000956854266207549,0,0,0,0,0,0,0,0,0,0,0.0760448454965193,0,0,0,0,0,0,0,0,0,0,0,0.0564903547694682,0,-0.00613877430130165,0.0606313180323181,0,0,0,-0.00838143174185289,0,0
X000651.SZ,0,0,0,0.151037338014732,0,0.0735591599828261,0,0,0,0,0.165994385143122,0.0587054860422811,0,0.207000605764717,0.0101400005330866,0,0,0,0,0,0.0618559365719459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00791132959749255,0,-0.00959079673285747,0,0,0,-0.0408860100300987,0,0,0,-0.0112238877332488,0,0,0,0,-0.0187562577963346,0,0,0,0,-0.0521366887046107,0,0
X600104.SH,0,0,0.0662259760826433,0,0,0,0,0.0189189449594284,0,0,0,0.111622054416492,0.125754259745623,0,0.189314201543689,0,0,0,0,0,0,0,0,0,0,0.13588209197313,0,0,0,0,0,0,0,0,0.0766915358861228,0.0311442487212673,-0.0456547459027841,0,0,0,0,0,0,0,0,0,0.0349224544089966,0,0.0842098921874283,0,0,-0.0114298574919866,-0.0675857416715237,0,0,0,0.0106451348192914,0,0
X002415.SZ,0,0,0.0836010097145566,0,0,0,0,0.0478158443903238,0,0.0907177202138289,0,0,0,0.059602358706718,0.0286952119300038,0,0,0,0,0,0,0.226241843004317,0.00878760255416132,0,0,0,0.0391871406586545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198562516187453,0,0,0.00366136963126392,0,0,-0.0175289299080414,0,0,0,0,0,0,0
X600276.SH,0,0,0.22288696098789,0,0,0,0,0,0,-0.270256485381034,0,0,0,0,0,0,0.251396251909903,0,0,0,0.134941939680362,-0.0475905328421237,0,0.510620981623069,0,0,0,0,0,0,0,0,0,-0.0392473244386539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340577373776497,0.0181858611019161,0,0,0,0,0,0
X002304.SZ,0,0.0759613372285721,0.177468941932612,0,0,0,0,0,0,0.0758399112962121,0,0,0.100274894408142,0.00935860893554573,0,0,0,0.163105884357026,0,0,0,0,0.256674907256417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695024936928784,0,0,0,0,0,0,0,0,0.0190014125320455,-0.00711941938419586,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0298214199080441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849661579055935,0.049569174271201,0,0,0.165966344846115,0,0,0,0.484268677823894,0,3.46944695195361e-18,0,0.140639804215056,0,0,0,0,0,0.00105543865278835,0,0,0,0.0465764021038071,0,0,0,-0.101826871089945,-0.0210701966101923,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.263400890956474,0,0,0,0,0,0,0,0,0.172176434159235,0.0737048803439641,0,0,0,0,0,0,0,0,0,0,0,0.113893178229975,0,0,0,0.0409851534915319,0.0264659878666,0,0.057316663546842,0,0,0,0,0,0,0.157385363237117,0,0,0,0,0,-0.0307090002165988,0.0100736100249654,0,0,0,0.0596500542589498,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0244775683496994,0,0.0946202028864306,0,0,0.112492026839055,0,0,0,0,0,0,0,0,0.0563812393998191,0,0,0,0,0,0.0776790381758802,0,0,0,0,-0.0566383119361144,0.118117835580382,0.0126408345764829,0,0,0,0,0,0,0.0338536592081099,0,0,0.20414660436045,0,0,0.0340363317624183,0,0,0,0,-0.0286147495436107,0,0
