,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X600703.SH,X300142.SZ,X000100.SZ,X000157.SZ,X002236.SZ,X002007.SZ,X600271.SH,X300003.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X000625.SZ,X002506.SZ,X600487.SH,X600183.SH,X600498.SH,X600867.SH,X600177.SH,X000977.SZ,X002241.SZ,X300014.SZ,X002371.SZ,X000050.SZ,X600066.SH,X300146.SZ,X600522.SH,X000066.SZ,X600776.SH,X600118.SH,X600372.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0519435718042696,0,0,0,0,0,0.301240113875282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155310902436633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119155730041041,0,0,0,0,-0.0325163550280831,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0437015251321747,0.0643080724665684,0,0,0.287563573707206,0,0,0,0,0,0,0.260422757211742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16891563425598,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157323548255393,0,0,0,0,0.0415630611591306,0,0
X000651.SZ,0,0,0,0,0,0,0.351610200992523,0.0862528539102717,0,-0.129369456973538,0,0.335824547125035,0.159866756393553,0,0.189640936330128,0,0,0.12814991498094,0,0,-0.0400714539290254,0,0,0,0,-0.0120123096754278,0,0,0,0,0,0.0166518795611296,0,0,0,0,0,0,0,0,0,-0.0986436985082813,0,0,0,-0.00710055618619936,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0.0767439427852391,0,0,0.0359230805769945,0,0,0,0,0,0,0,0,0.208052788176818,0,0,0,0,0,0,0,0.0255011794295284,0,0.0529274767785089,0,0.0904396884606572,0,0,0,0.246365761637688,-0.0137008319412161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236954519684117,0,0,0,0,0,0.0067101964311268,0,0,0,0,0.00251157378563326,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0652268733147842,0.170933119994439,0,0,0,0,0.0707150769345163,0,0,0.315552679195676,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0341737746318948,0,0.0720167972439883,0,0,0,0,0,-0.0107425051927907,0,0,0,0,0,0,0,0,0,0.00479880388634634,0.00071914928834234,0,0,0,0,0,0
X002415.SZ,0,-0.0378026761165377,0,0,0,0,0,0,0,0,0,0,0.377061763257447,0,0,0,0,0,0,-0.103959682418738,-0.00667142486837017,0,0,0.576979842615946,0,0,0,0,0,-0.0676862807313005,0.0581027030507084,0,0.118153784905132,0,0,0,0,-0.112050690839628,0,0,0,0,0,0.0328850640007906,0,0,0,0,0,0,0,0.00922317713814244,0,0,0,0,0.0275355969466446,0,0
X002304.SZ,0,0.266124922380245,0.223030196751454,0,0,0,0,0,0,0,0,0,0,0,0,0.108716296810628,0.0486924560944866,0,0,0,0,0,0,0,0,0,0,0.0065587394225482,0,0,0,0,0.0725659365271591,-0.0339412930412267,0,0,0,0,0,0,0.0460240512472501,0,0,0,0,0,-0.0416513775276927,0,0,0,0,0,-0.00381851609469811,0,0,0,0.0551357723477318,0,0
X000063.SZ,0,-2.77555756156289e-17,0.163943656673445,0,0,0,0,0,0,0,0,0,0,0,0,0.145085297531664,0,0,0,0.0266167764034151,0,0,0,0,0,0,0,0,0,0,0,0.210425381394705,0,0.392762863502115,0,0,0,-0.0338017235076499,0,0.122810851526093,0,0,-0.0423411615822143,0,0,0,0.230962333419565,0,0,0,0,0.0165141381208532,-0.000911951602367616,0,0,0,-0.00816900970992321,0,0
X000725.SZ,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,1.73472347597681e-18,0.0770506937061866,0.0312959213870169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681528738670122,0,0,0,0,0,0.000499975655681376,0,0,0.363139209841896,0.0915105617382782,0,0,0.14483656996444,0,0,0,0,0,-0.0110403842250871,0,0,0,0,0.00267662114079124,0,0
X000568.SZ,0,0.212405257071545,0,0,0,0.00152341610182222,0,0,0,0,0,0,0,0,0,0.00823907765501809,0.24598922939142,0,0,0.0505727129427353,0,0,0,0.0166470285426141,0,0,0,0,0,0,0.137528323082761,0,0,0,0,0,0,0,0.121787263453069,0.0581354294557303,0,0,0,0,0,0,0,0,0,0,0,-0.0113432245427086,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0229354321175082,0,0.175966611560375,0,0,0,0,0,0.0390806012782274,0,0,0.0973855422108138,0,0,0.082840308524365,0,0,0.0662662025091401,0,0,0,0,0,0,0.191722662097197,0.035191821001396,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.000330895155604264,-0.0197062652022313,0,0,0.0465519421622158,0,0,0,0,0,0,0,0,0.0160895417772168,0,0,0,0.034810849761451,0,0
X600031.SH,0,0,0.313434733791132,0,0.046603943318102,0,0,0,0,0,0,0,0,0.143348162101923,0,0,0,0,0,0,0,0,0.186412155840524,0,0,0,0,0,0.0229030058058221,0,0.182730365698175,-0.0589292706379146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289651152518351,0.071500065511125,0,0,0,0.0797235240354668,0,0
X002475.SZ,0,0,0,0,0,0.243857746057712,0,0.262214203629078,0,0,0,0,0,0,0.0822215206883158,0,0,0,0,0.20042244051068,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0740288101327875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151499911002701,0,0,0,0,0,0,0,-0.0183137579251528,0,0,0,0,-0.0331488441916251,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.116074586721688,0,0,0,0,0,0,0,0,0.0221451567554782,0,0,0,0,0,0,0,0,0,0,-0.0379818564940461,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.585544386611734,0,0,0,0,0,0,0,0,-0.0457570149648961,0,0,0,0,0.00972545270289898,0,0
X600741.SH,0,0,0.3019800638851,0.264203957154302,0,0,0,0.156443376187826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473879541944739,0,0,0.0411781638192012,0.0580446284618365,0,0,0,0,0,0,0.103144468105025,0,0,0,0,0,0,0,0,0,0,0,0.0315783027133771,0,0,0,0,0.0779742944899509,0,0
X000596.SZ,0,0.124022436665248,0,0,0,0,0,0,0,0.42794981356321,0,-0.124090697055995,0,0,0,0,0.258824042374394,0.299334021597567,0,0,0.046783535106877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970885523378028,0.0692854595522624,-0.102558230952791,0,0,0.0853944519371318,0,0,-0.0275027304029951,0,0,0,0,0,-0.097298117953354,0,0,0,0,0,0
X600809.SH,0,0.307967043143252,0,0,0,0,0,0,0.0865022767048647,0,0,0,0,0,0,0.247019423156785,0,0,0,0.00222288502854768,0.0973464701546992,0,0,0,0,0,0,0,0,0,0.0408853018431675,0,0,0,0,0,0,0,0,0,0,0,0.0540861745529771,0,0,0.0318402074799944,0.0100558118334875,0.0298686851045836,0,0,0,-0.0262081125802161,0,0,0,0,0.0142366896008106,0,0
X000661.SZ,0.137332762918848,0,0.0325339170405387,0,0.192247874108151,0,0,0,0,0,0,0.0882403218421456,0,0,0,0.184142011193404,0,0,0,0,0,0,0,0,0.238655497541245,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0376658720375996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443193704714441,0,0
X601877.SH,0,0,0,0.0545213300897048,0.187722156774542,0,0,0,0,0,0,0,0.0277099737392604,0,0,-0.160356326584841,0,0,0,0,0.0208202703623951,0,0,0,0.0523678373064465,0,0,0,0,-0.057244292732354,0,0,0,0,0,0,0,0,0,0,0,0.155829867317377,0.171764532038119,-0.0768175989107092,0.0521595914580377,0,0,0,0,0,0,-1.0842021724855e-19,-0.0156206868912569,0,0.0561284991202941,0,0.0305172370806484,0,0
