,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X000625.SZ,X002241.SZ,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X600809.SH,X300124.SZ,X601877.SH,X000100.SZ,X002008.SZ,X002085.SZ,X600487.SH,X002508.SZ,X300136.SZ,X300003.SZ,X600522.SH,X600089.SH,X600177.SH,X600271.SH,X000157.SZ,X600867.SH,X600118.SH,X600699.SH,X000559.SZ,X002294.SZ,X300115.SZ,X000050.SZ,X000981.SZ,X600498.SH,X002074.SZ,X600566.SH,X600372.SH,X000596.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0201503860617753,0.0538478861828161,0,0.018213762398403,0,0,0,0,0,0.242099555338182,0,0,0,0,0,0,0,0,0,0,0.050549496149012,0,0,0,0,0,0.0640544156623945,0,0,0,0,0,0,0,0,0,0,0,0.0108429653442982,0,0,0,0,-0.0665452606019009,0,0,0.0693057001462193,0,0,0.00819139065594804,-0.011199994370824,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.128379194550648,0,0.00745415821403813,0,0,0,0.347318997545166,0.0285362165205059,0,0,-0.00533034114607132,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147558280531664,0,0,0,0,0,0,0,-0.137542698686807,0,0,0,0,0,0,0,0.0870641863736416,0.078199055210049,0,-0.0125181308022044,0.0303726936123855,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0233775822823684,0,0.0833372610111,-6.93889390390723e-18,0.229377378197321,0,0,0.0593860994951255,0,0,-0.0266635518644144,0,0,0.0805647584245014,0,0,0,0,0.0625259999054014,0,0.0438039709169318,-5.42101086242752e-20,0.0894287107865988,0.0358251244702502,0,0,0,0,0,0,0,0,0,0.0458395121454883,0,0,0,0.027688338383641,0.0566818827577065,0,0,0,0,0.023565691435779,0.00171831354376018,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.105595033486761,0,0,0.0115009568045421,0,0,0.2621062370717,0,0.0738568803657487,0,0,0.0209364006445709,0,-0.0345552769378862,0.079601597301374,0,0,0,0,0,0,-0.0142529160242243,0,0,0.181523371184237,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210966422073559,0,0,0,0,0,0,0,0,0.00698202745941402,0.00801977612770739,0,0,0,0,0,0
X000858.SZ,0,0,0,0.180429712070126,0,0,0,0,0,0,0,0.361415012881405,0.0272393312809829,0,0,0,0,0,0,0,0,0.162784218333133,0,0,0,-0.0398680585404172,0.0242813155169056,0,0.0387646626525198,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.00490115180146721,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0895949361175068,0,0,0,0,-0.131392869691301,0,0,0.181373449447072,0,0,0,0,0,0,0,0,0,0,0,-0.0547019847958996,0,0,0,0,0,0,0.0500097285099028,0,0,0,0,0,0,0,0,-0.0451134740371296,0.17004680609948,0.0124595092621711,0.0897835439572249,0,0.17117151703369,0,0,0,0.0143857767744834,0,0,0,-0.00485032028307368,0,0,0,0,0,0
X000725.SZ,0,0,0.129146277089048,0,0,0,0,-0.0227955155939562,-8.67361737988404e-19,0,0,0.0167968168927945,0,0,0,0.065909231191409,0,0.147709855094782,0,-0.0102985051373307,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.22101066800836,0,0,0,0,0.167525576389987,0.0233092054531434,0,0,0,0,-0.0155091924746812,-0.012111534604172,0.00945498472842887,-0.150158546077244,0,0,0,0,0
X002304.SZ,0,0,0,0,0.260470195743723,0,0,0,0,0.00911198482800633,0,0.0294036983071491,0,0,0,0.15020524082807,-0.103454918073944,0,0.107578048089718,0,0,0,0,0,-3.46944695195361e-18,-0.116164205555528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156092358897691,0,0,0,0,0,0,0.0949432861379539,0,0,-0.0105256247380907,0.00103690537715088,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0800511887015062,0.200781347600474,0,0.209247066659174,0,0,0.204858268031107,0,0,0,0,0,0.0341117859840346,0,0.0911494914946626,0,0,0.0554456334378504,0.187262835356703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399726839658607,0.100843029881378,0,0,0.00226828794458211,0.0178072647757684,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.231769557534399,0,0,0,0,0,0,0.0470017749440957,0.140860959297366,0.084650495444771,0,0,0.0405484154929661,0,0,0.198670155847128,0,0,0,-6.93889390390723e-18,0,0,0,-0.208711731999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243343043675025,0.09516906301531,-0.0536658615284812,0,0,0,0,0,0
