,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X000100.SZ,X600703.SH,X002236.SZ,X600089.SH,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X601877.SH,X601799.SH,X000977.SZ,X000800.SZ,X002007.SZ,X002074.SZ,X600183.SH,X002028.SZ,X002463.SZ,X600702.SH,X300142.SZ,X002456.SZ,X000066.SZ,X002223.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.188624911950555,0,0,0.269976520449949,0,0,0.0779453598208463,0,0,0.0516540521499758,0,0,0,0,0,0,0,0,0,0,0,0,0.0336811944749984,0,0,0,0,-0.0452502768132958,0,0,0,0,0,0,0,0.185780616293125,0,0,0,0,0,0.206438820817071,0,0,0.0442794700205515,0.00444737756326055,0,0,-0.058414377498994,0,0.0124281733257559,0.0523317215946234,0,0,0,0,0,0
X000858.SZ,0.101812462182476,0,0,0,0,0,-0.0744438338520245,0,0,0,0,0,0,0,0.140463723335318,-0.0381783969402477,0.248502929735563,0,0,0,0,0,0,0,0,0,0,0,-0.10294437223465,0,0,0,0,0,0,0,-0.127303120887865,0.0802098739722931,0,0,0,0,0.0566300413356331,0,0.128627804759992,0.126376173370481,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.124815632331512,0.0127390684925605,-0.188376526965013,0.0023055362187853,0,0,0,0,0,0,0,0,0,0,0.0524899449443703,0,0,0,0,0.101914637578455,0,0,0.202163185308983,0,0,0,0,0,0,0,0,0,0,0,0.0549467836708419,0,0,0,0,0,0,0.103044341706144,0,0.0573802358417185,0,0,0,0,-0.0103277031318663,0,0,0,0,0,0,0
X000568.SZ,0.377108340305,0,0,0,0.331818042177573,0.0408155884955971,0,0,0.0813407561805208,0,0,0,0,0,0.0004184233448231,0.0426106803697946,0.207646648604117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422711952771679,3.46944695195361e-18,0,0.0044034754937854,0,0,0,0,0.00876628132464288,0.0150064050633443,0,0,0,0,0,0
X600809.SH,0.0254122078969914,0,0,0.74510479520435,0,0,0,0,0,0,0,0.0563277648552215,0,0,0,0,0,0,0,0,0,0.00041173643500343,0,0,0,0.152835130832402,0,0,0,0.0381374848800947,0,0,0,0,-0.147540366367964,0,0,-0.0984637657104064,0,0,0,-0.0342632390891627,0,0,0.0821314580192909,0,-0.0388575818047952,0,0,0.0589831453844272,0,0.0215484533976111,-0.053138451203956,0.096398851023703,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.069907663810133,0,0,0,0,0,0,0,-0.215879682925118,0,0,-0.251396401800605,0,0,0,0,0.101958813920436,0,0,-0.402864944537857,0,0,-0.0543158632300717,0,0,0,0.686443206754717,0.0455418578630932,0,0,0,0.0169896231121545,0,0,0,0,0,0.183136540281886,0,0.000966293372206987,0,0,0,0,0,-0.0176723211280432,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.287386866310019,0,0,0,0,0,0,0,0,0,0,0.161610764811618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118487839383899,0,0,0.0227624859410452,0,0,-0.016339705790973,0,0,0,-0.088757837572567,0.0617338901939397,0.276633499206981,0,0.104608385407775,0,0.159838352916883,0,0.0745738834646728,0,-0.130723677013063,0.139671542732785,0.130852962678223,0,0,0,0,0
X600690.SH,0.0541751945200818,0,0.0391317061443524,0,0.00106674383957093,0,0,0,0,0,0,0.0346821548399918,0,0,0.038893553712336,0,0,0,0.202822366189278,0,0,0,0,0,0,0,0,0,0,0,0,0.0556881292176972,0,0,0,0,0,0,0,0,0.050918291773393,0,0,0.0330538838158509,1.73472347597681e-18,0,0,0,-0.0107703892622891,0,0,0,0.00864453104904402,0,0,0,0,0,0
X000651.SZ,0,0.125016524504535,-0.0129982061443633,0,-0.00364197493989683,0,0.146865032184643,0,0,0,0,0.176147175661635,0,0,0,0,0,0,0.169914017275993,0,0,0,0.00701477534994045,0,1.73472347597681e-18,-0.122087205467235,0,0,0,0,0,0.171289201547856,0,0,0.0265123690754154,0,0,0,0,0,0,0,0,0,-0.0839617112864846,0.150844511040505,-0.0389553177799466,0,0,0,0,0,-0.0290409771147198,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.118782048398679,0,0.0151441059672517,0.0221458335808465,0,0,0.0548994977375217,0,0,0,0.273230452789382,0.0389520425158901,0.0746270730792447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593629414568792,0.103146049680085,0,-0.138265890789022,0,0,0,-0.0263417020773093,0.00455378483343387,0,0,0,0,0,0,0
