,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X600031.SH,X300124.SZ,X300014.SZ,X002129.SZ,X003816.SZ,X002241.SZ,X002049.SZ,X000338.SZ,X000063.SZ,X600703.SH,X000596.SZ,X002179.SZ,X300142.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X000100.SZ,X000661.SZ,X600741.SH,X002180.SZ,X002074.SZ,X600884.SH,X000157.SZ,X000733.SZ,X600522.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600563.SH,X000977.SZ,X002414.SZ,X002008.SZ,X002007.SZ,X600779.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.374965261329425,0,0,0,0,0,0.123286168109693,0.0760738892715094,0,0,0,0,0,0,-0.0389327377789365,0,0,0,0.00211545570604141,0,0,0,0.0977605265758798,0,0,0,0,0,0,0,-0.0382981303822051,0,0,0,0,0,0,0,0,0,0,0,0,0.0043456754555745,0,0,0,0.089838586436694,-0.0087303637036326,0,0,-0.00757718324652751,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.194849614845631,0,0,0.215683998716665,0.106325560070288,0,0,0,0,0,0,0,0,0,0,0,0,0.0381909197759114,0,0.0328844410798247,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0740662451923238,0,0,0,0,0.0641684369884703,0,0,0,0,0.040799098075443,0,0,0,0,0,0,-0.00437653644744901,0.00942521399937618,0,0,0,0.00718220788985387,0,0
X002415.SZ,0,0,0,0.0494966825085853,0,0.0317037969006953,0,0,0.0794582217845164,0,0,0,0,0,0.0261141177216676,0.103995959172771,0,0,0,0,0,0,0,0,0,-0.0171005264024996,0,0,0,0,0,0,0.0525802027400902,0.0625534260729607,0,0,0,0,0,-3.46944695195361e-18,0,0.0109377940306472,0,0,0.250222064172267,0,0,0,0,0,0,0,0.00656154096541383,0,0,0,0,0,0
X600809.SH,0,0.0979834505786193,0.114782603156333,0,0.516608089398348,0,0,0,0,0,0,0,0.123335312684988,0,0,0,0,0,0,0.0402914507573654,0,0,0,0.0206497022286603,0,0,0,0,0,-0.0480057304544433,0,0,0,0,0,0,0,0,0,0.104593046568698,0,0.0720943278227221,0,-0.139359869178885,0,0,0,-0.0999761218387648,0,0,0,0.0112036027717338,0,0,0,0,3.46944695195361e-18,0,0
X000568.SZ,0.242867692228933,0.205909372496486,0,0.0352733782284824,0,0,0,0,0,0,0,0,0.0568317374644797,0,0,0,0,0,0.0436564109326293,0,0,0.0166103888496053,0,0.177179036089177,0,0.00737149793870682,0,0,0,0,0,0,0,0.0512604346399001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188256698522506,0.0403337111060678,0,0,0,0.0235095303711449,0,0
X002475.SZ,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.290765291907751,0,0,0.110830156147366,0.0386257056523055,0,0.324055590047102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653133514203519,0,0.0330293015454385,0,0,0,0,0,0,0,0,0,0,-0.101982786626632,0,-0.0266523533208934,0,0,0,0,0.0307419373102312,0,0
X600276.SH,0,0,0,0,0.0758885569403884,0,0,0.347375260622901,0,0,0,0,0,0,0,0,0,0,0,0,0.0453698759199611,0.199760071672309,0,0,0,0.0292475128558776,0,0,0,0,0,0.0103445464095721,0,0,0,0,0,0,0,0,0,0.0241719927508062,0,0,0,0,0,0,0,-0.0551458426202557,0,0.0215430453798941,-0.0401866404087838,0,0,0,-0.0205475721016321,0,0
X600690.SH,0.00192693638578281,0.118578802812657,0,0,0,0,0.0965771723078625,0,0,0,0,0,0,0,0,0,0,0,0.0234399079387212,0,0,-8.67361737988404e-19,0,0.229502369399778,0,0,0,0,0,0,0,0,0,0.0131045425220862,0,0.0471662616831725,0,0,0.0673933381586316,0.0190956618697934,0,0,0,0,0,0,0.13570905546862,0,0.0414451060118283,0,0,0,-0.0103225353003832,0,0,0,0,0,0
X002304.SZ,0.0767581450508734,0,0,0,0,0,0,0,0,0,0,0,-0.0521653707456726,0,0.232182666135222,0,0,0,0,0,0,0,0,0.274400277709693,-0.0236333654244488,0,0,0,0,0,0,0,0.211493224321623,0,0,0,0,0,0,0.162076430060008,0,0,0,0,0.145667413728584,0,0,0,0,0,0,-0.00248238196407756,0,0,0,0,1.73472347597681e-18,0,0
X600104.SH,0.0329887352048732,0,0,0,0,0,0,0,0.0245290846021991,0,0.0567589557848993,0.107641362393372,0,0,0,0,0,0.165546607765762,0,0,0.0407137181077538,0,0,0,0,0,0,0.113332247810248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048259815227823,0,0,0,0,0,0,0,-0.0071996502109917,0.00933614717315399,0,0,0,0.00348135899716982,0,0
X000651.SZ,0,0,0,0,0.0600436776964721,0,0,0,0.0131866495432267,0,0,0,0,0.191143788706749,0.0447598449989671,0,0,0.00325302120359204,0,0,0,0.0389665908894076,0,0.09405522193989,0,0,-0.0418877039005017,0,2.16840434497101e-19,0,0.304160649129295,0,0,0,0,0,0,0,0,-0.0793026681722381,0.0386845002521671,0,0,0,0,0.0199912961071202,0,0,0,0,0,0,-0.0177029650515305,0,0,0,-0.0168714978309018,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.00604696309474417,0,0,0,-0.0500309397645812,0,0,0,0,0.0101639237931882,0,0,0.166663366284693,0,0,0.00115506675974915,0,0,0,0.213226311777532,0,0,0.320779757409442,0,0,0,0,0,0,0,0,0,0,-0.00411016173227682,0,0,0,0,0,0,0,0,0.0197319491412271,-0.0374487351208755,0.0387565876538678,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131219512785643,0,0,0,0,0.102954074698355,0,0.393011011396119,0,0.501117690915089,0,0,0,0,0,0,0,0,0,0,0,0,0.0574476345738213,0,0.0538362318357233,0,0,0,0,0,0,0.184084338371012,-0.0308314634921844,0,0,-0.279560180390287,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.112740387874112,0,0,0,0,0.113801986536466,0,0.148198357408098,0,0,0,0,0,0.326075106570468,-4.33680868994202e-19,0,0,-0.0356530162602057,0,0,0,0,0,0,0.100422892228645,0,0,0,0,0,0,-0.0109706454248469,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0301326867909748,0,0,0,0.0167056436771366,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.0388920945716098,0,0.17239622438418,0.425014803167465,0,0,0,0,0,0,0,0.0018133103924274,0,0,0,0,0,0,0,0,0,-0.19576453517221,0,0,-0.0039085556059375,0,0,0,-0.124419509745089,0,0,0.269350069032811,0.243117274436146,0,0.116207072741688,0.375695686645279,0,0,0,0,-0.256264651837297,0.0297193300463549,-0.0504730330254233,0,0,0,-0.0396773370191926,0,0
X300014.SZ,0,0,0,0.10679547005032,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0820640350148246,0,0,0,0,0,0,0,0,0,0,0,0,0.185497020185544,0,0,0,0,0.131509687300398,0,0,0.393178422623166,0.0633496218172475,0,0,0,0.0987837860551524,0,0.0840055853192424,0,0,-0.116005901448756,0,0,0,0,0.0804986145893275,0,0,-0.0257323919337294,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264489946264387,0,0,0,0.0467796690777423,0,0.0188307841965117,0,0,0.152684816322505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265401524673488,0.159915525486238,0,0,0,0,0.00518991040520856,0.121889270299287,0,0.00290275228663791,0,0,0,-0.044393408750895,0,0
X003816.SZ,0.192568230521608,0,0,0,0,0,0,0,0.0477794893038734,0,0,0.191048296014846,0,0,0,0,0,0,0,0,0.0579129586637335,0.0607624784529534,0,0,0,0,0,0,0,0.140486403544096,0.0706144950204961,-0.0911217302560809,0.170866920799114,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0569934832743933,0,0,0,0,0.00310171564416751,0,1.73472347597681e-18,0.00947969521671911,0,0,0,-0.0025516900195284,0,0
X002241.SZ,0.0432119384160314,0,0,0,0,0.60675776317734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105659247309982,-0.018125999515317,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0769518327886919,0.181130274242183,0,0.152455625957863,0,0,0,0,0,0,0,0,0,0.0206823255590735,0,0
X002049.SZ,0,0,0,0,0,0.0653322970204369,0,0,0,0,0,0,0.00171566918742715,0,0,0,0.0623477921535094,-0.114562697307951,0,0,0,0,0,0,0.542811646530995,0,-0.164784338474693,0,0.263732705873017,0,0,-0.198241241796544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280016358452697,0,-0.0135640688204546,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.202628574014326,0,0,0,0,0,0,0,0,0,0,0.172418788877274,0,0,0,0.0650200424269047,0,0,0,0.00440752673004697,0,0,0,0,0,0,0,0,0,0,0.0971708022572238,0,0,0,0,0,0,0,0,0.0592855535666758,0.0315963507397359,0.0538346157172354,0,0,0.232318371935945,0,0.00486139535268333,0,0,0,-0.0279207467902574,0,0
X000063.SZ,0,0,0,0,0.105410233353563,0,0.0039348112424965,0.393828704803321,0,0,0,0,0.0725286843029179,0,0,0,0,0,0,-0.00462298116474294,0,0,0.1533001215936,0,0,0.181227372076749,0,0,0,0,0.0703725924478461,0,0,0.0402509691711948,0,0,0,0,0,0,0,0,0,0,0.156609654884819,0.0722073934068529,0,0,0,-0.0567866116995471,0,0,0.0200183068640746,0,0,0,0.0199270350439699,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096482398407132,0,0,0,0,0.134872701214,0,0,0.182655505674692,0,0,0,0.10741870645484,0.151243243692545,0,0,0,0,0.0678538102040563,0,0.0616507560164326,0.0216150088770065,0,0,0,0.077913578429047,0,0,0,0,0.0319401130243905,0,0,0,0.0102964992953372,0,0.0544037890741964,0,0.00187892428076092,0,0,0,0,0,0,0
X000596.SZ,0,0.312775181789104,0,0,0.204470990593446,0,0,0,0.249444181908024,0,0,0,-0.027861890638863,0,0,0,0.212256597782721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0906358741167183,0,0,-0.024987818004955,0.0512890593881529,0,0,0,0,0,0,0,0,0,0,0,-0.0225580615388534,0,0,0,0,-0.064323264112557,0,0
X002179.SZ,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0414744937375562,0,0,-0.26480376909659,3.46944695195361e-18,0,0,0.166152097951928,0,0,0,-0.0220141237678722,0,-0.0307892979298832,0.230121413237735,0,0,0,0,0,0,0,0,0.0587484873790416,0,0,0,0.123747633498699,0,0,0,0.15731868640785,0,0,0,0.103443211918362,0,0.168994070888311,0,-0.00621289194586624,0,0,0,0,0.0281156087122494,0,0
X300142.SZ,0,0,0,0,0,0,0.254183883981007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219595660508301,0,0,0,0,0,-0.403389285789262,0,0,0,0.130739173675448,0,0,0,0.00871157941237369,0,0,0,0.420245399775666,-1.38777878078145e-17,0.152640250082272,0,0.0161162685720645,0,0,0,0,0.0574449135853896,0,0
X601877.SH,0,0,0,0.0697150458153921,0,0,0,0,0,0,0,0,0.00516970895315074,0,0,0,0,0,0,0,0,0.134531428682501,-0.158040725509963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131404070980248,0.121165945664554,0.0887464288964272,0,0.0594202725547378,0,0.294772003853767,0,0,0,-0.245662284234916,0,0,0,0.0653889293114178,-0.066762663384973,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.402679036568776,0,0,0,0.0488127301756278,0,0,0,0,0.0500918491132224,0,0,0,0,0,0,0,0,0,0.0617955643506777,0,0.259653507992195,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0449949539573153,0,0,0,0.0411734197069121,0,-0.0537633158119067,0.019678756751137,0,0,0,-0.104457516575698,0,0
