,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600031.SH,X000568.SZ,X000725.SZ,X600104.SH,X300014.SZ,X300124.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X600703.SH,X000063.SZ,X002129.SZ,X002241.SZ,X002049.SZ,X003816.SZ,X300142.SZ,X000661.SZ,X601877.SH,X002179.SZ,X000100.SZ,X000596.SZ,X600460.SH,X000157.SZ,X002074.SZ,X002414.SZ,X600741.SH,X002007.SZ,X600702.SH,X002236.SZ,X600584.SH,X600089.SH,X000799.SZ,X600183.SH,X600779.SH,X601799.SH,X000800.SZ,X000733.SZ,X600884.SH,X300146.SZ,X000066.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.182976133013683,0,0.0467923481514903,0,0,0,0.0559117244856412,0,0.055761545323368,0.0881097842915029,0,0,0,0.0387927981001861,0,0,0,0,0,0.0925579077048347,0,0,0,0,0,0,0,0,0,-0.0532683886662202,0,0,0,0,0,0.0330314840580067,0,0,0,0,0,0,0,0,0,0,0.0559325189152481,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0741262422086266,0,0,0,0.0839516537164578,0.151398906425456,0.277172886305558,0,0,0,0,0,0,0,0,0,0.0348475710581979,0,0,0,0,0.0262054231884305,0,0,0,0,0,0,0,-0.107085048368004,0,0,0,0,-0.18740794120029,0,0,0,0.19482160066061,0.0145324589368015,0,0,0,0.140408118373735,0,0,0,0.0264268359500116,0,0,0,0,0,0,0
X002415.SZ,0,0.0449503949286446,0,0,0.0581098008390382,0,0.0974952805543537,0,0,0.114730288116275,0,0,0,0.122742032480286,0,0,0,0,0.0852969728217222,0,0.0203253586995098,0,0,0,0.0421142107108161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290001945814506,0,0.0539403659739293,0.0565639166837314,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.158062540786558,0,0.0762459225330189,0,0,-0.0538086890139579,0.0612324406411315,0,-0.114914393625791,0,0,0,0,0,0,0,0,0,0,0,0,0.0459786803515325,-0.0508955111304335,0,0,0,0,0,0.148480732887481,0,0,0,0.431353685134299,0,0.067299143973697,0,0,0,0,0,0,0,0,-0.0516764072870234,0.0801354673114085,0,0,0,0,0,0
X600276.SH,0,0.311155986894044,0,0,0,0,-0.0787433916457317,0,0.123658568691521,0,0,0,0,0,0.246235379677559,0,0,0,0.147021609867065,0,0.0748241262342741,0,-0.308436486217982,0,0.0373234495785634,0.0586065521677621,0,0,0,0,0,0,0,0.0677600476995079,0,0,0,0,0,-0.0555623748373876,0.0597683299918302,-0.0878163757347743,0,0,0,0,0,0.0553676324489195,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0261507058244632,0,-0.00467234282999686,0,0,0,0,0,0,0,0,-0.044406946936218,0,0,0,0.132807432215741,0,0,0,0,0,0.0756413502405203,0.0266365839844507,0,0,0,-0.0510247768816504,0,0,0,0,0,0,0,0,0,0,0,0.0830888623594449,-0.101510281360398,0,0,-0.0153619109445816,0,0,0,0,-0.0686189604070708,0.138476769218494,0,0,0,-0.0690951832247666,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0946419116341122,0.0462605638517368,0,0,0,0,0,0,0.065623045351552,1.6940658945086e-21,0,0,0,0,0.307720372842118,0.0812323927244703,0,0.0203225012296943,0,-0.067163973783782,0,0,0,0.0747888305159356,0,0,0,0,0,-0.0200350571363169,0,1.73472347597681e-18,-0.140230703512697,0,0,0,0.250229336528825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0295948922380777,0,0.156049927126891,0,0,0,0.108161299424774,0.0327041072301258,0.13561355702256,0,0,0.0182775313162292,0,-0.0227169194648875,0,0,0,0.0376203342327956,0,0,0,0,0,0.0735578227948377,0,0,0,0,0,0,0,0,0,0,0.00467092560992688,0,0,0,0,0,0.0645879222770169,0,0,0,0,0,0,0,0,-0.0665818343579097,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.353419340365761,0,0,0,0.0503825495504009,0,0,0.36784178264506,0,0,-0.240224504080851,0.029359355470425,0.0627174609824527,0,0,0.195053455158276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773186031046763,0,0,0,0,0,0.00653535008912981,0,0,0,0,0,0,0.147102193467932,0,0,0.124838400589636,0,0,-0.06038554033117,0.0473757892147153,0,0,0,0,0,0
X600031.SH,0,0.0478841197618966,0,0,0,0,0,0,0,0,0,0,0,0.0401891541080214,0,0,0,0,0.205462794148612,0,0,0.122702304743702,0,0,0,0,0,0.0693466758842496,0,0,-0.229215925989688,0.0663905352661843,0.0147302970942402,0,0,0,0,0,0,0.00991732299114021,0,0,0,0,0,0,0.0284221100147682,0,0,0,0,0.00850226109785581,0,0,0,0,0,0,0
X000568.SZ,0,0.42812641343985,0,0.133010769186484,0,0,0,0,0.114956697650153,0,0,0,-0.188206825683795,0,0,-0.0221962239765862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121570777112635,0,0,0,0,0,0,0,0,0,0,0,0,0.0534003141426731,0,0,0.00541701823231428,0,0,0,0,0,0,0.00880660138281338,0,0,0,0,0,0
