,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X000568.SZ,X002475.SZ,X600031.SH,X002236.SZ,X000100.SZ,X600271.SH,X002456.SZ,X002085.SZ,X000338.SZ,X600118.SH,X600177.SH,X002292.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X000559.SZ,X600372.SH,X600867.SH,X300003.SZ,X300124.SZ,X002074.SZ,X002506.SZ,X002294.SZ,X002426.SZ,X600498.SH,X601877.SH,X600089.SH,X600522.SH,X002465.SZ,X002508.SZ,X600566.SH,X000050.SZ,X000869.SZ,X000981.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0130107400689562,0,0,0,0,0.0759494336649811,0,0,0,0.0210331022202142,0,0,0,0.123994285234441,0,0.0183246638915842,0,0,0,0,4.33680868994202e-19,0,0,0,0.255160254732513,0,0,0,0.0770384978114418,0,0,0.0495283831502838,0,0,0,0,0,0,0,0,0,0.0507414055851213,0,0,0,0,0,0,0.0637557371427699,0,0.0806062117074588,0,0,0,0,0,0,0
X600104.SH,0,0,0.0256637076790493,0,0,0,0,0,0.276641566934725,0,0.0948870147045688,0.0522640742417285,0,0,0.0170695256279299,0,0,0,0,0,0,0,0,0,0,0.173300210673715,0,0,0.03067302412221,-0.0109002361280731,0,0,0,0,0.107056233758412,0,0,0,0,0.0508552945845944,0,0,0,0,0,0,0,-2.16840434497101e-19,0.107835064367561,0,0,0.0328373188560623,-0.0825623950186454,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.184728719100907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878511416268679,0.133112324935831,0,0.311170682370661,0,0,0.0617052972930487,0,0,-0.231560499480584,0,0,0,0,0,0,0.0247684118817893,0,0,0,0,0,0.393394762517626,0,0,0.0499111120626233,0.0592598815966974,0.0498910193914926,0,0,-0.0199351073560371,0,0,0,0,0,0
X000651.SZ,0.0175695408025456,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583447660910125,0,0,0,0,0.0391264870830914,0,-0.219916650639539,0,0.0100549195620457,0,0,0,0,0,0,0.00596898122914915,0,0,0,0,0,0,0,0,0,0,0.115496801019135,0,0.110251603266491,0,0,-0.0853073085544025,0,0,0,0,0.0253588714157824,-0.120777564005375,0.119934191848122,0,0,0,0,0,0
X000858.SZ,0.026998507467376,0,0.0468851518222876,0,0,0,0,0,0,0,0.0578683760634591,0,0,0,0,0.334167846329909,0,0,0,0,0,-0.0409204046976422,0.0711568550752412,0.023193971410276,0,0,0,0,0,0.117668811595273,0,0,0,0,0.148016091801284,0.0384012409605899,0,0,0,0.101882531271692,0,0,0,0,0,0.0298377480325116,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X600276.SH,0.0958202939363382,0,0,0,0,0,0,0,-0.0137476774701111,0,0,0,0,0,0,0,0,0,0,0,0,0.0202733847984044,0,0,0,0,0,0,0.0983559727127394,0,0,-0.182282756719601,0,0,0,0.0893436976324148,0,0.283108419289873,0,0.0053594970413099,0.0648314047090952,0,0,0,0,0.0778745053288147,-0.0884101841468934,0,0,0,0,-0.0597153599016426,-0.0405426048827473,0,0,0,0,0,0
X002304.SZ,0.188890692448071,0,0,-0.0934058915926081,0,0,0,0,0,0,0,0,-0.00916195181380396,0,0,0.164835624740833,0,0,0,0,0,0,0,0,0,0,0,0,0.0548611419608475,-0.0364315420846355,0.101679949429284,0,0,0,0,0,0,0,0,0,0,0,0.142357850841748,0,0,0.0263040703893225,0,0.170974251645447,0,0.00687396217496564,0,0.00826631916164231,0.0532708037777462,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0794270928322611,0,0,0.141480910284527,0,0.145454114872165,0,0,0,0,0,0,0,0,0.0216333703169013,0,0.0271550279162441,-0.0249589425788035,0,0,0,0,0,0,0,0,0,0.0494764788659129,0,0,0,0,-0.018586835708257,0,0,0,0,0.00844209102106558,0,-0.0958432063754523,-0.02398587846077,0,0,0,0,0,0
X000625.SZ,0,0.0836483233709919,0,0,0,-0.0628879682235615,0,0,0,0,0,0.142368554545913,-0.0556801711774934,0,0,0,0,0,0,0,0,-0.0444675886596936,0,0,0.0467044445831323,0.175883107675885,0,0,0,0,0,0,0,0,0,0,0,0,0.0709489331608422,0,-0.0455000101619383,0,0.0166326936921369,0,0.244425195720287,-0.00556033493727524,0,0,0.0136952079156334,0.078061046378273,0,0.0393824417762343,0,0,0,0,0,0,0
X000063.SZ,0,0,4.33680868994202e-19,0,0,0,0.0362017320693735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159476806338694,0.0801853306095988,0,0,0,0,0,0,0,0.119083670716971,0,0,0,0,0,0,0,0.14055525557906,0.229550967834052,0.0146623308975584,0,0.014459451772879,0,0,0,0.0408663019805343,0,0.0105294364276691,0.043952312971115,0,0,0.00323679370665203,0,0,0,0,0,0
