,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000625.SZ,X000568.SZ,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X300136.SZ,X002008.SZ,X002508.SZ,X300003.SZ,X002085.SZ,X600089.SH,X600522.SH,X600177.SH,X600271.SH,X002294.SZ,X000157.SZ,X600487.SH,X600118.SH,X600699.SH,X000981.SZ,X600867.SH,X000050.SZ,X002074.SZ,X600372.SH,X600566.SH,X600809.SH,X000559.SZ,X002007.SZ,X000066.SZ,X300115.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0035608159735864,0,0,0,0,0,0.239553196081808,0,0,0,0,0,0,0,0,0,-0.0547880650973894,0,0,0.0897954544090837,0,0.0555438153767432,0.0793270080851749,0,0,-0.0549947290123075,0,0,0.123216418071974,0,0,0,0,0,0,0,0,0.309158281528884,0,0,0,0.0507674732149552,0.113992909902972,0,-0.00591228910233866,-0.0083648824366573,0,0,0,0,0,0
X600104.SH,0,0,0,0.347839150675959,0,-0.07479704481067,0,0.0546987629518321,0,0.0588094987479717,0,0.270892196039326,0.0707834792622808,0,0,0,0,-0.0239107314438739,0,0,0,0,0,0,-0.152258146537038,-0.030792420099436,0,0.00619173415170016,0,0,0,0,0,0,0,-0.128784279467339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.206044486697539,0.0248501193631877,1.38777878078145e-17,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.101354928141177,0.12614370555782,0.176179644446506,0,0,0,0,0.0163865820454853,0,0.102448933351444,0.409598359198078,0,0,0,0,0,0,0,0,0,0,0,0.243274755009964,0.0276181379079373,0,0,0,0,0,0,0,0,0,-0.173577327947838,0,0,0,-0.0140879964097469,0,0,0,-0.0360694337427981,0,0,0,0,0,-0.00414236234368406,0,0,0,0,0,0,0
X000651.SZ,0,0.0470808278540104,0,0,0.163162904823168,0.0952512557410902,0,0,0,0,0,0,0,0,0.0509960386543207,0,0,0,0,0,0.157728149795109,0,0,0.0681432027374474,0,0,0.0228011449559926,0,0,0,0,0,0,0,0,0,-0.092795991109778,0,0,0,-0.0455206286514434,0.0592498590825394,0,0.166795985383133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0267090366968511,0.0725082041646124,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.748861172653176,0,0,0,0,0,0,0,0.0608065858134829,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344560407167087,0,0,0,0,0,0,-0.0031428767040649,0.026087387459985,0,0,0,-0.063618909974995,0,0
X000725.SZ,0,0,0.0634922910232681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424457344631024,0,0,0.344211905666669,0.276001202504288,0,0,0.616332251442244,0,0,0,0,0,0,0.0972714489296258,0.0551693283828858,-0.146995934044556,0.104966502143764,0,0,0,0,0,0,0,0,0.0091395108317367,0.0264179764603793,0,0,0,0,0,0
X600276.SH,0,0.0300323565302632,0.11315193220718,0,0.00559938001108412,0,0,0,-0.00780535009519089,0,0,0.142761685443126,0,0,0,0,0,0,-0.12051521800341,0,0,0,0,0,0,0,0,0.0425279336150661,0,0,0,0,-0.165793283433531,0,0,0,0,0,0,0,-0.0227246431269406,0,0,0,0,0,0,0,0,0,0,0.0115981570632212,0,0,0,0,0,0,0
X002304.SZ,0.279504046256581,0.316719560201373,0,0,0.047836635787621,0,0.0869277844289675,0,0,0.252269906544573,0,0,0,0,0,-0.524563754930838,0,0,0,0,0,0,0,0,0,0,0,0.26444110016371,0,0,0,0,0,0,0,0,0,0,0,0,0.00909172318006053,0,0,0,0.268901845292909,0,-0.290380571322356,0,-0.210950773003368,0,0,-0.0247490792275506,-0.0836883415873555,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0705613711308835,0,0,0,0,0,0.250656823097528,0.013548021276305,0,0,0,0,0,0.07499538001529,0,0.0956401312629872,0,0,0,0.0459753813193378,0,0.127116858614598,0,0.0248583714265348,0.100356425170335,0,0,0,0,0,0,0,0,0,0,0,0,-0.100780460708919,0.0796811449090848,0,0,0,0,0,0,0,0,-0.0225763138095098,0.00233989736252455,0,0,0,0,0,0
X600690.SH,0,0.155327853564107,0.012435737161932,0.328299412745279,0,0,0,-8.67361737988404e-19,0,0,0,0.220659171830312,0,0,0.0665587993698819,0,0,0,0,0,0,0,0,-0.0262347823158155,-0.0483652979514953,0,1.73472347597681e-18,0,0,0,0,0,0,0.262223191837119,0,0,0,0,0,0,0,0,0,0,0,0,0.0131401090067659,-0.0402798642668871,0,0,0,0.0160190507057915,0,0,0,0,0,0,0
X600703.SH,-1.73472347597681e-18,0,0,0,0,0,0,0,0.12327351700624,0.0668631946891588,0,0.123246480017366,0,0.106640565890478,0,0,0.0385218783153204,0.401074947831758,0,0,0,0,0,0,0,0,0,0,0.0494912648398378,0,0,0,0,0,0,0.14028986363553,0,0,0,-0.197083078857238,0,-0.078748664961699,0,0,0.014752686540523,0,0,0,0,0,0,0.0228384926419645,0,0,0,0,0,0,0
