,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600104.SH,X300014.SZ,X600031.SH,X000725.SZ,X300124.SZ,X000063.SZ,X000661.SZ,X002371.SZ,X000338.SZ,X600703.SH,X000625.SZ,X002241.SZ,X002129.SZ,X003816.SZ,X300142.SZ,X000100.SZ,X000596.SZ,X002049.SZ,X002179.SZ,X600702.SH,X000799.SZ,X600460.SH,X600779.SH,X002007.SZ,X002074.SZ,X600741.SH,X000157.SZ,X601877.SH,X600584.SH,X002236.SZ,X002414.SZ,X601799.SH,X600089.SH,X300003.SZ,X600183.SH,X300146.SZ,X000800.SZ,X600884.SH,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0675619920954658,0,0,0,0,0.0675136997589292,0,0.215719504479447,0,0,0,0,0,-0.0256973837406521,0,0.0317281489763292,0.0457050347515341,0.0704628336651711,0,0.00149017884104928,0,0.0784131047347568,0,0,0,0.00846113347422917,0,0,0.116041251100489,0,-0.0321960353371727,0,0,0,0,0,0,-0.0743548070439812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113023553229832,0,0,0,-0.0112974049040098,0,0
X000858.SZ,0,0,0,0,0,0.262948846087003,0,0,0,0,0,0.022610762496253,0.0479074720728192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159923764632336,0,0,0,0,0,0,0,0,0,0,-0.0294714467014555,0.0592277316475507,0,0.0886592175512753,0,0,0,-0.0992153236807573,0,0,0,-0.0484855279232581,-0.0261831617966951,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.16898672585342,0,0,0,0,0.152091306640485,0,0.0794761403940038,0.0246334829935032,0,0,0,0,0,0,0,0.0560923461483268,8.67361737988404e-19,0,0,0,0,0.00274379330019198,0,0,0,0.111670223936791,0,0,0,0,0,0,0,0,0.0678499172994879,0,0.000551522771541364,0,0,0,0,0,0,0,0.106680390050604,0,-0.0178062854698127,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.116452265765381,0.139254061200969,-0.0515387445830081,0,0,0,0,0,0,0.108081768374085,0,0,0,0,0,0,0,-0.165560790802321,0,0,0,0,0,0,0,0.492242565481343,-0.0148547518337766,0.0532683678836623,0,0,-0.258512719611979,0,0,0,0,0.047423938165769,0,0,0,0,0,0,0,0,0,0,0,0.0293460035662234,0,0,0,0,0,0
X600276.SH,0,0,0,-0.129879248719138,0,0,0.141643794344907,0,0,0,0,0,0,0,0.262422391392811,0,0,-0.0329340957932598,0,0,0,0,0,0,0.189808470734557,0,0,-0.102939518978201,-0.0779804370869362,0.141255066353205,0,0,-0.100519483044868,0,0,0,0,0,0,0,0,0,0,0,0,0.0257762859186266,-0.0676548442565638,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.765165329341655,0,0.0679169597092681,0,0,0.0693971304463705,0,0,0,-0.236034926468055,0,0,0,0,0,0,0,0,0,-0.00229691810495131,0,0,0,0,0,0.144401094777781,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0371003057775402,0,0.0305624111661188,0.00504159685502094,0,0,0,0,0,0,0,0,0,0,0.0218367772954229,0,0,0,-0.0548442566590674,0,0
X002304.SZ,0,0,0,0.337095540367859,0,0.0495767268338071,0,0,0,0,0,-0.316018875018151,0,0,0,0.0936559408405938,0,0,0,0.324724839281654,0,0,0,0,0,0,0,0,0,-0.0340708162458411,-0.0402885137139607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100028842328649,0,0,0.0661562619432436,0.195548165256428,0,-0.0580728467119322,0.0461168196575281,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.0137132272160813,0.156127952152894,0,0,0,0,0,0.199191822121882,0.02267744339685,0,0,0,0,0,0,0,-0.0259155210714534,0,-0.101167976648256,0,0,0.101502688042385,0,0,0,-0.00669808802656052,0,0,0,0,0,0,0,-0.00391215325783293,0,0,0,-0.0641389401870341,0,0,0,-0.023694031082002,0,0,0.0920876894910947,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.183144994068472,0,0.0326151673590344,0,0,0,0,0.102527891908308,0,0,-1.0842021724855e-19,0,0,0.102283260985133,0,0,0,0,0,0,0,0,-0.030573982020283,0.0783657150779461,0,0,0,0.0252556164149689,0,0,0,0,0,0,0,0,0,0.0336211884438525,-0.0999457915735419,0,0,0,0,-0.00783585364220927,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.32590845381728,0,0.196518333765873,0,0,0,0,0,0,0,0,0.2571861221167,0.0129525087768218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395011638805719,0,0,0.018982921347499,0,0,0,0,0,0,0,0,0.0302253868902538,0,0,0,0,0.0301874307860624,0,-0.0458584256213906,-0.0426749156932539,0.0113830986289087,0,0,0,-0.0321690342851532,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.00994624440915402,0,0,0,0.125609825681698,0,0.00312188197628208,0,0,0,0,0,0.0488428791188544,0,0,0,0.199358398980345,0,-0.0132479673323069,0,0,0.0403330954750527,-0.0299037483108134,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0929932394844043,0,0,0,0,0.0316044885096347,0,0,0,0.109316615170052,0,0,0,0,0,0,0
X300014.SZ,0,0,0.0464471577675923,0,0,0,-0.12303176796393,0,0,0,0,0,0,0,0.253652283643266,0,0.0420042126087188,0.026345804005757,0,0,0.229982260251458,0.281050616525418,0,0,-0.0295889020673827,0,0,0,0,0,0.0417090735533401,0,0,0,0.0633481322402442,0,0,0,0,0,0,0,0.33842788448729,0,0,0,0,0.089544826566467,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
