,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X000596.SZ,X000100.SZ,X600809.SH,X000661.SZ,X002236.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X300142.SZ,X000157.SZ,X002007.SZ,X600487.SH,X002456.SZ,X600498.SH,X600776.SH,X002506.SZ,X600867.SH,X600177.SH,X600066.SH,X000977.SZ,X002241.SZ,X000050.SZ,X300146.SZ,X600089.SH,X002179.SZ,X600522.SH,X002508.SZ,X600118.SH,X002371.SZ,X002180.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.346011044361121,0,0,0,0.146335422761598,0,-0.0253477068803654,0,0,0,0,0,0,0,0,-0.0802116871155932,0,0,0,0,0.0406679484583503,0,0,0,0,0,0,0,0,0.112099861525749,0,0,0,0,0,0,0,-0.068265501261875,0,0,0,0,0,0,0,0,0,0,0,0,-0.00818824415463478,0.0343793771425004,0,0,0,-0.0277906146052845,0,0
X000858.SZ,0.0977039541049943,0,0,0,0,0,0.259667210648928,0,0,0,0,0.105755158396298,0,0.169795344813494,0,0,0,0,0,-0.0154822983207893,0.167275874346699,0,0.0594446257564757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124772908869916,0.00147174261799947,0,0,0,0,0,0,0,0,0,0,-0.00946642290445935,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0703639217887048,0,0,0.0457955272675991,0,0,0.00612214840376565,0,0.0614014038133841,0,-0.00826123869538605,0,0,0,0.0140097121545769,0,0.20891091829586,0,0,0.111580440569358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716561357646499,0,0,0,0,0,0.0871671655169458,0,0,0,0,0,-0.0381214149405396,0.0620146338392684,0,0,0,0,0,0
X600104.SH,0,0.0453073925112299,0,0,0,0,0,0,0,0,0,0.104093019300385,0,0.0634003169453984,0.14289015212338,0,0,0,0,0,0,0,0.165717020609374,0.206751873868144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269739907733647,0,0,0.0020364668396248,-0.022881539401739,0,0,0,0,0,0
X000651.SZ,0,0.175733056534957,0,0,0,0,0.153387484906735,0,0,0,0.230441144177744,0.00225195596172224,0,0,0.10092709221038,0,0,0,0,0,0,0,0.0461352983659528,-0.109126683953238,0,0,0,0,0,0,0,0,0,0,-0.0686653367358258,0,0,0,0,0,-0.0112557610107798,0,0,0,0,0,-0.0359882271394041,0,0.0412809466009071,0,0,-8.67361737988404e-19,0.025079300589117,0,0,0,0,0,0
X600276.SH,0.0651800634745304,0,0,0,0,0,0,0,0,0,0,0,-0.326501907743701,0,0,0,0.291377880287249,0,0.210018403944311,0,0,0.0533131898792848,-0.0964064847596083,0.479680956022845,0,0,0,0.0681582426131203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303345840578561,0.0185601937426967,0,0,0,8.67361737988404e-19,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0835284581918369,0,0,0.0483228119138868,0.468316033493338,0,0,0,0,0.196294355733558,0,0,0,0,0,0,0,0,0.0236486116537709,0,0.00262989274641132,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00827600242079235,0,0,0,0.0308534489008041,0,0,0.0599390152728544,0,0,0,0,0,0,0,-0.0356524637110247,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0880810302010401,0.0665572590739961,0,0,0.14118359134327,0,0,0,0,0.03016057397512,0,0.161514919515005,0,0,0,0,0.0752420142316829,0,0,0.0293461238565999,0,0,0,0.066371036187993,0,0,0,0,0,0,0,0,0.179803219027355,0,0,0,0,0,0,0,0,0.0923652948091975,0,-0.0395249595717606,0.00135108496754101,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-0.0801738297180624,0,0,0,0,0,0,0,0,0,0,0,0,0.00646081980239941,0,0,0,0,0.0151490250478386,0,0,0,0,0,0,0.158166682904917,0.717277220662098,0.0167073702089513,0,0,0,0,0.153990094958215,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134215916142893,0,0,0,0,-0.0537000708049356,0,0
X600031.SH,0,0,0,0,0,0,0,0.0402115311335175,0,0,0,0.234594138014187,0.0970962922490977,0,0,0,0,0,0,0,0,0.00163615443108783,0.108036914927992,0,0,0,0,0,0,0.203538402713277,0,0,0,0,0,0,0,0,0,0,0.0166860592001393,0,0,0,0,0.0251298505290943,-0.0918246829198944,0,0,0,0,-0.0136922487341549,0,0,0,0,-0.0561531725480257,0,0
X600690.SH,0,0.0688896198972793,0,0,0,0,0,0,0,0,0,0.0746405546364234,0,0,0.0558419277555646,0,0,0,0,0,0,0,0.0858185515404682,0,0,0,0.0850165212880942,0,0,0,0,0,0,0,0,0,0.106173482252817,0,0.0136172591294811,0,0,0,0,0,0,0.362652820695563,0,0,0,0,0,0,-0.0461297082251902,0,0,0,-0.0420659038483206,0,0
X000338.SZ,0,0,0,0.202210202261399,0.387763147302044,0,0,0,-0.0890586468785056,0.172052833365255,0,0,0,0,0,0,0.0245850186525971,0,0,0,0.0242396457460855,0,0.155078914209199,0,0,0,0.00188019212017513,0,0.0293990257182099,0,0,0,0,0,0,0,0,0,-0.0199446489068657,0,-0.0306700400773061,0,0,0,0,0,0,0,0,0,-0.0860841334424066,-0.0062489550108278,0,0,0,0,0,0,0
