,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000625.SZ,X300124.SZ,X002371.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002463.SZ,X000977.SZ,X002241.SZ,X002049.SZ,X600372.SH,X002129.SZ,X600741.SH,X000661.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X600183.SH,X000800.SZ,X600066.SH,X600418.SH,X601799.SH,X000921.SZ,X002156.SZ,X002074.SZ,X002007.SZ,X000988.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0774461599871786,0,0.211154524732401,0.155345976292288,0,0,0,0.177374230601161,0,0,0,0,0.0571311811849031,0,0,0,0,0,0.0278190099035161,0,0.0343807623169012,0,0,0,0,0,0,-0.0942071139931626,0,0,0,0,0,0,0,-0.0211205829243132,0,0,0.0186485407279559,0,0,0,0.00408181684913971,0,0,0,0,0,0,0,-0.00453053654585531,-2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0780458502731737,0.144828742014147,0.327418273815594,0,0,0,0,0,0,0,0,0,0,0,0.0958543426943024,0,0,0,0,0,0.0226727926676095,0,0,0,0,0,0,0,0,0.0150391413972925,0,0,0,0,0,0,0,0,-0.00170208014385364,0,0,0,0.000524421005865777,0,0,0,0,0,-0.0187866919094032,-1.0842021724855e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0107020467515328,0,0,0,0,0,0.133170745673911,0.0463132718805687,0,0,0,0,0,0,0,0,0,-0.0443848874127065,0.0918487758302332,0,0,0.144579345130169,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0161427102925257,0,0,0.0858685716088747,0.10569426186299,-0.066266666563322,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0272152841229326,-0.00666239133366579,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0402894617546449,0,0,0.162222698137082,0,0.699909428714506,0,0,0,0.0689831502607624,0,0,0.0187353967554114,0,0,-0.0285965223168675,0,0,0,0,-0.0169307089167654,0,0.146357269967413,0,0,0,0,0,0,0,0,0,0,0,0.0244587708986351,-0.0718917428061331,-0.14076843421748,0,0,0,0,0.0324155034423747,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505087235142049,0,0,0.0299205777602991,0,0,0,0,0.121688345515607,-0.0527158333041016,0,0,0,0.117215762354716,0,0,0.271782662117732,0.135844530007643,0.139287752994652,0,0,0,0,0,-4.33680868994202e-19,0.204353496467206,0,0,0,0,0,0,-0.0980509516143417,-0.0135275052310395,0,0,0,0,0,0,0
X000568.SZ,0,0.521578947655742,0,0.0884772598221289,0,0,0,0,0,-0.1119375051893,0,0,0,0,0.243928805620076,0,0,0,0.0641788874205733,0,0.0871129323146428,0,0,-0.0601258418399984,0,0,0,0,0,0,0,0,0.0166933121879358,0,0,0,0,0,0,0,0,0.00431391509154531,0,-0.0545385330858028,-0.023461799361496,0,0,0,0,0,0,0,0.00823694322007192,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.202188974240106,0,0,0,0,0,0,0.0861407668374099,0,0.0198737975271397,0,0,0,-0.0362844767539956,0,0,0,0.0453287747836272,0,0,-0.125614893664297,0,0,0,0,0.0535133740582211,0,0,0,0.011428033588722,0,0,0,0,0,0,0,0.126904576336931,0,0,0,0,0,0,-0.0279194832493252,0.0139025191702955,-0.00984003757667273,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0367611684604193,0,0.437540650360641,0,0,0,0,0,0.166609423336925,0,0,0,0.158261759244999,0,0.307261076990729,0,0,0,0,0,0,0,0,0,0.192460046048489,0,-0.0349903890237869,0,0,0,0,0,-0.0780602582707541,0,0,0,0,0,-0.115804956187104,0.062980831131743,0.0623391802227583,-0.180346331187742,0,-0.25696153353883,0.0886523749789304,0,0,0.105218488652316,0.0145533584240369,0,0,0,0,0,0
X002475.SZ,0.377003451046593,0,0,0,0.0237373834484709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165758785715313,-0.0554213855121354,0,0,-0.0650339312292063,-0.00583156634716471,0.493073186843054,0,0,0,0,0,0,0,0,0,0,0,0,0.0745907884830176,0,0,0.147145878709321,0,0,-0.110094988111676,0,0,-0.0254733622669927,0,-0.119582265643026,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169025262570874,0,0.180352232690191,0,0,0,-0.289680434204785,0,0,-0.0215470453809391,0,0,0,0,0,0,0,0,0,0,0.0332702139633364,0.261678343794906,-0.119558187768704,-0.0486591430967865,0.251736295203309,0,0,0,0,0,0.0340244976997095,-0.0493121696580546,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0881376201601901,0,0,0,0,0,0,0,0,0,0.0843188275558192,0,0,0,0.00985187857954101,0,0,0,0,0,0.0361497370745015,0,0,0,0,0,0,0,0,0,0,0,0.0630361844669955,0,0,0,0,0,-0.0071072204514215,0,0,0.0527991718516724,0,0.0550725810644698,0,0,0,0.00732841453000211,0,0.00391808860924178,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0547712094408475,0.148992168395901,0,0,0,0,0,0,0,0.0225985860495361,0,0,0,0,0,0,0,0,0.114080319859132,0,0,0,0,0,0,-0.096999286685402,0.0821806615610395,0,0,0,0,0,0,0,0,0,0.0913989899591734,0,0,0.447953624960148,0.065565266631313,0,0,0,0.00599039417102105,0,0,0,0.0268366879824197,0,0,0,0,0,0,0
X300124.SZ,0,-0.155758976434371,0,0,-0.13386656017782,0,0,0,0,0,0,0.102804231340558,0,0,0,0,0.181981424777415,0,0,0,0.104289096665637,0,0.0492382083917233,0.115044442603587,0,0,0,0.0336608167378539,-0.147247987011188,0.0444094381666424,0,0,-0.0189719951638666,0,0,0,0,0,0,0,0,-0.00689105878154386,0,0.0263202836332195,0,0,-0.0724803629459491,0,0.352003432300551,0,0,0,-0.0348456637351834,0,0,0,0,0,0
X002371.SZ,0,0.0770475166638941,0,0,0,0,0,0,0,0,0,0,0,0,0.0128575137261197,0,0,0.315676272403316,0,0,0,0,0,0,0,0.0465887105358101,0,0,0,0,0,-0.165334211048783,0.17867169079528,0,0.218540414022986,0,-0.0163780633641439,0.0434715529711463,0,0,0,0,0,0,0.0282880892592281,0.0210817918493712,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
