,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600031.SH,X600276.SH,X600690.SH,X600271.SH,X600118.SH,X000100.SZ,X600372.SH,X600703.SH,X000157.SZ,X002129.SZ,X002241.SZ,X000338.SZ,X600741.SH,X600089.SH,X300124.SZ,X600066.SH,X600177.SH,X002236.SZ,X002456.SZ,X000559.SZ,X002292.SZ,X600582.SH,X600198.SH,X000977.SZ,X002465.SZ,X600060.SH,X600435.SH,X002475.SZ,X600839.SH,X300003.SZ,X601877.SH,X000800.SZ,X002294.SZ,X002007.SZ,X000568.SZ,X000623.SZ,X000581.SZ,X000869.SZ,X002008.SZ,X002049.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0901670302427518,0,0,0.0462686990252638,0,0,0,0,0,0,0,0,0,0.123688647686306,0,0,0,0,0,0,0,0,0,0.0215282659161163,0,0,0,-0.0346102558799816,0,0,0.0101069936126354,0,0,0,0,0.0163283572393019,0,0,0,0,0,0.235567069100646,0,0,0,0,0,0,0,0.00675129304558624,0.0135157575762199,0,0,0,0,0,0
X600104.SH,0.0269721454733053,0,0.116995672654197,0,0.0597139875884322,0.0215284670977492,0.101949484989749,0,0,0,0,0,0.0315539117010631,0,0,0.0787308380635635,0,0,-0.00438312834894339,0,0,0,0,0,0.0368645607710827,0,0.0659783170801931,0,0,0,0,0,0,0,0,0,0,0.00297067268069393,0,0,0,0,0,0.108275903501623,0.105535627352022,0,0,0,0,0,0,-0.00421402846071338,-1.73472347597681e-18,0,0,0,0,0,0
X000651.SZ,0,0.0638272969899878,0,0.0568304700971962,0,0.0992154642621434,0,0,0.00728145872487948,0,0,0.168604105349136,0.00907596668694797,0,0.0869747898576099,0.0681871435402672,0,0,0,0,0.133728505687095,0,0,0,0.0251139550816515,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0234156451599077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0.144401447670689,0,0,0.0526894837115937,0,0,0.033003700219273,0,0,0,0,0,0,0,0,0,0.134201659616106,0,0,0,0.0652008808392687,0,0,-0.129906798207398,0,0,0,1.0842021724855e-19,0,0.055328692142487,0,0.0755533697182266,0,0,0,0,0,0,0.0212287539012449,0,0,0,0.358867530137415,0,0,0,0.199293267312585,0,0,-0.0122602196995816,-0.0140017091865665,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736030684872278,0,0.00527915777090584,0.0801899687232427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204582950653485,0,0,0,0,0,0,0.147233302434331,0.145164599106548,0.125699643252214,0,0,0.0425839752792124,0,0.0980637193970548,0,0,8.67361737988404e-19,0,0.177434652985287,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.190189958237184,0,0,0,0,0,0,0,0,0,0.00838514751816724,0,0.0437301228438253,0,0,0.00627942965322281,0,0,0,0,0.153496733414444,0,0,0,0,0,0,0,0,0,0.0399278200287874,0,0.0575834097895018,0,0,0.0958278037043311,0,0,0,0,0,0.132831325676048,0,0,0,0,0,0.176321330635556,0,0,0.013936689620627,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0855233664856666,0,0,0,0,0,0.0154618554512461,0,0,0,0,0,0,0,0.00187089254676502,0,0,0,0,0.046118862255502,0,0.0233407074343768,0,0.058675555519638,0,0,0,0,0,0,0.00723576404716579,0,0.0900041847131875,0,0.22577207473345,0,0,0,0,0,0.113542578030722,0,0,-0.0103782178162468,0,0,0,0,0,0
X000858.SZ,0,0.0927635551187926,0,0,0,0,0,0,0,0,0,0.0199542771618583,0.0460044078955535,0,0,0,0,0.0745681045242151,-0.0188703646055795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00935113759869696,0,0,0,0,0,0,0,-0.0172284868931521,0.39487060256311,0,0,0.0446323687188976,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.239067025632574,0.0935467228533238,-6.93889390390723e-18,0,0,0,0.101687406272293,0,0,0,-0.0607111288905382,0.0264188282083641,0.0310274404100595,0,0,0,0,0,0.172093589885347,0.0770640338862254,0,0,-0.0126315908655244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00607449133073281,0.0254982620067496,0,0,0,0,0,0
X600031.SH,0,0,-0.150568539435398,0,0,0,0.00133181806000302,0,0,0,0,0,0,0,0,0.0518473144557521,0.0376570391234483,0.538875349286974,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134219988627353,0,0,0,0,0,0,0,0,0.080684629066541,0,0,0.0198085314624155,0.0333989234609588,0,0,0,0,0,0
X600276.SH,0,0,0,0.167069974173464,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0756982457743342,0,0,0,0.262655011886163,0,0,0,0,0,0,0.00298726112582574,0,0,0,0.10264234072716,0,0,0,0.00944868246819703,0,0,0,0,0,0,0,0.0193245307996294,0,0,0,0,0,0.0451402555884056,0,0,-0.013514961785486,0.00117472258792074,0,0,0,0,0,0
