,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X600690.SH,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000625.SZ,X002241.SZ,X000063.SZ,X000100.SZ,X000596.SZ,X600703.SH,X300142.SZ,X000157.SZ,X002371.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X300146.SZ,X002414.SZ,X600779.SH,X600702.SH,X300003.SZ,X600584.SH,X601799.SH,X600183.SH,X000800.SZ,X600460.SH,X600089.SH,X002074.SZ,X000066.SZ,X600707.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.335829649993389,0,0,0,0,0,0.0290772036794176,0,0,0,0,0,0,0.241626882502508,0,0,0,0,0,0,0.0529859259351179,0,0,0,0,0,0,0,0,0.0819438122046734,0,0,0,0,0,0,0.0362651526339816,0,0,0,0,0,0,0,0,0,0,-0.0345933438147723,-0.233436057798021,0,0.0343598038139016,-0.0402706361918903,0,0,0,0,0,0
X000858.SZ,0,0,0,0.188028637854362,0.0412471394288709,0.376675499861073,0,0.0782235205306637,0,0,0,0,0,0,0,0,0,0,0.0245992267651136,0,0,0,0,0,0,0,0,0,0.102731316437555,0,0.148318073683608,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556103521820945,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0581535579140234,0,0,0,0.103817036505621,0,0,0,0,0,0,0,0,0,0,0,0.0472401643351283,0,0,0,0,0.170361715324912,0,0.251229429705941,0.0517193025696922,0,0,0.00542505924435673,0,0.107358918095604,0,0,0,0,0,0,0,0.0494817403287559,0,0,0,0,0,5.42101086242752e-20,0,0,0,-0.017283236611527,0,0
X600276.SH,0,0.21079858248802,0,0,0,0.115054303774173,0,0,0,0,0,0,-0.0111988752991169,0,0,-0.176417730548532,0,-0.0575266469855884,0,0,0,0,0,0,0,0,0,0,0,0.0197574843254736,0,0,0,0,0,-0.110715206951308,0,0,0,0.119307396085937,0,0.12728608110206,0,0,0.00992219467140772,0,0,0,0.0359088945232595,0,0,0.106584302420455,0,0,0,0,0.00880494814023164,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108998667919084,0,0,0,0,0,0,0,0,0,0,0,0,0.30767261768079,0,0,0.112552740271796,0.455641936725654,0,0,0,0,0,0,0.0850362015606057,0,0,0,0,0,0,0.0255581525007483,0,0,0,0,0,0,0,-0.090770405325953,0,0,0,-0.0139878842242044,0,0
X000568.SZ,0,0.738494867674449,0,0,0,0,0,0.0411494077964485,0,0,0.058142498717083,0,0,0,0,0,0,0,-0.0334200280311716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302417274930836,0,0,0,0,0.00657918300483683,0,0,0,0.00152874947653518,0,0,0,0,0,0,0,0,0.0781305153688408,0,-0.0592369266476541,0,0,0,-4.33680868994202e-19,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0949999750682937,0,0,0.052576523564212,0,0,0,0,0,0,0,0,0,0,0.213480620755097,0,0,0,0.0202838528457508,0,0,0,0,0,0.0715530911381264,0,0,0,0,0,0,0.051415627314217,0,0,0,0,0,-0.0428740384030474,0,0,0,0,0,0,0,0,0,0,0,-0.0119145944584511,0,0
X002304.SZ,0,0,0,0,0.161148836496671,0.105122254773263,0.173414565150619,0,0.0911139113016007,0,0,0,0,0,0,0,0,0,-0.0173690588643204,0,0,0,0,1.38777878078145e-17,0.0245629214732315,0,0.01582382754711,0,0,0,0,0,0,0,0,0,0,0.121378400660089,0,0.246779881829772,0,0,0,0,0,0,0,0,0,0,0,-0.0135959257005004,0,0,0,0,0,0,0
X600690.SH,0,3.46944695195361e-18,0.109094656427947,0,0,0,0,0,0,0,0,0,0,0.106453461697776,0.0641864775254825,0,0,0,0,0,0,0,0,0,-0.0442825665556532,0,0,0,0.0261111669379237,0,0.139245419125733,0.367622200484111,0,0,0.0558585203574368,0,0,0.0722364436802827,0,0.0386617982988123,0,0,0,0,0.0341236814165349,0,0,0,0,0,0,0,-0.103894739486993,0,0,0,0.0237125349162117,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.290096234449837,0,0,0,0,0,0,0.336819995744478,0.327721012811029,0,0.00974934713162034,8.67361737988404e-19,0,0,0,0.0140202125865092,0.0927737466505785,0,0,0,0.351233597154686,0.0754072856490933,0,0,0,0,0,0.027296920329065,0,0,0,0,0,0.102713652943781,0,0,0,0,-6.93889390390723e-18,0,0.067867640750909,0,0,-0.0489100005621467,0,0,0,0,0.00991140403224833,0,0
X002475.SZ,0,0,0,0,0,0,0.0967280128512659,0,0,0,0,0,0,2.16840434497101e-19,0.0522574093271055,0.0755145253293827,0,0,0,0.350546768659956,0.0740319416271462,0.119018518897428,0,0,-0.0281887410203504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279659117429497,0,0,0,0,0,0,0,0.0514982116623906,0,0,0,0,0,0.133935334897704,0,0,0,-0.016355687288994,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.00207217036221094,0,0,0,0,0,0.0568461302356558,0,0,0,0,0,0.0455223729434725,0,0,0,0,0.0362598317770415,0,0,0,-0.0256563675313201,0,0,0,0,0,0,0,0.0796884517373994,0,0,-0.0782061594520257,0,0.15807028778188,0,0,0,0,0,0,0,0.0525061405595805,-0.00547327630192903,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073889250206942,0,0.248486712862285,0,0.0229773041603802,0.0579787931185335,0,0,0,0,0,0,0,0,0,0,0,0.0540731914406625,0.103929095431911,0,0.144694799859724,0,0,0,0,0.017988848809677,0,0,0,0.169847346958706,0,0,0,0,0,0,0,0.00292426501785992,0,0
X300014.SZ,0,0,0,0,0,-0.322674619203902,0,0,0,0,0.437337048344521,0,0,0,-0.0812001731194291,0.579889584024495,0.576014204142057,0,0,0,0,0.0644576854109456,0,0,0.0590371176805897,0,0,0,0,0.127179012921977,-0.0609140226094378,0,0,0,0,0,0,0,0.54391738321602,0,0,0,0,0,0,0.229359390519528,0.123131813217529,-0.173577459277463,0,0,0,0,0.277697779950994,0,0,0,-0.0636293404350349,0,0
X000661.SZ,0,0.214531708148315,0,0,0,0.117524629397516,0,0,0,0,0.0664652294098056,0,0,0.230691956096138,0,0,0,0,-3.46944695195361e-18,0,0.0927490013651858,0,0,0,0.294723185069531,0.187076038325542,0,0,0.0942964263033923,0,0,0,0,0,0,0,0,-0.298231061753123,0,0,0,0,0,0,0,0,0,0,-0.0451628474222229,0,0,-0.0589985135318577,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.319562110427693,0,0,0,0,0.366881882239973,0,0,0,0.116803460807366,0,0,0,0,0.109550652176633,0,0,0,0,0,0,0,0.0792598326779276,0,-0.314620639088503,0,0.0471228475760089,0,0,0,0,0,0,0,0,0,0,0.0573197697465216,0,0,0.0163833826081189,0,0.0576852491411643,0,0.111741816401361,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0.159754772229757,0,0,0,0,0,0,0,0,0,0,0.0434979604167443,0.087437054894264,0,0,0,0,0.085934346949453,0.0512936792769556,0,0,0,0,0,0.0534629746386737,0,0,0,0,0,0,0,-0.0450851118875029,0,0.0913155389476077,0,0,0.0164685436307438,-0.0385882513536249,0,0,0,0,0,0,0.116901460437414,0.0446847760443191,-0.0451576869723777,0,0,4.33680868994202e-19,0,0,0,0,-0.00371328389559974,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0945762548698846,-8.67361737988404e-19,-0.0301694879508057,0,0,0,0,0,0,0,-0.0248274964648962,0,0.012666431920879,0,-0.03175241194065,0,0,0,0,0,0,0,0,-0.00463215970939567,0,0,0,-0.0142312052142564,0,0,0.0174767400317382,0.110111056513447,-0.0781123230398996,0,0.0618157632621713,0,0,-0.0393153890663158,0.0843575942205522,0,0,0,-0.0296009718313723,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.0300479884713634,0,0,0.511889769260094,0,0,0,0,0.118061234653218,0,0,0,0,0,0,0,0,-0.390359987306236,0,0.0959567049894716,0.105024494146217,0,0,0.0392417591367499,0,0,0,0,0,-0.112847368789346,0,0,0.500593601954328,0,0,0.031700061579089,0,0,0,0.191821894209313,-0.0526567093866889,-0.0834412267331037,0,0.167510502600284,-0.0295445017897684,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,-0.0020036196104367,0,0,0.0602988335390507,0,0.354392646761635,0,0.265360658768723,0.0576479819895902,0,0,0,0,-0.0236973313495192,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124312175929681,0.0371493802597259,0,0,0,0.168801020145175,0,0,0,0,0,0,0.0551206500100276,0,0,0,0,0,0,0,-0.00596246391859753,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.122275798213675,0,0,0,0,0,0.00834900962033429,0,0,0,0.0592288546270899,0,0,0,0.0878613945351262,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.080432504318872,0.133896365427867,0.170821666242407,0,0.144181514071798,0,0,0,-0.0683283675386706,0,0,0,0.0439733348421512,0,0,0,-0.0199933969867963,0,0
X000100.SZ,0,0,0,0,0,0,0.0443356750448446,0.0395326837418977,0,0,0.097271485282605,0,0.433981717358899,0.0160686231305181,0,0.121079421396923,0,0,0.0068721108009837,-6.93889390390723e-18,0,0,0,0.0413641871796812,0,0,0,0,0,0,0.00763107094672551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237248339339209,0,0,0.244118484533521,0,0,0,0,0,0,0,-0.0152484701753181,0,0
X000596.SZ,0,0,0,0,0,0.31342102475876,0,0,0,0,-0.042782202965109,0,0.153231784497166,-0.00876633946314429,0,-0.0532621369592015,0,0,0.0995220916447428,0,0,0,0,0,0.152407314468697,0,0,0,0.299436081471367,0,0,0,0.0119488938725318,0.00181559338403955,0,-0.146432554602605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235716309394618,-0.0428234851499387,0,0,0,0.0784464884640573,0,0
X600703.SH,0,-0.0157478510014578,0,0,-0.2565153194835,0,0,0,0,0,0,0,0.128130398224237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359134444131664,0,0,0,0,0,0,0.349228566428889,0,0,0,0,0,0,0,0,0,0,0,-0.117763130749286,0.139683272524485,0,0,0,0,-0.0660982573660575,0.0843660758830575,0,0,0,-0.0939341725956058,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139531352023958,0.0788403472879435,0,0,0,-0.101743191762756,0,0,0,0.500812486025529,0,0,0,0,0,0,0,0,0,0.306783861871753,-0.256403517067841,0,0,0,0,0,0.00112751582045558,0,0,0,0,-0.00520032110853664,0,1.73472347597681e-18,0,0.129729473371446,0,0,0,-0.00913263763766808,0,0,0,0.0167160575799898,0,0
X000157.SZ,0,0.102088711512718,0,0,0,0,0,0,0,0.217651184547883,0,0,0,-8.67361737988404e-19,0.0118713519472679,0,0.278914431782561,0,0,0,0,0,0,0,0,0,0.0441460118331525,0.0701452722860278,0,0.0704378611537916,0.0454455513702864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518662970345654,0,0,0,0.0924656254752054,0,0,0,0,0,0,0,-0.040715916244282,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.10400583139599,0,0,0.0165134261308433,0,0,0,0,0,0,0,0.0473623272624877,-0.106092719104887,0,0,0,0.190805039815152,0.478698512057104,0,0,0,0,0,-0.00116974675011922,0.116023115584491,-0.105245840641806,0,0,0,0.0208133488947301,0,0,0.0970643380187161,0,0,0,0,0,0,0,-0.0680671026474398,0,0,0,-0.0200376765624111,0,0
X002129.SZ,0,0,0,0,0.0819931449952045,0,0,0,-0.0737382909607568,0,0.0800363850114961,0,0,0,0,0.207992583058538,0,0,0,0.120938455210189,0,0,-0.0719775404609786,0,0,0,0,0,0,0,0,0.156221317863785,0,0,0,-0.11331142931634,0,0.0113184190568403,0,-0.100346229197292,0,0,0,0,0,0.123385146084077,0,0,0,0,0,0.0394524016527466,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0.276619306396549,0,0,0,0.0101071158032016,0,0,0,0,0.12490802260675,0,0,0,0,0,0,0,0.4751406539088,0,0,0,0.179521544934942,0,0,-0.103715315693793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428373567997411,0.116878158912302,0,0.0803755174966381,0,0,0,0.054113197534979,0,0,0,0,0.0178894824213373,0,0
X002049.SZ,0,0,0,0,0.295191065649549,0,0,0,0,0.15417092856997,0,0,0,0.00570908974304345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338081643652803,0.316879838868907,0,0,0,0,0,0,0,0,0,0,0,0.124255875856148,0,0,0,0,0,0,0,0,0,0
X000799.SZ,0.359636586141872,0,0.07016526488903,0,0.253268357809256,0.159650892867842,0,0.0142611931643122,0.152777083231165,0,0,0,0,0,0,0,0,0,-0.03561343878986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244117374561403,0,0,0.0325496020583046,0,0.0188639550631415,0,0,0,0,0,0,0.0150697003169672,0,0,-0.0872405229548817,-0.0451497049884468,0,0,0,0.0102332905728907,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.235158522391323,0,0.452943216234241,0.112191550547,0,0,0,0,0,0,0,0.018561401078961,0,0,0,-0.0610716842966834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275606731302499,0,0,0.03313323147351,0,0,0,-0.00227970564467734,0,0,0,0,0,0,0,-0.078317544239688,0,0,0,0.0366437839668824,0,0
X002007.SZ,0.0332726379625468,0,0.128994944376226,0,0,0.259592981094527,0,0,0,0,2.16840434497101e-19,0,0,0,0.00348770072448272,0,0,0,0,0,0,0,0,0,0.112627935916289,0,0,0,0,0,0.111819519654786,0,0,0,0,0,0,0.0741609327026715,0,0,0,0,0,0,-0.0379713899998922,0,0.0521999927504852,0,0,0,0,0.0100005807772637,0,0,0,0,-0.024845710451547,0,0
X002236.SZ,0,0,0,0,0,-0.146295300696283,0,0,0,0,0,0,-0.100176136969894,0,0,0,0,0,0.354932182410844,0.16384312201283,0,0,0,0,0.0684552527909506,0,-0.0286609035434604,0,0.338078597767472,0.0547940863153446,0,0,0,0,0,0,0,0.097044227671204,0,0,0,0,0.192157141092574,0,0.0383001106016108,0,-0.00288631390857079,0,0,0,0,0,0,0,0,0,0.00960611110855047,0,0
X601877.SH,0,0,0.226976647047291,0,0,-0.0811884176421948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057873505427944,0,0,0,0,0,0,0,0.097081262932163,0.246998250749132,0,0,0,0,0.0359176137560071,0,0,0,0,0,0,0,0,0,-0.00957414645654985,0,0,0,0,0.00674508286507383,0,0
X300146.SZ,0,0,0,0,0.174688549530069,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0721335482903062,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0.147196917370652,0,0,0,0,0,0,0,-0.00528158092541031,0,0,0.0543479523725435,0,0.0249221104442473,0,0,0,-0.0217681109610836,0.0834849957277626,0,0,0,0,0.0270831644702911,0,0,0,0.0017033635433402,0,0
