,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X000651.SZ,X600809.SH,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X002241.SZ,X000100.SZ,X000596.SZ,X600703.SH,X000157.SZ,X300142.SZ,X000625.SZ,X002129.SZ,X600741.SH,X002371.SZ,X002007.SZ,X002179.SZ,X601877.SH,X002049.SZ,X002236.SZ,X600584.SH,X000799.SZ,X002414.SZ,X300003.SZ,X601799.SH,X600183.SH,X300146.SZ,X000800.SZ,X600779.SH,X600460.SH,X600089.SH,X002074.SZ,X002008.SZ,X600702.SH,X600707.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.124499315306512,0,0,0.178270285962608,0,0,0,0.0655918893509978,0,0,0,0,0.0583637286759805,0,-0.112592996968172,0,0,0,0,0.0616259465369181,0,0,0.0346794360750651,0,0,0,0,-0.0786027991912202,0.0177065667261386,0,0,0,0,0,0.0181988353978942,0,0,0.204902722752943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387950160370856,0,0,0,0.005854532226284,0,0
X000858.SZ,0,0,0,0.0632173059398661,0.327837293928975,0,0,0.0547679249893546,0.0994069011661792,0,0,0,0,0,0,0,0,0,0,0.00586002882033617,0,0,0,0,0,0,0,0,0,0,0.0681250055473404,0,0,0.0593572970734808,0,0.235149509508864,0,0,0,0,0,0,0,0,0,0,0,0,0.00731438953209613,0,0,-0.0141878254316446,0,0,0,0,0.0120659260566274,0,0
X002415.SZ,0,0,0,0,0.198467380968953,0,0,0,0.0961060255780799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111411306363604,-0.0104047653689441,0,0,0.35323369476971,0,0.101012104577824,0.173860178196489,0,0,0,0,0,0,0,0,0,0,0,-0.0550724298298341,0,0.0544469172727004,0.0455894134962646,0,0,0,0,-0.00916205903753863,0,0
X600276.SH,0,0,0,0,0.192328447164936,0,0.104541908788514,0,0,0,0,-0.0397435219622757,0,0,0,-0.16407084303348,0,0,0,0,0,0,0,0.0526864503994169,0,0,0,0,0.0317922543344851,0,0.188090344144904,0,0,0,0,0,0,0,0,0,-0.073008891648041,0,0,0,0,0,0,0,-0.00252964925624441,0,0,0.00381868078391323,0.011199408063617,0,0,0,0.0288793007268212,0,0
X000568.SZ,0.176371803469358,0.619300751577622,0,0,0,0,0.0681111008460012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00978856211935781,0,0,0,0,0,0,0.217768108280285,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-6.93889390390723e-18,0,0.0845861516965547,0,0.0973228481078433,0,0,0,-0.0235403081093429,0,0,0,-0.00788192011987564,0,0,0,-0.000436152930398524,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0601849690547901,0.0226256872765081,0,0.0231950611279427,0,0,0,0,0.0254738625258114,0,0,0,0,0.208039571084298,0,0,0.0834143570735573,0,0,0,0.0979597555986978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105854996457943,0,0,0,0,0,0,0,-0.000198916720995385,0,0
X600809.SH,0,0,0,0,0.0222372869243488,0,0,0,0,0.282596264947942,0,0,0,0,0.121767011790759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124879305429012,0,1.73472347597681e-18,0.00708153554808898,0.026691463135318,0,0,0.360210625994618,0,0,0,0,0,0,0.0400212109381792,0,0,0.0479416620639589,0,0,0,0,0,0,-0.0603230921052411,0,0,0,-0.02231916500418,0,0
X600690.SH,0,0.080375057140421,0.0706703146435015,0,0,0.126614937780064,0.156091315297431,0,0,0,0,0,0,0.0725331711197037,0,0,0,0,0,-0.0352463482312545,0,0,0,0,0,0,-0.0471581923653976,0.223785947267729,0,0,0.159337004207917,0.104873794205802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406635270439918,0,0,0,0.00500786913240324,0,0,0,-0.0246169416807898,0,0
X002304.SZ,0.0165322662971034,0.0334468796634151,0,0,0.319765281135752,0.0683293372322154,0.19521101302404,0,0,0,0.118376785368086,0,0,0,0,0,-0.279174737985892,0,0,0,0,0,0,0,0,0,0,0.048509346264206,0,0,0,0,0,0,0,0,0,0.0798209874459079,0,0,0.036217046404716,-0.0613245645693486,0,0,0,0,0,0,0,0,0,-0.0406123522728754,0,0,0,0,-0.0220521275218997,0,0
X600031.SH,0,0,0,0,0,0,0,-0.163666851768321,0,0,0,0,0,0,0,0.188820598592342,0.0314274210981532,0,0,0.09290545305948,0,0,0.136156345145667,0.0506590092469272,0.0884505812390985,0,0.145051731507068,0,0,0,0.376802291371928,0,0.0559237937420772,0,0,0,0,0,0.169517087976458,0,0,0,0,0,0,0.0228847281314351,0,0,0.110339031291179,0,0,-0.0359897875793179,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.161916921569617,0,0,0,0,0,0,0.0313993885384841,0.0985425041260683,0.0821878373072102,0.0981610314622347,0,0,0,0.509814381662653,0.00558017075126523,-0.086296960717354,0,0.00172692451746426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936426918139856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410907615383417,0,0,0,0.0283322773388476,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315785376135214,-8.67361737988404e-19,0,0,0,0.07186083044023,0.341374735217556,0,0.129100422094296,0.0135315727012533,0,0,0.130539937346373,0,0,0,0,0,0,0,0,0,0,0,0,-0.039002440215117,0,0,0,0.0113848064113639,0,0,0,0.00893208391911752,0,0,0,0,0.0375588844190692,0,0,0,-0.0445437785050935,0,0
X600104.SH,0,0,0,0,0,0.0717226550791589,0,0,0,0,0,0,0,0,0,0.123174191389738,0,0,0,0,0,0,0,0,0.0858210983742854,0,0,0,0,0,0,0,-0.0367886513694308,0,0,-0.0482606986913292,0,0,-0.0777003127278169,-0.0264689696259521,-0.0228576825909111,0.0658197379261021,0,0.0652045740759792,0,0,0,0.0190628013912103,0,0.0208971683037447,0,0.0493558332497983,-0.0275594470703655,0,0,0,0.0142652366969635,0,0
