,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X002304.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X300124.SZ,X000596.SZ,X002241.SZ,X000100.SZ,X600703.SH,X000157.SZ,X000625.SZ,X002129.SZ,X300142.SZ,X600741.SH,X002179.SZ,X002007.SZ,X002371.SZ,X002236.SZ,X601877.SH,X002049.SZ,X000799.SZ,X600584.SH,X601799.SH,X002414.SZ,X600183.SH,X600779.SH,X300003.SZ,X000800.SZ,X300146.SZ,X002008.SZ,X002074.SZ,X600089.SH,X000977.SZ,X600702.SH,X600460.SH,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.150109399547576,0,0,0,0.16943584539282,0,0,0,0,0.0506087571059868,0,0,0,0,0,0,0,0,0.0500631383207673,0,0.0367193295396366,0,0.102440146835545,0,0,0,0,0,0,-0.0645962538246828,0,0,0,0.0998319768088037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494884505536821,0,0.0079533481483948,-0.0234637938060047,0,0,0,0,0,0
X000858.SZ,0,0,0,0.024523001429449,0,0.271052445919048,0,0.0406786695936796,0,0,0.100210540432774,0,0,0,0,0,0,0,0,0.0481729613490212,0.0227704584795971,0,0,0,0,0,0,0,0.0713872484727214,0,0,0.117152349011011,0,0,0.260349060795223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121361189736936,0,-0.0204316021182954,0,0,0,0,0.0129491840992016,0,0
X002415.SZ,0,0,0,0,0,0.172505957585501,0,0,0,0.111769613765116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054064948716388,0,0,0,-0.0477097006878045,0.124312816437724,0,0.310830896899217,0,0,0.0723915621778267,0,0,0.206210043919691,0,0,0.163480630243645,0,0,0,0,0,0,0,0,-0.0516155478458114,0.0410362179859854,0.041374244385313,0,0,0,0,-0.017795974998794,0,0
X600276.SH,0,0,0,0,0,0.0978233506615571,0.0712186626601673,0,0,0.0623224797345154,0,-0.0566658820494556,0,0,0,0,0,0,-0.0977328690802545,0,0,0,0,0.0309933936534672,0,0,0,0,0.207783781457773,0,0,0,0,0.0228127359368547,0,0,0,0,0,0,0,0,-0.123612009208764,0,0,0,0,0,0,-0.0133480021228034,0,0,0.011155174897839,0,0,0,0.0313790506153205,0,0
X000651.SZ,0,0,0,0,0,0,0,0.13799238177631,0,0.023120760839404,0,0,0,0,-0.0303200433978973,0,0,0,0,0,0,0.245606694315682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526728006195011,0,0,0,0,0.00814655079374039,0,0,0,-0.0153930188226517,0,0,0,0,-0.0189788073257582,0,0
X000568.SZ,0.0677552257565239,0.599523723060121,0,0.0568434738969142,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0686631480703161,0,0,0,-0.0415584191326961,0,0,0,0,0,0,0,0,0,0,0,0.0922126159942537,0,0,0,0,0.170253497300178,0,0,0,0,0,0,-0.0895387763645477,0,-0.0019400023612284,0,0,0,-0.0447089720255658,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0285769135869092,0,0,0.285558427848954,0,0,0,0,0,0.121709339489155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122676136828614,0,0,0.0283511097793752,0.354817456332217,0,0,0,0,0.0374507248255791,0,0,0,0,0.045981939488214,0,0,0,0,0,0,3.46944695195361e-18,-0.0599738750179635,0,0,0,-0.0223435447514141,0,0
X600690.SH,0,0.105708497145743,0.122167006450784,0,0.189984359214819,0,0.159709819378979,0,0,0,0,0,0,0.0988634121846896,0,0,0,0,0,0,0,0,0,0,0,-0.0720688866676785,0,0.193571810625065,0.0767482733865302,0,0,0.0168476530232946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319984015586406,0,0.000459078416954594,0,0,0,0,-0.0188882834770353,0,0
X600031.SH,0,0,0,0,0,0,0,-0.0631413272728089,0,0,0,0,0,0,0,0,0,0,0.160263644803905,0,0.173362990382635,0,0.0575568211443271,0,0,0.137173467104521,0,0,0.336995183251511,0,0,0,0,0,0.00510272870510716,0,0.33453678274879,0,0.119902860451779,0,0,0,0,0,0,0,0,0,0,0.119049987714291,0,-0.0445222344196153,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0467470191961426,0.0886493499612953,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0555286358803195,0.0743849494027667,0,0,0,0.066098478550349,-0.00398176344973529,0.541126094038702,0.0219855595078199,0.022121887646115,0.0648953310012421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351802281234486,0,0,0,0.0485809574098168,0,0
X002304.SZ,0.164889214252154,0.112518372887624,0,0,0,0.223373701966355,0.119481241131249,0,0,0,0,0,0,0,0,-0.194809894529166,0,0,0,0,0,0,0.0355814021088948,0,0,0,0,0.0313956928229266,0,0,0,0,0,0,0,0,0,0,0,0.0642153239220423,-6.93889390390723e-18,-0.0601466567872324,0,0.184912093008905,0,0,0,0,0,0.0222422434017004,0,-0.0177895318361845,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0912104976713203,0,0,0,0,0,0.0882493318782369,0,0,0,0,0,0,0,0,0,0,0,0,0.192921533934907,0,0,0,0.0432440206035451,0,0,0,0,0,0,0,0,0,0.0837249007202221,0,0,0,0,0.0707389996106339,0,0,0,0,0,0,0,0.0237141223699276,0.00817896221794933,0,0.0600089511733756,0,0,0,0,-0.0413419420679291,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.033547089042526,0,0,0.0248921124585385,0,0,0,0,0,0,0,0,0,0,0.0214278526691183,0,0,0,0,0,-0.0892226843660256,0,0,-0.0317967289470571,-0.0247241633221642,0,0,0,0,0,0,0.222038365128308,0,-0.0183124216845029,0,0,0,0,0.221396057934063,0.0910723073928636,0,0,0.00565977516172565,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15371412950215,0,0,0.143239427588762,0,0.120184306116563,0,0,0,0,0.0791849407980843,0,0,0,0,0,0,0,0.24755350652636,0,0,0,0,0,0,0,0,0.03307385881103,0,0,-8.67361737988404e-19,-0.0668651294313661,0,-0.0253064274100911,-9.14599850369565e-05,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.141636247221427,0,0,0,0.158162448826008,0,0,0,0,0,0.258731143194724,0,0,0.0968607143253878,0,0.0844872392508928,0.0614430443221633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734083969343536,0,0,0,0.178992311653021,0,0,0.582273223798396,-0.124434744307967,1.1693437179275,0,0.0415321440009373,0,0,0.00346208623127376,0,0,0,0.0696409586874787,0,0
X000338.SZ,0,0,0,-3.46944695195361e-18,0,0,0,0,0.00297480125800279,0,0,0,0,0,0.181596039007041,0,0,0,0,0,0,0,0,0.141690927846642,0.168788152125936,0,0,0,0,-0.046856546231054,0,0,0,0.0639770401721902,0,0,-4.33680868994202e-19,0,-0.0227629885140492,0,0,0,0.0983342512513105,0,0.0117978933067969,0,0.138883259360249,0,0,-0.027267857119277,0.0539642244617647,-0.0592949482173793,0,0,0,0,0.00287500056232986,0,0
X003816.SZ,0,0,0.00991736459374441,0,0,-0.00182842551034293,0,0,0,0,0,0,0,-0.148566848846507,0.0190995128204258,0,0,0,0,0,0,0,0,0.0248479976040431,0,0,0,0,0,0,0,0,0,-0.122291244817017,0,0,0,0,0,0,0,0,0,0,0,0.0609400504146873,0.064419014732695,0.0389705533665563,0,0.00185613549141652,0,0,0,0,0,0,-0.00113320070043091,0,0
X000063.SZ,0,0,0,0,0,0,0.0731472873003844,0,0,0.106547119305431,0,0,0,0.0801490741607888,0,0,0,0,0,0,0.0339609434693715,-0.0827998879402111,0,0,0.0184050758871933,0,0,0,0,0,0,0,0,0,0.0118307907772601,0.182094850829008,0.212186285937515,0,0,0,0,0,0,0,0,0,0,0,0.0803543401007536,-0.0890082756276121,0,0,0.00449023423789196,0,0,0,-0.0166641522048878,0,0
X300124.SZ,0,0,0,0,0,0.0303395405341802,0.209000942855583,0,0.335733633982067,0,0,0,0,0,0.0862368857861072,0,0,0,0,0,0,0.00871462207048535,0,0,0.0332698047675835,0,0.0132634019064501,0,-0.352295592647192,-2.16840434497101e-19,0.25468172053641,0,0,0,0,0,0.0195941553640633,0.191790970435584,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.066136871419403,0,0,-0.0510802646735775,0,0,0,0,0,0
X000596.SZ,0,0,0,0.111155864480979,0,0.378183041208981,0.11269427145368,0,0,0,0.0553997482340185,0,0,0,0,0,0,0,-0.0941096497869016,0,0,0,0,-0.0771884531319251,0.100567840246684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442651299420303,0,0.19398451664511,0,0,0,0,0,-0.00551093598798095,0.00310663011304481,0,0,0,0,-0.0224333956673572,0,0
X002241.SZ,0,0.0284906299634331,0,0,0,0,0,0,0,0.337178948355565,0,0.297802995401444,0,0,0,0,0,0,0.0660592483945057,0,0,0,0,0,-0.0138045244509426,0,0,0,0,-0.0304546380450347,0.15638672981923,0.0422109789149573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239247725003397,0,0.0364072050123423,0,0,0,0,-0.0391335415090249,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.537237986030961,0,0,0,0,0,0,0,0,0,0,0.257640619968877,0,0,0.0588316055153013,0,0,0,-0.00566895771261716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175032649182768,0.0566469927942315,-0.0939538074042666,0.0745630803726714,0.227384231095599,0,-0.034691881570275,0,0,0,0,-0.0241467912863953,0,0
X600703.SH,0,-0.259434227126281,0,0,0,0,0,0,0,0,-0.0105804663895075,0,0,0,0,0,0,0,0,0,0,0.243259395439178,0,0.050245875539591,0,0,0,0,0,0,0.766396319851815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261166727305696,-0.19455997183214,0,0,0.130332448512352,0,0,-0.0475164217886579,0,0,0,0,-0.0390998943320604,0,0
X000157.SZ,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.238084649234571,0,0,0,0,0,0,0.0105452004245116,0,0,0,0,0,0,0,0,0,0,0.07423822370615,0,0,0,0.153390926474775,0,0,0,0,-0.0155100705133036,0,0.330761655499728,0,0,0,1.0842021724855e-19,0.0762227973416318,0,0,0,0,0,0,-0.0550273224977509,0,0
X000625.SZ,0,0,0,-0.333823552374934,0,0,0,-0.19778943210662,0,0,0,0,0,0,0,0.0840807753637999,0,0,0.13627294793397,0,0,0.0915005543443902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213259608859708,0,0,0,0,0.722072686885923,0,0,0,0,0.0764177294781336,0,0,0,0,0,0,-0.0126794993130935,0,0,0,0.0124972747724577,0,0
X002129.SZ,0,0,0,0,0,0,0.176093481268605,0,0,0,0,0,0,0,0,0,0,0,0.00528341244089321,-0.025435420749789,0,0,0,-0.0028051395284508,0,0,0,0,0,0,0,0,0,0,0,0.0330539855892291,0,0,0,0,0,0,0,0,0,0.503589772504809,0,-0.0743559650485551,0.0587963493520186,0,-0.0914441587632309,0,0.0286709160997938,0,0,0,-0.0120225674109908,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0899437302458299,0,0,0.14202489272164,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767396883391328,0,0.1197474966317,0,0,0,0,0,0,0,0,0,0.263945170154715,0.130210200094557,0,0,0,0,0.126964317742047,0,0,-0.0261836414269777,0,0,0,-0.0263822177185102,0,0
X600741.SH,0,0,0,0,0.517756726516389,0,0,0,-0.0453624313154864,0,0,0,0,0,0,0,0,0,0,0,-0.101094898849045,0,0,0,0,0,0,0,0.0971858482839175,0,0,0,0,0,0.236254134911478,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405531462593968,0,0,5.42101086242752e-20,-0.00204197942388344,0,0,0,-0.0244796011141153,0,0
X002179.SZ,0,0,0,0.0923373383104271,0,0,0.102836931932432,0,0.0421004604748955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35699766661769,0.17947128416639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174417930462995,0,0,0,0,0,0,0,0,0,-0.151855096553263,0,0,0.0391286744266447,0,0,0,-0.00968621663485036,0,0
