,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600066.SH,X600271.SH,X000568.SZ,X600741.SH,X002241.SZ,X600118.SH,X000100.SZ,X002236.SZ,X600031.SH,X600372.SH,X002292.SZ,X002074.SZ,X002475.SZ,X000559.SZ,X600177.SH,X002506.SZ,X000157.SZ,X300003.SZ,X000338.SZ,X300124.SZ,X002007.SZ,X002085.SZ,X002456.SZ,X000050.SZ,X002426.SZ,X002294.SZ,X600867.SH,X000869.SZ,X002249.SZ,X002180.SZ,X600089.SH,X002508.SZ,X000981.SZ,X002465.SZ,X002049.SZ,X600498.SH,X600699.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.407053587771587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245444646444112,0.0131833702824867,0,0,0,0,0,0,0.122594532204259,0.153771450102927,0.0530537888424928,0,0,-0.0701121697979053,0,-0.142240352986923,0,0,0.0288265893112508,0,0,0,0,-0.076631579920227,-3.46944695195361e-18,0,0,0,-0.101572499136007,0.0937394396898902,0,0,0,0,0,0
X600104.SH,0.0292682303887436,0,0,0.022807396466296,0,0,0,0.119520687477245,0,0.081237437577522,0,0,0.00823256190364571,0,0.121571679816585,0,0,0,0,0,0,0,-0.0108719128981441,0.0621696917027479,0,0,0,0,0,0,0,0.0196325221527103,0,0,0.022095786625968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433785999453658,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0442308382225733,0,0,0,0,0,0,0,0,0,0,0,0.0715956158975998,0,0.0883819246728832,0,0,0.0105277679500901,0.0704511044949408,0,0,0,0,0,0,0,0.0378134269544811,0.0746237215502334,0,0.066215867487844,0,0,0,0,0,0.104452582631403,0,0,0,0,0,0,0,0,0,0,0.00170965094018844,0.0348156231716315,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.284249893767072,0,0,0,0,0.0283747165406993,0,0,0,0,0,0.0089342736311168,0,0,0,0,0,0.0322535089491072,0,0,0,0,0.0539857680632696,0,0,0,0,0.0143609752747123,0,0,-1.73472347597681e-18,0.100011289507077,0,0,0,0,-0.0105945530584359,0,0,0,0,0,0.0705481833371995,0,0,0,0.00109407851353651,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.811390599424539,0,0,0,0,0,0,0,0,-0.0119598048756517,0.195957117406313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194952910686283,0,0,-0.0444685057116282,0,0,0,0,0,-0.0322091965587498,0,-0.117747995842868,0,0,0.0574644352786111,0,0,0,0,0.0314502756549459,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.045665665105877,0,0,0.0468769835849149,0,0,0,0,0,0,0,0.066474628733812,0,0,0,0,0,0,0,0,0,0,0,-0.0608164214528197,0.118580732539716,-0.00640484472775892,0,0,0,0,0,-0.0639293520465547,0,0,0,0,0,0.00834276651831553,0,0,0,-0.0569419067609843,0,0.00423652912294448,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0237805878986918,0,0,0.0153237086528138,0,0,0.0244869577193562,0,0,0,0,0,0,0.322784820370718,0,0,0,0,0,0,0.179634520281576,0,0,0,0,0.0461190749525724,0,0.017550982445554,0,0.0506157054541389,0,0,0,0,0,0,0,0,0.0223827970953965,0,0.0653796310840845,0,0,0,0,0,-0.0369845965765811,0.045291978586341,0,0,0,0,0,0
X000625.SZ,0,0.0377205032156756,0,0.135552275677906,0,0,0,0,0.0949159089233004,0.0369554791646274,0,0,0,0,0,0.36057012996366,0,0,0,0,-0.0380510805117,0,0,0,-0.327233967442282,0,0.106408402404037,0,0,0,-0.185332881084001,0,0,0,0,0.233583330351976,0,0,0,0.164552319806009,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0343057393542989,0,0,0,0.328902097146117,0,0
X000063.SZ,0,0,0,0,0.131067559062903,0,0,0.224454246674134,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.214530682754519,0.0527922984580906,0.0535537900272672,0,0.263434950433203,0,0.199935000077911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352827231192035,-0.0652128524472648,0,0,0,0.0832848097508424,0,0,-0.0471961377321705,-0.0766844474234049,0,0,0,0,0,0
X600690.SH,0,0,0,0.231485552848603,0,0,0,0,0.0275786735279758,0,0,0,0,-0.106180368255536,0,0,0,0,0,0,0,0,0,0,0.112058332179185,0,-0.0206028073193826,0,0,0,0,0.0349160154243278,0,0,0.0540335247531063,0,0,0,0.0432358018594976,0,0.0237558937496526,0,0.0531832642963266,0,0,0,0,0,0.0689832163977825,0,0,0.00969053911975584,0,0,0,0,0,0
