,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X000725.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X600741.SH,X002241.SZ,X600584.SH,X601877.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X000733.SZ,X002463.SZ,X000800.SZ,X300142.SZ,X600460.SH,X601799.SH,X000066.SZ,X002007.SZ,X002028.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.372752832033046,0.0889644909451619,0,0.0195345895393588,0.0500430889108546,0,0,0,0.0771293001809786,0,0,-0.0682884738807354,-0.0750822452649539,0,0.00874082998953568,0,0,0,0.0587884288397676,0.00267209428898771,0,0,-0.0203817155852799,0,0,0,0,-0.0254491837440451,0,0,0,0,0,0,0,0,0,0,0,0,-0.00307111085511166,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.026884593784305,0,0,0,0,0,0
X000858.SZ,0.127748779295203,0,0.548568296818131,0,0,0,0,0.0745681339377439,0.0226484665611199,0,0,0,0,0.00175130124635548,0,0,0,0.000463025822110061,0,0,0,0,0,0,0,0,0,0,-0.011195180499899,0,0,0,0,0,0,0,0,0,0,0.0978709778204206,0,0,0,0,0,0,0.0647001616970021,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.000470531290003558,0.433021496279895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19526408349673,0,0,0,0,0,0,0,0,0,-0.0319001378263046,0,-0.0105788424268792,0.0137943197428878,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.279545391088985,0,0,0,0,0,0,0,0,0,0,0,0,0.0822280618415397,0,0.0243874081983465,0,0,0,0.1677144351651,0,0.0315819423920549,0,0.305726871479179,-0.0206869894813296,0,0,0,0,0,0,0,-0.355509381089169,0.336742843822109,0,0,0,-0.0923033299683796,0,0,0,0,0,0,0,-0.0116757972540953,0,0,-0.0212319497648397,0,0,0,0,0,0
X600809.SH,0,0,-4.33680868994202e-19,0,0,0,-0.0197761891581083,0,0.437218409623997,0,0,0,-0.0303072184651083,0,0,0,0,0,0,0.0908431311632517,0,0,0,0.0754075887370539,0,0,0,0,0,0.144997327300946,0,0,0,0,0,0,0,-0.113829811200862,0,0.0900369777295246,0,0,0,0,0.0544145999335563,0,0,0,0,-0.0356035356394631,0,0.0703976247829865,0.160460083010526,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0158395634482478,0,0,-0.23856372656068,-0.071548687271962,0,0.310958891825462,0,0.0130133932352979,0,0,-0.375862049645868,0.211415661127792,0,0,-0.371880654451687,0.0192646600141443,0,0,0,0,0,0,0.363970938158425,0.10945854967806,0,0,0,0,0,0,0,0,0,0,0,0,0.146552343088497,0,-0.00245686973519415,-0.107579149117981,0,0,0,0,0,0
X002475.SZ,0,0,0,0,-0.00667360324674407,-0.0416950993061381,0,0,0,0,0.142344684373926,0,0,0,0,0,0,0,0,0,0,0,0,0.0260102886388967,0,0.176993677261276,0,0.110634600068336,0.00326846306715525,0,0,0.577963716397275,0.168874194468545,0,0,-0.0793945888831551,-0.104996634455638,0,0,0,0,0,0,0,0,0.0310607650329677,0.089286693561414,0,0.0903876211977837,0,0,0,-0.119858682997871,0,0,0,0,0,0
X600690.SH,0,0.209405623293805,0,0,-0.0184773207247206,0.00309631470003153,-0.0283588346941251,0,0,0.0589100255485531,0,0,0,0,0,0,0.0298092089277457,0,0,0,0.0416118710938456,0,0,0,0,0,0,0,0,0,0,0,-0.00983820620418619,0,0,0,-0.00496509172878684,0,0,0,0,0,0,0,0,0,0,0,0,-0.035432952062983,0.290180312367613,0.00465811972141326,0,0,0,0,0,0,0
X002304.SZ,0,0.163647447923748,0.309527552668248,0,0.0184855074621553,0,0,0,0,0,0,0,0,0.0475364327108143,0,0,0,0,0.0812983175559511,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0269918531823167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00562236929532705,0.0111770049100782,0,0,0,0,0,0
X000651.SZ,0,0.101167468120224,0,-0.0802567483362295,0,0,0,0.391852631302925,0,0,0,0,0,0,0,0.0620386224532831,0,0,0,0,4.19715614269829e-05,0,0,-0.0131419073613231,0,0,0,0,-0.0467607527222589,0,0,0,0,0,0,0,-0.0107745639975366,0,0,0,0.0333517634422172,0,0,0,0,0,0,0,0,0,0,0.0123328994743345,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.0740845247288318,0.100167532807783,0,0,0,0,0,0,0,0,0.174022325650176,0.132440600403482,0,0.0664681775363537,1.73472347597681e-18,0,0,0,0,0,0,-0.409583157243538,0.164331423431647,-0.0839352504297656,0,0,0,0,-0.0959235446612957,0,0,0,0.0985536028936872,0,0,0,0,0,0,0,0,0,0,0,-0.077091731556788,0,0,0,0,0,0,0,0,0
