,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002008.SZ,X300124.SZ,X601877.SH,X002456.SZ,X000625.SZ,X600271.SH,X600487.SH,X600066.SH,X600809.SH,X000100.SZ,X002241.SZ,X600867.SH,X002294.SZ,X000981.SZ,X600566.SH,X600522.SH,X002179.SZ,X300136.SZ,X002508.SZ,X300142.SZ,X000157.SZ,X600089.SH,X600498.SH,X000050.SZ,X002049.SZ,X000977.SZ,X600177.SH,X600707.SH,X600584.SH,X000596.SZ,X000661.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.472237111029345,0.1404264390375,0,0.0403822740799078,0,0,0,0,0,0,0,0,0,0,0,0,0.0566122334777326,-0.0411252686273046,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0339508991458394,0,-0.0205683432838018,0,0.0166318274982568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140902479265796,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.132742077574136,0,0,0,0.239720251053191,0,0,0,0,0,0,0,-0.104159439656436,0,0,0,0,0,0,0.00774738643883023,0,-0.0725543431624554,0,0,0,-0.0950314795559867,0,0,0.0456914120254426,0,0,0,0,0,0,0,0.0821180079652532,0.0254175867178304,-0.183489452065977,0,0,0,-0.0299973848096266,0,0,0.149004868097408,0,0,0,0
X002415.SZ,0.105165115488653,0,0,0,0,0.179590739891357,0,0,0,0.0805970146019657,0,0,0,0,0.202582708993779,0.221845868259024,0.0269075028407469,0,0,0,0,0,0,0,0.161724839684066,0,0,0,0,0,0,0,0,0,0,0.0995646496650149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249288067415603,0.00919051516731847,-0.0192787276688878,0,0,0,0,0
X000651.SZ,0,0,0,0,0.327402544863489,0,0,0,0,0.237734063302684,0,0,0,0,0,0,0.0163374109423732,0,0.0335394786123007,0.0584183137674681,-0.0186949325681462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112588060159651,0.105352675573629,0,0,0,0,0,0,0,-0.0446489437151955,0,0,0,0,0,-0.0161914090386991,0,0,0,0,0,0,0
X000858.SZ,0.0915646832348827,0,0,0.154664326061356,0,0,-0.0114052697365991,0,0,0,0,0.660420601319341,0,0,0.0353327695442001,0,0.0341700816485513,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.00220035035372225,0,0.00310091028612786,0,0,0,-0.0298065351563738,0,0,0,0,0,0,0,0,0,-0.00942421937401004,0,0,0,0,0,0,0
X600276.SH,0.120664125526952,0,0.0697915911242577,0,0,0,0,0,0,0.103472212992276,0,0,0,0,0,0,0,0.046107534138032,0,0,0,0,0,-0.0221244178865381,0.21045914306137,0,0.118924901275784,0,0,0.0236038051116892,0,0,0,0,0,0,0,0,0,0,0,0,0.0338384683430994,0,0,0,0,0,0.0818446169266589,0,0,-0.0028989446649207,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.218857263231133,0.0156067906014504,0,0,0,0,0,0.0373363895473065,0,0.0268054750754902,0,-0.0295233319083621,0,0,0,0,6.93889390390723e-18,0,0,0.265041370123645,0.0972535562451299,0,0,-0.0112556393127681,0,0,0,0,0,0,0,0.512705671233353,0,0,0,0,0,0,0,0.105905694165462,0.100756936037698,0,0,-0.0162062708076345,0.0274242038195534,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.210062136975431,0.174887226658388,0,0,0,0.0116629298787921,0,0.197389732640492,0.00577863808937243,0.258224363969411,0,0,0,0,0,0,0,0,0,0,-0.0763425478983766,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.287335416958362,0,0,0,0,0,0.0284663097562202,-0.0762070108492853,0,0,0,0,0,0,0,0.00497345031909935,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.393895406098707,0,0,0,0,0,0,0,-0.0393445656307297,0,0,-0.0376085173247835,0,0,0,0,0,0.122955878975288,0.350458752556745,0,-0.0168643104738414,0.255977513232343,0,-0.236927402080189,0,0,0.266007529194255,0,0.103860169344107,-0.0612546245635542,0,0,0,0,0.134278279442216,0,0,0.0561851011318353,0,0,0,0.206417298001911,0,0,0,0,0.0190713158654573,0,0,0,0,0,0
X600690.SH,0,0,0,0.187483476191281,0.41868715363469,0,0,0.162334108149949,0,0,0,0.0141808227739433,0,0,0,0,-0.0441278705964143,0,0,0,0,0,0,0,0,0,0,-0.0497674431767402,0,0,0,0,0,0,-0.07184512440702,0,0.0443100495278591,0,0,0,0,0,0,0,0,0,0,0,0,0.0705600770686551,0,0,0.00227077189294267,0,0,0,0,0,0
X600703.SH,0,0,0.226561896483291,0,0,0,0,0,0,0,0,-0.147883480265253,0,0,0.156535937632852,-0.353900096823187,0,0.0257474807429043,0,-0.142847662575827,0.0290914887713449,0,0,0,0.24627705134753,0,-0.0597385904591628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114010043333823,0,0,0,0.413098721185243,0,0,0,0,0,-0.0303800133586375,0,0,0,0,0,0
X000568.SZ,0.0907475132890993,0,0,0.143285066905428,0.332452399160128,0,0,0.127648140379168,0,0,0,0,0,0,-0.0298328577277229,0.243271312270052,0,0,0,0,0,0,0,0,0,0,0.0638252095500111,0,0,0.0693537761195769,0,0,0,0,0,0,0,0.02395285399929,0,0,0,0.0727053781018907,0,-0.0395185583371232,0,0,0,0.198015657246596,0.0101569720415256,0,0,0.0211247431479927,0,0,0,0,0,0,0
