,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X000661.SZ,X002008.SZ,X300003.SZ,X600809.SH,X300124.SZ,X600487.SH,X600776.SH,X002456.SZ,X000596.SZ,X600498.SH,X000625.SZ,X002007.SZ,X000050.SZ,X000977.SZ,X002371.SZ,X002179.SZ,X002241.SZ,X000157.SZ,X002180.SZ,X300142.SZ,X600089.SH,X600522.SH,X600372.SH,X300146.SZ,X600066.SH,X600867.SH,X600177.SH,X600118.SH,X300136.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600031.SH,0,0,0,0,0,0,0,0.156370985079147,0,0,0,0,0.329820332567419,0,0.104173409015112,0,0.0707351110457638,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0128710058135944,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137196983809715,-0.0230558186061546,-0.00252150285966945,0.0214162259558169,0,0,0,-0.0468559169048197,0,0
X002475.SZ,0,0,0,0,0,0,-0.0689958647536568,0,0,0,0,0,0,0,0,0,0.213638806086688,0,0,0,0,0,0,-0.0550644387863965,0,0,0.0256269264749768,0.0602584098684969,0,0,0,0.0870846626075321,0,-0.0600549139526691,0,0,0.100411443863061,0,0,0,0,0,0,0.22613044658467,-0.0386532710202262,0,0,0,0.212496681377877,0,0,0.0252877562791701,0,0,0,0,0,0,0
X000338.SZ,0,0,0.221208024511245,0,0.272142830673825,0,0,-0.0046799281230751,0,0,0.099855591524571,0,0,0,0.0273347946230636,0,0,0,0.177389775248143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500965657624545,0,0,0,0,0,0,0,0,0,0,-0.0135195835224277,0,0,0,0,0,0,0,-0.0259671900682213,0.0341898665673059,0,0,0,0,0,0
X000568.SZ,0,0,0,0.100244731889506,0,0.00735026883659876,0.16310246263541,0,0,0,0,0,0,0,0,0,0.0219416278775099,0,0.000912267169075014,0,0,0,0,0.342802820340172,0,0,0.0129358889479924,0,0.131164074720577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133785039527733,0,0.0311841462485277,0,0,1.0842021724855e-19,0,0,-0.00221425493480756,0.0328043806421474,0,0,0,0,0,0
X600741.SH,0,0,0.61448560143387,0,0,0,0,0,0,0,0,0,0.111694662639556,0,0,0,0,0,9.24978405456127e-05,0,0,0.102282768931213,0,0,0,0,0,0.0513101878063938,0,0,0.0419934689188682,0,-0.0431345927760487,0,0,0,0,0,0,0,0,0,0,0,0,0.190382009008357,0,0,0,0,0,0.00477967019700939,0.0544652039093851,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0926886292141303,0,0,0,0,0,0,0,0,0.274075504576989,0,0,0.0147377300919038,0.753913021686332,0,0,0,0,0.0662327057360978,0,0,0,0.00924038348744258,0,0,-0.105376858055417,0,0,0,0,0,-0.132002848894596,0,0,0,0,0,0.13445868196507,0,0,0,0,-0.360455586171463,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0.0241408962837549,0,0,0.0313700247985144,0.066447640629618,0,0,0,0,0,0,0,0,0.196848408677208,0,0,0,0.0279469010883034,0,0,0,0,0.00168947292831323,0,0,0,0.0308276010508057,0,0,0,0,0,0,0,0,0.100058531337599,0,0,0,0,0,0,-0.019871387067755,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.179532880905367,0.168930181409901,0.127069336648881,0,0,0,0,0,-0.0652027687994712,0,0,0,0,0,0,0.025619274685302,0,0,0,-0.0815247959585195,0,0,0,0,0,0,0.156124749898973,0,0,0,0,0.232270398330527,0,0,0,0.0121295745755906,0.0677758651715614,0,0.0332777522244509,0,0,0.100303782450132,0,0,-0.0146373194433689,0.00920795761770435,0,0,0,0,0,0
X002236.SZ,0,0.208685625030918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116841052988493,0,0,0,0,0.0211176235705414,0.085216841069872,0,0,0,0,0.0490601219348436,0,0,0,0.0798349094251166,0,0,0,0,0,0,0,0,0,0,0,0.292916338933746,0.0316648745116777,0,-0.00700561893125647,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,-0.143074603409509,0,0,0,0,0,0,0,0,0,0.0302909243521879,0,0,0,0,0,0.0609032969936944,0.198035383850046,0,0,-0.00419483463127058,0,0,0,0,0.316463541618233,0,0.02161130344221,0.229957995803955,0.0448960094569135,0,0.00205702455753247,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.352576341444472,-0.0168940457387239,-0.0493398076445214,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.285885323449124,0,0,-0.0279325175050357,0,-0.0993442308713561,0.00961805391486067,0,0,0,-0.105269559742968,0,0,0,0,0,0.293020022261776,0,0,0,0,0.00946364410929559,-0.032259297782397,0,0,0,0.0521154320934506,0,0,0,0,0,0,0,0,0,0,0,0.114919618698469,-0.0362132757736577,0,0,-0.0378561029573506,0.160141868118654,0,0,0.0194070560222495,0,0,-0.0484404344487597,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0.0820476889503847,0,0,0,0,0,0,0.0451549859747095,0,0,0,0.104873939115516,0,0.0332770250551464,0,0,0,0,0.0831699568202401,-0.164328126488785,0,0.0335631599328838,0,0,0,0,0,0,0.0445033663479297,0,0,0,0,0,0,0,0,0.167678746659972,0.0659875878389457,0,0,0.180720138271841,0,0,0.00141678574280754,0,0,0,0,0.100511022273859,0,0
X300003.SZ,0,0,0,0,0,0,0.058908017593976,0,0,0,0,0,0,0,0,0,0,0,0,0.110139414472954,0,0,0,0,0,0,0,0.202110017747001,0,0,0,0,0,0,0,0,0,0.0982133710514508,0,0,0,0,0.292019354001708,0,0,0,0,0,0,0.562695665535298,0,-0.0402668256500203,-0.0447430634485742,0,0,0,0.374537353691337,0,0
X600809.SH,0,0,0,0.531159223396772,0,0,0,0.0507126963473753,0,0,0,0,0,0,0,0.0203098597610492,0,0,0,0,0,0,0,0,0,0,-0.0398460691135639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046325612576605,0,0,0.0428067699403114,0,0,-0.00704371777614805,0.0251217182336135,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.335281580196101,0.179018026398283,0,0,0,-0.0659580791435213,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.00266098736492004,0,0.0462875991840265,0.0852326162814464,0,0,0,0,0,0,0.0167768269150869,0,0,0,0,0,0.110831792279437,0,0,0,0,0,0,0,0,0,0,0,-0.0161955423736512,0.0766223749736609,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0.0438404789558871,0,0.0186363914741578,0,0,0,0,0,0,0.0722466164610847,0,0,0,0,0.0172663425427882,0,0,0,0,0,0.0936907839242626,0,0,0.150852856245092,0,0.0366270478192316,0.0107956755354256,0,0,0,0,0,0,0,0,0.63427444750575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600776.SH,0,0,0,0,0,0,0,0,0.420207757333096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210001881600058,0,0,-0.570452307648812,0,0,0,0,0.618562939668312,0.730459916491365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.433065655369795,0,0.0246026254435999,-0.051592515172954,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0.032971212278059,-6.93889390390723e-18,0,0,0.0909721421068572,0,0,0,0.215272759967443,0,0,0,0.0377897154469897,0,0.123692808624264,0,0.0669982778480354,0.560150269410602,0,-0.0266432308428604,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.00118838566381472,0.0022752870127881,0,0,0,0,0,0
X000596.SZ,0.0529667677838705,0,0,0.376514601536886,0,0,0,4.33680868994202e-19,0.0159422744980374,0,0,-0.0398076710833322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167724721126226,0,0,0,0,0,0.0579637957781963,0,0,0,0,0,0,-0.0461797841111829,0,0,0,0,0,0,0,0,0.161487382463889,0,0,0,0.00958546676144721,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0.0364350914970697,0,-0.0170241128032542,0.225278204112672,0,0,0,0,0,0,-0.00616957658788264,0,0,0.115156703390909,0,0.0391859194629183,0,0.0973360498898549,0,0,0.231689913405909,0.0353760021578374,0,0,0,0,0,0.0279582855565779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113404947895024,0,-0.0280004310146101,-0.0209720115785762,0,0,-0.0340622318493766,0,-2.77555756156289e-17,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388504594756696,0.0135915321431204,0,0.0673604626459318,0,0.240219514122039,0,0,0,0,-3.46944695195361e-18,0,-0.00153197197566884,0,0,0,0,0,-0.0816918673563522,0.197650072214694,0,0,0,0,0,0,0.191169075368828,0,0.0968261365642604,0.024426312774011,0,0.00171024076948015,0,0,0,0,0,-0.0357733601189274,0.0131458903454326,0,0,0,-0.0499521125428616,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367298569533595,0,0,0,0,0,0,0.280695626739595,-0.252579831892299,0,0,0.0516109678475224,-0.122399486769136,0,0,0,0,0,0.0230133943273261,0,0,0,0,0,0.181242917404515,0,0,0,0,0,0,0,0,0.0685250518799401,0.543270132351286,0,-0.0871743382536766,-0.0295670142397749,0,-0.170316691950229,0,0.643093980454901,0,0
X000050.SZ,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.152068206222695,0,0.176298265842899,0,0,0.0657667051179161,0,0,0,0,0,0,0,0,0,0,0.201441532732985,0,-1.73472347597681e-18,0,0,0,0,0,0.19019326776893,0,0,0,0.350585994231744,0,0,0,-0.465503472094479,0,0,0,0,0,0,0,0,-0.0386097605381831,0.0383131009330027,0,0,0,-0.0751725084542929,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0.205295290967279,0.473730735298191,0,0,0,0,0,0.284265226673068,0,0.391347476944557,0,0.0198917085394872,0,0,0,0,0,0,0.00937053497080397,0,0,0,0,0,0.0262362636579039,0,0,0,-0.168730962961142,0.337620254504541,-0.216437082300692,0,0.0734093536501006,0,0.124349558523825,0,0,0,0,0,0,0,0,0.0057772361480486,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161119712103231,0,0,0,0,0,0.00635521168772382,0.205799834953297,0,0,0,0,0,0,-0.0298781905268649,0,0,0,0,0,0,-0.112349411077263,0.198953939651778,0,0,-0.00447672855114791,0.0275445620421969,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0.0422796338368145,0.104446352242705,0.433706510684009,0,0,0,0,0,0,-0.19783483195741,0,0,0,0,0.135934121592522,0,0,0,0,0,0,0,0,-0.150844429559683,0,0.0885333718956578,0,0,0,0,0,0,0,0.318191217581005,0,0,0,0,0,0,0,0,0,0,-0.016768762652468,0.112827085716429,0,0,0,0,-0.404463765801524,0
X002241.SZ,0,0,0,0,0,0.00118295905501468,0,0,0,0,0,0,0,0,0,0.047816650567332,0,0,0.0447371571290657,0,0.0509252703308637,0,0,0,0,0,0.00327301252352212,0,0,0.131979875429729,0.017880683926013,0,0.0791176216285971,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0919928766875574,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0102151653110909,0,-0.217151751257329,0,-0.0369586574515661,0,0
X000157.SZ,0,0,0.0276804583409085,0,0,0.00774214251918466,0,0.0583498700332225,0,0.15163371257877,0,0,0.0625488264736294,0,0,0,0,0,0,0,-0.0666030518385941,0,0.104407950592207,0,0,0,0,0,0,0,0,0,0,0.17301946103766,0,0.0163669002060332,0,0,0,0,0,0,0.0790121495895061,0,0,0,0,0,-0.0551802965725729,0,0,0.00675628317811679,0,0,0,0,0.00722354036699533,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598642438382063,0.04948466909077,0.103677374339405,0.0615180840448182,0,0,0,0,0,0,0,0.0384510849613571,0,0.11206990888862,0,0,0,0.0379593326962015,0.0830010360771142,0.022727492287742,0,0,0,0,0,0,0,0,0.111287792605813,0,0.105748043612963,0,0,0,0.00260431267133135,0,-0.0187863210035028,4.33680868994202e-19,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,-0.0942309534693579,0,0,0,0,0,0,0,0.0206895005221034,0,0,0,0,0,0,0,0.0558761051115059,0,0,0,0.170578590196445,0,0,0.0638522165262801,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.027567899057536,0,0.150835105679548,0,-0.0955788813860431,0,0.171084479867622,-0.0569546797006129,0.0224404120351048,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.0511863613744833,0,0,0,0,0,0,0,0.00770136517032978,0,0.184715562022756,0,0,0,0,-0.0113862796256723,0.0291628590850958,0.0665748372514481,0,0,0.033473694515043,0,0,0.0289611671252011,0,0,0.104742226165895,0,0.0222892550449183,0,0,0,0,0,0.0796091788558526,0,0,0,0,0,0.0286042596926242,0.0212281663826808,0,0,-0.00700560066483588,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0.103397088671987,0,0,0,0,0,0,0,0,0,0,0.106786352481167,0,0,0.0053808463893645,0.000332134672852015,0.00915602679028765,0,0,0,0.221470520172768,0,0,0,0,0,0,0,0.0619759183090654,0,0,0,0,0,0,0,0,0,0,0,0.0629691594922109,0,0,0,0,0,0,0.0116984673061899,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0.0553221986134065,0,0,0,0,0,0,0,-0.0334482611980778,0,0.175729832236624,0,0.0130276603644318,0,0,0.0610918285095293,0,0.0544227352644834,0,0,0.0179109885841249,0,0,0.148472052354928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387417661238566,0,0.227977404801198,0,0,0,0.0407135952956976,0.000450131630414907,0,0,0,0,0,0
X300146.SZ,0,0,0,0,0,0.0384330261773726,0,0,0,0,0,0.439305509939968,0,0.265906152220503,0,0,0,0,0,0,0.19740561654953,0,0,0,0,0,0,0,0,0,0,0.233114978195991,0,0,0,0,0,0,0.309269034320121,0.17065022973071,0,0,0,0,0,0,0,0,0,0,0,-0.0309938455395351,0.0518917089579945,0,0,0,0.22706908225015,0,0
X600066.SH,0,0,0,0,0,-0.280223927181792,0,0.38665940588422,0,0.114000457661332,0,0,0,0,0,0,0,0,0,0,0,0.000594006571831674,0,0,0,0,0,0,0,0,0,0,0,0.169353290174675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147012977915722,0,-0.0903598607992507,0.0959485645726247,0,0,0,0,0,0
X600867.SH,0,0,0,-0.114953176919688,0,0,0,0,0,0,0,0,0,0,0.0854642920860444,0,0,0,0,0,0,0,0,0,0.0796194844218781,0,0,-0.0622560457712291,0,0,0,0,0.225016391720445,0,0,0,0,0,0.164955323568055,0.233270950049484,0,0,0,0.462669333822176,0.103620866647233,0,0,0,0,0.42294057367497,0,0.0898074671568843,-0.180549493862029,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0.122498211627983,0.12059196701643,0.029460994655565,0,0.0484130485059046,0,0,0,0,0.0579387677943253,0,0,0,0,0.0292622506570177,0,0,0,0,0,0,0.0941643263454398,0,0,0,0,0,0,0.0394659191460912,0,0,-0.0198763226136055,0,0,0,0,0,0,0,0,0,0,0.0309557918849229,0,0,0,0,0.0229266591279057,0,0,0,0,-0.094609830692088,0
X600118.SH,0,0,0,0.0177188985079647,0,0,0,0,0,0,0,0,0,0,0,0.00171856674344111,0,6.93889390390723e-18,0,-0.0332886200189639,0,0,0,0,0,0,-0.00939406539423288,0,0,0,0,-4.33680868994202e-19,0.0165460320534109,0.0947875203596546,0,0,0,0,0.113679044107735,0,0.198114428099058,0.134449718496594,0,0,0,0,0,0,0.0191815897108274,0,0,0.00647722856956101,-0.0443318748261538,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0.0363045216612758,0,0,0.14410858567728,0,0,0.472955850769903,0,0.0389951630678245,0,0.0645350425317227,0,0,0.107449673691597,0,0,0.051420883531291,0.109350151464998,0,0,0,0,0.246906973299187,0,0,0,0.00926689044741506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303827516149358,0,0,0,0,0,0.0282813503048805,-0.043476064285663,0,0,0,1.73472347597681e-18,0,0
X600566.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062076506558182,0,0,0,0.143036753004906,0,0.308810345719745,0,0,0,-0.111676148854682,0,0,0,0,0.308530063116427,-0.00187887346210368,0.0754134839016246,0,0,0,0,0,0.263708075361099,0,0,0,0,0.153653133027661,0.0616104074821012,0,-0.170215142527541,-0.099964724613854,0,0,0,0,0,0,0,-0.0402003200401232,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,0,0,-0.0483886457735772,-0.340776011784471,0,0,-0.0666753894514749,0,0,0,0,0,0,0,0,0,0.0994541072844433,-0.0525044365142016,0,0,0,-0.116843548886396,0.221674711725406,0,0,0,-0.114854969443349,-0.085262570904646,0,0,0,0,0,0,0,0,0,0,0,0,0.0463156896621861,0,0.014204896222648,-0.107637503456541,0,0,0,-0.167755731575963,0,0
Slope,0,0,0.833714939186331,0,0,-0.420875689587944,0,0,0,0,0,0,0,0,0,0.0633280925077871,0,-0.676072251092148,0,0,0,0,-0.0860307701629734,0,0,0,0.118099000970483,-0.137366361433485,0,0,-0.297285295857721,0,0,1.10567879203565,0,0,0,0,0,0,0,0,0,0,0,0.504643625898629,0,0,3.46944695195361e-18,2.77555756156289e-17,1.34492666262003,0,0.903536393295645,0,0,0,0,-3.866992079327,0
TED,0,0,0,-0.143913817009325,0,-0.0292922597827337,0,0,0,0,0,0,0,0,0,0,0,0,0.37157630347791,0,0,0,-0.0391816250093714,0,0,0,0,0.329272431260413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187926264140687,0,0,0,-0.311778098203832,0,-0.206173602549937,0.535976120623179,0,0,0,0,-0.937250663347251,0,0
RealEstate_excess,0,0,0,0,0,0,-0.202314679468461,0,0,0,-0.0268881500809152,0,0,0,0,0.0183685566617095,0,0,0,0,0,0,0,0,0,0,0,0,0.0732169222281072,0,0,0,0.0434791995402286,-0.0439435578029885,0,0,0,0,0,0,0,0,0,0.0197961610147924,0,0,0,0,0,-0.00693242916260237,0.0161085517912246,-0.00447654663072339,0.0150071324776806,0,0,0,0.0280893017681692,0,0
MKreturn,0,0,0,-0.0239458547258663,0,0.0579502764363618,0,0,0,0,0,0,-0.0489211507528135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310337394217285,0,-0.0241930405558258,0,0,0,0.0476405652781994,0.00274347570065841,0.0511565252891697,0,-0.101610488439219,0,0,0.0417431533931156,-0.253244270097169,0,0,0,0,0.0337147392423404,0,0,0,0,0,0.0104555787004956,0,0,0,0,0.0449861038640755,0,0
MKvol,0,0,0,-0.00104192272351479,0,-0.00223528345654012,0,-0.0023614112313029,0,0,0,-0.00175625444504086,0,0,0.00338345436056112,-0.00251148330967067,0,0,0,0,0,0,-0.000321426968441074,0,0,0,0,-0.000476637534043592,0,0,0,0,-0.000890658537088126,0,0,0,0,0,0,0,0,0,0,0,0,0.000900683339437183,0,0,0,0,0,0,-0.002954313324918,0,0,0,0,0.103335275948982,0
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0,0,0.114624936775555,0,0,0,0,0,-0.0895448439783862,-0.0166857768127251,0.205013099758536,0,0,-0.0611938460520688,0,0.190644780579321,-0.442422658915139,0,0,0.112074180633569,0,0,0,0,0,0,0,0,0,0,0,0.0686433919535595,-0.048466756506565,0,0,0,0,0,0,0,0,0,0,-0.0608250962302874,0.0688382708326021,-0.144101644801356,0,0,0,0,-1.39531778948098,0
CarbonVol_Guangdong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00126328756462752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164907194930318,0.0105478762821328,0,0,0,0,0,0
CarbonVol_Hubei,0,0,0,0,0,0.00242223310856524,0,0,0,0,0,0,0,0,-0.00743059959620968,0.00186225430965323,0,0.0053796553286726,0,0,0.00305317465322467,0,0,0,0,0,0,0,0.00120566635061712,0,0,0,-0.00617971275095135,0,1.35525271560688e-20,0,0,0,0,-0.00203411526201496,0,0,0,0,0,0,0,0.00739977904746158,0,0,-0.00599416414763661,0.00452034955743584,0,0,0,0,0.0392191615032284,0,0
