,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600066.SH,X000100.SZ,X600271.SH,X000550.SZ,X000581.SZ,X600118.SH,X002236.SZ,X601877.SH,X000623.SZ,X000800.SZ,X002475.SZ,X300124.SZ,X000568.SZ,X600177.SH,X002294.SZ,X002129.SZ,X000869.SZ,X000559.SZ,X600582.SH,X000400.SZ,X000050.SZ,X600839.SH,X002456.SZ,X002465.SZ,X002007.SZ,X002292.SZ,X600809.SH,X000977.SZ,X600252.SH,X300003.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.244040804746057,0,0,0.140231243725136,0,0,0,0,0,0,0.634590571682499,0,0,0,0,0,-0.0303005470962046,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536301791967846,0,0,0,0,-0.152474208113119,0.0130698267958371,0,0.214018433545036,0,0,0,0,0,0,0,0,-0.0185851788625769,0,-0.0240321040414537,0,0,0,0,0
X600519.SH,0,0,0,0.05204303576966,0,0,0.148086728224349,0.284801004564719,0.0554575785955026,0,0.203240892167974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11667991964612,0,0,0,0,0,0.0327296925685995,0,0,0,0,0,0,0,0,-0.0886326326918873,0,0,-0.0195181692783817,0,0,0,-0.109297310787902,0,0,0,0,-0.010137530595655,-0.106225778955519,0,0,0,0,0
X000651.SZ,0.220706000780816,0,0,0.114170491701686,0.0087956338415514,0,0,0,-0.087132053164203,0,0.219030413149243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324694171213742,0,0,0,0.0198385171460253,0,0,0,0,0,0,0.0607581362364529,0,0,0.0779354488638395,0,0,1.73472347597681e-18,0,0,0.0390056549221715,0,0,0,0,-0.0603174127300298,-0.00959265768906242,0,0,0,0,0,0
X000725.SZ,0,0.159240257651929,0,0,0,0.0219423918083427,0,0,0,0,0,0,0,0.102462567499896,0,0,0,0,0,0,0.248473487150637,0.0646833517122065,0,0,0,0,0,0.169535964718802,0,0,0,0.209950667471238,0,0,0,0,0,0,0,0,0,0,0,0.22289272519375,0,0,0,-0.0467136564525627,0,0,0,-0.0526436142402,-0.00244214310458077,0,0,0,0,0,0
X002415.SZ,0,0,0.111514257570181,0,0,0.101841533464583,0,0,0,0,0,0,0,-0.0250036302075724,-0.0453408614368453,0,0,0,0,0,0,0,0.0561800718729585,0,0,0.165851904500254,0,0,0,0,0,0,0,0,0,0,0,0,0.240512924209063,0.0824111977149809,0,0,0,0,0,0,0,0,0,0,0,-0.0364752782333493,0.00295577599883728,0,0,0,0,0,0
X000625.SZ,0.36008851199398,0,0,0.0328603238065357,0,0,0.0255548500009191,0,0,0.212830164911793,0,0,0,0,0.000229311548108852,-8.67361737988404e-19,0,0.146191793768779,0,0,0,0,0.0131256658136681,0,0.0110123512695943,0,0,0.0684545693625001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732024914387627,0,0,0,0,0,0,0,-0.0190984797347011,-0.0230943879937724,0,0,0,0,0,0
X002304.SZ,0,0.0811949674206806,0,0,0,0,0,0.0724012456426649,0.0363552530985495,-0.0557049427594164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532361629777329,0,-0.0408055566976573,0,0,0,0,0,0,0,0,0,0,0,-0.0452380390835856,0,0,0,0,0,0.306027759405716,0,0,0,0.380975587636848,0,0,0.0149206147887809,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,2.60389757384821e-05,0,0.106356116429685,0,0.0651870732543163,0,0,0.0860003248214331,-0.0860150913114315,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.107640711938473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00784514649695794,0,0,0,0,0,-0.0284473740697201,-0.0071235975848529,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.0551387230133745,0.0818896589601801,0,0,0.0322834626398807,0,0,0,1.04866308274511,0,0,0,0,0.0412457094506426,0,0,0,0,0,0,0,0,0.0113515218171282,0,0,0,0,0,0,-0.00906067989878521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103190196714161,0.00116785776092935,0,0,0,0,0,0
X000063.SZ,0.0764853358521647,0,0,0,0,0,0,0,0.0529041902999168,0,0,0,0,0.133191117398023,0,0.0192658440551847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142326646596143,0,0,0,0.0693903598326759,0,0,0,0.0107654408404026,0,0,0,0,0,0,0,0.0118168652921721,0,0,0,-0.00295594821885393,0,0,0,0,0,0
