,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X000338.SZ,X600066.SH,X000100.SZ,X601877.SH,X002236.SZ,X600118.SH,X002456.SZ,X600271.SH,X000157.SZ,X300124.SZ,X600177.SH,X600372.SH,X600089.SH,X600522.SH,X002007.SZ,X002085.SZ,X002508.SZ,X000066.SZ,X000981.SZ,X300003.SZ,X600867.SH,X002294.SZ,X600699.SH,X000559.SZ,X002292.SZ,X300136.SZ,X002180.SZ,X002074.SZ,X600809.SH,X000623.SZ,X600498.SH,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0.158358731964443,0,0,0,0.0522904412802056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324340585047879,-0.0177926749441948,0,0.142570923628806,0.0423496959316214,0,0.0680306685627712,0,-0.0148635971488854,0.00504799206685765,0,0,0,0,0,0
X600104.SH,0,0,-0.235326265738556,0,0,0,0,-0.0741661749360619,0,0,0,0,0,0,0.701410087487349,0,0,0,0,0,0,0,0,0.1291977901486,0,0,0,0,0,0,0,0,0,0.0827546669732177,-0.0739752968419577,0,0,0,0,-0.140057560559729,0,0,-0.0807035428370729,0,0,0,-0.00733836702622116,0,0,0,-0.020782530474837,0.0108938111733271,0,0,0,0,0,0
X002415.SZ,0,0,0,0.153337860814123,0,0,0,0,0,0,0,0.107044349251105,0,0,0,0,0,0.0679928956645922,0,0,0,0,0.00961488287598515,0,0,0,0,0,0,0,0,0,0,-0.0183316483838709,0,-0.0225974151230477,0,0,0,0,0,0.140508594990196,0,0.131528628334825,-0.132675814616599,0.128674380110889,0,-0.0336636397043854,0,0,-0.0193342589088545,0.00783139062561891,0,0,0,0,0,0
X000651.SZ,0,0.317745095387159,0.0476252434584868,0,0,0,0,0,0,0.229086753419158,0.553532394501284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522871331769938,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174727582258993,0,0,-0.0259147392959719,0.206507361587249,0,0,0.334293754181121,0,-0.176456305916814,0,-0.00485635066215449,0.0141696270469785,0,0,0,0,0,0
X000858.SZ,0,0,0,0.203596662759441,0,0,0,0,0.270777565031451,0,0,0,0,0.288184165328451,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245355096417926,0,0,0,0,0,-0.00997778674350451,0.0678038944904996,0,0,0,8.67361737988404e-19,0,0,0,0,0.00126089541151083,0,0,0,0,0,0
X002304.SZ,0,0.101561687050433,0,0.0409186866407119,0,0,0,0.0970963471793811,0,0,0,0,0,0.195525797962924,0.268152753876049,0,0,0,0,0,0,0,0,0.0319697791356938,0,0,0,0,0,0,0,0,0,0,0.0100859435534123,0,0,0,0,0,0,0,0,0,0,0.0930385097433279,0,0,0.0630462940078405,-0.00168890451016111,-0.00525701545424669,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0438962941449668,0,0,0,0.167642641837141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617544275483599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117434017945357,0.0189663977498463,-0.00187626367087081,0,0,0,0,0,0
X000725.SZ,0,0,0,0.16041012031172,0,0,0,0,0,0.104055806813431,0,0,0,0.250391025053793,0,0,-0.693619568724685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00276460412139395,0,0,0,0,-0.0165592602432519,0,0.169172957682015,0,-0.0425840228600471,0,0,0,0,0,0,-0.0245448437353382,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0300111218741703,0,0,0,0,0,0,0,0,0.12901774981942,0,0.426773000552025,0,0,0,0,0,0,0,0.0562564758123409,-0.0132775700309425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111243272919201,0.0726928536704562,0,0,0,-0.0125493541689788,0,0,0,0,0,0,0
X000063.SZ,0.090612092250753,0,0,0.212587706991129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557710457495637,0,-0.229140852854655,0,0,0,-0.125877640036884,0,0,0.100136889428686,0,0,0,0.21509479771882,0.0870987075748823,0,0,0.142791727189615,0,0,-0.0512604979378637,0,0.0443125848941743,0.00616281197900512,0,0,0.0448671003371592,0,0.0108802215500589,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.19715828960237,0,0.0319330185172232,0,0,0,0,0,0,0.00157826495880287,0,0,-0.0404568620202374,0,0,0.101220991219355,0,0,0,0.167773280047448,0,-0.0915808134459981,0,0,0,0,0,0.0287209259417592,0,0,0,-0.0529938503506452,0,0,-0.124223963926604,0,0,0,0,-0.0998028854774528,0,0,0.0661154239753542,-0.0382550637246363,0,0,0,-0.00910757808196023,0.00206747451028851,0,0,0,0,0,0
X600703.SH,0,0,0.132214548849664,0,0.142005361321431,0.161889944718087,0.0347602607548231,0,0,0,0,0,0.11415498269856,0,0,0,0,0,0,0.0316477146207227,0.216417909462494,0,0,-0.105518765696433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137054748121982,0,-0.0230420003913883,0,0,0,0,0,0,0,0,0,0.247552996997587,-0.00280237565504132,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588064799605031,0,0,0,0,0,0,0.116927404216958,0,0,0.525569960664422,0,0,0,0,-0.0121194178743899,0,0.0624875653333343,0,0,0,0,0,0,0,0,0,0,-0.207699169992213,0,0,0,0,0.0400390215689839,-0.0695288412212407,-0.00596859774563934,0,0,0,0,0,0,0
